Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Source_League
br BRA,"MF,FW",Ajax,21,2000,23,21,"1,724",19.2,8,4,12,8,0,0,5,1,0.42,0.21,0.63,0.42,0.63,,,,,,,,,,,,,35000000.0,Antony,1344,Antony,21,82,89,174,63,Left,83,FW,7,62000000,21000,340,78,76,45,74,67,387,87,78,74,62,86,438,95,91,92,75,85,347,73,57,79,62,76,335,74,39,77,79,66,104,46,37,21,54,9,10,14,8,13,3,High,Medium,2,Netherlands
dk DEN,"FW,MF",Vitesse,21,2000,24,17,"1,304",14.5,7,1,8,7,0,0,2,0,0.48,0.07,0.55,0.48,0.55,,,,,,,,,,,,,3500000.0,Nikolai Baden Frederiksen,1773,N. Baden Frederiksen,21,69,78,179,68,Left,71,FW,9,3200000,7000,321,59,74,56,63,69,329,71,65,67,55,71,364,76,73,72,68,75,344,69,71,72,66,66,260,45,17,74,62,62,55,27,16,12,48,6,6,9,15,12,3,Medium,Medium,1,Netherlands
be BEL,"FW,MF",PSV Eindhoven,18,2003,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3000000.0,Johan Bakayoko,2220,J. Bakayoko,18,66,84,179,70,Left,68,FW,18,2200000,2000,292,58,64,58,59,53,320,70,64,57,58,71,348,83,82,62,58,63,308,62,56,63,68,59,221,28,17,59,60,57,85,23,35,27,43,7,14,7,6,9,3,High,Medium,1,Netherlands
be BEL,"MF,FW",Utrecht,21,2000,22,14,"1,242",13.8,0,5,5,0,0,0,1,0,0.0,0.36,0.36,0.0,0.36,,,,,,,,,,,,,1100000.0,Othman Boussaid,1770,O. Boussaid,21,69,78,168,62,Right,70,FW,9,3100000,6000,271,64,57,23,68,59,339,73,74,53,67,72,394,83,76,85,66,84,308,71,67,70,36,64,270,54,43,55,66,52,139,41,51,47,42,7,6,8,11,10,4,Medium,Medium,1,Netherlands
nl NED,"FW,MF",Vitesse,21,2000,28,11,"1,150",12.8,2,0,2,2,0,0,7,1,0.16,0.0,0.16,0.16,0.16,,,,,,,,,,,,,1300000.0,Thomas Buitink,2231,T. Buitink,21,66,74,174,68,Right,68,FW,8,1900000,4000,307,57,70,59,59,62,291,68,51,50,53,69,342,67,69,67,63,76,328,68,67,69,67,57,283,69,31,68,55,60,67,28,20,19,58,13,9,10,14,12,3,Medium,Medium,1,Netherlands
be BEL,"FW,MF",RKC Waalwijk,23,1998,20,4,567,6.3,0,1,1,0,0,0,1,0,0.0,0.16,0.16,0.0,0.16,,,,,,,,,,,,,350000.0,Lennerd Daneels,2401,L. Daneels,23,65,70,172,74,Right,66,FW,5,1100000,2000,275,61,58,45,58,53,307,70,60,54,55,68,364,75,77,75,58,79,279,63,39,63,60,54,257,58,23,61,60,55,78,23,29,26,53,10,14,9,11,9,3,Medium,Medium,1,Netherlands
br BRA,FW,Ajax,22,1999,13,1,283,3.1,2,1,3,2,0,0,0,0,0.64,0.32,0.95,0.64,0.95,,,,,,,,,,,,,900000.0,Danilo,1652,Danilo,22,70,76,174,68,Right,72,FW,6,2600000,9000,320,44,76,67,66,67,320,72,68,62,44,74,371,75,77,76,63,80,348,68,77,72,65,66,266,51,15,69,65,66,50,21,16,13,47,10,9,9,8,11,3,Medium,Low,1,BrazilSerieA
dk DEN,"FW,MF",Ajax,19,2002,12,0,208,2.3,1,3,4,1,0,0,0,0,0.43,1.3,1.73,0.43,1.73,,,,,,,,,,,,,6000000.0,Mohammed Daramy,1764,M. Daramy,19,69,81,180,71,Right,70,FW,12,3300000,5000,282,59,61,44,64,54,304,74,58,49,53,70,388,86,87,81,60,74,324,62,76,74,61,51,259,57,21,67,63,51,67,25,25,17,49,9,7,9,13,11,3,Medium,Medium,1,Netherlands
nl NED,"MF,FW",Heerenveen,19,2001,19,4,493,5.5,0,1,1,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18,,,,,,,,,,,,,450000.0,Arjen van der Heide,2586,A. van der Heide,19,64,78,174,70,Left,65,FW,14,1400000,1000,250,65,52,24,59,50,278,73,52,45,42,66,366,81,77,77,54,77,277,66,50,64,49,48,240,35,33,54,59,59,97,26,37,34,53,14,11,10,7,11,3,Medium,Medium,1,Netherlands
jp JPN,"MF,FW",PSV Eindhoven,23,1998,24,17,"1,510",16.8,8,1,9,8,0,0,0,0,0.48,0.06,0.54,0.48,0.54,,,,,,,,,,,,,8000000.0,Ritsu Doan,1381,R. Doan,23,77,83,172,70,Left,79,FW,6,16500000,17000,321,72,70,45,75,59,369,80,73,67,69,80,413,81,79,86,75,92,323,76,36,77,59,75,292,41,44,72,77,58,117,39,36,42,46,8,5,6,13,14,3,Medium,Medium,1,Netherlands
nl NED,FW,AZ Alkmaar,22,1999,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,200000.0,Jelle Duin,3211,J. Duin,22,60,66,185,78,Left,62,FW,6,400000,2000,282,35,64,68,57,58,226,59,38,36,41,52,242,47,42,48,51,54,319,66,63,57,77,56,254,56,24,60,45,69,62,22,20,20,51,14,14,9,6,8,4,Medium,Medium,1,Netherlands
nl NED,FW,Go Ahead Eag,21,2000,1,0,19,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,75000.0,Zakaria Eddahchouri,3342,Z. Eddahchouri,21,59,68,187,74,Right,61,FW,9,500000,1000,251,52,50,43,62,44,303,66,56,52,60,69,291,54,59,64,55,59,274,68,53,47,62,44,249,50,34,47,57,61,123,44,38,41,54,9,10,10,11,14,3,High,Medium,1,Netherlands
no NOR,"MF,FW",AZ Alkmaar,21,2000,20,9,909,10.1,2,1,3,2,0,0,0,0,0.2,0.1,0.3,0.2,0.3,,,,,,,,,,,,,1800000.0,Håkon Evjen,1658,H. Evjen,21,70,79,178,68,Left,72,FW,9,3600000,5000,289,63,64,39,66,57,325,72,68,54,60,71,396,85,79,89,68,75,319,61,58,81,54,65,283,54,43,70,66,50,167,58,63,46,57,11,13,7,14,12,2,High,High,1,Netherlands
nl NED,"MF,FW",Fortuna Sittard,22,1998,28,28,"2,495",27.7,12,4,16,12,0,0,5,0,0.43,0.14,0.58,0.43,0.58,,,,,,,,,,,,,2000000.0,Zian Flemming,1459,Z. Flemming,22,73,79,185,84,Right,75,FW,6,4900000,11000,336,56,73,70,73,64,364,70,75,75,69,75,350,69,73,67,72,69,384,77,72,82,79,74,338,77,46,75,72,68,167,58,59,50,44,13,7,7,8,9,4,Medium,Medium,1,Netherlands
nl NED,"MF,FW",PSV Eindhoven,22,1999,27,22,"1,905",21.2,12,12,24,11,1,1,1,0,0.57,0.57,1.13,0.52,1.09,,,,,,,,,,,,,30000000.0,Cody Gakpo,1347,C. Gakpo,22,81,86,189,76,Right,82,FW,5,39500000,22000,368,79,81,60,74,74,385,85,77,75,66,82,399,85,87,80,76,71,391,84,74,78,76,79,317,60,39,78,77,63,109,43,38,28,47,15,11,7,9,5,4,Medium,Medium,1,Netherlands
fr FRA,"MF,FW",Vitesse,20,2001,17,12,958,10.6,2,0,2,2,0,0,0,0,0.19,0.0,0.19,0.19,0.19,,,,,,,,,,,,,2500000.0,Yann Gboho,2046,Y. Gboho,20,67,76,178,64,Right,70,FW,9,2200000,10000,297,62,61,50,65,59,320,75,61,53,59,72,376,79,74,81,65,77,280,64,45,63,52,56,267,50,30,63,64,60,104,34,36,34,56,7,15,11,13,10,2,Medium,Medium,1,Netherlands
se SWE,"MF,FW",Fortuna Sittard,23,1998,11,8,646,7.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,600000.0,Emil Hansson,2055,E. Hansson,23,67,73,172,68,Right,68,FW,6,1600000,3000,265,63,61,30,66,45,319,70,64,64,52,69,384,77,77,84,61,85,297,60,70,65,49,53,245,32,24,62,67,60,110,56,24,30,49,11,10,8,11,9,3,Medium,Medium,1,Netherlands
de GER,"MF,FW",Go Ahead Eag,20,2000,28,4,708,7.9,1,1,2,1,0,0,1,0,0.13,0.13,0.25,0.13,0.25,,,,,,,,,,,,,300000.0,Ogechika Heil,2930,O. Heil,20,62,70,168,72,Right,63,FW,8,875000,2000,254,56,60,34,59,45,266,66,46,38,54,62,405,85,84,91,52,93,252,55,40,53,58,46,241,46,47,46,52,50,157,53,54,50,50,8,12,10,15,5,3,Medium,High,1,Netherlands
nl NED,FW,Heerenveen,21,2000,13,13,998,11.1,6,1,7,5,1,1,1,0,0.54,0.09,0.63,0.45,0.54,,,,,,,,,,,,,1300000.0,Sydney van Hooijdonk,2234,S. van Hooijdonk,21,66,75,188,81,Right,68,FW,9,1900000,7000,297,50,65,61,59,62,317,62,74,73,43,65,327,75,76,64,57,55,350,75,70,64,72,69,256,57,17,63,52,67,66,27,22,17,48,6,11,15,10,6,4,High,Medium,1,Netherlands
nl NED,FW,Willem II,23,1998,13,13,"1,070",11.9,4,0,4,4,0,0,2,0,0.34,0.0,0.34,0.34,0.34,,,,,,,,,,,,,650000.0,Jizz Hornkamp,2582,J. Hornkamp,23,64,71,182,81,Right,66,FW,7,1200000,2000,302,50,67,65,58,62,255,56,52,33,53,61,326,68,75,60,60,63,340,70,61,72,70,67,291,49,59,61,51,71,167,58,55,54,49,13,6,7,12,11,4,High,Medium,1,Netherlands
nl NED,"MF,FW",Vitesse,19,2002,23,9,891,9.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,500000.0,Daan Huisman,2232,D. Huisman,18,66,77,189,84,Right,68,FW,11,1800000,2000,306,52,63,62,70,59,302,62,59,48,67,66,297,60,59,64,65,49,323,64,58,68,69,64,294,61,45,68,67,53,148,55,46,47,40,9,5,7,11,8,3,Medium,Medium,1,Netherlands
sy SYR,"MF,FW",Groningen,23,1998,19,10,971,10.8,1,1,2,1,0,0,1,0,0.09,0.09,0.19,0.09,0.19,,,,,,,,,,,,,1200000.0,Daleho Irandust,1892,D. Irandust,23,68,72,185,73,Left,70,FW,4,1700000,4000,281,62,63,39,67,50,318,69,66,47,66,70,354,76,73,71,65,69,309,57,56,71,68,57,290,45,41,69,71,64,123,40,44,39,50,15,13,10,5,7,3,High,Low,1,Netherlands
be BEL,"FW,MF",Willem II,23,1998,24,8,948,10.5,3,0,3,3,0,0,1,0,0.28,0.0,0.28,0.28,0.28,,,,,,,,,,,,,350000.0,Elton Kabangu,2403,E. Kabangu,23,65,70,178,70,Left,66,FW,5,1100000,3000,303,61,66,61,61,54,283,70,44,46,56,67,345,77,77,74,52,65,276,60,71,32,63,50,230,38,19,60,62,51,78,30,28,20,47,9,14,6,13,5,3,Medium,Low,1,Netherlands
gr GRE,FW,Willem II,22,1999,17,0,322,3.6,0,2,2,0,0,0,0,0,0.0,0.56,0.56,0.0,0.56,,,,,,,,,,,,,375000.0,Anargyros Kampetsis,2227,A. Kampetsis,22,66,74,186,81,Right,69,FW,8,1900000,500,312,60,69,63,63,57,296,67,61,43,56,69,343,73,75,66,64,65,326,64,70,64,70,58,275,57,29,67,60,62,63,30,15,18,47,10,8,7,10,12,5,Medium,Low,1,Netherlands
se SWE,"MF,FW",AZ Alkmaar,23,1998,34,34,"2,906",32.3,15,12,27,10,5,5,3,0,0.46,0.37,0.84,0.31,0.68,,,,,,,,,,,,,14000000.0,Jesper Karlsson,1384,J. Karlsson,22,77,84,171,70,Right,79,FW,7,21500000,12000,338,71,74,44,73,76,377,80,82,68,65,82,419,85,82,92,71,89,365,77,84,80,44,80,301,44,35,74,73,75,102,32,36,34,53,13,11,10,10,9,3,High,Low,1,Netherlands
hu HUN,"MF,FW",Cambuur,20,2000,11,2,268,3.0,1,0,1,1,0,0,1,0,0.34,0.0,0.34,0.34,0.34,,,,,,,,,,,,,400000.0,Tamás Kiss,2222,T. Kiss,20,66,79,167,58,Right,67,FW,13,2100000,2000,261,66,66,35,57,37,292,62,65,42,59,64,407,81,90,86,63,87,259,59,43,63,32,62,264,52,29,58,68,57,84,32,24,28,56,10,13,13,14,6,3,High,Medium,1,Netherlands
nl NED,"FW,MF",Zwolle,21,2000,11,4,448,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,100000.0,Chardi Landu,3217,C. Landu,20,60,72,175,75,Right,61,FW,12,600000,1000,276,59,64,50,48,55,263,62,45,43,43,70,341,78,75,74,42,72,260,63,44,50,56,47,210,26,17,50,53,64,77,24,27,26,43,9,6,6,12,10,4,Medium,Medium,1,Netherlands
dk DEN,"MF,FW",Heracles Almelo,23,1998,29,24,"1,851",20.6,4,0,4,4,0,0,3,0,0.19,0.0,0.19,0.19,0.19,,,,,,,,,,,,,500000.0,Nikolai Laursen,1895,N. Laursen,23,68,73,183,78,Left,69,FW,5,1800000,3000,318,71,63,50,66,68,340,70,72,73,55,70,354,75,76,76,60,67,308,72,51,63,57,65,266,42,40,59,67,58,97,43,28,26,38,7,7,7,11,6,3,Medium,Medium,1,Netherlands
se SWE,FW,Go Ahead Eag,22,1998,32,25,"1,976",22.0,4,2,6,4,0,0,3,1,0.18,0.09,0.27,0.18,0.27,,,,,,,,,,,,,400000.0,Isac Lidberg,2929,I. Lidberg,22,62,68,186,82,Right,64,FW,6,650000,2000,274,40,60,64,57,53,240,58,37,33,50,62,323,70,73,61,55,64,336,63,70,80,77,46,271,69,37,60,54,51,99,37,33,29,65,16,12,13,9,15,3,High,Medium,1,Netherlands
gr GRE,"MF,FW",Twente,23,1998,33,26,"2,177",24.2,8,2,10,8,0,0,2,0,0.33,0.08,0.41,0.33,0.41,,,,,,,,,,,,,2000000.0,Dimitris Limnios,1661,D. Limnios,23,70,76,178,71,Right,71,FW,6,2500000,14000,324,65,65,56,68,70,327,74,60,66,55,72,370,76,72,77,66,79,320,70,55,71,56,68,267,50,26,69,67,55,117,43,39,35,47,15,8,7,12,5,3,High,Medium,1,Netherlands
dk DEN,FW,Heracles Almelo,22,1999,6,0,164,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,300000.0,Kasper Lunding,2420,K. Lunding,21,65,74,178,69,Left,66,FW,9,1600000,2000,254,61,56,37,62,38,285,67,66,36,49,67,365,75,77,75,58,80,291,53,81,59,44,54,235,44,27,62,63,39,89,25,28,36,58,11,8,11,13,15,3,Medium,Medium,1,Netherlands
nl NED,FW,Utrecht,20,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,200000.0,Eros Maddy,3073,E. Maddy,20,61,72,177,71,Right,62,FW,11,725000,2000,238,54,54,32,51,47,273,64,52,43,49,65,383,88,84,79,60,72,251,60,42,52,50,47,209,35,22,46,56,50,76,24,28,24,52,7,9,11,13,12,3,Medium,Low,1,Netherlands
nl NED,"FW,MF",Utrecht,21,2000,5,0,49,0.5,1,0,1,1,0,0,1,0,1.84,0.0,1.84,1.84,1.84,,,,,,,,,,,,,275000.0,Mohamed Mallahi,2761,M. Mallahi,21,63,72,181,74,Right,64,FW,9,1100000,2000,265,60,57,45,51,52,288,65,65,46,48,64,358,77,79,71,65,66,289,63,53,62,60,51,253,58,26,59,53,57,86,21,33,32,56,7,12,15,10,12,4,Medium,Medium,1,Netherlands
dk DEN,"MF,FW",NEC Nijmegen,22,1999,27,21,"1,739",19.3,4,0,4,4,0,0,0,0,0.21,0.0,0.21,0.21,0.21,,,,,,,,,,,,,650000.0,Magnus Mattsson,2047,M. Mattsson,22,67,75,174,63,Right,69,FW,8,2300000,4000,271,57,65,30,64,55,318,73,59,58,58,70,366,73,76,80,61,76,313,64,62,75,52,60,271,52,29,66,64,60,84,28,28,28,60,14,14,8,10,14,4,High,Medium,1,Netherlands
nl NED,"FW,MF",Heerenveen,20,2000,29,15,"1,316",14.6,1,1,2,1,0,0,5,1,0.07,0.07,0.14,0.07,0.14,,,,,,,,,,,,,1200000.0,Anthony Musaba,2235,A. Musaba,20,66,76,182,72,Right,68,FW,10,1900000,9000,305,62,63,58,59,63,276,70,49,45,45,67,380,85,89,79,59,68,340,69,75,64,71,61,227,39,11,63,55,59,67,23,21,23,47,7,9,12,9,10,5,Medium,Low,1,Netherlands
nl NED,"MF,FW",Fortuna Sittard,20,2000,7,3,220,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,200000.0,Richie Musaba,3069,R. Musaba,20,61,71,177,68,Right,63,FW,10,725000,2000,256,47,59,43,62,45,271,63,42,48,57,61,337,71,75,63,61,67,313,62,64,66,63,58,248,56,39,61,52,40,86,37,28,21,43,9,7,10,10,7,3,High,Medium,1,Netherlands
be BEL,"MF,FW",Groningen,21,2000,31,19,"1,663",18.5,7,1,8,7,0,0,4,0,0.38,0.05,0.43,0.38,0.43,,,,,,,,,,,,,1000000.0,Cyril Ngonge,2237,C. Ngonge,21,66,76,179,67,Left,67,FW,10,1900000,2000,282,59,63,55,62,43,296,73,57,55,38,73,372,83,82,75,60,72,318,64,64,64,63,63,251,50,40,58,43,60,81,11,35,35,47,15,7,10,7,8,4,Medium,Low,1,Netherlands
nl NED,"MF,FW",Fortuna Sittard,22,1999,24,8,815,9.1,1,0,1,1,0,0,0,0,0.11,0.0,0.11,0.11,0.11,,,,,,,,,,,,,250000.0,Tijjani Noslin,2758,T. Noslin,21,63,69,180,75,Right,64,FW,6,775000,2000,270,54,60,53,56,47,263,65,48,40,45,65,364,84,82,68,63,67,302,62,65,60,56,59,218,30,14,57,58,59,60,15,23,22,51,10,12,6,11,12,3,Medium,Medium,1,Netherlands
nl NED,"MF,FW",Willem II,22,1999,31,30,"2,444",27.2,6,1,7,6,0,0,2,0,0.22,0.04,0.26,0.22,0.26,,,,,,,,,,,,,850000.0,Ché Nunnely,2040,C. Nunnely,22,67,72,170,73,Right,69,FW,5,1600000,3000,281,60,64,44,60,53,287,70,65,37,46,69,401,90,92,81,62,76,292,58,56,71,62,45,222,38,22,61,56,45,70,25,23,22,55,13,6,15,6,15,3,High,Medium,1,Netherlands
dk DEN,"FW,MF",RKC Waalwijk,22,1999,30,28,"2,468",27.4,8,6,14,8,0,1,3,0,0.29,0.22,0.51,0.29,0.51,,,,,,,,,,,,,2000000.0,Jens Odgaard,1885,J. Odgaard,22,68,76,188,80,Left,70,FW,8,2700000,12000,304,47,69,64,63,61,276,69,59,38,42,68,328,67,68,64,65,64,344,69,60,74,78,63,248,39,22,67,61,59,98,45,31,22,53,8,13,13,8,11,3,High,Medium,1,Netherlands
be BEL,FW,Vitesse,21,2000,33,30,"2,649",29.4,18,2,20,16,2,3,3,1,0.61,0.07,0.68,0.54,0.61,,,,,,,,,,,,,7500000.0,Loïs Openda,1461,L. Openda,21,73,82,174,78,Right,75,FW,9,7000000,17000,338,67,74,64,70,63,287,71,51,43,52,70,412,94,93,78,69,78,380,73,92,76,75,64,301,69,16,74,67,75,63,29,19,15,48,9,8,10,8,13,3,High,Low,1,Netherlands
gr GRE,FW,AZ Alkmaar,22,1998,33,32,"2,495",27.7,16,5,21,16,0,0,6,0,0.58,0.18,0.76,0.58,0.76,,,,,,,,,,,,,6000000.0,Vangelis Pavlidis,1418,V. Pavlidis,22,74,81,185,82,Right,76,FW,7,8500000,10000,341,57,76,75,69,64,323,72,66,52,60,73,361,74,77,70,72,68,391,75,81,82,81,72,297,72,24,75,60,66,125,44,44,37,61,13,11,10,13,14,4,High,Medium,1,Netherlands
es ESP,FW,NEC Nijmegen,21,2000,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,12000000.0,Pedro,2585,Pedro,21,64,74,198,89,Right,66,FW,10,1300000,7000,320,59,72,75,55,59,228,53,36,43,38,58,264,55,67,52,52,38,342,74,70,61,83,54,244,44,20,59,55,66,73,22,27,24,54,10,8,15,10,11,3,Medium,Medium,1,Netherlands
nl NED,"FW,MF",AZ Alkmaar,17,2004,4,0,46,0.5,0,1,1,0,0,0,0,0,0.0,1.96,1.96,0.0,1.96,,,,,,,,,,,,,300000.0,Ernest Poku,2922,E. Poku,17,62,82,173,63,Right,62,FW,20,1100000,500,240,52,55,37,50,46,266,65,52,42,43,64,402,91,93,85,52,81,229,52,47,46,38,46,205,32,21,51,51,50,86,24,35,27,49,8,10,11,12,8,4,Medium,Medium,1,Netherlands
nl NED,FW,Groningen,19,2002,32,2,710,7.9,4,1,5,4,0,0,2,0,0.51,0.13,0.63,0.51,0.63,,,,,,,,,,,,,450000.0,Romano Postema,2417,R. Postema,19,65,77,175,67,Right,67,FW,12,1700000,2000,302,53,69,62,61,57,252,60,41,48,41,62,361,77,80,69,62,73,319,69,61,66,61,62,222,33,17,64,43,65,77,28,28,21,48,12,11,9,11,5,4,High,Medium,1,Netherlands
nl NED,"FW,MF",Zwolle,20,2001,26,24,"2,040",22.7,6,3,9,6,0,1,2,0,0.26,0.13,0.4,0.26,0.4,,,,,,,,,,,,,1000000.0,Daishawn Redan,2591,D. Redan,20,64,78,176,76,Right,66,FW,14,1400000,8000,274,43,67,58,58,48,264,65,52,40,40,67,366,78,77,76,61,74,310,66,62,67,60,55,234,40,21,63,55,55,52,20,15,17,62,12,13,9,13,15,4,Medium,Medium,1,Netherlands
nl NED,FW,Utrecht,18,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,225000.0,Mees Rijks,3074,M. Rijks,18,61,74,180,70,Right,63,FW,13,775000,1000,271,40,61,63,54,53,254,60,49,43,39,63,329,70,68,64,58,69,294,64,61,59,53,57,221,32,13,59,53,64,55,21,16,18,51,10,12,14,7,8,3,Medium,Medium,1,Netherlands
sct SCO,"FW,MF",Go Ahead Eag,23,1998,7,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,150000.0,Frank Ross,3220,F. Ross,23,60,65,172,61,Right,61,FW,5,375000,1000,232,57,41,35,60,39,283,67,53,43,57,63,343,66,67,79,55,76,220,34,60,47,33,46,261,49,49,55,60,48,148,44,54,50,62,10,8,13,15,16,3,High,Medium,1,Netherlands
nl NED,"MF,FW",Twente,20,2001,27,23,"1,706",19.0,3,3,6,3,0,0,2,0,0.16,0.16,0.32,0.16,0.32,,,,,,,,,,,,,800000.0,Daan Rots,2043,D. Rots,19,67,77,178,67,Left,68,FW,10,2200000,3000,294,58,63,51,62,60,305,69,66,48,54,68,376,82,81,81,59,73,299,60,60,67,55,57,259,52,27,64,64,52,94,33,35,26,56,15,6,14,12,9,3,Medium,Medium,1,Netherlands
se SWE,"FW,MF",Heerenveen,20,2001,13,12,"1,076",12.0,5,1,6,5,0,0,0,0,0.42,0.08,0.5,0.42,0.5,,,,,,,,,,,,,2000000.0,Amin Sarr,2589,A. Sarr,20,64,77,188,83,Right,66,FW,13,1400000,2000,280,52,66,55,55,52,270,67,52,41,44,66,358,87,90,74,54,53,307,63,47,69,70,58,246,49,22,56,61,58,60,17,24,19,44,8,9,7,5,15,3,Medium,Medium,1,Netherlands
be BEL,"MF,FW",Heracles Almelo,19,2001,16,4,388,4.3,0,1,1,0,0,0,0,0,0.0,0.23,0.23,0.0,0.23,,,,,,,,,,,,,250000.0,Elias Sierra,2599,E. Sierra,19,64,77,170,63,Right,66,FW,13,1400000,1000,241,38,54,38,69,42,307,68,50,52,67,70,356,69,65,74,56,92,265,60,62,49,33,61,243,38,52,53,59,41,151,41,56,54,42,8,7,9,13,5,3,High,Medium,1,Netherlands
co COL,"MF,FW",Feyenoord,22,1999,30,29,"2,405",26.7,12,7,19,12,0,0,1,0,0.45,0.26,0.71,0.45,0.71,,,,,,,,,,,,,25000000.0,Luis Sinisterra,1358,L. Sinisterra,22,79,86,172,60,Right,81,FW,7,35500000,14000,361,67,75,69,76,74,344,87,64,42,69,82,435,92,87,94,75,87,363,71,89,77,58,68,311,56,50,74,76,55,151,56,48,47,59,15,13,9,13,9,4,High,High,1,Netherlands
no NOR,FW,Groningen,21,2000,32,26,"2,339",26.0,14,2,16,14,0,0,5,0,0.54,0.08,0.62,0.54,0.62,,,,,,,,,,,,,6000000.0,Jørgen Strand Larsen,395,J. Bruun Larsen,22,73,78,183,77,Right,74,FW,5,4700000,23000,331,67,72,58,72,62,356,72,73,70,67,74,385,83,87,75,72,68,340,76,75,58,69,62,310,68,59,73,66,44,154,56,54,44,53,14,6,11,11,11,4,Medium,Medium,1,Bundesliga
no NOR,FW,Groningen,21,2000,32,26,"2,339",26.0,14,2,16,14,0,0,5,0,0.54,0.08,0.62,0.54,0.62,,,,,,,,,,,,,6000000.0,Jørgen Strand Larsen,395,J. Bruun Larsen,22,73,78,183,77,Right,74,FW,5,4700000,23000,331,67,72,58,72,62,356,72,73,70,67,74,385,83,87,75,72,68,340,76,75,58,69,62,310,68,59,73,66,44,154,56,54,44,53,14,6,11,11,11,4,Medium,Medium,1,Netherlands
se SWE,"MF,FW",Willem II,23,1998,34,20,"1,911",21.2,1,4,5,1,0,0,1,0,0.05,0.19,0.24,0.05,0.24,,,,,,,,,,,,,400000.0,Max Svensson,2225,M. Svensson,23,66,73,165,68,Right,68,FW,7,1700000,3000,273,64,56,39,61,53,316,69,65,62,50,70,389,83,80,79,60,87,300,65,62,73,38,62,238,39,34,61,60,44,82,33,25,24,53,8,14,12,7,12,3,Medium,Medium,1,Netherlands
nl NED,"FW,MF",AZ Alkmaar,19,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,850000.0,Mohamed Taabouni,2402,M. Taabouni,19,65,80,178,68,Right,68,FW,15,1700000,2000,266,50,54,43,66,53,319,70,61,55,63,70,376,78,74,81,65,78,285,59,58,67,48,53,257,50,26,55,71,55,150,42,52,56,48,12,6,6,12,12,3,Medium,Medium,1,Netherlands
cr CRC,"FW,MF",Twente,19,2002,25,4,649,7.2,3,2,5,3,0,0,2,0,0.42,0.28,0.69,0.42,0.69,,,,,,,,,,,,,1100000.0,Manfred Ugalde,2230,M. Ugalde,19,66,77,173,68,Right,68,FW,11,1900000,2000,293,35,69,66,61,62,289,66,59,49,49,66,382,80,78,76,63,85,300,69,66,62,39,64,258,52,16,67,60,63,76,30,24,22,43,6,12,6,12,7,3,High,Medium,1,Netherlands
