Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Source_League
il ISR,FW,Gent,20,1999,5,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,700000.0,Yonas Malede,2379,Y. Malede,20,65,74,189,80,Right,67,FW,9,1600000,5000,321,62,66,65,63,65,300,72,59,55,47,67,319,73,75,71,52,48,328,68,71,62,70,57,259,52,16,61,62,68,46,13,18,15,43,7,12,10,7,7,3,Medium,Medium,1,BelgianProLeague
jp JPN,"MF,FW",Antwerp,23,1997,18,9,822,9.1,2,1,3,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33,,,,,,,,,,,,,2000000.0,Koji Miyoshi,1594,K. Miyoshi,23,71,76,167,64,Left,74,FW,5,2900000,13000,299,64,64,37,73,61,350,75,70,69,63,73,416,86,72,94,71,93,348,71,87,72,46,72,280,43,43,66,72,56,142,44,51,47,49,8,9,15,7,10,4,High,Medium,1,BelgianProLeague
ng NGA,FW,Kortrijk,21,1999,2,2,151,1.7,1,0,1,1,0,0,0,0,0.6,0.0,0.6,0.6,0.6,,,,,,,,,,,,,10000000.0,Terem Moffi,475,T. Moffi,21,71,79,188,82,Left,73,FW,8,4200000,15000,310,46,74,71,61,58,242,69,38,29,38,68,330,71,78,58,66,57,362,75,76,66,84,61,250,57,15,71,41,66,59,18,23,18,58,13,11,11,11,12,3,Medium,Medium,1,BelgianProLeague
ng NGA,"MF,FW",Anderlecht,20,2000,23,15,"1,267",14.1,2,2,4,2,0,0,2,0,0.14,0.14,0.28,0.14,0.28,,,,,,,,,,,,,2000000.0,Paul Mukairu,1774,P. Mukairu,20,69,78,182,72,Right,70,FW,9,3100000,7000,301,61,69,44,66,61,309,74,66,45,56,68,375,81,85,78,68,63,337,71,66,68,67,65,265,53,25,61,62,64,85,25,30,30,53,11,10,11,10,11,4,High,Low,1,BelgianProLeague
cd COD,"FW,MF",Standard Liège,20,1999,19,10,903,10.0,7,1,8,7,0,0,3,0,0.7,0.1,0.8,0.7,0.8,,,,,,,,,,,,,4000000.0,Jackson Muleka,1776,J. Muleka,20,69,78,182,77,Right,71,FW,9,3100000,7000,336,63,71,71,60,71,293,72,58,53,42,68,362,78,77,81,58,68,344,69,76,66,70,63,269,56,16,71,62,64,46,18,15,13,53,7,15,6,14,11,2,Medium,Medium,1,BelgianProLeague
nl NED,"FW,MF",Cercle Brugge,19,2000,29,23,"2,060",22.9,6,3,9,6,0,0,2,0,0.26,0.13,0.39,0.26,0.39,,,,,,,,,,,,,2200000.0,Anthony Musaba,1893,A. Musaba,19,68,79,182,75,Right,69,FW,11,2600000,11000,311,64,67,58,59,63,278,72,49,45,45,67,382,85,91,79,59,68,337,70,74,61,71,61,227,39,11,63,55,59,67,23,21,23,47,7,9,12,9,10,5,Medium,Low,1,BelgianProLeague
be BEL,FW,Eupen,22,1997,32,22,"2,031",22.6,6,1,7,6,0,0,3,0,0.27,0.04,0.31,0.27,0.31,,,,,,,,,,,,,1000000.0,Julien Ngoy,1784,J. Ngoy,22,69,74,185,88,Right,71,FW,5,2200000,6000,299,58,68,63,63,47,288,75,45,43,53,72,374,80,84,74,66,70,350,74,59,76,81,60,237,33,17,64,59,64,67,27,18,22,52,14,5,12,11,10,3,Medium,Low,1,BelgianProLeague
jm JAM,"FW,MF",Charleroi,23,1997,33,23,"2,208",24.5,9,4,13,9,0,1,3,0,0.37,0.16,0.53,0.37,0.53,,,,,,,,,,,,,2500000.0,Shamar Nicholson,1598,S. Nicholson,23,71,76,192,83,Right,73,FW,5,2900000,10000,322,53,73,67,64,65,289,67,48,56,51,67,306,62,73,57,65,49,371,84,63,70,83,71,278,68,16,71,60,63,55,15,21,19,61,8,12,14,15,12,4,Medium,Medium,1,BelgianProLeague
be BEL,FW,Charleroi,18,2002,11,1,96,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,300000.0,Ken Nkuba,3133,K. Nkuba,18,60,74,173,70,Right,61,FW,14,575000,850,239,56,58,28,58,39,257,71,37,40,43,66,356,78,73,76,50,79,221,38,75,33,34,41,193,32,26,51,41,43,58,27,13,18,55,7,12,14,12,10,3,High,Low,1,BelgianProLeague
de GER,FW,Anderlecht,21,1998,31,30,"2,608",29.0,14,3,17,6,8,10,3,0,0.48,0.1,0.59,0.21,0.31,,,,,,,,,,,,,12000000.0,Lukas Nmecha,1437,L. Nmecha,21,74,81,185,80,Right,76,FW,7,8500000,67000,331,58,73,63,71,66,318,76,58,48,58,78,372,78,85,74,72,63,376,76,76,77,79,68,328,71,36,72,68,81,103,43,33,27,45,9,11,11,8,6,4,Medium,Medium,1,BelgianProLeague
cm CMR,FW,Beerschot,23,1996,16,9,990,11.0,3,3,6,3,0,0,1,0,0.27,0.27,0.55,0.27,0.55,,,,,,,,,,,,,1200000.0,Marius Noubissi,1782,M. Noubissi,23,69,74,180,87,Right,71,FW,5,2100000,6000,305,56,68,62,63,56,255,69,46,45,28,67,372,83,82,76,60,71,382,77,84,70,88,63,284,73,18,69,58,66,94,35,43,16,52,15,8,14,5,10,4,High,High,1,BelgianProLeague
be BEL,FW,Antwerp,20,2000,5,1,169,1.9,0,1,1,0,0,0,0,0,0.0,0.53,0.53,0.0,0.53,,,,,,,,,,,,,300000.0,Bruny Nsimba,3013,B. Nsimba,20,61,71,185,78,Right,63,FW,10,725000,3000,276,56,61,43,58,58,268,67,46,45,47,63,378,88,86,76,55,73,309,66,72,47,71,53,227,43,31,54,45,54,88,26,33,29,52,11,14,10,7,10,4,High,Medium,1,BelgianProLeague
gh GHA,"MF,FW",Eupen,18,2002,7,5,362,4.0,1,0,1,1,0,0,1,0,0.25,0.0,0.25,0.25,0.25,,,,,,,,,,,,,350000.0,Isaac Nuhu,2714,I. Nuhu,18,63,79,171,60,Right,64,FW,16,1200000,1000,252,54,50,47,57,44,279,73,46,44,52,64,409,87,73,91,68,90,222,54,67,35,27,39,212,38,21,50,58,45,103,33,28,42,43,13,13,5,6,6,3,Medium,Medium,1,BelgianProLeague
se SWE,FW,Genk,19,2001,3,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2000000.0,Benjamin Nygren,2239,B. Nygren,18,66,79,184,77,Left,69,FW,13,2000000,2000,307,65,66,52,69,55,309,69,54,51,64,71,318,64,68,62,60,64,318,58,69,65,64,62,239,32,14,65,64,64,52,18,16,18,42,6,10,6,12,8,3,Medium,Medium,1,BelgianProLeague
gh GHA,"MF,FW",Kortrijk,22,1997,31,29,"2,438",27.1,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,,,,,,,,,,,,,900000.0,Eric Ocansey,1897,E. Ocansey,22,68,73,173,71,Left,69,FW,5,1900000,6000,294,60,58,49,62,65,307,72,67,42,58,68,409,89,83,92,66,79,368,73,91,68,68,68,277,57,55,63,58,44,148,53,48,47,48,10,10,6,13,9,4,Medium,Medium,1,BelgianProLeague
ng NGA,"FW,MF",Club Brugge,22,1997,25,7,796,8.8,4,1,5,4,0,0,0,0,0.45,0.11,0.57,0.45,0.57,,,,,,,,,,,,,2800000.0,David Okereke,1595,D. Okereke,22,71,77,181,77,Right,73,FW,6,3000000,15000,311,43,76,68,68,56,251,75,40,31,33,72,387,84,84,82,69,68,353,68,91,69,69,56,259,48,17,68,64,62,63,31,17,15,50,11,14,9,8,8,4,High,Medium,1,BelgianProLeague
be BEL,FW,OH Leuven,21,1998,11,0,187,2.1,0,1,1,0,0,0,0,0,0.0,0.48,0.48,0.0,0.48,,,,,,,,,,,,,350000.0,Joshua Okpoda Eppiah,2717,J. Eppiah,21,63,70,175,73,Left,65,FW,7,975000,11000,300,60,63,58,60,59,275,70,49,48,42,66,340,73,74,66,58,69,317,68,65,63,63,58,233,51,26,58,40,58,75,25,28,22,55,10,12,11,10,12,2,High,Medium,1,BelgianProLeague
be BEL,"MF,FW",Genk,17,2003,17,4,516,5.7,0,1,1,0,0,0,0,0,0.0,0.17,0.17,0.0,0.17,,,,,,,,,,,,,3000000.0,Luca Oyen,2378,L. Oyen,17,65,83,172,64,Right,67,FW,18,1800000,900,279,63,56,47,65,48,313,72,56,52,61,72,354,72,74,77,50,81,274,54,68,62,32,58,244,46,35,53,61,49,116,37,42,37,60,9,14,14,13,10,3,High,High,1,BelgianProLeague
be BEL,"FW,MF",Waasland-Bev,20,2000,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,100000.0,Tom Reyners,3381,T. Reyners,20,58,69,170,63,Right,59,FW,11,450000,1000,243,48,48,38,55,54,259,64,58,32,37,68,374,81,74,79,52,88,254,52,67,53,41,41,226,50,34,42,51,49,115,22,48,45,56,11,10,13,14,8,3,Medium,Medium,1,BelgianProLeague
zm ZAM,FW,Oostende,23,1997,28,26,"2,177",24.2,13,3,16,11,2,3,5,0,0.54,0.12,0.66,0.45,0.58,,,,,,,,,,,,,4000000.0,Fashion Sakala,1602,F. Sakala,23,71,76,178,72,Right,73,FW,5,2900000,8000,321,59,75,65,62,60,291,74,53,49,48,67,390,87,87,79,64,73,386,82,90,78,66,70,281,53,35,67,58,68,77,20,29,28,54,12,7,11,11,13,2,High,Low,1,BelgianProLeague
gm GAM,"MF,FW",Beerschot,21,1999,19,7,718,8.0,0,2,2,0,0,0,2,0,0.0,0.25,0.25,0.0,0.25,,,,,,,,,,,,,700000.0,Abdoulie Sanyang,2209,A. Sanyang,21,66,75,173,69,Left,67,FW,9,1900000,3000,262,58,58,28,62,56,275,75,41,38,50,71,386,86,80,90,52,78,311,63,80,66,46,56,278,63,44,59,56,56,121,38,44,39,54,10,10,10,10,14,3,High,High,1,BelgianProLeague
ua UKR,"MF,FW",Mechelen,23,1997,17,8,787,8.7,3,1,4,3,0,0,0,0,0.34,0.11,0.46,0.34,0.46,,,,,,,,,,,,,1000000.0,Maryan Shved,2035,M. Shved,22,67,72,171,63,Left,67,FW,5,1600000,16000,303,64,66,58,59,56,319,70,65,58,57,69,356,73,73,74,59,77,307,70,59,63,48,67,240,31,17,66,60,66,103,42,39,22,48,5,11,10,11,11,3,Medium,Low,1,BelgianProLeague
lu LUX,"MF,FW",Waasland-Bev,23,1997,18,10,"1,102",12.2,3,1,4,3,0,0,3,0,0.25,0.08,0.33,0.25,0.33,,,,,,,,,,,,,550000.0,Danel Sinani,2222,D. Sinani,23,66,70,185,73,Left,68,FW,4,1200000,3000,302,68,67,34,68,65,334,64,68,68,68,66,325,62,67,65,62,69,335,72,65,64,66,68,308,64,44,66,70,64,123,38,43,42,54,10,14,8,10,12,3,Medium,Medium,1,BelgianProLeague
be BEL,FW,Cercle Brugge,21,1999,21,2,397,4.4,1,0,1,1,0,0,3,0,0.23,0.0,0.23,0.23,0.23,,,,,,,,,,,,,400000.0,Thibo Somers,2383,T. Somers,21,65,72,178,77,Right,67,FW,7,1500000,3000,266,60,59,37,67,43,303,71,61,38,65,68,356,78,83,73,52,70,312,51,76,62,75,48,236,49,28,56,55,48,103,29,38,36,47,8,15,10,8,6,4,Medium,Medium,1,BelgianProLeague
gh GHA,"MF,FW",OH Leuven,20,2000,34,34,"3,038",33.8,8,5,13,8,0,0,4,0,0.24,0.15,0.39,0.24,0.39,,,,,,,,,,,,,3000000.0,Kamal Sowah,1687,K. Sowah,20,70,79,179,66,Left,72,FW,9,3500000,30000,315,59,68,48,69,71,331,71,64,64,59,73,379,80,84,75,65,75,362,73,71,88,59,71,281,40,46,69,67,59,129,38,46,45,49,10,13,10,9,7,3,High,High,1,BelgianProLeague
tn TUN,"FW,MF",Zulte Waregem,23,1997,18,8,982,10.9,0,3,3,0,0,0,3,0,0.0,0.27,0.27,0.0,0.27,,,,,,,,,,,,,600000.0,Bassem Srarfi,1785,B. Srarfi,23,69,74,176,71,Left,71,FW,5,2100000,7000,319,68,64,56,70,61,335,74,66,59,65,71,362,77,72,77,61,75,306,69,54,55,62,66,286,36,55,60,69,66,148,38,58,52,46,9,6,13,7,11,3,Medium,Medium,1,BelgianProLeague
al ALB,FW,Waasland-Bev,22,1998,6,0,107,1.2,1,0,1,1,0,0,1,0,0.84,0.0,0.84,0.84,0.84,,,,,,,,,,,,,250000.0,Din Sula,2718,D. Sula,22,63,69,185,75,Right,65,FW,6,775000,2000,302,57,64,64,61,56,263,62,46,47,43,65,311,66,58,64,58,65,314,68,51,64,71,60,233,43,13,59,54,64,45,15,17,13,43,5,7,6,11,14,3,Medium,Low,1,BelgianProLeague
cm CMR,"MF,FW",Excel Mouscron,23,1996,30,21,"1,997",22.2,4,2,6,4,0,0,4,0,0.18,0.09,0.27,0.18,0.27,,,,,,,,,,,,,750000.0,Serge Tabekou,2223,S. Tabekou,23,66,70,180,74,Right,68,FW,4,1200000,3000,305,62,66,61,58,58,289,66,62,48,52,61,385,91,86,78,62,68,367,68,86,81,71,61,246,51,26,64,48,57,96,28,37,31,66,10,15,15,11,15,3,Medium,Medium,1,BelgianProLeague
bf BFA,"FW,MF",Standard Liège,18,2001,19,4,578,6.4,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,800000.0,Abdoul-Fessal Tapsoba,2552,A. Tapsoba,18,64,78,177,70,Right,66,FW,14,1400000,2000,290,47,67,54,63,59,247,68,38,39,32,70,371,84,82,81,51,73,327,69,82,57,55,64,226,38,23,55,46,64,52,15,18,19,40,8,6,7,12,7,3,Medium,Medium,1,BelgianProLeague
ca CAN,FW,Cercle Brugge,21,1998,32,32,"2,725",30.3,16,0,16,14,2,2,4,0,0.53,0.0,0.53,0.46,0.46,,,,,,,,,,,,,4500000.0,Ike Ugbo,1686,I. Ugbo,21,70,77,185,73,Right,72,FW,7,3300000,6000,312,37,77,62,66,70,230,64,43,28,28,67,360,75,79,69,74,63,328,68,73,64,75,48,277,59,26,74,51,67,70,21,30,19,53,11,13,5,13,11,3,High,Medium,1,BelgianProLeague
uy URU,"FW,MF",Atl Goianiense,23,2000,36,22,"2,156",24.0,2,2,4,1,1,1,4,0,0.08,0.08,0.17,0.04,0.13,2.4,1.7,3.7,5.3,69.0,115.0,151.0,0.1,0.15,0.25,0.07,0.22,1200000.0,Alejo Cruz,2240,A. Da Cruz,23,66,73,184,74,Right,68,FW,7,1700000,9000,296,62,66,52,61,55,296,70,70,41,48,67,357,78,77,73,62,67,308,75,50,56,62,65,241,60,24,64,53,40,109,48,35,26,66,12,15,12,14,13,3,High,Medium,1,Netherlands
br BRA,"FW,MF",Atl Goianiense,18,2005,3,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,1.0,0.0,9.0,1.55,0.0,1.55,1.55,1.55,850000.0,Jean Carlos Alves Ferreira,2170,João Ferreira,19,67,78,184,73,Right,67,FW,11,2100000,2000,250,61,31,49,63,46,253,62,53,32,41,65,341,77,78,56,71,59,299,69,64,65,66,35,259,63,58,53,41,44,186,50,69,67,57,5,11,13,15,13,2,Medium,Medium,1,PrimeiraLigaPortugal
br BRA,"FW,MF",Botafogo (RJ),23,2001,35,33,"2,533",28.1,7,3,10,6,1,1,3,0,0.25,0.11,0.36,0.21,0.32,7.1,6.4,3.8,10.1,85.0,74.0,261.0,0.25,0.13,0.39,0.22,0.36,8000000.0,Luiz Henrique,426,Luis Henrique,18,72,79,181,74,Right,74,FW,7,4400000,11000,339,75,68,67,70,59,309,75,59,41,60,74,359,85,83,69,60,62,341,76,54,72,75,64,276,49,24,69,71,63,105,40,34,31,46,9,5,7,10,15,3,High,Medium,1,BrazilSerieA
br BRA,"FW,MF",Botafogo (RJ),23,2001,35,33,"2,533",28.1,7,3,10,6,1,1,3,0,0.25,0.11,0.36,0.21,0.32,7.1,6.4,3.8,10.1,85.0,74.0,261.0,0.25,0.13,0.39,0.22,0.36,8000000.0,Luiz Henrique,426,Luis Henrique,18,72,79,181,74,Right,74,FW,7,4400000,11000,339,75,68,67,70,59,309,75,59,41,60,74,359,85,83,69,60,62,341,76,54,72,75,64,276,49,24,69,71,63,105,40,34,31,46,9,5,7,10,15,3,High,Medium,1,Ligue1
ar ARG,FW,Palmeiras,23,2000,35,24,"2,140",23.8,10,2,12,10,0,0,8,0,0.42,0.08,0.5,0.42,0.5,9.4,9.4,3.0,12.3,32.0,41.0,111.0,0.39,0.13,0.52,0.39,0.52,600000.0,José López,1059,Javi López,18,61,75,183,75,Left,61,FW,14,725000,1000,208,57,26,52,52,21,183,46,35,31,28,43,317,71,68,57,61,60,226,23,56,64,58,25,230,48,64,47,35,36,174,58,59,57,63,11,13,14,14,11,3,Medium,Medium,1,Laliga
ar ARG,FW,Palmeiras,23,2000,35,24,"2,140",23.8,10,2,12,10,0,0,8,0,0.42,0.08,0.5,0.42,0.5,9.4,9.4,3.0,12.3,32.0,41.0,111.0,0.39,0.13,0.52,0.39,0.52,600000.0,José López,1059,Javi López,18,61,75,183,75,Left,61,FW,14,725000,1000,208,57,26,52,52,21,183,46,35,31,28,43,317,71,68,57,61,60,226,23,56,64,58,25,230,48,64,47,35,36,174,58,59,57,63,11,13,14,14,11,3,Medium,Medium,1,LigaProfesionalArgentina
ar ARG,FW,Palmeiras,23,2000,35,24,"2,140",23.8,10,2,12,10,0,0,8,0,0.42,0.08,0.5,0.42,0.5,9.4,9.4,3.0,12.3,32.0,41.0,111.0,0.39,0.13,0.52,0.39,0.52,600000.0,José López,1059,Javi López,18,61,75,183,75,Left,61,FW,14,725000,1000,208,57,26,52,52,21,183,46,35,31,28,43,317,71,68,57,61,60,226,23,56,64,58,25,230,48,64,47,35,36,174,58,59,57,63,11,13,14,14,11,3,Medium,Medium,1,LigaProfesionalArgentina
co COL,"FW,MF",Fluminense,19,2004,3,0,92,1.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,3.0,1.0,10.0,0.15,0.34,0.48,0.15,0.48,300000.0,Jan Lucumí González,2857,J. González,23,63,70,175,73,Right,63,FW,7,925000,2000,219,64,27,53,48,27,273,62,54,59,46,52,323,68,65,62,52,76,269,50,61,66,56,36,253,54,65,46,45,43,184,48,67,69,45,5,10,13,10,7,3,Medium,Medium,1,
br BRA,"MF,FW",Ath Paranaense,17,2006,18,10,838,9.3,1,2,3,1,0,0,2,0,0.11,0.21,0.32,0.11,0.32,0.7,0.7,1.0,1.8,22.0,37.0,61.0,0.08,0.11,0.19,0.08,0.19,2200000.0,João Machado Cruz,2647,Juan Cruz,20,64,78,177,72,Left,65,FW,14,1400000,2000,279,64,61,42,60,52,311,68,64,59,54,66,346,76,76,75,53,66,252,61,44,45,38,64,267,41,39,63,61,63,98,32,31,35,57,9,15,11,14,8,3,Medium,Medium,1,Laliga2
br BRA,"FW,MF",Juventude,21,2002,25,9,"1,002",11.1,2,3,5,2,0,0,2,1,0.18,0.27,0.45,0.18,0.45,2.3,2.3,0.5,2.8,19.0,29.0,66.0,0.2,0.04,0.24,0.2,0.24,200000.0,Marcelinho,2350,Marcelinho,23,66,71,176,71,Left,67,FW,5,1300000,3000,285,65,58,39,63,60,316,68,72,48,61,67,360,76,75,75,62,72,286,57,59,59,56,55,239,42,12,62,63,60,53,13,19,21,54,6,11,13,12,12,3,High,Medium,1,
br BRA,"MF,FW",Vitória,18,2005,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.1,0.1,0.0,0.1,75000.0,Luis Miguel,3554,L. Miguel,19,56,70,183,75,Right,58,FW,14,325000,850,193,32,21,72,36,32,154,33,33,30,26,32,277,55,55,47,55,65,255,41,72,63,56,23,202,45,55,28,31,43,174,51,62,61,52,14,6,12,13,7,3,Medium,Medium,1,Netherlands
br BRA,"FW,MF",Atlético Mineiro,23,2000,26,22,"1,991",22.1,8,1,9,7,1,1,3,1,0.36,0.05,0.41,0.32,0.36,5.9,5.1,1.6,6.7,54.0,79.0,158.0,0.27,0.07,0.34,0.23,0.3,100000.0,Paulinho,384,Paulinho,19,73,83,177,77,Right,75,FW,10,6500000,23000,312,65,68,47,74,58,357,81,73,55,68,80,384,79,77,78,67,83,332,71,70,56,70,65,280,45,41,67,69,58,98,29,37,32,63,13,13,10,15,12,3,Medium,Medium,1,Bundesliga
br BRA,"FW,MF",Cruzeiro,20,2003,3,0,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,2.0,0.06,0.0,0.06,0.06,0.06,1100000.0,João Pedro,1635,João Pedro,18,71,84,182,70,Right,73,FW,13,4400000,5000,326,56,71,70,64,65,296,75,61,33,54,73,369,82,76,80,71,60,315,68,53,70,63,61,248,29,14,73,63,69,50,17,19,14,45,7,6,10,8,14,4,Medium,Medium,1,Championship
ec ECU,"FW,MF",Flamengo,23,2000,11,8,684,7.6,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13,1.6,1.6,1.9,3.5,25.0,27.0,68.0,0.21,0.25,0.46,0.21,0.46,4000000.0,Gonzalo Plata,1467,G. Plata,19,74,84,178,65,Left,75,FW,10,9000000,8000,313,68,65,41,68,71,330,79,76,52,46,77,410,86,85,86,73,80,318,70,51,69,63,65,305,61,40,73,71,60,127,43,46,38,57,13,8,14,10,12,3,High,Low,1,PrimeiraLigaPortugal
uy URU,"FW,MF",Bahia,20,2003,19,8,900,10.0,6,1,7,5,1,1,2,0,0.6,0.1,0.7,0.5,0.6,5.8,5.0,1.1,6.1,23.0,28.0,70.0,0.58,0.11,0.69,0.5,0.61,300000.0,Luciano Rodríguez,1581,L. Rodríguez,23,72,78,168,64,Right,73,FW,6,3700000,11000,291,57,63,40,71,60,343,76,53,66,70,78,390,79,75,88,63,85,305,61,50,86,56,52,292,50,50,66,64,62,173,65,58,50,62,14,9,12,14,13,4,High,Medium,1,
br BRA,FW,Ath Paranaense,15,2008,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1500000.0,Kayke Santos,2115,Kenny Rocha Santos,20,67,76,174,68,Right,69,FW,9,2200000,2000,300,61,56,58,69,56,336,70,66,65,64,71,356,71,66,75,67,77,305,53,65,70,59,58,320,71,59,62,69,59,175,57,61,57,44,8,9,7,11,9,3,Medium,Medium,1,Ligue2
de GER,"FW,DF",Eint Frankfurt,22,1998,7,0,100,1.1,1,0,1,1,0,0,1,0,0.9,0.0,0.9,0.9,0.9,0.1,0.1,0.0,0.1,3.0,3.0,12.0,0.13,0.0,0.13,0.13,0.13,1800000.0,Ragnar Ache,691,R. Ache,21,67,77,182,81,Right,69,FW,10,2300000,8000,287,33,66,77,55,56,236,64,44,32,32,64,356,75,78,67,66,70,361,69,86,73,75,58,239,53,17,66,43,60,72,31,19,22,48,6,12,8,12,10,3,High,Medium,1,Bundesliga
es ESP,"DF,FW",RB Leipzig,23,1997,26,24,"2,161",24.0,4,4,8,4,0,0,2,0,0.17,0.17,0.33,0.17,0.33,4.2,4.2,5.5,9.7,47.0,93.0,242.0,0.17,0.23,0.4,0.17,0.4,35000000.0,Angeliño,21,Angeliño,23,83,86,175,69,Left,83,FW,3,46000000,58000,369,88,70,65,83,63,408,84,83,76,81,84,398,86,64,82,81,85,367,80,73,85,60,69,370,77,80,79,79,55,235,77,78,80,58,13,6,13,13,13,3,High,High,2,Bundesliga
ng NGA,"FW,MF",Köln,19,2000,10,0,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,1.0,4.0,11.0,0.2,0.2,0.4,0.2,0.4,800000.0,Tolu Arokodare,1106,T. Arokodare,19,60,73,197,97,Right,62,FW,13,600000,3000,274,30,64,68,54,58,206,55,34,30,31,56,272,55,65,50,52,50,321,65,68,56,79,53,240,59,14,55,49,63,69,20,28,21,52,9,8,12,14,9,3,Medium,Medium,1,Bundesliga
ng NGA,FW,Union Berlin,22,1997,21,16,"1,359",15.1,5,2,7,5,0,0,0,0,0.33,0.13,0.46,0.33,0.46,6.1,6.1,1.3,7.4,19.0,16.0,108.0,0.4,0.08,0.49,0.4,0.49,5000000.0,Taiwo Awoniyi,439,T. Awoniyi,22,72,78,185,84,Right,74,FW,6,3800000,48000,332,57,76,68,68,63,282,70,55,35,56,66,367,79,79,70,69,70,362,77,79,66,78,62,278,65,22,70,53,68,75,25,27,23,44,10,7,9,8,10,2,Medium,Medium,1,Bundesliga
jm JAM,"FW,MF",Leverkusen,22,1997,30,25,"2,141",23.8,9,8,17,9,0,0,6,0,0.38,0.34,0.71,0.38,0.71,6.2,6.2,6.0,12.2,112.0,63.0,254.0,0.26,0.25,0.51,0.26,0.51,35000000.0,Leon Bailey,48,L. Bailey,22,81,85,178,79,Left,82,FW,4,37500000,70000,354,73,77,57,73,74,388,86,79,79,63,81,438,93,94,87,80,84,368,79,77,75,59,78,308,58,21,80,78,71,88,45,25,18,60,12,13,6,15,14,4,High,Medium,1,Bundesliga
de GER,"FW,DF",Wolfsburg,22,1998,32,31,"2,678",29.8,6,7,13,6,0,0,1,0,0.2,0.24,0.44,0.2,0.44,3.4,3.4,4.1,7.6,69.0,104.0,243.0,0.12,0.14,0.25,0.12,0.25,25000000.0,Ridle Baku,115,R. Baku,22,78,85,176,75,Right,80,FW,7,28500000,40000,333,76,67,54,76,60,331,81,59,45,69,77,410,80,86,80,77,87,370,74,76,90,66,64,336,73,74,72,66,51,219,74,70,75,46,12,8,7,10,9,4,High,Medium,1,Bundesliga
at AUT,"MF,FW",Hoffenheim,20,1999,31,28,"2,369",26.3,6,3,9,6,0,0,6,0,0.23,0.11,0.34,0.23,0.34,5.9,5.9,3.5,9.4,68.0,110.0,133.0,0.23,0.13,0.36,0.23,0.36,22000000.0,Christoph Baumgartner,207,C. Baumgartner,20,76,84,180,71,Right,78,FW,8,16500000,24000,331,62,72,60,78,59,345,79,62,52,73,79,388,81,78,78,74,77,284,67,58,54,47,58,296,50,34,71,76,65,125,31,47,47,55,10,11,9,14,11,3,Medium,Medium,1,Bundesliga
