MarketValue,Growth,league_score,Season,country_score,Source_League,Nation,Best position,Matches Played,International reputation,Sprint speed,Age,Best overall,Name,foot,team_score
350000,6,3,2021,4,BelgianProLeague,de GER,G,6,1,26,22,66,E. Bansen,Right,2
5800000,6,3,2021,4,BelgianProLeague,be BEL,G,33,1,17,22,73,A. Bodart,Right,5
870000,7,3,2021,4,BelgianProLeague,be BEL,G,16,1,37,21,67,G. Coucke,Right,3
990000,5,3,2021,4,BelgianProLeague,be BEL,G,7,1,37,23,69,O. De Wolf,Left,3
170000,8,3,2021,4,BelgianProLeague,be BEL,G,2,1,33,21,63,B. Gabriël,Right,3
1400000,6,3,2021,3,BelgianProLeague,dk DEN,G,5,1,44,23,69,D. Iversen,Right,3
930000,6,3,2021,4,BelgianProLeague,be BEL,G,28,1,46,22,68,N. Jackers,Right,3
700000,4,3,2021,3,BelgianProLeague,sk SVK,G,12,1,44,23,68,A. Jakubech,Right,3
2800000,5,3,2021,4,BelgianProLeague,bf BFA,G,34,1,53,23,73,H. Koffi,Right,4
4700000,16,3,2021,4,BelgianProLeague,be BEL,G,10,1,15,18,70,M. Vandevoordt,Right,4
290000,5,3,2021,3,BelgianProLeague,br BRA,G,3,1,25,23,65,Warleson,Right,2
290000,16,4,2021,4,Bundesliga,de GER,G,1,1,22,18,56,E. Bördner,Right,2
2300000,10,4,2021,4,Bundesliga,de GER,G,3,1,40,22,67,F. Dahmen,Right,4
1700000,9,4,2021,4,Bundesliga,de GER,G,4,1,43,21,68,L. Grill,Right,4
15000000,5,4,2021,5,Bundesliga,ch SUI,G,33,1,26,22,77,G. Kobel,Right,5
9300000,4,4,2021,4,Bundesliga,de GER,G,31,1,43,22,77,F. Müller,Left,5
7000000,5,4,2021,4,Bundesliga,de GER,G,1,1,46,23,75,A. Nübel,Right,5
1400000,5,1,2021,4,Bundesliga2,de GER,G,33,1,25,23,71,F. Kastenmeier,Right,3
120000,12,1,2021,4,Bundesliga2,de GER,G,1,1,31,19,55,P. Löhr,Right,1
290000,7,1,2021,4,Bundesliga2,de GER,G,1,1,26,22,65,M. Nicolas,Right,2
290000,10,1,2021,4,Bundesliga2,de GER,G,1,1,32,21,62,D. Smarsch,Right,2
120000,7,1,2021,4,Bundesliga2,de GER,G,1,1,44,22,58,M. Sündermann,Right,1
290000,10,4,2021,4,Championship,de GER,G,1,1,38,21,64,S. Benda,Right,5
2300000,12,4,2021,5,Championship,eng ENG,G,15,1,40,20,63,J. Bursik,Left,4
930000,6,4,2021,5,Championship,eng ENG,G,22,1,45,23,67,B. Collins,Right,3
120000,17,4,2021,5,Championship,eng ENG,G,2,1,24,19,57,Z. Jeacock,Right,1
410000,10,4,2021,2,Championship,se SWE,G,21,1,28,21,65,V. Johansson,Right,2
700000,8,4,2021,3,Championship,ie IRL,G,3,1,48,23,66,M. O'Leary,Right,3
930000,9,4,2021,5,Championship,eng ENG,G,3,1,16,22,65,A. Pears,Right,3
1200000,10,4,2021,5,Championship,eng ENG,G,30,1,33,20,66,R. Schofield,Right,3
230000,10,4,2021,3,Championship,nir NIR,G,1,1,58,22,64,L. Southwood,Right,2
580000,12,4,2021,3,Championship,ie IRL,G,1,1,38,21,66,M. Travers,Right,3
700000,8,4,2021,5,Championship,eng ENG,G,24,1,34,22,66,J. Walton,Right,3
12000000,7,4,2021,5,Championship,eng ENG,G,45,1,50,23,74,F. Woodman,Right,5
23000000,5,5,2021,5,Laliga,es ESP,G,37,1,48,23,80,Unai Simón,Right,5
2900000,6,5,2021,5,Laliga,es ESP,G,21,1,33,23,70,Iván Villar,Right,4
700000,12,1,2021,3,Laliga2,br BRA,G,2,1,31,19,66,Gabriel Brazão,Right,3
350000,12,1,2021,5,Laliga2,es ESP,G,3,1,41,21,65,Diego Conde,Right,2
470000,11,1,2021,5,Laliga2,es ESP,G,17,1,47,22,67,Álex Domínguez,Right,2
930000,8,1,2021,5,Laliga2,es ESP,G,40,1,26,23,68,Joan Femenías,Right,3
230000,10,1,2021,5,Laliga2,es ESP,G,1,1,26,22,60,Diego Fuoli,Right,2
1200000,7,1,2021,5,Laliga2,es ESP,G,18,1,37,22,70,Juan Soriano,Left,3
1200000,9,1,2021,5,Laliga2,fr FRA,G,11,1,32,22,67,L. Zidane,Right,3
2600000,8,3,2021,3,LigaProfesionalArgentina,ar ARG,G,8,1,44,23,66,F. Cambeses,Right,4
2700000,10,3,2021,3,LigaProfesionalArgentina,ar ARG,G,1,1,15,21,57,T. Durso,Right,4
1400000,13,3,2021,3,LigaProfesionalArgentina,ar ARG,G,12,1,53,21,72,L. Morales,Right,3
1200000,17,4,2021,5,Ligue1,fr FRA,G,1,1,20,18,63,S. Bajic,Right,4
12000000,6,4,2021,5,Ligue1,fr FRA,G,38,1,27,23,78,P. Bernardoni,Left,5
1200000,8,4,2021,3,Ligue1,cd COD,G,9,1,55,22,68,D. Bertaud,Right,3
470000,7,4,2021,5,Ligue1,fr FRA,G,3,1,30,22,66,S. Cibois,Right,5
580000,14,4,2021,5,Ligue1,fr FRA,G,2,1,44,20,64,Y. Diouf,Right,3
4100000,16,4,2021,5,Ligue1,eng ENG,G,8,1,22,20,61,E. Green,Right,4
43000000,6,4,2021,5,Ligue1,sn SEN,M,8,1,75,23,81,B. Kamara,Right,5
12000000,5,4,2021,5,Ligue1,fr FRA,G,38,2,45,21,78,A. Lafont,Right,5
8100000,3,4,2021,5,Ligue1,fr FRA,G,35,1,53,23,76,G. Larsonneur,Right,5
4700000,10,4,2021,4,Ligue1,pl POL,G,1,1,31,20,68,R. Majecki,Right,4
1700000,8,4,2021,5,Ligue1,ch SUI,G,21,1,28,21,71,A. Racioppi,Right,4
290000,15,2,2021,1,Ligue2,cm CMR,G,4,1,28,19,58,W. Bedfian,Right,2
230000,12,2,2021,5,Ligue2,fr FRA,G,1,1,25,20,57,R. Bouallak,Right,2
470000,5,2,2021,5,Ligue2,fr FRA,G,8,1,31,23,64,Q. Braat,Right,2
170000,11,2,2021,5,Ligue2,fr FRA,G,2,1,35,20,58,H. Constant,Right,1
230000,10,2,2021,5,Ligue2,fr FRA,G,2,1,25,21,56,G. Coudert,Left,2
350000,11,2,2021,5,Ligue2,fr FRA,G,2,1,31,21,63,D. Desprez,Right,2
290000,8,2,2021,1,Ligue2,gw GNB,G,3,1,22,22,59,O. Djoco,Left,2
19000000,6,2,2021,5,Ligue2,ci CIV,M,3,1,72,19,79,Y. Fofana,Right,5
350000,11,2,2021,1,Ligue2,ht HAI,G,3,1,31,20,62,G. Innocent,Right,2
580000,13,2,2021,2,Ligue2,mg MAD,G,4,1,44,20,61,S. Laiton,Right,3
230000,8,2,2021,1,Ligue2,mq MTQ,G,5,1,32,22,60,K. Le Roy,Right,2
230000,12,2,2021,5,Ligue2,fr FRA,G,1,1,31,17,59,E. Leclercq,Right,2
470000,9,2,2021,5,Ligue2,fr FRA,G,12,1,24,20,55,S. Péan,Right,2
930000,7,2,2021,2,Ligue2,se SWE,G,1,1,41,23,72,I. Pettersson,Left,3
230000,16,2,2021,5,Ligue2,fr FRA,G,7,1,31,19,56,T. Plumain,Right,2
170000,6,2,2021,5,Ligue2,fr FRA,G,1,1,31,23,58,T. Secchi,Right,1
9300000,8,3,2021,4,Netherlands,nl NED,G,14,1,48,22,77,J. Bijlow,Right,5
4700000,6,3,2021,4,Netherlands,nl NED,G,34,1,52,23,75,J. Drommel,Right,4
260000,6,3,2021,4,Netherlands,nl NED,G,3,1,18,22,64,T. Nijhuis,Right,3
1000000,10,3,2021,2,Netherlands,ng NGA,G,28,1,24,20,68,M. Okoye,Right,3
870000,7,3,2021,4,Netherlands,nl NED,G,26,1,46,23,67,Y. van Osch,Right,3
930000,9,3,2021,2,Netherlands,id IDN,G,8,1,32,22,69,M. Paes,Right,3
3300000,12,3,2021,4,Netherlands,nl NED,G,2,1,46,20,68,K. Scherpen,Right,4
1000000,6,3,2021,4,Netherlands,nl NED,G,14,1,16,23,69,M. Verrips,Right,3
26000000,7,5,2021,5,PremierLeague,eng ENG,G,13,1,48,23,80,D. Henderson,Right,5
2900000,12,5,2021,3,PremierLeague,ie IRL,G,2,1,38,21,65,C. Kelleher,Right,4
23000000,11,5,2021,5,PremierLeague,fr FRA,G,35,1,37,20,75,I. Meslier,Left,5
1200000,7,5,2021,3,PremierLeague,nir NIR,G,4,1,51,23,72,B. Peacock-Farrell,Left,3
14000000,5,5,2021,5,PremierLeague,eng ENG,G,38,1,50,22,74,A. Ramsdale,Right,5
5800000,7,5,2021,3,PremierLeague,sk SVK,G,2,1,41,23,73,M. Rodák,Right,5
1200000,12,5,2021,4,PremierLeague,pt POR,G,1,1,50,20,64,João Virgínia,Left,3
230000,10,2,2021,5,PrimeiraLigaPortugal,fr FRA,G,1,1,20,20,64,Brian Araújo,Right,2
7000000,16,2,2021,4,PrimeiraLigaPortugal,pt POR,M,1,1,68,20,63,David Costa,Left,5
1700000,12,2,2021,3,PrimeiraLigaPortugal,br BRA,G,23,1,31,19,63,Luiz Júnior,Right,4
5800000,7,2,2021,4,PrimeiraLigaPortugal,pt POR,G,2,1,55,21,76,Luís Maximiano,Right,5
410000,7,2,2021,2,PrimeiraLigaPortugal,mr MTN,G,17,1,36,23,66,B. Niasse,Right,2
120000,10,2,2021,4,PrimeiraLigaPortugal,pt POR,G,1,1,55,20,60,Joel Sousa,Right,2
2300000,11,2,2021,3,PrimeiraLigaPortugal,rs SRB,G,1,1,55,20,67,M. Svilar,Right,4
1200000,9,2,2021,3,PrimeiraLigaPortugal,cz CZE,G,3,1,27,21,65,M. Trmal,Right,3
700000,8,2,2021,2,PrimeiraLigaPortugal,ru RUS,G,5,1,28,23,70,I. Zlobin,Right,4
16000000,5,5,2021,5,SerieA,it ITA,G,37,1,49,23,78,E. Audero,Right,5
170000,15,5,2021,5,SerieA,it ITA,G,1,1,22,19,49,G. Crespi,Right,1
70000000,6,5,2021,5,SerieA,it ITA,G,37,3,55,21,86,G. Donnarumma,Right,5
930000,7,5,2021,3,SerieA,br BRA,G,5,1,20,23,66,Daniel Fuzato,Right,3
810000,5,5,2021,3,SerieA,hr CRO,G,1,1,34,23,70,K. Letica,Right,5
23000000,8,5,2021,5,SerieA,it ITA,G,22,1,48,23,78,A. Meret,Left,5
930000,6,5,2021,3,SerieA,rs SRB,G,5,1,45,23,68,V. Milinković-Savić,Right,3
1200000,7,5,2021,3,SerieA,hr CRO,G,4,1,41,20,69,I. Pandur,Right,3
230000,14,5,2021,5,SerieA,it ITA,G,4,1,39,20,55,F. Ravaglia,Right,2
2300000,6,5,2021,5,SerieA,it ITA,G,4,1,27,23,70,G. Vicario,Right,4
4100000,7,3,2021,5,SerieB,it ITA,G,27,1,23,23,69,M. Di Gregorio,Right,4
170000,4,3,2021,5,SerieB,sn SEN,D,3,1,70,23,76,M. Sarr,Left,1
170000,7,3,2021,5,SerieB,it ITA,G,3,1,44,23,62,D. Sommariva,Right,4
410000,9,3,2021,5,SerieB,sn SEN,G,13,1,49,22,57,D. Thiam,Right,2
4400000,5,3,2022,4,BelgianProLeague,be BEL,G,25,1,50,23,72,A. Bodart,Right,5
1300000,7,3,2022,4,BelgianProLeague,be BEL,G,30,1,37,22,68,G. Coucke,Right,4
60000,13,3,2022,4,BelgianProLeague,be BEL,G,1,1,15,19,59,M. Deman,Right,1
940000,11,3,2022,5,BelgianProLeague,fr FRA,G,33,1,17,20,65,G. Dietsch,Right,3
890000,15,3,2022,4,BelgianProLeague,be BEL,G,1,1,25,19,64,S. Lammens,Right,3
220000,7,3,2022,4,BelgianProLeague,be BEL,G,4,1,45,23,60,A. Lejoly,Right,2
550000,14,3,2022,5,BelgianProLeague,it ITA,G,2,1,33,20,63,A. Russo,Right,3
110000,11,3,2022,4,BelgianProLeague,be BEL,G,1,1,28,20,61,J. Schelfhout,Left,4
2400000,11,3,2022,5,BelgianProLeague,nl NED,G,7,1,46,21,68,K. Scherpen,Right,4
6600000,14,3,2022,4,BelgianProLeague,be BEL,G,34,1,39,19,70,M. Vandevoordt,Right,5
220000,9,1,2022,2,BrazilSerieA,br BRA,M,5,1,69,23,63,Anderson,Right,2
1700000,8,5,2022,4,Bundesliga,de GER,G,2,1,43,23,70,F. Dahmen,Right,4
660000,10,5,2022,4,Bundesliga,de GER,G,1,1,23,21,66,C. Früchtl,Left,3
1100000,6,5,2022,4,Bundesliga,de GER,G,1,1,43,22,67,L. Grill,Right,3
24000000,5,5,2022,5,Bundesliga,ch SUI,G,29,1,36,23,82,G. Kobel,Right,5
1400000,12,5,2022,3,Bundesliga,pl POL,G,10,1,21,20,63,M. Lotka,Right,4
6100000,4,5,2022,4,Bundesliga,de GER,G,30,1,43,23,76,F. Müller,Left,5
830000,16,5,2022,4,Bundesliga,de GER,G,1,1,25,19,63,D. Ramaj,Right,3
60000,6,2,2022,4,Bundesliga2,de GER,G,2,1,21,21,59,N. Heeger,Right,1
550000,6,2,2022,2,Bundesliga2,se SWE,G,7,1,42,22,67,M. Johansson,Right,3
280000,9,2,2022,4,Bundesliga2,de GER,G,1,1,32,22,64,D. Smarsch,Right,2
440000,7,3,2022,3,Championship,eng ENG,G,16,1,46,22,68,N. Baxter,Right,2
280000,7,3,2022,4,Championship,de GER,G,9,1,38,22,65,S. Benda,Right,2
2200000,11,3,2022,3,Championship,eng ENG,G,19,1,40,21,68,J. Bursik,Left,4
220000,13,3,2022,3,Championship,eng ENG,G,2,1,33,19,56,H. Cartwright,Right,2
660000,8,3,2022,3,Championship,eng ENG,G,20,1,31,23,65,A. Fisher,Right,3
440000,7,3,2022,3,Championship,eng ENG,G,26,1,47,23,65,D. Grimshaw,Right,3
890000,16,3,2022,2,Championship,ee EST,G,5,1,38,19,64,K. Hein,Right,3
110000,12,3,2022,3,Championship,eng ENG,G,2,1,24,20,58,Z. Jeacock,Right,1
660000,8,3,2022,3,Championship,eng ENG,G,3,1,16,23,65,A. Pears,Right,3
31000000,5,3,2022,3,Championship,eng ENG,G,2,1,50,23,81,A. Ramsdale,Right,5
660000,9,3,2022,3,Championship,eng ENG,G,2,1,33,21,66,R. Schofield,Right,3
550000,7,3,2022,2,Championship,nir NIR,G,25,1,58,23,68,L. Southwood,Right,3
2800000,7,3,2022,4,Championship,ie IRL,G,45,1,38,22,73,M. Travers,Right,5
440000,7,3,2022,3,Championship,eng ENG,G,7,1,34,23,66,J. Walton,Right,3
330000,10,4,2022,3,Laliga,es ESP,G,1,1,41,22,65,Diego Conde,Right,2
440000,14,4,2022,3,Laliga,es ESP,G,2,1,40,20,66,Joan García,Right,3
2800000,10,4,2022,4,Laliga,ua UKR,G,2,1,35,22,74,A. Lunin,Right,5
11000000,6,4,2022,5,Laliga,ge GEO,G,18,1,45,20,77,G. Mamardashvili,Left,5
13000000,7,4,2022,5,Laliga,pt POR,G,35,1,55,22,78,Luís Maximiano,Right,5
330000,14,4,2022,3,Laliga,es ESP,G,2,1,50,21,65,Leo Román,Right,2
2200000,7,4,2022,5,Laliga,fr FRA,G,8,1,32,23,69,L. Zidane,Right,4
330000,10,2,2022,3,Laliga2,es ESP,G,10,1,47,23,68,Álex Domínguez,Right,2
110000,12,2,2022,3,Laliga2,es ESP,G,10,1,17,21,64,Unai Marino,Right,1
170000,12,2,2022,3,Laliga2,es ESP,G,2,1,24,19,61,Unai Marrero,Right,2
2200000,8,2,2022,3,Laliga2,es ESP,G,28,1,46,23,69,Dani Martín,Right,4
110000,10,2,2022,3,Laliga2,es ESP,G,1,1,33,22,61,Sergi Puig,Right,1
1100000,7,2,2022,3,Laliga2,es ESP,G,41,1,37,23,71,Juan Soriano,Left,3
220000,8,2,2022,3,Laliga2,es ESP,G,12,1,22,22,65,Fran Vieites,Right,2
2500000,10,3,2022,3,LigaProfesionalArgentina,ar ARG,G,1,1,15,21,60,T. Durso,Right,4
30000,8,3,2022,3,LigaProfesionalArgentina,ar ARG,G,2,1,23,20,61,A. Lastra,Right,1
1300000,10,3,2022,3,LigaProfesionalArgentina,ar ARG,G,12,1,53,21,71,L. Morales,Right,4
3900000,8,5,2022,4,Ligue1,tr TUR,G,12,1,39,18,72,D. Alemdar,Right,5
2000000,13,5,2022,5,Ligue1,fr FRA,G,7,1,20,19,66,S. Bajic,Right,5
1700000,5,5,2022,3,Ligue1,cd COD,G,11,1,55,23,73,D. Bertaud,Right,4
2000000,5,5,2022,3,Ligue1,gw GNB,G,24,1,22,23,66,O. Djoco,Left,4
55000000,4,5,2022,5,Ligue1,it ITA,G,17,3,55,22,88,G. Donnarumma,Right,5
7700000,8,5,2022,3,Ligue1,eng ENG,G,15,1,22,21,74,E. Green,Right,5
18000000,6,5,2022,5,Ligue1,fr FRA,G,38,2,45,22,79,A. Lafont,Right,5
1100000,8,5,2022,5,Ligue1,fr FRA,G,13,1,25,22,67,G. Poussin,Right,3
170000,11,4,2022,5,Ligue2,fr FRA,G,2,1,31,19,57,H. Barbet,Right,2
2800000,16,4,2022,5,Ligue2,fr FRA,G,30,1,36,19,65,L. Chevalier,Right,5
550000,9,4,2022,5,Ligue2,fr FRA,G,9,1,30,22,63,L. Dias,Right,3
20000000,5,4,2022,5,Ligue2,ci CIV,M,35,2,71,20,80,Y. Fofana,Right,5
440000,8,4,2022,2,Ligue2,sn SEN,G,1,1,33,19,60,M. Ndiaye,Right,3
440000,9,4,2022,5,Ligue2,fr FRA,G,6,1,24,21,64,S. Péan,Right,3
550000,10,4,2022,3,Ligue2,eng ENG,G,22,1,33,22,64,N. Trott,Left,3
440000,8,4,2022,2,Ligue2,cf CTA,G,5,1,37,21,61,D. Youfeigane,Right,2
14000000,7,4,2022,5,Netherlands,nl NED,G,22,1,58,23,79,J. Bijlow,Right,5
220000,8,4,2022,5,Netherlands,nl NED,G,2,1,24,23,62,J. de Lange,Right,2
60000,10,4,2022,5,Netherlands,nl NED,G,1,1,18,20,59,C. van den Berg,Right,1
1700000,14,4,2022,5,Netherlands,nl NED,G,1,1,48,21,69,J. Gorter,Right,4
1000000,11,4,2022,5,Netherlands,nl NED,G,14,1,29,21,68,F. de Keijzer,Right,3
80000,8,4,2022,1,Netherlands,ma MAR,G,1,1,39,21,61,I. El Maach,Right,1
3900000,10,4,2022,4,Netherlands,ng NGA,G,30,1,26,21,72,M. Okoye,Right,5
660000,7,4,2022,4,Netherlands,de GER,G,20,1,30,23,67,M. Schubert,Right,3
8900000,7,5,2022,4,PremierLeague,ie IRL,G,2,1,39,22,73,C. Kelleher,Right,5
2200000,13,5,2022,3,PremierLeague,no NOR,G,1,1,33,20,63,K. Klaesson,Left,5
22000000,7,5,2022,5,PremierLeague,fr FRA,G,38,1,40,21,77,I. Meslier,Left,5
4400000,12,5,2022,3,PremierLeague,es ESP,D,37,1,79,23,66,Rubén Sánchez,Right,5
440000,12,3,2022,2,PrimeiraLigaPortugal,br BRA,G,10,1,41,20,65,Andrew,Right,2
220000,10,3,2022,5,PrimeiraLigaPortugal,fr FRA,G,1,1,20,21,64,Brian Araújo,Right,2
2000000,9,3,2022,5,PrimeiraLigaPortugal,pt POR,M,33,1,73,21,73,David Costa,Left,4
1100000,8,3,2022,5,PrimeiraLigaPortugal,pt POR,G,24,1,29,23,69,Daniel Figueira,Right,3
220000,7,3,2022,1,PrimeiraLigaPortugal,cm CMR,G,3,1,18,22,57,N. Haymamba,Right,2
1300000,11,3,2022,2,PrimeiraLigaPortugal,br BRA,G,31,1,31,20,70,Luiz Júnior,Right,4
500000,15,3,2022,5,PrimeiraLigaPortugal,pt POR,G,1,1,30,20,64,Francisco Meixedo,Right,4
2200000,10,3,2022,3,PrimeiraLigaPortugal,cz CZE,G,9,1,27,22,71,M. Trmal,Right,4
1100000,12,3,2022,5,PrimeiraLigaPortugal,pt POR,G,1,1,50,21,67,João Virgínia,Left,3
330000,10,2,2022,5,SerieA,it ITA,G,1,1,31,21,64,L. Gemello,Right,2
1100000,7,2,2022,3,SerieA,hr CRO,G,3,1,41,21,72,I. Pandur,Right,3
220000,8,2,2022,5,SerieA,it ITA,G,1,1,16,22,55,G. Satalino,Right,2
110000,15,2,2022,1,SerieA,ba BIH,G,1,1,17,19,58,P. Zovko,Left,1
890000,12,1,2022,5,SerieB,it ITA,G,3,1,37,21,66,A. Plizzari,Right,3
220000,8,1,2022,5,SerieB,it ITA,G,7,1,26,21,52,G. Saro,Right,2
1600000,6,4,2023,5,BelgianProLeague,be BEL,G,29,1,37,23,69,G. Coucke,Right,4
740000,8,4,2023,5,BelgianProLeague,fr FRA,G,23,1,17,21,67,G. Dietsch,Right,3
2100000,7,4,2023,3,BelgianProLeague,pl POL,G,28,1,31,22,70,R. Majecki,Right,4
210000,11,4,2023,2,BelgianProLeague,lu LUX,G,4,1,31,21,61,T. Martin,Right,3
530000,7,4,2023,3,BelgianProLeague,de GER,G,31,1,32,22,67,L. Moser,Left,3
9500000,10,4,2023,5,BelgianProLeague,be BEL,G,34,1,39,20,74,M. Vandevoordt,Right,5
11000000,10,4,2023,4,BelgianProLeague,nl NED,G,17,1,52,19,73,B. Verbruggen,Right,5
26000000,5,5,2023,5,BrazilSerieA,br BRA,M,19,2,86,21,82,Matheus Cunha,Right,5
4200000,5,3,2023,4,Bundesliga,dk DEN,G,33,1,43,23,74,O. Christensen,Right,4
420000,17,3,2023,3,Bundesliga,de GER,G,1,1,20,19,58,T. Ernst,Right,4
1100000,4,3,2023,3,Bundesliga,de GER,G,5,1,43,23,69,L. Grill,Right,3
840000,10,3,2023,3,Bundesliga,de GER,G,4,1,17,20,66,J. Olschowsky,Right,3
790000,12,3,2023,3,Bundesliga,de GER,G,1,1,25,20,66,D. Ramaj,Right,3
740000,7,2,2023,3,Bundesliga2,de GER,G,12,1,29,23,66,R. Hoffmann,Right,3
210000,7,2,2023,3,Bundesliga2,de GER,G,1,1,36,22,64,J. Krahl,Right,2
110000,7,2,2023,3,Bundesliga2,de GER,G,1,1,30,19,62,N. Kruth,Right,1
420000,4,2,2023,3,Bundesliga2,de GER,G,1,1,18,23,69,M. Raab,Right,3
630000,10,2,2023,3,Bundesliga2,de GER,G,10,1,28,20,66,T. Schreiber,Right,3
210000,5,2,2023,3,Bundesliga2,de GER,G,6,1,32,23,63,D. Smarsch,Right,2
1600000,16,2,2023,3,Bundesliga2,de GER,G,17,1,33,18,63,J. Urbig,Right,4
110000,5,2,2023,3,Bundesliga2,de GER,G,1,1,51,23,60,T. Weiner,Right,3
210000,17,2,2023,3,Bundesliga2,de GER,G,1,1,25,18,59,M. Weiß,Right,2
420000,6,3,2023,3,Championship,de GER,G,21,1,38,23,66,S. Benda,Right,3
260000,17,3,2023,2,Championship,au AUS,G,6,1,15,19,60,N. Bilokapic,Right,2
160000,16,3,2023,1,Championship,jm JAM,G,1,1,26,19,59,C. Boyce-Clarke,Right,2
1600000,11,3,2023,4,Championship,eng ENG,G,16,1,40,22,68,J. Bursik,Left,4
1600000,10,3,2023,4,Championship,eng ENG,G,10,1,35,20,64,J. Griffiths,Right,4
210000,14,3,2023,2,Championship,sct SCO,G,1,1,27,20,51,R. Hemfrey,Right,4
3200000,4,3,2023,3,Championship,se SWE,G,43,1,28,23,70,V. Johansson,Right,4
7400000,9,3,2023,4,Championship,eng ENG,G,46,1,32,22,69,A. Patterson,Right,5
420000,11,5,2023,3,Laliga,es ESP,G,1,1,40,21,66,Joan García,Right,3
160000,15,5,2023,3,Laliga,es ESP,G,1,1,43,19,63,Antonio Gomis,Left,2
5300000,7,5,2023,4,Laliga,ua UKR,G,7,1,35,23,75,A. Lunin,Right,5
26000000,6,5,2023,5,Laliga,ge GEO,G,38,1,48,21,79,G. Mamardashvili,Left,5
4200000,8,5,2023,3,Laliga,es ESP,G,2,1,38,23,72,Iñaki Peña,Right,5
320000,10,5,2023,3,Laliga,es ESP,G,1,1,50,22,69,Leo Román,Right,3
530000,12,1,2023,3,Laliga2,ad AND,G,23,1,29,21,66,Iker Álvarez,Right,3
320000,8,1,2023,3,Laliga2,es ESP,G,2,1,29,23,63,Adri López,Right,3
210000,7,1,2023,2,Laliga2,cr CRC,G,4,1,30,23,62,P. Sequeira,Right,2
110000,8,1,2023,3,Laliga2,es ESP,G,6,1,29,22,58,Marc Vidal,Right,1
2400000,8,1,2023,3,LigaProfesionalArgentina,ar ARG,G,1,1,15,21,65,T. Durso,Right,4
30000,8,1,2023,3,LigaProfesionalArgentina,ar ARG,G,2,1,23,20,61,A. Lastra,Right,1
1300000,8,1,2023,3,LigaProfesionalArgentina,ar ARG,G,12,1,53,21,71,L. Morales,Right,3
160000,14,1,2023,3,LigaProfesionalArgentina,ar ARG,F,8,1,55,22,63,J. Romero,Right,2
4200000,8,5,2023,4,Ligue1,tr TUR,G,6,1,39,19,72,D. Alemdar,Right,5
240000,12,5,2023,3,Ligue1,ar ARG,G,1,1,25,21,65,J. Blázquez,Right,2
320000,8,5,2023,4,Ligue1,pt POR,G,2,1,38,23,61,Matis Carvalho,Right,3
11000000,7,5,2023,5,Ligue1,fr FRA,G,32,1,40,20,77,L. Chevalier,Right,5
8400000,8,5,2023,5,Ligue1,fr FRA,G,31,1,44,22,76,Y. Diouf,Right,5
47000000,4,5,2023,5,Ligue1,it ITA,G,38,3,55,23,88,G. Donnarumma,Right,5
26000000,4,5,2023,5,Ligue1,ci CIV,M,11,2,73,21,81,Y. Fofana,Right,5
17000000,5,5,2023,5,Ligue1,fr FRA,G,37,2,45,23,79,A. Lafont,Right,5
160000,11,5,2023,5,Ligue1,fr FRA,G,1,1,20,19,56,G. Quilichini,Right,2
420000,14,2,2023,2,Ligue2,sn SEN,G,5,1,20,20,62,O. Ba,Right,3
1300000,11,2,2023,5,Ligue2,fr FRA,G,11,1,20,20,65,S. Bajic,Right,3
50000,7,2,2023,5,Ligue2,fr FRA,G,1,1,33,20,53,R. Boulais,Right,1
260000,6,2,2023,5,Ligue2,fr FRA,G,4,1,19,23,61,T. Callens,Left,2
790000,8,2,2023,5,Ligue2,fr FRA,G,7,1,30,23,64,L. Dias,Right,3
210000,12,2,2023,2,Ligue2,sn SEN,G,1,1,29,21,62,B. Fall,Right,4
2100000,8,2,2023,4,Ligue2,eng ENG,G,8,1,22,22,72,E. Green,Right,4
110000,12,2,2023,5,Ligue2,fr FRA,G,1,1,45,20,62,A. Nazih,Right,3
320000,10,2,2023,2,Ligue2,sn SEN,D,8,1,68,20,69,M. Ndiaye,Right,3
1900000,8,2,2023,5,Ligue2,fr FRA,G,36,1,25,23,68,G. Poussin,Right,4
320000,8,2,2023,2,Ligue2,cf CTA,G,3,1,37,22,61,D. Youfeigane,Right,3
80000,10,2,2023,4,Netherlands,nl NED,G,3,1,19,22,60,J. de Boer,Right,1
740000,6,2,2023,4,Netherlands,nl NED,G,2,1,28,22,69,F. de Keijzer,Right,3
180000,5,2,2023,4,Netherlands,nl NED,G,1,1,15,22,61,B. Lauwers,Left,2
50000,11,2,2023,4,Netherlands,nl NED,G,1,1,21,20,56,B. Minnema,Right,3
2100000,7,2,2023,3,Netherlands,hr CRO,G,31,1,41,22,72,I. Pandur,Right,4
370000,10,2,2023,4,Netherlands,nl NED,G,8,1,32,21,63,D. Reiziger,Right,4
2100000,9,2,2023,4,Netherlands,nl NED,G,26,1,46,22,67,K. Scherpen,Right,4
160000,9,2,2023,4,Netherlands,nl NED,G,2,1,27,22,61,Y. Schoonderwaldt,Left,2
630000,8,2,2023,4,Netherlands,pt POR,G,17,1,50,22,66,João Virgínia,Left,3
16000000,14,4,2023,5,PremierLeague,ie IRL,G,32,1,43,20,71,G. Bazunu,Right,5
13000000,7,4,2023,5,PremierLeague,ie IRL,G,1,1,39,23,73,C. Kelleher,Right,5
21000000,7,4,2023,5,PremierLeague,fr FRA,G,34,1,40,22,76,I. Meslier,Left,5
