MarketValue,Growth,league_score,Season,country_score,Source_League,Nation,Best position,Matches Played,International reputation,Sprint speed,Age,Best overall,Name,foot,team_score
5900000,12,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,1,1,73,20,70,Arnau Martínez,Right,3
350000,12,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,18,1,69,19,72,C. Medina,Right,3
290000,9,3,2022,3,,ar ARG,MF,25,1,75,21,64,S. Medina,Left,2
1800000,6,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,12,1,80,22,72,E. Meza,Right,3
350000,10,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,13,1,66,21,69,M. Miranda,Left,1
5900000,17,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,26,1,67,22,67,Alberto Moreno,Right,4
8200000,10,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,21,1,70,19,69,J. Nardoni,Right,4
2900000,11,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,14,1,67,21,72,A. Molinas,Right,3
2400000,18,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,23,1,80,20,66,F. Orozco,Right,3
530000,7,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,16,1,76,22,68,J. Palacios,Right,3
90000,9,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,3,1,69,22,67,F. Paradela,Right,3
90000,16,4,2022,3,SerieA,ar ARG,MF,15,1,58,19,65,M. Perrone,Left,3
1800000,10,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,17,1,55,22,69,L. Picco,Right,3
3500000,8,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,23,1,77,21,72,J. Portillo,Right,4
710000,7,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,19,1,66,21,68,T. Pozzo,Left,2
180000,9,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,13,1,78,22,70,M. Ramírez,Right,2
1400000,9,3,2022,3,,ar ARG,MF,10,1,64,23,64,G. Ríos,Right,2
820000,12,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,8,1,64,21,67,L. Ríos,Right,3
60000,14,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,3,1,68,17,58,Alex Rodríguez,Right,3
60000,14,2,2022,5,LigaProfesionalArgentina,uy URU,MF,15,1,68,22,58,Alex Rodríguez,Right,3
940000,9,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,21,1,74,21,69,I. Schor,Right,3
1100000,15,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,1,1,64,19,64,L. Sequeira,Right,3
380000,12,4,2022,3,PrimeiraLigaPortugal,ar ARG,MF,3,1,72,18,59,T. Silva,Left,3
6500000,11,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,17,1,72,19,76,S. Simón,Right,4
2000000,15,3,2022,3,,ar ARG,MF,6,1,65,19,61,S. Toloza,Right,3
1800000,11,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,24,1,85,21,73,A. Urzi,Left,3
11000000,7,3,2022,3,BrazilSerieA,ar ARG,MF,21,1,64,23,74,F. Vera,Right,4
11000000,7,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,21,1,64,23,74,F. Vera,Right,4
1400000,8,3,2022,3,,ar ARG,MF,27,1,69,20,66,G. Verón,Right,3
6500000,10,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,25,1,64,20,70,R. Villagra,Right,3
410000,12,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,1,1,68,19,60,E. Viveros,Right,5
410000,11,3,2022,3,,ar ARG,MF,11,1,80,19,65,D. Zalazar,Right,3
1100000,13,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,24,1,75,20,65,F. Zapiola,Right,2
7100000,13,2,2022,3,LigaProfesionalArgentina,ar ARG,MF,10,1,80,19,69,E. Zeballos,Right,3
3500000,5,4,2022,4,Ligue1,gh GHA,MF,31,1,61,21,71,S. Abdul Samed,Right,3
940000,14,4,2022,4,Ligue1,fr FRA,MF,8,1,63,17,66,M. Adeline,Right,4
11000000,7,4,2022,4,Ligue1,fr FRA,MF,36,1,66,21,78,Y. Adli,Right,4
1200000,15,4,2022,4,Ligue1,fr FRA,MF,7,1,65,19,67,M. Akliouche,Left,5
29000000,5,4,2022,5,Ligue1,dz ALG,MF,36,2,74,23,81,H. Aouar,Right,5
7100000,7,4,2022,4,Ligue1,fr FRA,MF,35,1,68,19,75,A. Aouchiche,Right,3
470000,12,4,2022,4,Ligue1,fr FRA,MF,5,1,77,18,65,D. Bakwa,Right,4
350000,10,4,2022,4,Ligue1,fr FRA,MF,4,1,69,18,61,I. Baldé,Right,4
1200000,15,4,2022,4,Ligue1,fr FRA,MF,11,1,77,18,65,B. Barcola,Right,5
9400000,5,4,2022,4,Ligue1,fr FRA,MF,36,1,80,23,77,J. Bellegarde,Right,4
470000,12,4,2022,4,Ligue1,fr FRA,MF,1,1,67,18,66,S. Ben Seghir,Right,5
5300000,4,4,2022,5,Ligue1,no NOR,MF,14,1,74,23,76,P. Berg,Right,4
2400000,6,4,2022,4,Ligue1,nl NED,MF,20,1,88,21,73,M. van Bergen,Right,4
4700000,9,4,2022,4,Ligue1,fr FRA,MF,33,1,76,21,70,G. Biancone,Right,3
19000000,4,4,2022,4,Ligue1,fr FRA,MF,35,2,71,23,81,L. Blas,Left,5
7700000,6,4,2022,5,Ligue1,dz ALG,MF,29,1,76,21,77,H. Boudaoui,Right,5
5900000,11,4,2022,5,Ligue1,dz ALG,MF,11,1,79,21,69,B. Brahimi,Left,5
3500000,4,4,2022,4,Ligue1,gh GHA,MF,24,1,84,22,71,O. Bukari,Right,5
5900000,7,4,2022,4,Ligue1,se SWE,MF,8,1,80,21,74,J. Cajuste,Right,4
180000,4,4,2022,4,Ligue1,fr FRA,MF,35,1,61,23,75,M. Camara,Right,3
29000000,6,4,2022,4,Ligue1,fr FRA,MF,31,2,74,21,80,M. Caqueret,Right,5
5300000,4,4,2022,4,Ligue1,fr FRA,MF,32,1,73,23,74,I. Cardona,Right,3
590000,14,4,2022,4,Ligue1,fr FRA,MF,8,1,69,20,64,N. Chadli,Left,3
1400000,6,4,2022,4,Ligue1,fr FRA,MF,19,1,64,23,70,D. Chambost,Left,3
21000000,15,4,2022,4,Ligue1,fr FRA,MF,16,1,70,17,74,R. Cherki,Left,5
12000000,8,4,2022,4,Ligue1,fr FRA,MF,36,1,69,19,75,J. Chotard,Right,4
7100000,6,4,2022,4,Ligue1,fr FRA,MF,10,2,85,23,76,A. Claude-Maurice,Right,5
2100000,9,4,2022,5,Ligue1,pt POR,MF,33,1,73,20,73,David Costa,Left,4
2100000,9,4,2022,5,PrimeiraLigaPortugal,pt POR,MF,33,1,73,20,73,David Costa,Left,4
4700000,6,4,2022,4,Ligue1,fr FRA,MF,10,1,78,20,73,L. Da Cunha,Left,5
7100000,8,4,2022,5,Ligue1,us USA,MF,16,1,82,20,73,K. de la Fuente,Right,5
940000,14,4,2022,4,Ligue1,fr FRA,MF,10,1,64,19,64,S. Delaye,Right,4
240000,8,4,2022,2,Ligue1,gn GUI,MF,5,1,84,20,63,Y. Diaby,Right,3
710000,17,4,2022,4,Ligue1,sn SEN,MF,4,1,60,17,59,H. Diarra,Right,4
1800000,4,4,2022,4,Ligue1,fr FRA,MF,15,1,85,22,70,S. Diarra,Left,3
15000000,7,4,2022,4,Ligue1,sn SEN,MF,8,1,92,22,76,K. Diatta,Right,5
290000,13,4,2022,4,Ligue1,sn SEN,MF,5,1,89,19,65,E. Dieye,Right,3
5900000,7,4,2022,4,Ligue1,fr FRA,MF,10,1,82,20,74,J. Dina Ebimbe,Right,4
24000000,8,4,2022,4,Ligue1,fr FRA,MF,30,1,72,21,80,S. Diop,Right,5
590000,18,4,2022,4,Ligue1,fr FRA,MF,5,1,63,18,63,A. Diouf,Left,5
1200000,5,4,2022,4,Ligue1,sn SEN,MF,4,1,62,23,72,A. Dioussé,Left,3
24000000,10,4,2022,4,Ligue1,be BEL,MF,14,3,90,19,77,J. Doku,Right,5
18000000,3,4,2022,4,Ligue1,ml MLI,MF,34,1,73,21,79,C. Doucouré,Right,4
1200000,15,4,2022,4,Ligue1,ml MLI,MF,8,1,69,18,64,K. Doumbia,Right,4
18000000,6,4,2022,4,Ligue1,fr FRA,MF,14,2,73,23,79,R. Faivre,Left,5
350000,14,4,2022,4,Ligue1,fr FRA,MF,3,1,71,19,63,N. Fatar,Left,3
2900000,7,4,2022,4,Ligue1,fr FRA,MF,25,1,73,21,72,A. Flips,Right,4
21000000,5,4,2022,4,Ligue1,fr FRA,MF,33,2,71,22,80,Y. Fofana,Right,5
21000000,5,2,2022,4,Ligue2,fr FRA,MF,33,2,71,22,80,Y. Fofana,Right,5
4700000,8,4,2022,4,Ligue1,fr FRA,MF,22,1,88,19,70,W. Geubbels,Right,5
1800000,10,4,2022,5,Ligue1,us USA,MF,28,1,78,21,69,N. Gioacchini,Right,4
8200000,8,4,2022,5,Ligue1,eng ENG,MF,24,1,78,20,75,A. Gomes,Right,5
49000000,7,4,2022,5,Ligue1,dz ALG,MF,38,2,77,21,81,A. Gouiri,Right,5
7100000,8,4,2022,4,Ligue1,se SWE,MF,30,1,88,22,75,G. Gudmundsson,Left,5
29000000,6,4,2022,4,Ligue1,fr FRA,MF,38,1,76,22,83,M. Guendouzi,Right,5
290000,13,4,2022,4,Ligue1,fr FRA,MF,3,1,66,20,64,Y. Guermouche,Right,4
2400000,4,4,2022,4,Ligue1,sn SEN,MF,14,1,77,23,73,L. Gueye,Right,4
14000000,6,4,2022,4,Ligue1,sn SEN,MF,28,1,67,22,77,P. Gueye,Left,5
47000000,5,4,2022,5,Ligue1,br BRA,MF,20,2,69,23,82,Bruno Guimarães,Right,5
9400000,4,3,2022,5,BrazilSerieA,br BRA,MF,20,1,83,19,74,Luis Henrique,Right,5
1200000,8,4,2022,3,Ligue1,sct SCO,MF,8,1,66,21,68,F. Hornby,Right,4
590000,9,4,2022,4,Ligue1,fr FRA,MF,8,1,78,20,67,L. Joseph,Right,4
4700000,11,4,2022,3,Ligue1,bf BFA,MF,31,1,91,20,72,I. Kaboré,Right,3
3500000,4,4,2022,4,Ligue1,ng NGA,MF,11,1,84,23,74,S. Kalu,Right,4
710000,6,4,2022,4,Ligue1,fr FRA,MF,34,2,74,21,81,B. Kamara,Right,5
5300000,6,4,2022,5,Ligue1,dz ALG,MF,31,1,76,23,76,I. Kebbal,Left,4
18000000,5,4,2022,4,Ligue1,nl NED,MF,27,1,89,22,77,J. Kluivert,Right,5
19000000,7,4,2022,4,Ligue1,fr FRA,MF,36,1,83,22,79,R. Kolo Muani,Right,5
940000,10,4,2022,4,Ligue1,fr FRA,MF,13,1,66,19,69,T. Lacoux,Right,4
470000,14,4,2022,4,Ligue1,fr FRA,MF,4,1,55,18,60,T. Le Bris,Right,3
3500000,4,4,2022,4,Ligue1,fr FRA,MF,32,1,73,23,74,J. Le Douaron,Left,3
7100000,8,4,2022,4,Ligue1,fr FRA,MF,36,1,64,21,76,E. Le Fée,Right,3
710000,17,4,2022,4,Ligue1,fr FRA,MF,1,1,68,17,65,F. Lemaréchal,Right,5
1800000,8,4,2022,4,Ligue1,fr FRA,MF,24,1,64,21,69,L. Leroy,Right,4
4100000,10,4,2022,4,Ligue1,fr FRA,MF,13,1,77,19,70,I. Lihadji,Left,5
2400000,11,4,2022,4,Ligue1,fr FRA,MF,24,1,74,19,66,B. Locko,Left,4
2900000,8,4,2022,4,Ligue1,sn SEN,MF,26,1,69,19,73,D. Lopy,Right,4
350000,5,3,2022,5,BrazilSerieA,br BRA,MF,28,1,76,23,77,Jean Lucas,Right,5
350000,5,4,2022,5,Ligue1,br BRA,MF,28,1,76,23,77,Jean Lucas,Right,5
2400000,4,4,2022,4,Ligue1,fr FRA,MF,28,1,55,23,73,H. Magnetti,Right,3
24000000,5,4,2022,5,Ligue1,hr CRO,MF,29,1,66,23,82,L. Majer,Left,5
940000,13,4,2022,2,Ligue1,cg CGO,MF,23,1,84,18,66,B. Makouana,Right,4
1800000,9,4,2022,4,Ligue1,fr FRA,MF,14,1,55,21,69,H. Mbock,Right,3
3500000,11,4,2022,4,Ligue1,fr FRA,MF,26,1,73,19,69,S. Mara,Right,4
18000000,11,4,2022,4,Ligue1,sn SEN,MF,33,1,66,18,73,P. Sarr,Right,4
9400000,11,4,2022,4,Ligue1,be BEL,MF,18,1,75,19,74,E. Matazo,Right,5
8200000,4,4,2022,4,Ligue1,nl NED,MF,29,1,55,23,75,A. Matusiwa,Right,4
12000000,4,4,2022,5,Ligue1,eng ENG,MF,30,1,89,23,78,S. Mavididi,Right,4
940000,14,4,2022,4,Ligue1,sn SEN,MF,12,1,64,19,64,A. Mbengue,Right,4
9400000,11,4,2022,4,Ligue1,cd COD,MF,31,1,77,19,75,N. Mbuku,Left,4
3500000,10,4,2022,4,Ligue1,fr FRA,MF,34,1,66,21,73,B. Mendy,Right,3
5900000,17,4,2022,4,Ligue1,fr FRA,MF,28,1,66,19,70,Q. Merlin,Left,5
240000,10,4,2022,4,Ligue1,fr FRA,MF,3,1,63,19,60,B. Mouazan,Right,3
1800000,12,4,2022,4,Ligue1,fr FRA,MF,14,1,66,20,69,A. Moueffek,Right,3
4700000,5,4,2022,4,Ligue1,fr FRA,MF,36,1,84,23,75,A. Nordin,Left,3
12000000,11,4,2022,4,Ligue1,be BEL,MF,32,1,79,19,74,A. Onana,Right,5
5900000,7,4,2022,3,Ligue1,cm CMR,MF,23,1,61,21,75,J. Onana,Right,4
1100000,10,4,2022,3,Ligue1,bf BFA,MF,25,1,73,19,64,D. Ouattara,Left,3
3500000,11,4,2022,4,Ligue1,ma MAR,MF,32,1,63,21,69,A. Ounahi,Right,3
41000000,5,4,2022,5,Ligue1,br BRA,MF,35,2,76,23,83,Lucas Paquetá,Left,5
710000,18,4,2022,4,Ligue1,fr FRA,MF,2,1,73,18,61,B. Pereira,Right,4
16000000,7,4,2022,4,Ligue1,fr FRA,MF,10,2,74,23,78,J. Reine-Adélaïde,Right,5
33000000,6,4,2022,5,Ligue1,pt POR,MF,25,3,83,23,83,Renato Sanches,Right,5
4700000,12,4,2022,4,Ligue1,nl NED,MF,6,1,68,18,72,X. Simons,Right,4
590000,9,4,2022,4,Ligue1,ml MLI,MF,7,1,69,19,70,I. Sissokho,Right,4
9400000,4,4,2022,4,Ligue1,ml MLI,MF,35,1,67,23,78,I. Sissoko,Right,4
1400000,9,4,2022,4,Ligue1,sn SEN,MF,21,1,69,20,68,S. Soumano,Right,3
15000000,7,4,2022,4,Ligue1,nl NED,MF,24,2,76,22,74,C. Stengs,Left,5
21000000,10,4,2022,4,Ligue1,gh GHA,MF,20,1,93,19,76,K. Sulemana,Right,5
2400000,11,4,2022,4,Ligue1,fr FRA,MF,10,1,78,17,68,L. Tchaouna,Left,5
71000000,7,4,2022,4,Ligue1,fr FRA,MF,35,2,73,21,84,A. Tchouaméni,Right,5
2400000,20,4,2022,4,Ligue1,fr FRA,MF,7,1,78,16,65,M. Tel,Right,5
26000000,10,4,2022,5,Ligue1,br BRA,MF,9,1,84,21,77,Tetê,Left,5
20000000,8,4,2022,4,Ligue1,fr FRA,MF,36,1,77,20,78,K. Thuram,Right,5
1100000,7,4,2022,4,Ligue1,sn SEN,MF,6,1,82,22,68,C. Sabaly,Right,4
2100000,11,4,2022,4,Ligue1,ml MLI,MF,27,1,59,19,67,B. Traoré,Right,4
2100000,11,2,2022,4,Ligue2,ml MLI,MF,27,1,59,19,67,B. Traoré,Right,4
3500000,13,4,2022,4,Ligue1,fr FRA,MF,18,1,69,17,70,L. Ugochukwu,Right,5
290000,12,4,2022,2,Ligue1,mq MTQ,MF,1,1,59,19,63,J. Varane,Right,4
14000000,7,4,2022,5,Ligue1,us USA,MF,29,2,88,21,76,T. Weah,Right,5
4700000,6,4,2022,3,Ligue1,km COM,MF,30,1,64,22,73,Z. Youssouf,Left,3
1800000,6,4,2022,5,Ligue1,dz ALG,MF,6,1,64,22,71,M. Zerkane,Left,4
5900000,8,4,2022,3,Ligue1,xk KVX,MF,13,1,76,22,74,E. Zhegrova,Left,5
710000,6,2,2022,3,Ligue2,km COM,MF,29,1,77,23,65,A. Abdallah,Left,1
1800000,7,2,2022,5,Ligue2,dz ALG,MF,22,1,65,21,67,H. Abdelli,Left,2
470000,4,2,2022,2,Ligue2,mr MTN,MF,14,1,70,23,65,A. Abeid,Left,2
710000,7,2,2022,2,Ligue2,bj BEN,MF,23,1,62,22,66,M. Ahlinvi,Left,2
710000,7,2,2022,4,Ligue2,fr FRA,MF,31,1,69,23,65,M. Alfarela,Right,2
1200000,7,2,2022,4,Ligue2,fr FRA,MF,35,1,77,22,67,N. Alioui,Right,2
820000,6,2,2022,2,Ligue2,gw GNB,MF,28,1,86,23,66,S. Ambri,Left,3
290000,10,2,2022,3,Ligue2,,MF,1,1,73,18,63,A. Arli,Right,2
710000,5,2,2022,4,Ligue2,fr FRA,MF,20,1,75,23,67,Y. Armougom,Left,3
1100000,13,2,2022,4,Ligue2,fr FRA,MF,24,1,70,20,64,N. El Aynaoui,Right,2
820000,13,2,2022,4,Ligue2,fr FRA,MF,18,1,65,18,66,A. Ba,Right,2
820000,13,2,2022,4,SerieB,fr FRA,MF,18,1,65,18,66,A. Ba,Right,2
590000,9,2,2022,4,Ligue2,fr FRA,MF,15,1,81,22,70,A. Bamba,Right,2
240000,8,2,2022,4,Ligue2,fr FRA,MF,7,1,64,20,56,E. Bardeli,Right,1
180000,16,2,2022,4,Ligue2,fr FRA,MF,5,1,73,18,61,Y. Beaka,Right,2
710000,14,2,2022,4,Ligue2,ma MAR,MF,24,1,82,20,63,Y. Begraoui,Right,2
290000,8,2,2022,4,Ligue2,fr FRA,MF,2,1,66,20,59,E. Belhadji,Right,2
590000,8,2,2022,4,Ligue2,fr FRA,MF,26,1,69,21,62,S. Benchamma,Right,2
3300000,8,2,2022,4,Ligue2,fr FRA,MF,34,1,73,22,75,Y. Benrahou,Left,3
1100000,5,2,2022,2,Ligue2,mq MTQ,MF,31,1,81,23,69,M. Biron,Right,2
820000,17,2,2022,4,Ligue2,fr FRA,MF,21,1,73,17,66,W. Bondo,Right,2
2900000,7,2,2022,4,Ligue2,fr FRA,MF,37,1,70,22,72,B. Boutobba,Left,2
470000,12,2,2022,4,Ligue2,fr FRA,MF,17,1,71,20,66,A. Boutoutaou,Right,2
530000,5,2,2022,4,Ligue2,fr FRA,MF,9,1,63,23,62,J. Boyer,Left,2
470000,15,2,2022,3,Ligue2,ch SUI,MF,17,1,66,20,63,O. Bunjaku,Left,1
350000,5,2,2022,4,Ligue2,fr FRA,MF,8,1,64,23,64,T. Campanini,Right,2
350000,7,2,2022,4,Ligue2,fr FRA,MF,11,1,66,20,64,L. Carnot,Right,2
240000,12,2,2022,4,Ligue2,fr FRA,MF,2,1,81,19,61,J. Casimir,Right,2
1100000,7,2,2022,4,Ligue2,fr FRA,MF,25,1,70,20,65,Y. Cassubie,Right,2
470000,13,2,2022,4,Ligue2,fr FRA,MF,20,1,72,19,60,Y. Cathline,Right,2
350000,7,2,2022,4,Ligue2,fr FRA,MF,12,1,51,23,64,F. Chabrolle,Right,3
2400000,12,2,2022,4,Ligue2,fr FRA,MF,34,1,76,19,66,Y. Cimignani,Right,3
820000,5,2,2022,4,Ligue2,sn SEN,MF,9,1,83,21,67,A. Ciss,Right,2
1200000,12,2,2022,4,Ligue2,fr FRA,MF,21,1,74,18,63,L. Cissé,Right,2
350000,6,2,2022,4,Ligue2,fr FRA,MF,5,1,67,21,61,G. Coelho,Right,1
590000,11,2,2022,4,Ligue2,fr FRA,MF,13,1,78,20,61,K. Corredor,Right,1
940000,6,2,2022,4,Ligue2,fr FRA,MF,34,1,72,23,66,B. Danger,Right,1
820000,7,2,2022,4,Ligue2,fr FRA,MF,33,1,81,22,65,S. Delos,Right,2
590000,11,2,2022,4,Ligue2,fr FRA,MF,30,1,60,18,63,L. Delpech,Left,3
3500000,6,2,2022,4,Ligue2,fr FRA,MF,33,1,71,23,73,J. Deminguet,Left,3
820000,6,2,2022,4,Ligue2,be BEL,MF,17,1,68,22,67,S. Dewaele,Right,2
940000,7,2,2022,4,Ligue2,fr FRA,MF,17,1,67,23,61,D. Diani,Left,3
710000,13,2,2022,4,Ligue2,ml MLI,MF,25,1,67,20,63,M. Diarra,Left,2
1800000,12,2,2022,4,Ligue2,fr FRA,MF,16,1,67,19,69,N. Diliberto,Right,2
590000,9,2,2022,4,Ligue2,fr FRA,MF,20,1,58,21,64,B. Doukansy,Right,2
820000,11,2,2022,4,Ligue2,fr FRA,MF,17,1,72,21,63,T. Ducrocq,Right,2
240000,13,2,2022,4,Ligue2,fr FRA,MF,6,1,68,19,60,S. Faraj,Right,3
940000,7,2,2022,3,Ligue2,bf BFA,MF,22,1,83,21,64,A. Fofana,Left,2
3500000,7,2,2022,4,Ligue2,fr FRA,MF,34,1,68,23,74,L. Fomba,Right,3
1400000,10,2,2022,3,Ligue2,au AUS,MF,34,1,61,22,67,D. Genreau,Right,2
1100000,5,2,2022,4,Ligue2,fr FRA,MF,10,1,71,21,67,I. Gomis,Right,1
1800000,6,2,2022,2,Ligue2,gn GUI,MF,31,1,81,23,69,M. Guilavogui,Right,2
710000,11,2,2022,4,Ligue2,fr FRA,MF,20,1,69,21,67,G. Haag,Right,2
1200000,15,2,2022,5,Ligue2,dz ALG,MF,23,1,77,18,64,J. Hadjam,Left,2
820000,15,2,2022,4,Ligue2,fr FRA,MF,22,1,66,18,57,I. Hamache,Right,2
180000,10,2,2022,4,Ligue2,fr FRA,MF,1,1,65,21,60,N. El Hassani,Left,2
590000,17,2,2022,2,Ligue2,bj BEN,MF,25,1,70,19,63,A. Hountondji,Right,3
2100000,8,2,2022,4,Ligue2,fr FRA,MF,34,1,61,19,63,M. Kaba,Right,2
120000,9,2,2022,4,Ligue2,fr FRA,MF,3,1,67,21,58,J. Kalai,Left,2
350000,9,2,2022,4,Ligue2,fr FRA,MF,14,1,68,21,63,A. Kerouedan,Right,1
470000,6,2,2022,4,Ligue2,fr FRA,MF,11,1,81,23,64,J. Khasa,Right,1
350000,8,2,2022,3,Ligue2,ge GEO,MF,6,1,74,22,65,G. Kokhreidze,Right,1
470000,15,2,2022,4,Ligue2,fr FRA,MF,11,1,66,16,61,Y. Koré,Right,2
180000,8,2,2022,4,Ligue2,fr FRA,MF,1,1,63,21,58,Z. Labyad,Right,1
1100000,12,2,2022,4,Ligue2,fr FRA,MF,30,1,76,20,65,M. Lachuer,Left,2
1100000,5,2,2022,4,Ligue2,fr FRA,MF,31,1,68,23,67,J. Le Cardinal,Right,2
180000,10,2,2022,4,Ligue2,fr FRA,MF,2,1,69,20,59,T. Le Normand,Right,2
350000,6,2,2022,4,Ligue2,fr FRA,MF,9,1,72,23,65,T. Lebeau,Right,2
5900000,14,2,2022,4,Ligue2,fr FRA,MF,35,1,64,18,69,J. Lepenant,Right,3
710000,9,2,2022,4,Ligue2,fr FRA,MF,17,1,59,21,63,A. Linguet,Right,2
1500000,6,2,2022,4,Ligue2,fr FRA,MF,38,1,73,23,67,J. Livolant,Right,2
820000,7,2,2022,4,Ligue2,gh GHA,MF,29,1,63,23,69,E. Lomotey,Right,2
470000,12,2,2022,1,Ligue2,cf CTA,MF,24,1,75,20,62,M. Majouga,Right,1
1200000,5,2,2022,4,Ligue2,fr FRA,MF,32,1,64,23,68,J. Masson,Left,2
350000,13,2,2022,3,Ligue2,km COM,MF,6,1,58,20,54,I. Mohamed,Left,3
350000,17,2,2022,3,Ligue2,cm CMR,MF,3,1,65,19,63,S. Mvoué,Right,2
240000,20,2,2022,4,Ligue2,fr FRA,MF,2,1,76,18,56,I. Najim,Right,3
2400000,17,2,2022,4,Ligue2,sn SEN,MF,35,1,68,19,62,R. Ndiaye,Right,3
470000,11,2,2022,4,Ligue2,fr FRA,MF,17,1,69,21,63,B. Ndilu,Right,2
60000,16,2,2022,2,Ligue2,mr MTN,MF,1,1,62,17,58,O. Ngom,Right,2
1200000,9,2,2022,2,Ligue2,td CHA,MF,27,1,74,20,64,A. Ngouyamsa,Right,2
2400000,10,3,2022,3,BelgianProLeague,bf BFA,MF,16,1,78,21,66,A. Ouattara,Right,2
2400000,10,2,2022,3,Ligue2,bf BFA,MF,16,1,78,21,66,A. Ouattara,Right,2
290000,9,2,2022,3,Ligue2,,MF,6,1,55,21,60,Kelvin Patrick,Right,2
470000,9,2,2022,4,Ligue2,fr FRA,MF,19,1,63,21,66,M. Picouleau,Left,2
530000,6,2,2022,1,Ligue2,ht HAI,MF,28,1,70,23,65,L. Pierre,Right,1
1500000,9,2,2022,4,Ligue2,fr FRA,MF,38,1,73,20,69,J. Ponceau,Right,3
590000,4,2,2022,4,Ligue2,fr FRA,MF,31,1,70,23,67,L. Rajot,Left,1
290000,11,2,2022,2,Ligue2,mq MTQ,MF,2,1,58,20,60,T. Rapnouil,Left,2
410000,8,2,2022,2,Ligue2,mq MTQ,MF,23,1,71,19,66,S. Renel,Right,2
1500000,11,2,2022,4,Ligue2,ma MAR,MF,33,1,59,19,67,A. Richardson,Left,2
1100000,4,2,2022,4,Ligue2,fr FRA,MF,20,1,77,23,66,C. Rocchia,Left,2
470000,9,2,2022,4,Ligue2,fr FRA,MF,17,1,54,21,62,A. Roncaglia,Right,2
1200000,8,2,2022,4,Ligue2,fr FRA,MF,29,1,62,21,68,B. Roux,Left,2
120000,17,2,2022,4,Ligue2,fr FRA,MF,1,1,59,16,55,S. Saber,Right,2
590000,7,2,2022,4,Ligue2,fr FRA,MF,13,1,80,23,67,S. Sadzoute,Left,3
470000,9,2,2022,4,Ligue2,fr FRA,MF,11,1,59,21,60,A. Salama,Right,1
470000,9,2,2022,4,Ligue2,fr FRA,MF,14,1,58,22,64,S. Sanna,Right,2
1200000,5,2,2022,4,Ligue2,fr FRA,MF,27,1,44,22,69,K. Sidibé,Right,2
1500000,11,2,2022,4,Ligue2,ml MLI,MF,31,1,53,21,62,L. Sinayoko,Right,3
1100000,6,2,2022,4,Ligue2,fr FRA,MF,25,1,73,23,63,M. Sivis,Right,2
590000,12,2,2022,2,Ligue2,fi FIN,MF,13,1,72,19,64,N. Skyttä,Left,2
940000,5,2,2022,4,Ligue2,fr FRA,MF,8,1,69,22,77,B. Soumaré,Right,2
940000,5,5,2022,4,PremierLeague,fr FRA,MF,8,1,69,22,77,B. Soumaré,Right,2
470000,14,2,2022,2,Ligue2,mr MTN,MF,6,1,72,18,58,L. Sy,Right,3
470000,9,2,2022,4,Ligue2,fr FRA,MF,28,1,63,21,65,E. Sylvestre,Left,1
470000,10,2,2022,4,Ligue2,fr FRA,MF,12,1,63,19,64,A. Taoui,Right,2
410000,14,2,2022,4,Ligue2,fr FRA,MF,12,1,80,20,62,T. Tormin,Right,2
350000,7,2,2022,4,Ligue2,ml MLI,MF,4,1,52,21,65,G. Traoré,Right,2
590000,8,2,2022,4,Ligue2,fr FRA,MF,14,1,80,22,65,V. Triboulet,Right,2
1800000,12,2,2022,4,Ligue2,fr FRA,MF,23,1,64,20,69,A. Trouillet,Left,3
940000,8,2,2022,4,Ligue2,fr FRA,MF,32,1,77,22,66,L. Vallier,Left,2
1400000,9,2,2022,4,Ligue2,fr FRA,MF,18,1,71,22,66,H. Vandermersch,Right,3
180000,13,2,2022,4,Ligue2,fr FRA,MF,2,1,65,18,61,M. Viltard,Right,3
2400000,17,2,2022,4,Ligue2,fr FRA,MF,31,1,87,18,66,A. Virginius,Right,3
590000,10,2,2022,4,Ligue2,ma MAR,MF,17,1,71,21,62,A. Wahib,Left,2
290000,14,2,2022,3,Ligue2,cm CMR,MF,5,1,66,19,62,A. Wam,Right,2
