Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG
Stefan Bajic,fr FRA,GK,Saint-Étienne,18,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mitchel Bakker,nl NED,DF,Paris S-G,20,2000,26,18,"1,694",18.8,0,2,2,0,0,0,1,0,0.3,0.3,1.9,2.1,31,77,180,0.00,0.11,0.11,0.00,0.11,0.01,0.10,0.11,0.01,0.11
Dilane Bakwa,fr FRA,"FW,MF",Bordeaux,17,2002,7,0,56,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,6,2,0.00,0.00,0.00,0.00,0.00,0.22,0.05,0.27,0.22,0.27
Leonardo Balerdi,ar ARG,DF,Marseille,21,1999,21,19,"1,634",18.2,2,0,2,2,0,0,6,1,2.0,2.0,0.0,2.0,11,48,1,0.11,0.00,0.11,0.11,0.11,0.11,0.00,0.11,0.11,0.11
Fodé Ballo-Touré,sn SEN,DF,Monaco,23,1997,24,6,662,7.4,0,3,3,0,0,0,2,0,0.1,0.1,0.7,0.8,30,24,52,0.00,0.41,0.41,0.00,0.41,0.02,0.10,0.11,0.02,0.11
Robson Bambu,br BRA,DF,Nice,22,1997,15,12,"1,046",11.6,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,10,21,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Simon Banza,cd COD,FW,Lens,23,1996,34,12,"1,372",15.2,5,2,7,4,1,1,6,1,6.0,5.2,2.1,7.3,17,34,115,0.33,0.13,0.46,0.26,0.39,0.39,0.14,0.53,0.34,0.48
Melvin Bard,fr FRA,DF,Lyon,19,2000,14,4,432,4.8,0,0,0,0,0,0,0,1,0.1,0.1,0.4,0.5,17,30,48,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10
Toma Bašić,hr CRO,MF,Bordeaux,23,1996,34,32,"2,601",28.9,4,1,5,4,0,0,7,0,4.6,4.6,2.5,7.0,31,111,76,0.14,0.03,0.17,0.14,0.17,0.16,0.09,0.24,0.16,0.24
Erwan Belhadji,fr FRA,MF,Dijon,19,2001,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,1,1,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.09,0.18
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,22,1998,36,25,"2,086",23.2,1,1,2,1,0,0,3,0,2.1,2.1,2.5,4.6,64,68,97,0.04,0.04,0.09,0.04,0.09,0.09,0.11,0.20,0.09,0.20
Sami Ben Amar,ma MAR,MF,Nîmes,22,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Salim Ben Seghir,fr FRA,DF,Nice,17,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Samy Benchamma,fr FRA,"DF,MF",Montpellier,20,2000,5,0,42,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bilal Benkhedim,fr FRA,FW,Saint-Étienne,19,2001,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,9,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10
Yassine Benrahou,fr FRA,MF,Nîmes,21,1999,23,15,"1,239",13.8,0,0,0,0,0,0,2,0,0.8,0.8,2.7,3.4,26,61,53,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.25,0.06,0.25
Paul Bernardoni,fr FRA,GK,Angers,23,1997,38,38,"3,420",38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dimitry Bertaud,cd COD,GK,Montpellier,22,1998,9,7,745,8.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Loïc Bessile,tg TOG,DF,Bordeaux,21,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Giulian Biancone,fr FRA,"DF,MF",Monaco,20,2000,2,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,4,6,15,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.17,0.04,0.17
El Bilal Touré,ml MLI,FW,Reims,18,2001,33,11,"1,245",13.8,4,1,5,4,0,0,4,0,3.1,3.1,0.7,3.8,13,20,65,0.29,0.07,0.36,0.29,0.36,0.22,0.05,0.27,0.22,0.27
Ludovic Blas,fr FRA,"MF,FW",Nantes,22,1997,36,32,"2,787",31.0,10,4,14,10,0,0,5,0,8.1,8.1,3.6,11.7,73,132,148,0.32,0.13,0.45,0.32,0.45,0.26,0.12,0.38,0.26,0.38
Sacha Boey,fr FRA,DF,Dijon,19,2000,24,21,"1,863",20.7,0,1,1,0,0,0,1,0,0.3,0.3,1.5,1.9,32,65,91,0.00,0.05,0.05,0.00,0.05,0.02,0.07,0.09,0.02,0.09
Sacha Boey,fr FRA,DF,Rennes,19,2000,2,2,124,1.4,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.1,1,5,7,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.10,0.06,0.10
Quentin Boisgard,fr FRA,"MF,FW",Lorient,23,1997,24,17,"1,314",14.6,2,2,4,2,0,0,5,0,2.1,2.1,1.7,3.7,28,43,107,0.14,0.14,0.27,0.14,0.27,0.14,0.11,0.26,0.14,0.26
Sven Botman,nl NED,DF,Lille,20,2000,37,37,"3,309",36.8,0,0,0,0,0,0,2,0,1.2,1.2,0.3,1.5,24,183,7,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Hicham Boudaoui,dz ALG,MF,Nice,20,1999,25,22,"1,736",19.3,3,2,5,3,0,0,9,0,2.2,2.2,1.9,4.1,33,64,70,0.16,0.10,0.26,0.16,0.26,0.11,0.10,0.21,0.11,0.21
Ismaël Boura,km COM,DF,Lens,19,2000,20,8,824,9.2,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.9,30,34,56,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09
Umut Bozok,tr TUR,"MF,FW",Lorient,23,1996,5,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Domagoj Bradarić,hr CRO,DF,Lille,20,1999,26,14,"1,263",14.0,1,2,3,1,0,0,4,0,0.2,0.2,0.9,1.1,42,44,93,0.07,0.14,0.21,0.07,0.21,0.01,0.07,0.08,0.01,0.08
Lilian Brassier,fr FRA,DF,Brest,20,1999,11,11,962,10.7,1,1,2,1,0,0,3,0,0.6,0.6,1.0,1.6,2,51,15,0.09,0.09,0.19,0.09,0.19,0.06,0.09,0.15,0.06,0.15
Lucas Buadés,fr FRA,MF,Nîmes,22,1997,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marcin Bułka,pl POL,GK,Paris S-G,20,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Anthony Caci,fr FRA,DF,Strasbourg,23,1997,33,32,"2,797",31.1,0,2,2,0,0,0,0,0,0.3,0.3,2.5,2.8,52,159,86,0.00,0.06,0.06,0.00,0.06,0.01,0.08,0.09,0.01,0.09
Mathieu Cafaro,fr FRA,"MF,FW",Reims,23,1997,31,27,"2,074",23.0,4,2,6,4,0,0,3,0,2.7,2.7,2.6,5.3,61,69,111,0.17,0.09,0.26,0.17,0.26,0.12,0.11,0.23,0.12,0.23
Duje Ćaleta-Car,hr CRO,DF,Marseille,23,1996,33,32,"2,813",31.3,2,1,3,2,0,0,8,1,1.2,1.2,1.0,2.2,13,82,3,0.06,0.03,0.10,0.06,0.10,0.04,0.03,0.07,0.04,0.07
Mahdi Camara,fr FRA,"MF,DF",Saint-Étienne,22,1998,37,37,"3,290",36.6,3,2,5,3,0,0,4,0,3.2,3.2,1.3,4.5,55,141,57,0.08,0.05,0.14,0.08,0.14,0.09,0.04,0.12,0.09,0.12
Eduardo Camavinga,fr FRA,MF,Rennes,17,2002,35,28,"2,402",26.7,1,2,3,1,0,0,6,0,1.8,1.8,1.8,3.6,85,185,73,0.04,0.07,0.11,0.04,0.11,0.07,0.07,0.14,0.07,0.14
Maxence Caqueret,fr FRA,MF,Lyon,20,2000,29,19,"1,761",19.6,0,1,1,0,0,0,4,1,0.7,0.7,1.6,2.3,24,174,44,0.00,0.05,0.05,0.00,0.05,0.04,0.08,0.12,0.04,0.12
Irvin Cardona,fr FRA,FW,Brest,22,1997,36,22,"2,029",22.5,8,1,9,8,0,0,2,0,7.7,7.7,1.1,8.8,46,34,164,0.35,0.04,0.40,0.35,0.40,0.34,0.05,0.39,0.34,0.39
Moreto Cassamã,gw GNB,MF,Reims,22,1998,29,26,"2,031",22.6,1,1,2,1,0,0,8,3,0.3,0.3,0.7,1.1,17,112,12,0.04,0.04,0.09,0.04,0.09,0.02,0.03,0.05,0.02,0.05
Zeki Çelik,tr TUR,DF,Lille,23,1997,29,28,"2,381",26.5,3,2,5,3,0,0,8,0,0.6,0.6,2.0,2.6,69,102,119,0.11,0.08,0.19,0.11,0.19,0.02,0.07,0.10,0.02,0.10
Bersant Celina,xk KVX,"MF,FW",Dijon,23,1996,32,25,"2,298",25.5,0,5,5,0,0,0,5,1,1.7,1.7,4.6,6.3,68,113,120,0.00,0.20,0.20,0.00,0.20,0.06,0.18,0.25,0.06,0.25
Nassim Chadli,fr FRA,"FW,MF",Nîmes,19,2001,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Trevoh Chalobah,eng ENG,"DF,MF",Lorient,21,1999,29,24,"2,237",24.9,2,2,4,2,0,0,5,0,1.6,1.6,0.7,2.2,25,93,20,0.08,0.08,0.16,0.08,0.16,0.06,0.03,0.09,0.06,0.09
Pape Cheikh Diop,sn SEN,MF,Dijon,22,1997,21,13,"1,089",12.1,0,0,0,0,0,0,5,0,0.3,0.3,0.6,0.9,14,51,5,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07
Rayan Cherki,fr FRA,"FW,MF",Lyon,16,2003,27,5,698,7.8,1,3,4,1,0,0,1,1,1.0,1.0,1.8,2.8,54,43,81,0.13,0.39,0.52,0.13,0.52,0.13,0.23,0.36,0.13,0.36
Pedro Chirivella,es ESP,MF,Nantes,23,1997,32,26,"2,280",25.3,0,2,2,0,0,0,4,0,0.4,0.4,1.4,1.8,19,148,34,0.00,0.08,0.08,0.00,0.08,0.01,0.06,0.07,0.01,0.07
Joris Chotard,fr FRA,MF,Montpellier,18,2001,29,11,"1,165",12.9,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.2,5,31,21,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09
Mounir Chouiar,fr FRA,"FW,MF",Dijon,21,1999,23,14,"1,288",14.3,0,2,2,0,0,1,5,0,2.0,1.2,2.4,3.6,49,42,83,0.00,0.14,0.14,0.00,0.14,0.14,0.17,0.31,0.09,0.25
Sébastien Cibois,fr FRA,GK,Brest,22,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alexis Claude-Maurice,fr FRA,"MF,FW",Nice,22,1998,30,21,"1,910",21.2,4,5,9,4,0,0,2,0,3.8,3.8,3.8,7.6,61,76,116,0.19,0.24,0.42,0.19,0.42,0.18,0.18,0.36,0.18,0.36
Maxwel Cornet,ci CIV,"DF,FW",Lyon,23,1996,36,29,"2,446",27.2,2,5,7,2,0,0,5,0,2.1,2.1,3.5,5.6,73,128,196,0.07,0.18,0.26,0.07,0.26,0.08,0.13,0.21,0.08,0.21
David Costa,pt POR,"MF,FW",Lens,19,2001,7,1,150,1.7,1,1,2,1,0,0,0,0,0.4,0.4,0.1,0.6,4,4,6,0.60,0.60,1.20,0.60,1.20,0.27,0.06,0.33,0.27,0.33
Charles Costes,fr FRA,MF,Dijon,17,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nicolas Cozza,fr FRA,DF,Montpellier,21,1999,20,15,"1,369",15.2,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,25,42,27,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Mickaël Cuisance,fr FRA,MF,Marseille,20,1999,23,11,"1,024",11.4,2,1,3,2,0,0,3,0,0.8,0.8,0.5,1.3,19,45,53,0.18,0.09,0.26,0.18,0.26,0.07,0.05,0.12,0.07,0.12
Colin Dagba,fr FRA,DF,Paris S-G,21,1998,25,15,"1,357",15.1,1,2,3,1,0,0,3,0,0.7,0.7,1.0,1.7,38,44,110,0.07,0.13,0.20,0.07,0.20,0.05,0.07,0.11,0.05,0.11
Flavius Daniliuc,at AUT,DF,Nice,19,2001,23,15,"1,477",16.4,1,0,1,1,0,0,0,0,0.6,0.6,0.4,1.0,25,102,7,0.06,0.00,0.06,0.06,0.06,0.04,0.02,0.06,0.04,0.06
Jonathan David,ca CAN,FW,Lille,20,2000,37,29,"2,354",26.2,13,2,15,13,0,0,0,0,9.1,9.1,2.6,11.7,46,47,173,0.50,0.08,0.57,0.50,0.57,0.35,0.10,0.45,0.35,0.45
Thibault De Smet,be BEL,DF,Reims,22,1998,8,6,496,5.5,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,23,29,30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Sacha Delaye,fr FRA,MF,Montpellier,18,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kévin Denkey,tg TOG,FW,Nîmes,19,2000,10,6,524,5.8,1,1,2,1,0,0,3,0,2.1,2.1,0.6,2.7,6,10,37,0.17,0.17,0.34,0.17,0.34,0.36,0.10,0.46,0.36,0.46
Boulaye Dia,sn SEN,"FW,MF",Reims,23,1996,36,35,"2,930",32.6,14,1,15,9,5,5,2,0,12.5,8.6,1.8,10.4,68,56,163,0.43,0.03,0.46,0.28,0.31,0.39,0.06,0.44,0.26,0.32
Ibrahima Diallo,fr FRA,MF,Brest,21,1999,5,5,440,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,4,23,3,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.00,0.07
Stéphane Diarra,fr FRA,"MF,FW",Lorient,21,1998,13,2,197,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,8,8,30,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.17,0.04,0.17
Krépin Diatta,sn SEN,"MF,DF",Monaco,21,1999,12,3,389,4.3,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.5,16,11,44,0.23,0.00,0.23,0.23,0.23,0.10,0.02,0.11,0.10,0.11
Bamba Dieng,sn SEN,"FW,DF",Marseille,20,2000,5,2,129,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,4,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,19,2000,30,25,"2,144",23.8,1,1,2,1,0,0,5,0,3.4,3.4,2.4,5.8,65,67,145,0.04,0.04,0.08,0.04,0.08,0.14,0.10,0.24,0.14,0.24
Sinaly Diomande,ci CIV,DF,Lyon,19,2001,27,10,"1,133",12.6,0,0,0,0,0,0,3,0,1.3,1.3,0.3,1.5,8,41,9,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12
Sofiane Diop,fr FRA,"MF,FW",Monaco,20,2000,32,24,"2,023",22.5,7,1,8,7,0,0,4,0,4.8,4.8,2.8,7.6,65,127,132,0.31,0.04,0.36,0.31,0.36,0.21,0.12,0.34,0.21,0.34
Andy Diouf,fr FRA,FW,Rennes,17,2003,1,0,12,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Yehvann Diouf,fr FRA,GK,Reims,20,1999,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Assane Dioussé,sn SEN,DF,Saint-Étienne,22,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Axel Disasi,fr FRA,DF,Monaco,22,1998,29,24,"2,011",22.3,3,0,3,3,0,0,4,2,2.4,2.4,0.4,2.8,19,87,4,0.13,0.00,0.13,0.13,0.13,0.11,0.02,0.13,0.11,0.13
Tiago Djaló,pt POR,DF,Lille,20,2000,17,8,873,9.7,0,0,0,0,0,0,4,1,0.1,0.1,0.1,0.2,14,37,28,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Mihai Dobre,ro ROU,FW,Dijon,21,1998,22,4,529,5.9,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,17,7,39,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.13,0.08,0.13
Jeremy Doku,be BEL,"MF,FW",Rennes,18,2002,30,26,"2,313",25.7,2,3,5,2,0,0,1,1,2.8,2.8,2.9,5.7,135,106,281,0.08,0.12,0.19,0.08,0.19,0.11,0.11,0.22,0.11,0.22
Kasper Dolberg,dk DEN,FW,Nice,22,1997,25,21,"1,928",21.4,6,2,8,4,2,2,2,0,8.4,6.8,1.1,7.9,15,21,92,0.28,0.09,0.37,0.19,0.28,0.39,0.05,0.44,0.32,0.37
Anastasios Donis,gr GRE,MF,Reims,23,1996,3,1,97,1.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2,0,13,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Cheick Doucouré,ml MLI,MF,Lens,20,2000,33,30,"2,627",29.2,2,1,3,2,0,0,8,0,1.3,1.3,1.1,2.4,45,179,44,0.07,0.03,0.10,0.07,0.10,0.05,0.04,0.08,0.05,0.08
Fodé Doucouré,ml MLI,DF,Reims,19,2001,7,3,333,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,11,18,8,0.00,0.00,0.00,0.00,0.00,0.08,0.13,0.21,0.08,0.21
Mahamadou Doucouré,ml MLI,"FW,MF",Nîmes,20,2000,3,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Souleyman Doumbia,ci CIV,DF,Angers,23,1996,27,24,"2,222",24.7,0,1,1,0,0,0,8,0,0.6,0.6,2.1,2.8,65,62,121,0.00,0.04,0.04,0.00,0.04,0.03,0.09,0.11,0.03,0.11
Mouhamadou Drammeh,fr FRA,MF,Reims,21,1999,6,1,173,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4,9,1,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Jean-Kevin Duverne,ht HAI,DF,Brest,23,1997,27,22,"2,029",22.5,1,0,1,1,0,0,4,0,0.6,0.6,0.6,1.2,39,106,10,0.04,0.00,0.04,0.04,0.04,0.03,0.03,0.05,0.03,0.05
Enzo Ebosse,cm CMR,DF,Angers,21,1999,6,3,260,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,1,6,7,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14
Hugo Ekitike,fr FRA,"FW,MF",Reims,18,2002,2,0,88,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,1,9,0.00,0.00,0.00,0.00,0.00,0.18,0.11,0.29,0.18,0.29
Yoann Etienne,fr FRA,DF,Lorient,23,1997,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Bandiougou Fadiga,fr FRA,"FW,MF",Paris S-G,19,2001,6,0,63,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,7,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Bandiougou Fadiga,fr FRA,"MF,FW",Brest,19,2001,4,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14
Wout Faes,be BEL,DF,Reims,22,1998,33,33,"2,899",32.2,1,0,1,1,0,0,13,2,1.2,1.2,0.1,1.3,22,86,2,0.03,0.00,0.03,0.03,0.03,0.04,0.00,0.04,0.04,0.04
Romain Faivre,fr FRA,"MF,FW",Brest,22,1998,36,33,"2,891",32.1,6,5,11,5,1,1,0,0,6.2,5.4,7.2,12.7,141,171,166,0.19,0.16,0.34,0.16,0.31,0.19,0.23,0.42,0.17,0.39
Wuilker Faríñez,ve VEN,GK,Lens,22,1998,3,1,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Noah Fatar,fr FRA,"FW,MF",Angers,18,2002,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alexis Flips,fr FRA,"MF,FW",Reims,20,2000,2,0,43,0.5,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,2.09,0.00,2.09,2.09,2.09,0.10,0.00,0.10,0.10,0.10
