Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League
William,br BRA,MF,Cartagena,21,1999,2.6,,2,,,,,,,,,,,3,,,,Laliga2
Bruno Wilson,pt POR,DF,Tenerife,23,1996,18.4,,6,,,,,,,,,,,29,,,,Laliga2
Luca Zanimacchia,it ITA,MF,Zaragoza,22,1998,13.0,,13,,,,,,,,,,,14,,,,Laliga2
Joaquín Zeballos,uy URU,FW,Girona,23,1996,0.1,,0,,,,,,,,,,,0,,,,Laliga2
Luca Zidane,fr FRA,GK,Rayo Vallecano,22,1998,10.3,,0,,,,,,,,,,,0,,,,Laliga2
Igor Zlatanović,rs SRB,FW,Castellón,22,1998,11.1,,1,,,,,,,,,,,6,,,,Laliga2
Loren Zúñiga,es ESP,FW,Málaga,17,2003,0.5,,0,,,,,,,,,,,0,,,,Laliga2
Gonzalo Abrego,ar ARG,MF,Godoy Cruz,21,2000,16.6,,9,,,,,,,,,,,12,,,,LigaProfesionalArgentina
Jonás Acevedo,ar ARG,"MF,FW",Huracán,23,1997,10.0,,5,,,,,,,,,,,6,,,,LigaProfesionalArgentina
Patricio Acevedo,ar ARG,DF,Newell's OB,18,2002,0.7,,1,,,,,,,,,,,3,,,,LigaProfesionalArgentina
Braian Aguirre,ar ARG,DF,Lanús,20,2000,19.9,,46,,,,,,,,,,,29,,,,LigaProfesionalArgentina
Camilo Albornoz,ar ARG,DF,Atlé Tucumán,20,2000,4.1,,5,,,,,,,,,,,6,,,,LigaProfesionalArgentina
Carlos Alcaraz,ar ARG,"MF,FW",Racing Club,18,2002,9.8,,7,,,,,,,,,,,6,,,,LigaProfesionalArgentina
Facundo Almada,ar ARG,DF,Rosario Central,22,1998,21.0,,17,,,,,,,,,,,34,,,,LigaProfesionalArgentina
Thiago Almada,ar ARG,MF,Vélez Sarsfield,19,2001,18.2,,11,,,,,,,,,,,7,,,,LigaProfesionalArgentina
Agustín Almendra,ar ARG,"MF,FW",Boca Juniors,20,2000,10.6,,15,,,,,,,,,,,12,,,,LigaProfesionalArgentina
Ezequiel Almirón,ar ARG,FW,Boca Juniors,18,2002,0.3,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Julián Álvarez,ar ARG,"FW,MF",River Plate,21,2000,17.7,,9,,,,,,,,,,,5,,,,LigaProfesionalArgentina
Iván Alvariño,ar ARG,DF,Boca Juniors,19,2001,0.1,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Lucas Ambrogio,ar ARG,FW,Arg Juniors,21,1999,0.0,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Federico Andueza,uy URU,DF,Cen. Córdoba–SdE,23,1997,10.2,,10,,,,,,,,,,,22,,,,LigaProfesionalArgentina
Alejo Antilef,ar ARG,"MF,FW",Arsenal,22,1998,6.9,,3,,,,,,,,,,,9,,,,LigaProfesionalArgentina
Fermín Antonini,ar ARG,MF,Sarmiento,23,1997,0.2,,0,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Gabriel Aranda,ar ARG,DF,Boca Juniors,19,2001,2.0,,1,,,,,,,,,,,3,,,,LigaProfesionalArgentina
Pablo Argañaraz,ar ARG,"MF,FW",Cen. Córdoba–SdE,22,1998,6.6,,5,,,,,,,,,,,3,,,,LigaProfesionalArgentina
Joaquín Ariel Novillo,ar ARG,"MF,DF",Racing Club,22,1998,2.4,,2,,,,,,,,,,,7,,,,LigaProfesionalArgentina
Julián Aude,ar ARG,MF,Lanús,17,2003,4.7,,9,,,,,,,,,,,9,,,,LigaProfesionalArgentina
Gastón Ávila,ar ARG,"DF,MF",Rosario Central,19,2001,17.0,,30,,,,,,,,,,,36,,,,LigaProfesionalArgentina
David Ayala,ar ARG,MF,Estudiantes–LP,18,2002,4.0,,9,,,,,,,,,,,8,,,,LigaProfesionalArgentina
Tomás Badaloni,ar ARG,FW,Godoy Cruz,20,2000,17.1,,2,,,,,,,,,,,5,,,,LigaProfesionalArgentina
Bruno Báez,ar ARG,FW,Arsenal,20,2000,0.2,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Franco Baldassarra,ar ARG,MF,Platense,22,1998,12.3,,20,,,,,,,,,,,15,,,,LigaProfesionalArgentina
Guillermo Balzi,ar ARG,MF,Newell's OB,19,2001,1.6,,6,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Tiago Banega,ar ARG,MF,Patronato,21,1999,2.6,,10,,,,,,,,,,,4,,,,LigaProfesionalArgentina
Valentin Barbero,ar ARG,MF,Banfield,20,2000,1.5,,3,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Valentín Barco,ar ARG,DF,Boca Juniors,16,2004,2.3,,3,,,,,,,,,,,6,,,,LigaProfesionalArgentina
Sergio Barreto,ar ARG,DF,Independiente,21,1999,22.6,,18,,,,,,,,,,,41,,,,LigaProfesionalArgentina
Nahuel Barrios,ar ARG,"FW,MF",San Lorenzo,22,1998,5.0,,3,,,,,,,,,,,5,,,,LigaProfesionalArgentina
Matías Belloso,ar ARG,FW,Arsenal,20,2000,2.6,,1,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Tomás Belmonte,ar ARG,MF,Lanús,22,1998,8.9,,21,,,,,,,,,,,17,,,,LigaProfesionalArgentina
Lucas Beltrán,ar ARG,FW,Colón,19,2001,8.8,,12,,,,,,,,,,,2,,,,LigaProfesionalArgentina
Carlos Benavídez,uy URU,MF,Independiente,22,1998,3.2,,3,,,,,,,,,,,6,,,,LigaProfesionalArgentina
Valentín Benítez,ar ARG,MF,Newell's OB,18,2002,0.7,,1,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Alexandro Bernabei,ar ARG,DF,Lanús,20,2000,22.2,,32,,,,,,,,,,,33,,,,LigaProfesionalArgentina
Balthazar Bernardi,ar ARG,DF,Boca Juniors,19,2001,2.0,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Lautaro Blanco,ar ARG,DF,Rosario Central,21,1999,22.0,,35,,,,,,,,,,,19,,,,LigaProfesionalArgentina
Érik Bodencer,ar ARG,FW,Boca Juniors,20,2000,1.2,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Benjamín Borasi,ar ARG,FW,Sarmiento,23,1997,0.6,,1,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Marco Borgnino,ar ARG,"FW,MF",Unión,23,1997,4.0,,7,,,,,,,,,,,4,,,,LigaProfesionalArgentina
Malcom Braida,ar ARG,"MF,FW",Aldosivi,23,1997,20.3,,20,,,,,,,,,,,10,,,,LigaProfesionalArgentina
Román Bravo,ar ARG,FW,Newell's OB,19,2001,1.1,,3,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Julián Brea,ar ARG,FW,Sarmiento,21,1999,2.0,,2,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Lucas Brochero,ar ARG,MF,Cen. Córdoba–SdE,22,1999,6.1,,2,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Ezequiel Bullaude,ar ARG,"MF,FW",Godoy Cruz,20,2000,18.9,,21,,,,,,,,,,,10,,,,LigaProfesionalArgentina
Valentín Burgoa,ar ARG,"MF,FW",Godoy Cruz,21,2000,10.0,,13,,,,,,,,,,,13,,,,LigaProfesionalArgentina
Abel Bustos,ar ARG,MF,Atlé Tucumán,21,1999,7.0,,6,,,,,,,,,,,13,,,,LigaProfesionalArgentina
Juan Cabaña,ar ARG,FW,Boca Juniors,19,2001,0.2,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Rodrigo Cabral,ar ARG,"FW,MF",Huracán,20,2000,15.0,,16,,,,,,,,,,,16,,,,LigaProfesionalArgentina
Jerónimo Cacciabue,ar ARG,MF,Newell's OB,23,1998,16.2,,18,,,,,,,,,,,26,,,,LigaProfesionalArgentina
Juan Cáceres,py PAR,DF,Racing Club,20,2000,13.9,,33,,,,,,,,,,,22,,,,LigaProfesionalArgentina
Diego Calcaterra,ar ARG,"DF,MF",Newell's OB,19,2001,8.4,,4,,,,,,,,,,,11,,,,LigaProfesionalArgentina
Franco Calderón,ar ARG,DF,Unión,22,1998,21.9,,22,,,,,,,,,,,30,,,,LigaProfesionalArgentina
Facundo Cambeses,ar ARG,GK,Banfield,23,1997,8.0,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Marco Campagnaro,ar ARG,DF,Newell's OB,17,2003,2.0,,6,,,,,,,,,,,2,,,,LigaProfesionalArgentina
Ezequiel Cañete,ar ARG,MF,Unión,21,1999,11.1,,14,,,,,,,,,,,14,,,,LigaProfesionalArgentina
Alan Cantero,ar ARG,FW,Godoy Cruz,22,1998,3.0,,2,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Mateo Carabajal,ar ARG,DF,Arsenal,23,1997,2.0,,1,,,,,,,,,,,5,,,,LigaProfesionalArgentina
Johan Carbonero,co COL,"MF,FW",Gimnasia–LP,21,1999,15.2,,10,,,,,,,,,,,11,,,,LigaProfesionalArgentina
Jorge Carrascal,co COL,"MF,FW",River Plate,22,1998,11.7,,14,,,,,,,,,,,9,,,,LigaProfesionalArgentina
Axel Carrión,ar ARG,DF,Arsenal,16,2004,0.1,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Santiago Cáseres,ar ARG,MF,Vélez Sarsfield,23,1997,9.9,,18,,,,,,,,,,,14,,,,LigaProfesionalArgentina
Facundo Castet,ar ARG,DF,Sarmiento,22,1998,3.3,,5,,,,,,,,,,,4,,,,LigaProfesionalArgentina
Nicolás Castro,ar ARG,MF,Newell's OB,20,2000,18.8,,14,,,,,,,,,,,16,,,,LigaProfesionalArgentina
Santiago Castro,ar ARG,FW,Vélez Sarsfield,16,2004,0.1,,1,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Ignacio Cechi,ar ARG,MF,Lanús,19,2001,0.0,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Máximo Ceratto,ar ARG,MF,Unión,19,2001,0.1,,1,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Tomás Chancalay,ar ARG,"MF,FW",Racing Club,22,1999,16.1,,29,,,,,,,,,,,6,,,,LigaProfesionalArgentina
Lautaro Chávez,ar ARG,MF,Gimnasia–LP,20,2001,2.0,,0,,,,,,,,,,,2,,,,LigaProfesionalArgentina
Julián Chicco,ar ARG,MF,Sarmiento,23,1998,12.7,,26,,,,,,,,,,,23,,,,LigaProfesionalArgentina
Ulises Ciccioli,ar ARG,DF,Rosario Central,17,2003,2.2,,6,,,,,,,,,,,3,,,,LigaProfesionalArgentina
Matías Cóccaro,uy URU,FW,Huracán,23,1997,9.6,,8,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Sebastián Cocimano,ar ARG,FW,Gimnasia–LP,20,2000,2.0,,1,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Nazareno Colombo,ar ARG,DF,Defensa y Just,21,1999,15.1,,11,,,,,,,,,,,37,,,,LigaProfesionalArgentina
Franco Coman,ar ARG,FW,Atlé Tucumán,22,1998,1.6,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Gastón Comas,ar ARG,MF,Unión,22,1998,1.2,,3,,,,,,,,,,,2,,,,LigaProfesionalArgentina
Nicolás Cordero,ar ARG,"FW,MF",Unión,21,1999,9.2,,3,,,,,,,,,,,3,,,,LigaProfesionalArgentina
Gonzalo Córdoba,ar ARG,MF,Racing Club,20,2000,0.5,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Emanuel Coronel,ar ARG,DF,Banfield,23,1997,20.9,,33,,,,,,,,,,,47,,,,LigaProfesionalArgentina
Mateo Coronel,ar ARG,"FW,MF",Arg Juniors,22,1998,5.5,,3,,,,,,,,,,,2,,,,LigaProfesionalArgentina
Ayrton Costa,ar ARG,DF,Independiente,21,1999,5.7,,10,,,,,,,,,,,16,,,,LigaProfesionalArgentina
Juan Cruz,ar ARG,FW,Banfield,21,1999,15.2,,11,,,,,,,,,,,6,,,,LigaProfesionalArgentina
Héctor David Martínez,py PAR,"DF,MF",River Plate,23,1998,15.7,,22,,,,,,,,,,,30,,,,LigaProfesionalArgentina
Nicolás De La Cruz,uy URU,"MF,FW",River Plate,23,1997,8.6,,12,,,,,,,,,,,10,,,,LigaProfesionalArgentina
Pedro De la Vega,ar ARG,FW,Lanús,19,2001,3.9,,3,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Nicolás Delgadillo,ar ARG,MF,Patronato,23,1997,12.8,,3,,,,,,,,,,,7,,,,LigaProfesionalArgentina
Marco Di Cesare,ar ARG,DF,Arg Juniors,19,2002,3.4,,6,,,,,,,,,,,6,,,,LigaProfesionalArgentina
Alexander Díaz,ar ARG,"FW,MF",San Lorenzo,21,2000,3.5,,4,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Benjamín Domínguez,ar ARG,MF,Gimnasia–LP,17,2003,0.0,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Fabricio Domínguez,uy URU,"MF,DF",Racing Club,22,1998,6.0,,13,,,,,,,,,,,5,,,,LigaProfesionalArgentina
Kevin Duarte,ar ARG,MF,Boca Juniors,19,2001,0.2,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Tomás Durso,ar ARG,GK,Gimnasia–LP,21,1999,0.3,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Guillermo Enrique,ar ARG,DF,Gimnasia–LP,20,2000,0.1,,1,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Ramiro Enrique,ar ARG,FW,Banfield,19,2001,12.8,,11,,,,,,,,,,,6,,,,LigaProfesionalArgentina
Iván Erquiaga,ar ARG,DF,Huracán,22,1998,0.1,,0,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Israel Escalante,ar ARG,"MF,FW",Boca Juniors,22,1999,1.4,,1,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Lautaro Escalante,ar ARG,DF,Defensa y Just,21,1999,2.8,,6,,,,,,,,,,,4,,,,LigaProfesionalArgentina
Julián Eseiza,ar ARG,FW,Banfield,18,2002,0.5,,0,,,,,,,,,,,2,,,,LigaProfesionalArgentina
Juan Esquivel,ar ARG,MF,Talleres,20,2000,3.6,,5,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Lucas Esquivel,ar ARG,"MF,DF",Unión,19,2001,6.6,,4,,,,,,,,,,,12,,,,LigaProfesionalArgentina
Matías Esquivel,ar ARG,MF,Lanús,21,1999,11.1,,23,,,,,,,,,,,12,,,,LigaProfesionalArgentina
Yair Ezequiel Arismendi,ar ARG,MF,Sarmiento,22,1998,7.4,,11,,,,,,,,,,,8,,,,LigaProfesionalArgentina
Nicolás Ezequiel Fernández,ar ARG,"MF,DF",San Lorenzo,21,2000,15.2,,21,,,,,,,,,,,15,,,,LigaProfesionalArgentina
Kevin Facundo Gutiérrez,ar ARG,MF,Defensa y Just,23,1997,23.5,,25,,,,,,,,,,,43,,,,LigaProfesionalArgentina
Facundo Farías,ar ARG,"FW,MF",Colón,18,2002,20.1,,6,,,,,,,,,,,4,,,,LigaProfesionalArgentina
Brian Farioli,ar ARG,MF,Arsenal,22,1998,9.5,,9,,,,,,,,,,,10,,,,LigaProfesionalArgentina
Damián Fernández,ar ARG,DF,Vélez Sarsfield,20,2001,1.4,,1,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Enzo Fernández,ar ARG,MF,River Plate,20,2001,15.5,,10,,,,,,,,,,,17,,,,LigaProfesionalArgentina
Ezequiél Fernández,ar ARG,MF,Boca Juniors,18,2002,1.8,,4,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Hugo Fernández,py PAR,MF,Defensa y Just,23,1997,3.3,,5,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Gianluca Ferrari,ar ARG,DF,Godoy Cruz,23,1997,10.8,,20,,,,,,,,,,,18,,,,LigaProfesionalArgentina
Cristian Ferreira,ar ARG,"MF,FW",Colón,21,1999,10.0,,8,,,,,,,,,,,3,,,,LigaProfesionalArgentina
Luciano Ferreyra,ar ARG,MF,Rosario Central,18,2002,11.4,,12,,,,,,,,,,,6,,,,LigaProfesionalArgentina
Gabriel Florentín,ar ARG,"MF,FW",Arg Juniors,21,1999,19.2,,23,,,,,,,,,,,20,,,,LigaProfesionalArgentina
Francisco Flores,ar ARG,DF,San Lorenzo,19,2002,16.9,,18,,,,,,,,,,,33,,,,LigaProfesionalArgentina
Leonardo Flores,ar ARG,DF,Banfield,23,1997,4.0,,9,,,,,,,,,,,2,,,,LigaProfesionalArgentina
Juan Francisco Apaolaza,ar ARG,FW,Estudiantes–LP,23,1997,13.8,,10,,,,,,,,,,,11,,,,LigaProfesionalArgentina
Nahuel Franco,ar ARG,DF,Rosario Central,19,2001,3.0,,7,,,,,,,,,,,6,,,,LigaProfesionalArgentina
Adonis Frías,ar ARG,DF,Defensa y Just,22,1998,24.0,,23,,,,,,,,,,,37,,,,LigaProfesionalArgentina
Nazareno Funez,ar ARG,FW,Newell's OB,19,2001,1.6,,1,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Iván Gabriel Maggi,ar ARG,FW,Racing Club,21,1999,0.4,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Matías Galarza,ar ARG,MF,Arg Juniors,18,2002,0.6,,1,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Nahuel Gallardo,ar ARG,"DF,MF",Colón,22,1998,4.5,,11,,,,,,,,,,,4,,,,LigaProfesionalArgentina
Agustín Gallo,ar ARG,FW,Cen. Córdoba–SdE,21,1999,0.2,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Giuliano Galoppo,ar ARG,MF,Banfield,21,1999,21.9,,23,,,,,,,,,,,27,,,,LigaProfesionalArgentina
Francisco Galván,ar ARG,FW,San Lorenzo,21,1999,0.6,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Ignacio Galván,ar ARG,DF,Racing Club,18,2002,2.1,,5,,,,,,,,,,,5,,,,LigaProfesionalArgentina
Tomás Galván,ar ARG,MF,River Plate,20,2000,1.3,,1,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Martín Garay,ar ARG,"DF,MF",Patronato,21,1999,10.7,,20,,,,,,,,,,,18,,,,LigaProfesionalArgentina
Ricardo Garay,py PAR,DF,Rosario Central,23,1997,4.5,,5,,,,,,,,,,,15,,,,LigaProfesionalArgentina
Nicolás Garayalde,ar ARG,MF,Vélez Sarsfield,21,1999,2.8,,8,,,,,,,,,,,2,,,,LigaProfesionalArgentina
Facundo Garcés,ar ARG,DF,Colón,21,1999,19.5,,23,,,,,,,,,,,30,,,,LigaProfesionalArgentina
Eduardo García,ar ARG,FW,San Lorenzo,19,2001,0.3,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Manuel García,ar ARG,MF,Sarmiento,21,1999,1.1,,4,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Martín García,ar ARG,DF,Sarmiento,22,1998,19.0,,43,,,,,,,,,,,25,,,,LigaProfesionalArgentina
Ignacio Gariglio,ar ARG,DF,Arsenal,22,1998,3.0,,1,,,,,,,,,,,3,,,,LigaProfesionalArgentina
Benjamín Garré,ar ARG,MF,Racing Club,20,2000,3.0,,2,,,,,,,,,,,4,,,,LigaProfesionalArgentina
Federico Gattoni,ar ARG,DF,San Lorenzo,21,1999,6.0,,6,,,,,,,,,,,13,,,,LigaProfesionalArgentina
Nahuel Génez,ar ARG,DF,Boca Juniors,17,2003,0.1,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Francisco Gerometta,ar ARG,DF,Gimnasia–LP,21,1999,23.8,,54,,,,,,,,,,,45,,,,LigaProfesionalArgentina
Pablo Gerzel,ar ARG,MF,Platense,21,2000,5.5,,7,,,,,,,,,,,4,,,,LigaProfesionalArgentina
Laurtaro Giaccone,ar ARG,MF,Rosario Central,19,2001,2.2,,3,,,,,,,,,,,2,,,,LigaProfesionalArgentina
Renzo Giampaoli,ar ARG,DF,Boca Juniors,21,2000,1.0,,0,,,,,,,,,,,2,,,,LigaProfesionalArgentina
Justo Giani,ar ARG,"FW,MF",Newell's OB,21,1999,6.8,,7,,,,,,,,,,,5,,,,LigaProfesionalArgentina
Federico Girotti,ar ARG,FW,River Plate,21,1999,5.7,,3,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Yeiler Goez,co COL,MF,Colón,21,1999,5.2,,9,,,,,,,,,,,6,,,,LigaProfesionalArgentina
Iván Gómez,ar ARG,MF,Platense,23,1997,21.7,,41,,,,,,,,,,,50,,,,LigaProfesionalArgentina
Luciano Gondou,ar ARG,FW,Sarmiento,19,2001,13.1,,9,,,,,,,,,,,2,,,,LigaProfesionalArgentina
Gonzalo Goñi,ar ARG,DF,Arsenal,22,1998,16.0,,11,,,,,,,,,,,9,,,,LigaProfesionalArgentina
David González,ar ARG,MF,Lanús,16,2004,0.2,,0,,,,,,,,,,,2,,,,LigaProfesionalArgentina
Francisco González,ar ARG,MF,Newell's OB,19,2001,6.2,,3,,,,,,,,,,,3,,,,LigaProfesionalArgentina
Gaston Gonzalez,ar ARG,"MF,FW",Unión,19,2001,15.9,,15,,,,,,,,,,,16,,,,LigaProfesionalArgentina
Lucas González,ar ARG,MF,Independiente,20,2000,9.4,,9,,,,,,,,,,,4,,,,LigaProfesionalArgentina
Matías González,ar ARG,MF,Banfield,18,2002,1.3,,3,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Matías González,ar ARG,FW,Godoy Cruz,21,1999,1.1,,2,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Juan Guasone,it ITA,DF,Patronato,19,2001,2.0,,0,,,,,,,,,,,3,,,,LigaProfesionalArgentina
Germán Guiffrey,ar ARG,DF,Gimnasia–LP,23,1997,13.5,,17,,,,,,,,,,,24,,,,LigaProfesionalArgentina
Lautaro Guzmán,ar ARG,MF,Aldosivi,21,2000,4.3,,3,,,,,,,,,,,5,,,,LigaProfesionalArgentina
Mauricio Guzmán,ar ARG,DF,Estudiantes–LP,21,1999,0.1,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Agustin Hausch,ar ARG,FW,San Lorenzo,17,2003,0.4,,2,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Marcelo Herrera,ar ARG,"DF,MF",San Lorenzo,22,1998,15.3,,14,,,,,,,,,,,15,,,,LigaProfesionalArgentina
Santiago Hezze,ar ARG,MF,Huracán,19,2001,10.9,,11,,,,,,,,,,,19,,,,LigaProfesionalArgentina
César Ibáñez,ar ARG,DF,Huracán,21,1999,15.5,,54,,,,,,,,,,,28,,,,LigaProfesionalArgentina
Leandro Iglesias,ar ARG,MF,Rosario Central,20,2001,0.2,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Juan Ignacio Méndez,ar ARG,MF,Talleres,23,1997,19.3,,18,,,,,,,,,,,30,,,,LigaProfesionalArgentina
Joaquín Indacoechea,ar ARG,"DF,MF",Aldosivi,20,2000,3.8,,9,,,,,,,,,,,3,,,,LigaProfesionalArgentina
Gino Infantino,ar ARG,MF,Rosario Central,17,2003,12.0,,10,,,,,,,,,,,10,,,,LigaProfesionalArgentina
Manuel Insaurralde,ar ARG,MF,Gimnasia–LP,22,1999,14.2,,22,,,,,,,,,,,24,,,,LigaProfesionalArgentina
Tomás Jacob,ar ARG,DF,Newell's OB,16,2004,3.5,,11,,,,,,,,,,,14,,,,LigaProfesionalArgentina
Estanislao Jara,ar ARG,MF,Gimnasia–LP,21,1999,0.4,,1,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Daniel Juárez,ar ARG,FW,Unión,19,2001,3.7,,1,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Bautista Kociubinski,ar ARG,MF,Estudiantes–LP,19,2001,6.1,,14,,,,,,,,,,,7,,,,LigaProfesionalArgentina
Facundo Kruspzky,ar ARG,MF,Arsenal,18,2002,11.0,,14,,,,,,,,,,,9,,,,LigaProfesionalArgentina
Agustín Lagos,ar ARG,MF,Atlé Tucumán,19,2001,1.5,,4,,,,,,,,,,,2,,,,LigaProfesionalArgentina
Nicolás Laméndola,ar ARG,FW,Atlé Tucumán,22,1998,1.6,,2,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Valentín Larralde,ar ARG,"MF,FW",Arsenal,20,2000,6.9,,7,,,,,,,,,,,7,,,,LigaProfesionalArgentina
Agustín Lastra,ar ARG,GK,Boca Juniors,20,2001,2.0,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Carlo Lattanzio,ar ARG,"MF,FW",Cen. Córdoba–SdE,23,1997,8.3,,14,,,,,,,,,,,6,,,,LigaProfesionalArgentina
Tomás Lecanda,ar ARG,DF,River Plate,19,2002,0.0,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Erik Lescano,ar ARG,MF,Sarmiento,22,1998,0.4,,1,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Bruno Leyes,ar ARG,MF,Godoy Cruz,19,2001,10.1,,14,,,,,,,,,,,13,,,,LigaProfesionalArgentina
Manuel Llano,ar ARG,"DF,MF",Godoy Cruz,21,1999,5.9,,10,,,,,,,,,,,11,,,,LigaProfesionalArgentina
Francesco Lo Celso,ar ARG,"MF,FW",Rosario Central,20,2000,11.5,,14,,,,,,,,,,,11,,,,LigaProfesionalArgentina
Lenny Lobato,br BRA,MF,Vélez Sarsfield,19,2001,0.8,,2,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Gastón Lodico,ar ARG,MF,Aldosivi,22,1998,13.1,,10,,,,,,,,,,,14,,,,LigaProfesionalArgentina
Kevin Lomónaco,ar ARG,DF,Platense,19,2002,8.2,,6,,,,,,,,,,,10,,,,LigaProfesionalArgentina
Sebastián Lomonaco,ar ARG,"MF,FW",Godoy Cruz,22,1998,9.3,,9,,,,,,,,,,,5,,,,LigaProfesionalArgentina
Elías López,ar ARG,DF,Godoy Cruz,20,2000,16.5,,17,,,,,,,,,,,24,,,,LigaProfesionalArgentina
José López,ar ARG,FW,Lanús,20,2000,22.7,,16,,,,,,,,,,,12,,,,LigaProfesionalArgentina
Julián López,ar ARG,MF,Racing Club,21,2000,1.3,,2,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Hernán López Muñoz,ar ARG,MF,Cen. Córdoba–SdE,20,2000,0.4,,1,,,,,,,,,,,1,,,,LigaProfesionalArgentina
Maximiliano Lovera,ar ARG,MF,Racing Club,21,1999,6.7,,2,,,,,,,,,,,10,,,,LigaProfesionalArgentina
Raúl Lozano,ar ARG,DF,Huracán,23,1997,7.1,,14,,,,,,,,,,,10,,,,LigaProfesionalArgentina
Rufino Lucero,ar ARG,DF,Aldosivi,18,2002,9.1,,19,,,,,,,,,,,18,,,,LigaProfesionalArgentina
Martín Luciano,ar ARG,DF,Newell's OB,17,2003,0.2,,0,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Cristian Ludueña,ar ARG,MF,Talleres,18,2003,0.1,,2,,,,,,,,,,,0,,,,LigaProfesionalArgentina
Gonzalo Luján,ar ARG,DF,San Lorenzo,19,2001,2.0,,0,,,,,,,,,,,2,,,,LigaProfesionalArgentina
Mauro Luna Diale,ar ARG,"FW,MF",Unión,21,1999,10.5,,15,,,,,,,,,,,5,,,,LigaProfesionalArgentina
Julio Luques,ar ARG,MF,Rosario Central,18,2002,3.0,,8,,,,,,,,,,,2,,,,LigaProfesionalArgentina
Kevin Mac Allister,ar ARG,DF,Arg Juniors,23,1997,22.0,,40,,,,,,,,,,,43,,,,LigaProfesionalArgentina
