Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League
Naouirou Ahamada,fr FRA,MF,Stuttgart,18,2002,2.8,4.0,1,3.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,1,5.0,1.0,0.0,Bundesliga
Omar Alderete,py PAR,DF,Hertha BSC,23,1996,14.4,16.0,10,11.0,5.0,0.0,7.0,16.0,43.8,9.0,14.0,10.0,4.0,21,37.0,61.0,1.0,Bundesliga
Nadiem Amiri,de GER,MF,Leverkusen,23,1996,21.0,12.0,7,4.0,8.0,0.0,7.0,33.0,21.2,26.0,18.0,3.0,15.0,12,24.0,7.0,0.0,Bundesliga
Angeliño,es ESP,"DF,FW",RB Leipzig,23,1997,24.0,31.0,19,10.0,18.0,3.0,13.0,24.0,54.2,11.0,22.0,1.0,21.0,30,61.0,40.0,0.0,Bundesliga
Tolu Arokodare,ng NGA,"FW,MF",Köln,19,2000,1.2,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,Bundesliga
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,23,1997,8.5,30.0,15,15.0,14.0,1.0,15.0,28.0,53.6,13.0,23.0,2.0,21.0,13,43.0,14.0,0.0,Bundesliga
Taiwo Awoniyi,ng NGA,FW,Union Berlin,22,1997,15.1,5.0,3,2.0,3.0,0.0,1.0,14.0,7.1,13.0,9.0,0.0,9.0,3,8.0,4.0,0.0,Bundesliga
Mehmet Aydin,de GER,DF,Schalke 04,18,2002,5.6,15.0,7,9.0,6.0,0.0,4.0,10.0,40.0,6.0,6.0,1.0,5.0,6,21.0,16.0,0.0,Bundesliga
Leon Bailey,jm JAM,"FW,MF",Leverkusen,22,1997,23.8,14.0,8,3.0,7.0,4.0,4.0,15.0,26.7,11.0,13.0,0.0,13.0,9,23.0,3.0,0.0,Bundesliga
Ridle Baku,de GER,"FW,DF",Wolfsburg,22,1998,29.8,50.0,31,20.0,20.0,10.0,22.0,53.0,41.5,31.0,54.0,4.0,50.0,40,90.0,33.0,1.0,Bundesliga
Ridle Baku,de GER,DF,Mainz 05,22,1998,2.0,4.0,2,3.0,1.0,0.0,2.0,6.0,33.3,4.0,3.0,1.0,2.0,3,7.0,6.0,0.0,Bundesliga
Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,22,1998,10.9,29.0,15,11.0,9.0,9.0,10.0,31.0,32.3,21.0,15.0,1.0,14.0,10,39.0,9.0,1.0,Bundesliga
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,20,2000,25.6,58.0,32,19.0,26.0,13.0,20.0,50.0,40.0,30.0,34.0,9.0,25.0,57,115.0,55.0,0.0,Bundesliga
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,20,1999,26.3,44.0,31,13.0,24.0,7.0,14.0,51.0,27.5,37.0,40.0,8.0,32.0,24,68.0,24.0,0.0,Bundesliga
Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Augsburg,23,1996,0.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Bundesliga
Timo Becker,de GER,DF,Schalke 04,23,1997,18.2,34.0,23,28.0,6.0,0.0,16.0,25.0,64.0,9.0,18.0,4.0,14.0,22,56.0,58.0,0.0,Bundesliga
Maximilian Beier,de GER,"FW,DF",Hoffenheim,17,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Jude Bellingham,eng ENG,MF,Dortmund,17,2003,18.9,49.0,31,11.0,29.0,9.0,19.0,46.0,41.3,27.0,37.0,5.0,32.0,24,73.0,13.0,0.0,Bundesliga
László Bénes,sk SVK,MF,Augsburg,22,1997,7.3,8.0,6,4.0,4.0,0.0,2.0,8.0,25.0,6.0,6.0,2.0,4.0,7,15.0,1.0,1.0,Bundesliga
László Bénes,sk SVK,MF,Gladbach,22,1997,1.7,6.0,2,5.0,1.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,2,8.0,1.0,0.0,Bundesliga
Jordan Beyer,de GER,DF,Gladbach,20,2000,2.1,2.0,1,2.0,0.0,0.0,1.0,2.0,50.0,1.0,5.0,4.0,1.0,5,7.0,5.0,0.0,Bundesliga
Bartosz Białek,pl POL,"FW,MF",Wolfsburg,18,2001,3.0,6.0,5,1.0,4.0,1.0,4.0,4.0,100.0,0.0,5.0,1.0,4.0,3,9.0,4.0,0.0,Bundesliga
Melayro Bogarde,nl NED,"DF,MF",Hoffenheim,18,2002,3.1,7.0,3,3.0,3.0,1.0,5.0,9.0,55.6,4.0,0.0,0.0,0.0,5,12.0,1.0,0.0,Bundesliga
Elias Bördner,de GER,GK,Eint Frankfurt,18,2002,1.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2,3.0,1.0,0.0,Bundesliga
Dennis Borkowski,de GER,"MF,FW",RB Leipzig,18,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Bundesliga
Sebastiaan Bornauw,be BEL,DF,Köln,21,1999,23.1,29.0,20,25.0,4.0,0.0,14.0,25.0,56.0,11.0,33.0,26.0,7.0,40,69.0,104.0,0.0,Bundesliga
Nassim Boujellab,ma MAR,"MF,FW",Schalke 04,21,1999,6.7,13.0,9,2.0,10.0,1.0,2.0,12.0,16.7,10.0,10.0,3.0,7.0,7,20.0,9.0,0.0,Bundesliga
Can Bozdogan,de GER,"MF,FW",Schalke 04,19,2001,7.2,13.0,5,6.0,6.0,1.0,4.0,15.0,26.7,11.0,10.0,2.0,8.0,7,20.0,5.0,0.0,Bundesliga
Josip Brekalo,hr CRO,FW,Wolfsburg,22,1998,20.2,22.0,10,10.0,7.0,5.0,8.0,29.0,27.6,21.0,18.0,0.0,18.0,17,39.0,3.0,1.0,Bundesliga
Jacob Bruun Larsen,dk DEN,"MF,FW",Hoffenheim,21,1998,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,20,2000,15.3,27.0,13,15.0,10.0,2.0,11.0,19.0,57.9,8.0,20.0,3.0,17.0,8,35.0,15.0,0.0,Bundesliga
Nishan Burkart,ch SUI,MF,Freiburg,20,2000,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Kerim Calhanoglu,de GER,DF,Schalke 04,17,2002,3.3,3.0,3,1.0,1.0,1.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,7,10.0,6.0,0.0,Bundesliga
Sava Cestic,rs SRB,DF,Köln,19,2001,10.0,20.0,9,12.0,6.0,2.0,8.0,17.0,47.1,9.0,13.0,4.0,9.0,18,38.0,40.0,0.0,Bundesliga
Tahith Chong,nl NED,"MF,FW",Werder Bremen,20,1999,4.3,11.0,6,1.0,9.0,1.0,4.0,8.0,50.0,4.0,4.0,0.0,4.0,5,16.0,1.0,0.0,Bundesliga
Darko Churlinov,mk MKD,"DF,MF",Stuttgart,20,2000,2.4,2.0,2,2.0,0.0,0.0,1.0,3.0,33.3,2.0,5.0,1.0,4.0,0,2.0,2.0,0.0,Bundesliga
Tim Civeja,al ALB,MF,Augsburg,18,2002,0.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,3.0,0.0,0.0,Bundesliga
Sergio Córdova,ve VEN,"FW,MF",Arminia,22,1997,12.1,16.0,8,0.0,10.0,6.0,2.0,15.0,13.3,13.0,14.0,3.0,11.0,9,25.0,9.0,0.0,Bundesliga
Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,19,2001,16.7,26.0,15,10.0,7.0,9.0,11.0,23.0,47.8,12.0,20.0,0.0,20.0,10,36.0,11.0,0.0,Bundesliga
Mickaël Cuisance,fr FRA,FW,Bayern Munich,20,1999,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Bundesliga
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,21,1999,23.9,36.0,16,10.0,19.0,7.0,13.0,49.0,26.5,36.0,29.0,2.0,27.0,31,67.0,9.0,0.0,Bundesliga
Finn Dahmen,de GER,GK,Mainz 05,22,1998,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Bundesliga
Leon Dajaku,de GER,FW,Union Berlin,19,2001,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Tiago Dantas,pt POR,MF,Bayern Munich,19,2000,0.8,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bundesliga
Márton Dárdai,hu HUN,"DF,MF",Hertha BSC,18,2002,9.1,17.0,10,10.0,6.0,1.0,9.0,16.0,56.3,7.0,7.0,3.0,4.0,16,33.0,31.0,0.0,Bundesliga
Alphonso Davies,ca CAN,DF,Bayern Munich,19,2000,19.6,39.0,27,16.0,17.0,6.0,28.0,40.0,70.0,12.0,21.0,1.0,20.0,28,67.0,33.0,1.0,Bundesliga
Ermedin Demirović,ba BIH,FW,Freiburg,22,1998,16.6,15.0,9,4.0,6.0,5.0,2.0,16.0,12.5,14.0,29.0,5.0,24.0,0,15.0,27.0,0.0,Bundesliga
Emmanuel Dennis,ng NGA,FW,Köln,22,1997,5.3,13.0,7,6.0,5.0,2.0,1.0,6.0,16.7,5.0,6.0,0.0,6.0,0,13.0,0.0,1.0,Bundesliga
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,21,1999,26.5,10.0,6,4.0,5.0,1.0,6.0,20.0,30.0,14.0,11.0,0.0,11.0,12,22.0,5.0,0.0,Bundesliga
Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,22,1998,5.9,5.0,3,2.0,2.0,1.0,1.0,6.0,16.7,5.0,5.0,0.0,5.0,4,9.0,3.0,0.0,Bundesliga
Eren Dinkçi,de GER,"MF,FW",Werder Bremen,18,2001,1.2,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,2,3.0,1.0,0.0,Bundesliga
Jonas Dirkner,de GER,MF,Hertha BSC,18,2002,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Ritsu Doan,jp JPN,"MF,FW",Arminia,22,1998,30.8,53.0,31,22.0,19.0,12.0,19.0,52.0,36.5,33.0,42.0,1.0,41.0,31,84.0,11.0,0.0,Bundesliga
Johannes Eggestein,de GER,"FW,MF",Werder Bremen,22,1998,0.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,2.0,0.0,Bundesliga
Maximilian Eggestein,de GER,MF,Werder Bremen,23,1996,32.7,57.0,42,22.0,29.0,6.0,21.0,46.0,45.7,25.0,30.0,5.0,25.0,43,100.0,36.0,0.0,Bundesliga
Lilian Egloff,de GER,MF,Stuttgart,17,2002,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Nico Elvedi,ch SUI,DF,Gladbach,23,1996,28.2,49.0,35,36.0,12.0,1.0,25.0,37.0,67.6,12.0,38.0,22.0,16.0,65,114.0,123.0,0.0,Bundesliga
Breel Embolo,ch SUI,"FW,MF",Gladbach,23,1997,16.0,15.0,10,1.0,13.0,1.0,0.0,6.0,0.0,6.0,16.0,1.0,15.0,8,23.0,8.0,0.0,Bundesliga
Keita Endo,jp JPN,"MF,FW",Union Berlin,22,1997,5.1,8.0,3,1.0,5.0,2.0,3.0,9.0,33.3,6.0,5.0,2.0,3.0,6,14.0,4.0,0.0,Bundesliga
Ohis Felix Uduokhai,de GER,DF,Augsburg,22,1997,29.0,33.0,24,19.0,10.0,4.0,18.0,27.0,66.7,9.0,48.0,25.0,23.0,54,87.0,164.0,2.0,Bundesliga
Florian Flick,de GER,MF,Schalke 04,20,2000,4.0,10.0,7,4.0,6.0,0.0,7.0,16.0,43.8,9.0,4.0,3.0,1.0,7,17.0,5.0,1.0,Bundesliga
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,22,1998,4.5,4.0,2,1.0,2.0,1.0,2.0,4.0,50.0,2.0,7.0,3.0,4.0,7,11.0,4.0,0.0,Bundesliga
Marco Friedl,at AUT,DF,Werder Bremen,22,1998,30.9,50.0,34,31.0,17.0,2.0,30.0,62.0,48.4,32.0,38.0,17.0,21.0,55,105.0,118.0,1.0,Bundesliga
Jeremie Frimpong,nl NED,"DF,FW",Leverkusen,19,2000,4.8,7.0,4,4.0,3.0,0.0,4.0,8.0,50.0,4.0,4.0,0.0,4.0,1,8.0,7.0,0.0,Bundesliga
Emrehan Gedikli,de GER,FW,Leverkusen,17,2003,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Dennis Geiger,de GER,MF,Hoffenheim,22,1998,7.3,13.0,10,3.0,8.0,2.0,5.0,8.0,62.5,3.0,10.0,0.0,10.0,3,16.0,0.0,0.0,Bundesliga
Nicolás González,ar ARG,"FW,MF",Stuttgart,22,1998,10.4,5.0,5,1.0,2.0,2.0,0.0,6.0,0.0,6.0,10.0,3.0,7.0,4,9.0,6.0,0.0,Bundesliga
Lennart Grill,de GER,GK,Leverkusen,21,1999,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,Bundesliga
Ilia Gruev,bg BUL,FW,Werder Bremen,20,2000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Mattéo Guendouzi,fr FRA,MF,Hertha BSC,21,1999,20.2,24.0,13,10.0,12.0,2.0,9.0,25.0,36.0,16.0,15.0,4.0,11.0,21,45.0,24.0,1.0,Bundesliga
Robert Gumny,pl POL,DF,Augsburg,22,1998,15.3,24.0,15,12.0,9.0,3.0,15.0,23.0,65.2,8.0,12.0,2.0,10.0,18,42.0,31.0,0.0,Bundesliga
Erling Haaland,no NOR,FW,Dortmund,20,2000,26.7,7.0,2,1.0,3.0,3.0,1.0,4.0,25.0,3.0,19.0,4.0,15.0,4,11.0,16.0,0.0,Bundesliga
Amadou Haidara,ml MLI,"MF,FW",RB Leipzig,22,1998,21.2,50.0,28,20.0,21.0,9.0,11.0,36.0,30.6,25.0,33.0,1.0,32.0,30,80.0,24.0,0.0,Bundesliga
Amine Harit,ma MAR,"MF,FW",Schalke 04,23,1997,23.3,22.0,13,8.0,11.0,3.0,10.0,23.0,43.5,13.0,9.0,1.0,8.0,17,39.0,7.0,1.0,Bundesliga
Benjamin Henrichs,de GER,"DF,MF",RB Leipzig,23,1997,6.0,12.0,7,4.0,5.0,3.0,2.0,9.0,22.2,7.0,9.0,1.0,8.0,8,20.0,8.0,0.0,Bundesliga
Matthew Hoppe,us USA,FW,Schalke 04,19,2001,14.5,6.0,6,1.0,3.0,2.0,2.0,12.0,16.7,10.0,8.0,2.0,6.0,4,10.0,15.0,0.0,Bundesliga
Jannes Horn,de GER,DF,Köln,23,1997,19.6,35.0,19,23.0,11.0,1.0,23.0,31.0,74.2,8.0,19.0,2.0,17.0,10,45.0,45.0,0.0,Bundesliga
Iago,br BRA,DF,Augsburg,23,1997,17.3,37.0,27,21.0,13.0,3.0,17.0,29.0,58.6,12.0,17.0,5.0,12.0,22,59.0,55.0,0.0,Bundesliga
Blendi Idrizi,xk KVX,MF,Schalke 04,22,1998,2.6,8.0,4,1.0,6.0,1.0,1.0,1.0,100.0,0.0,6.0,2.0,4.0,3,11.0,1.0,0.0,Bundesliga
Abass Issah,gh GHA,"DF,FW",Mainz 05,21,1998,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Ismail Jakobs,sn SEN,"MF,FW",Köln,20,1999,19.2,25.0,10,17.0,4.0,4.0,11.0,21.0,52.4,10.0,18.0,1.0,17.0,16,41.0,36.0,0.0,Bundesliga
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,22,1997,4.2,3.0,2,1.0,2.0,0.0,3.0,6.0,50.0,3.0,4.0,1.0,3.0,2,5.0,6.0,0.0,Bundesliga
Marco John,de GER,DF,Hoffenheim,18,2002,11.1,21.0,15,9.0,5.0,7.0,10.0,22.0,45.5,12.0,18.0,1.0,17.0,16,37.0,21.0,0.0,Bundesliga
Luka Jović,rs SRB,FW,Eint Frankfurt,22,1997,9.9,2.0,0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,1,3.0,7.0,0.0,Bundesliga
Ozan Kabak,tr TUR,DF,Schalke 04,20,2000,13.8,17.0,9,11.0,5.0,1.0,6.0,13.0,46.2,7.0,20.0,11.0,9.0,13,30.0,57.0,0.0,Bundesliga
Sasa Kalajdzic,at AUT,FW,Stuttgart,23,1997,23.7,16.0,12,4.0,5.0,7.0,2.0,17.0,11.8,15.0,10.0,1.0,9.0,9,25.0,21.0,0.0,Bundesliga
Daichi Kamada,jp JPN,MF,Eint Frankfurt,23,1996,26.2,48.0,28,21.0,16.0,11.0,16.0,49.0,32.7,33.0,18.0,1.0,17.0,14,62.0,22.0,0.0,Bundesliga
Jimmy Kaparos,de GER,MF,Schalke 04,18,2001,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Atakan Karazor,,"DF,MF",Stuttgart,23,1996,11.5,20.0,12,12.0,7.0,1.0,13.0,22.0,59.1,9.0,18.0,8.0,10.0,21,41.0,50.0,2.0,Bundesliga
Silas Katompa,cd COD,"DF,FW",Stuttgart,21,1998,21.3,48.0,29,19.0,19.0,10.0,21.0,44.0,47.7,23.0,29.0,1.0,28.0,22,70.0,11.0,2.0,Bundesliga
Noah Katterbach,de GER,"DF,MF",Köln,19,2001,12.3,18.0,11,11.0,6.0,1.0,13.0,21.0,61.9,8.0,7.0,3.0,4.0,23,41.0,22.0,0.0,Bundesliga
Yannik Keitel,de GER,MF,Freiburg,20,2000,5.5,12.0,8,7.0,4.0,1.0,7.0,9.0,77.8,2.0,9.0,3.0,6.0,10,22.0,8.0,0.0,Bundesliga
Luca Kilian,de GER,DF,Mainz 05,20,1999,4.2,14.0,7,10.0,4.0,0.0,9.0,17.0,52.9,8.0,3.0,1.0,2.0,13,27.0,12.0,0.0,Bundesliga
Klauss,br BRA,"MF,FW",Hoffenheim,23,1997,0.6,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bundesliga
Mateo Klimowicz,de GER,"MF,FW",Stuttgart,20,2000,13.3,20.0,15,6.0,10.0,4.0,5.0,18.0,27.8,13.0,5.0,1.0,4.0,2,22.0,2.0,0.0,Bundesliga
Justin Kluivert,nl NED,"FW,MF",RB Leipzig,21,1999,9.0,2.0,1,1.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,5,7.0,3.0,0.0,Bundesliga
Ansgar Knauff,de GER,"MF,FW",Dortmund,18,2002,0.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,0,0.0,0.0,0.0,Bundesliga
Gregor Kobel,ch SUI,GK,Stuttgart,22,1997,33.0,2.0,2,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2,4.0,8.0,1.0,Bundesliga
Ibrahima Konaté,fr FRA,DF,RB Leipzig,21,1999,7.7,6.0,4,2.0,3.0,1.0,2.0,8.0,25.0,6.0,6.0,3.0,3.0,8,14.0,24.0,0.0,Bundesliga
Fabian Kunze,de GER,MF,Arminia,22,1998,14.1,38.0,26,19.0,15.0,4.0,19.0,42.0,45.2,23.0,19.0,3.0,16.0,18,56.0,22.0,1.0,Bundesliga
Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,20,2000,1.2,1.0,0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Bundesliga
Maxence Lacroix,fr FRA,DF,Wolfsburg,20,2000,28.8,49.0,29,37.0,12.0,0.0,24.0,45.0,53.3,21.0,51.0,21.0,30.0,65,114.0,140.0,1.0,Bundesliga
Konrad Laimer,at AUT,"DF,MF",RB Leipzig,23,1997,0.9,2.0,0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,1,3.0,0.0,0.0,Bundesliga
Dimitris Limnios,gr GRE,"MF,FW",Köln,22,1998,4.2,9.0,6,3.0,5.0,1.0,5.0,6.0,83.3,1.0,5.0,0.0,5.0,2,11.0,1.0,0.0,Bundesliga
Eduard Löwen,de GER,"MF,DF",Hertha BSC,23,1997,0.9,5.0,1,3.0,1.0,1.0,2.0,5.0,40.0,3.0,1.0,0.0,1.0,1,6.0,1.0,0.0,Bundesliga
Jan Luca Schuler,de GER,FW,Schalke 04,21,1999,0.4,2.0,2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,2.0,0.0,0.0,Bundesliga
Anderson Lucoqui,ao ANG,DF,Arminia,23,1997,17.8,40.0,25,23.0,17.0,0.0,20.0,40.0,50.0,20.0,30.0,7.0,23.0,27,67.0,53.0,0.0,Bundesliga
Kilian Ludewig,de GER,"DF,FW",Schalke 04,20,2000,5.8,16.0,6,10.0,5.0,1.0,8.0,25.0,32.0,17.0,7.0,0.0,7.0,3,19.0,14.0,0.0,Bundesliga
Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,22,1997,20.6,21.0,14,13.0,5.0,3.0,9.0,20.0,45.0,11.0,14.0,1.0,13.0,12,33.0,8.0,0.0,Bundesliga
Tim Maciejewski,de GER,FW,Union Berlin,19,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Luca Mack,de GER,MF,Stuttgart,20,2000,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Bundesliga
Mikail Maden,no NOR,FW,Schalke 04,18,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Arne Maier,de GER,MF,Arminia,21,1999,11.5,13.0,9,5.0,7.0,1.0,4.0,11.0,36.4,7.0,10.0,3.0,7.0,8,21.0,11.0,1.0,Bundesliga
Arne Maier,de GER,MF,Hertha BSC,21,1999,0.3,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bundesliga
Orel Mangala,be BEL,MF,Stuttgart,22,1998,23.4,27.0,15,13.0,11.0,3.0,17.0,28.0,60.7,11.0,27.0,10.0,17.0,26,53.0,30.0,0.0,Bundesliga
Omar Marmoush,eg EGY,FW,Wolfsburg,21,1999,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Aarón Martín,es ESP,"DF,FW",Mainz 05,23,1997,2.9,3.0,2,2.0,1.0,0.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,2,5.0,2.0,0.0,Bundesliga
Josep Martinez,es ESP,GK,RB Leipzig,22,1998,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Roberto Massimo,de GER,"DF,FW",Stuttgart,19,2000,8.4,21.0,11,13.0,5.0,3.0,11.0,24.0,45.8,13.0,5.0,1.0,4.0,11,32.0,13.0,0.0,Bundesliga
Jean-Philippe Mateta,fr FRA,FW,Mainz 05,23,1997,11.1,6.0,3,1.0,3.0,2.0,0.0,3.0,0.0,3.0,3.0,1.0,2.0,4,10.0,6.0,0.0,Bundesliga
Rabbi Matondo,wls WAL,"FW,MF",Schalke 04,19,2000,2.4,3.0,2,0.0,3.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,1,4.0,1.0,0.0,Bundesliga
Henning Matriciani,de GER,DF,Schalke 04,20,2000,0.3,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,1.0,1.0,0.0,Bundesliga
Konstantinos Mavropanos,gr GRE,DF,Stuttgart,22,1997,16.3,42.0,29,29.0,12.0,1.0,27.0,46.0,58.7,19.0,25.0,10.0,15.0,59,101.0,66.0,1.0,Bundesliga
Jean-Manuel Mbom,de GER,"MF,DF",Werder Bremen,20,2000,12.9,19.0,13,14.0,3.0,2.0,8.0,27.0,29.6,19.0,17.0,6.0,11.0,13,32.0,27.0,0.0,Bundesliga
Nathan de Medina,be BEL,DF,Arminia,22,1997,7.1,16.0,10,9.0,6.0,1.0,3.0,10.0,30.0,7.0,12.0,2.0,10.0,11,27.0,22.0,0.0,Bundesliga
Hamza Mendyl,ma MAR,"FW,DF",Schalke 04,22,1997,1.1,2.0,2,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0,2.0,2.0,0.0,Bundesliga
Levent Mercan,de GER,FW,Schalke 04,19,2000,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Jorge Meré,es ESP,DF,Köln,23,1997,14.4,13.0,6,9.0,3.0,1.0,6.0,13.0,46.2,7.0,14.0,11.0,3.0,15,28.0,63.0,0.0,Bundesliga
Jonas Michelbrink,de GER,MF,Hertha BSC,19,2001,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
Maximilian Mittelstädt,de GER,"DF,FW",Hertha BSC,23,1997,20.0,66.0,39,42.0,21.0,3.0,35.0,72.0,48.6,37.0,34.0,5.0,29.0,55,121.0,61.0,1.0,Bundesliga
Alkhaly Momo Cissé,gn GUI,"FW,DF",Stuttgart,17,2002,0.4,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Bundesliga
Mateu Morey,es ESP,DF,Dortmund,20,2000,9.2,13.0,7,4.0,7.0,2.0,9.0,12.0,75.0,3.0,6.0,1.0,5.0,18,31.0,7.0,1.0,Bundesliga
Youssoufa Moukoko,de GER,"FW,MF",Dortmund,15,2004,4.7,3.0,2,1.0,1.0,1.0,0.0,0.0,,0.0,3.0,0.0,3.0,0,3.0,2.0,0.0,Bundesliga
Nordi Mukiele,fr FRA,DF,RB Leipzig,22,1997,18.6,44.0,30,14.0,28.0,2.0,21.0,37.0,56.8,16.0,33.0,1.0,32.0,23,67.0,33.0,2.0,Bundesliga
Florian Müller,de GER,GK,Freiburg,22,1997,31.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,2,2.0,10.0,1.0,Bundesliga
Sebastian Müller,de GER,"MF,DF",Arminia,19,2001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga
