Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG
Marius Adamonis,lt LTU,GK,Salernitana,23,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Claud Adjapong,it ITA,DF,Lecce,22,1998,19,18,"1,598",17.8,1,1,2,1,0,0,1,0,0.8,0.8,1.3,2.1,61,81,78,0.06,0.06,0.11,0.06,0.11,0.05,0.07,0.12,0.05,0.12
Thomas Alberti,it ITA,MF,Pisa,22,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Simone Andreis,it ITA,MF,Virtus Entella,18,2001,4,1,129,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mirko Antonucci,it ITA,"DF,FW",Salernitana,21,1999,3,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17
Giorgos Antzoulas,gr GRE,DF,Cosenza,20,2000,5,5,373,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Raúl Asencio,es ESP,FW,SPAL,22,1998,13,8,656,7.3,0,0,0,0,0,0,1,0,1.4,1.4,0.7,2.1,6,15,49,0.00,0.00,0.00,0.00,0.00,0.19,0.09,0.28,0.19,0.28
Raúl Asencio,es ESP,"FW,MF",Pescara,22,1998,4,1,130,1.4,0,1,1,0,0,0,0,0,0.6,0.6,0.1,0.7,0,4,14,0.00,0.69,0.69,0.00,0.69,0.41,0.06,0.46,0.41,0.46
Carlos Augusto,br BRA,DF,Monza,21,1999,30,28,"2,406",26.7,3,1,4,3,0,0,1,1,1.3,1.3,2.4,3.8,79,140,154,0.11,0.04,0.15,0.11,0.15,0.05,0.09,0.14,0.05,0.14
Theophilus Awua,ng NGA,MF,Cittadella,22,1998,3,1,93,1.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,4,3,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26
Florian Ayé,fr FRA,FW,Brescia,23,1997,37,30,"2,657",29.5,16,3,19,16,0,0,3,0,12.6,12.6,3.7,16.4,26,36,177,0.54,0.10,0.64,0.54,0.64,0.43,0.13,0.55,0.43,0.55
Abou-Malal Ba,fr FRA,MF,Cosenza,22,1998,17,5,575,6.4,0,0,0,0,0,0,6,1,0.6,0.6,0.2,0.8,6,25,5,0.00,0.00,0.00,0.00,0.00,0.09,0.04,0.13,0.09,0.13
Mohamed Bahlouli,fr FRA,MF,Cosenza,20,2000,24,8,920,10.2,2,0,2,2,0,0,2,0,1.7,1.7,1.6,3.3,35,58,38,0.20,0.00,0.20,0.20,0.20,0.16,0.16,0.32,0.16,0.32
Nedim Bajrami,al ALB,MF,Empoli,21,1999,36,25,"2,147",23.9,5,8,13,5,0,0,2,0,5.6,5.6,6.5,12.1,123,113,233,0.21,0.34,0.54,0.21,0.54,0.24,0.27,0.51,0.24,0.51
Enrico Baldini,it ITA,"MF,FW",Cittadella,23,1996,15,8,791,8.8,2,0,2,2,0,0,0,0,1.8,1.8,1.0,2.7,18,40,52,0.23,0.00,0.23,0.23,0.23,0.20,0.11,0.31,0.20,0.31
Aldo Banse,it ITA,"MF,FW",Pordenone,17,2002,3,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Joel Baraye,sn SEN,DF,Salernitana,23,1997,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Raoul Bellanova,it ITA,DF,Pescara,20,2000,30,27,"2,342",26.0,0,0,0,0,0,0,4,1,1.5,1.5,1.0,2.5,82,65,106,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10
Nicolas Belloni,ar ARG,"FW,MF",Pescara,19,2001,4,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,2,6,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05
Massimo Bertagnoli,it ITA,"DF,MF",Chievo,21,1999,24,8,933,10.4,2,0,2,2,0,0,2,0,1.0,1.0,0.3,1.4,29,43,46,0.19,0.00,0.19,0.19,0.19,0.10,0.03,0.13,0.10,0.13
Pietro Beruatto,it ITA,DF,Vicenza Virtus,21,1998,26,23,"1,985",22.1,0,6,6,0,0,0,8,0,0.9,0.9,2.3,3.1,59,104,68,0.00,0.27,0.27,0.00,0.27,0.04,0.10,0.14,0.04,0.14
Davide Bettella,it ITA,DF,Monza,20,2000,17,16,"1,408",15.6,2,0,2,2,0,0,2,0,0.6,0.6,0.6,1.1,4,54,3,0.13,0.00,0.13,0.13,0.13,0.04,0.04,0.07,0.04,0.07
Leonardo Bia,it ITA,FW,Cremonese,18,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kevin Biondi,it ITA,"MF,DF",Pordenone,21,1999,12,6,512,5.7,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,4,14,24,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10
Samuele Birindelli,it ITA,DF,Pisa,21,1999,35,24,"2,237",24.9,2,1,3,2,0,0,6,0,2.1,2.1,2.4,4.5,92,94,114,0.08,0.04,0.12,0.08,0.12,0.08,0.10,0.18,0.08,0.18
Bjarki Bjarkason,is ISL,"MF,DF",Venezia,20,2000,9,2,285,3.2,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,8,20,7,0.00,0.00,0.00,0.00,0.00,0.18,0.09,0.27,0.18,0.27
John Björkengren,se SWE,MF,Lecce,21,1998,25,20,"1,705",18.9,1,0,1,1,0,0,2,0,1.5,1.5,0.6,2.1,32,72,79,0.05,0.00,0.05,0.05,0.05,0.08,0.03,0.11,0.08,0.11
Vladislav Blanuta,ro ROU,FW,Pescara,18,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,4,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
