Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG
Rubin Colwill,wls WAL,MF,Cardiff City,18,2002,6,3,192,2.1,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,4,9,18,0.00,0.00,0.00,0.00,0.00,0.21,0.03,0.24,0.21,0.24
Tommy Conway,sct SCO,"FW,MF",Bristol City,17,2002,5,3,269,3.0,1,0,1,1,0,0,0,0,0.9,0.9,0.0,0.9,3,2,12,0.33,0.00,0.33,0.33,0.33,0.32,0.00,0.32,0.32,0.32
Lewis Cook,eng ENG,MF,Bournemouth,23,1997,31,30,"2,506",27.8,1,1,2,1,0,0,5,0,0.8,0.8,2.2,3.1,27,169,34,0.04,0.04,0.07,0.04,0.07,0.03,0.08,0.11,0.03,0.11
Brandon Cooper,wls WAL,FW,Swansea City,20,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Oliver Cooper,wls WAL,FW,Swansea City,20,1999,3,0,53,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,3,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
Sam Cosgrove,eng ENG,FW,Birmingham City,23,1996,12,2,237,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,1,15,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12
Hayden Coulson,eng ENG,"FW,MF",Middlesbrough,22,1998,17,5,632,7.0,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.9,17,16,33,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.12,0.08,0.12
Cameron Cresswell,eng ENG,"FW,DF",Derby County,20,1999,1,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Romoney Crichlow-Noble,eng ENG,DF,Huddersfield,21,1999,4,2,246,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Daniel Crowley,eng ENG,"MF,FW",Birmingham City,22,1997,3,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Liam Cullen,wls WAL,FW,Swansea City,21,1999,13,6,501,5.6,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.4,7,13,40,0.18,0.00,0.18,0.18,0.18,0.23,0.02,0.25,0.23,0.25
Matty Daly,eng ENG,"FW,MF",Huddersfield,19,2001,5,1,72,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,3,6,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
Arnaut Danjuma,nl NED,FW,Bournemouth,23,1997,33,29,"2,489",27.7,15,7,22,15,0,0,1,0,7.5,7.5,6.5,14.0,111,88,256,0.54,0.25,0.80,0.54,0.80,0.27,0.24,0.51,0.27,0.51
Jay Dasilva,wls WAL,DF,Bristol City,22,1998,11,9,811,9.0,1,1,2,1,0,0,0,0,0.7,0.7,0.9,1.6,12,31,23,0.11,0.11,0.22,0.11,0.22,0.08,0.09,0.17,0.08,0.17
Josh Dasilva,eng ENG,MF,Brentford,21,1998,30,26,"2,135",23.7,5,4,9,5,0,0,2,0,2.8,2.8,4.3,7.1,90,128,103,0.21,0.17,0.38,0.21,0.38,0.12,0.18,0.30,0.12,0.30
Jacob Davenport,eng ENG,MF,Blackburn,21,1998,15,6,613,6.8,1,0,1,1,0,0,3,0,0.4,0.4,0.4,0.8,1,35,6,0.15,0.00,0.15,0.15,0.15,0.05,0.06,0.11,0.05,0.11
