Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90
Gonzalo Abrego,ar ARG,MF,Godoy Cruz,21,2000,21,18,"1,497",16.6,1,3,4,1,0,0,2,0,0.06,0.18,0.24,0.06,0.24
Jonás Acevedo,ar ARG,"MF,FW",Huracán,23,1997,18,10,898,10.0,1,3,4,1,0,0,3,0,0.10,0.30,0.40,0.10,0.40
Patricio Acevedo,ar ARG,DF,Newell's OB,18,2002,1,1,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Braian Aguirre,ar ARG,DF,Lanús,20,2000,22,20,"1,787",19.9,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05
Camilo Albornoz,ar ARG,DF,Atlé Tucumán,20,2000,5,3,365,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Carlos Alcaraz,ar ARG,"MF,FW",Racing Club,18,2002,18,9,881,9.8,1,2,3,1,0,0,8,0,0.10,0.20,0.31,0.10,0.31
Facundo Almada,ar ARG,DF,Rosario Central,22,1998,21,21,"1,886",21.0,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05
Thiago Almada,ar ARG,MF,Vélez Sarsfield,19,2001,20,19,"1,635",18.2,4,4,8,4,0,1,1,0,0.22,0.22,0.44,0.22,0.44
Agustín Almendra,ar ARG,"MF,FW",Boca Juniors,20,2000,15,13,958,10.6,3,1,4,3,0,0,5,0,0.28,0.09,0.38,0.28,0.38
Ezequiel Almirón,ar ARG,FW,Boca Juniors,18,2002,1,1,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Julián Álvarez,ar ARG,"FW,MF",River Plate,21,2000,21,17,"1,590",17.7,18,6,24,18,0,1,1,0,1.02,0.34,1.36,1.02,1.36
Iván Alvariño,ar ARG,DF,Boca Juniors,19,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Lucas Ambrogio,ar ARG,FW,Arg Juniors,21,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Federico Andueza,uy URU,DF,Cen. Córdoba–SdE,23,1997,11,10,922,10.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Alejo Antilef,ar ARG,"MF,FW",Arsenal,22,1998,17,7,623,6.9,2,2,4,2,0,0,0,0,0.29,0.29,0.58,0.29,0.58
