Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90
Alaa Abbas,iq IRQ,FW,Gil Vicente FC,23,1997,4,1,112,1.2,1,0,1,1,0,0,0,0,0.80,0.00,0.80,0.80,0.80
Domingos André Ribeiro Almeida,pt POR,"MF,FW",Vitória,20,2000,30,21,"1,644",18.3,2,0,2,2,0,0,2,0,0.11,0.00,0.11,0.11,0.11
Pedro Amador,pt POR,DF,Moreirense,21,1998,4,4,333,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Pedro Amaral,pt POR,"DF,MF",Rio Ave,22,1997,29,18,"1,773",19.7,0,1,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05
André Amaro,pt POR,DF,Vitória,17,2002,12,10,870,9.7,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10
Anderson,br BRA,FW,Famalicão,22,1997,22,12,"1,089",12.1,6,0,6,6,0,0,0,0,0.50,0.00,0.50,0.50,0.50
Anderson,br BRA,"FW,MF",Portimonense,22,1998,29,15,"1,457",16.2,1,3,4,1,0,0,3,0,0.06,0.19,0.25,0.06,0.25
Léo Andrade,br BRA,DF,Marítimo,22,1998,21,21,"1,855",20.6,1,1,2,1,0,0,7,0,0.05,0.05,0.10,0.05,0.10
Souleymane Anne,mr MTN,FW,Tondela,22,1997,17,0,293,3.3,1,0,1,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31
Brian Araújo,fr FRA,GK,Gil Vicente FC,20,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Guilherme Araújo Soares,pt POR,DF,Braga,19,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Telmo Arcanjo,cv CPV,"MF,FW",Tondela,19,2001,14,2,317,3.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Gustavo Assuncao,pt POR,MF,Famalicão,20,2000,26,23,"1,908",21.2,1,0,1,1,0,0,10,0,0.05,0.00,0.05,0.05,0.05
Chidozie Awaziem,ng NGA,DF,Boavista,23,1997,27,27,"2,249",25.0,0,1,1,0,0,0,9,2,0.00,0.04,0.04,0.00,0.04
Romário Baró,pt POR,MF,Porto,20,2000,10,1,170,1.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Gil Bastião Dias,pt POR,"MF,DF",Famalicão,23,1996,31,26,"2,360",26.2,0,3,3,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11
Beto,gw GNB,FW,Portimonense,22,1998,30,21,"1,956",21.7,11,2,13,11,0,0,5,0,0.51,0.09,0.60,0.51,0.60
