Squad,Season,standard_Gls,shooting_Sh,shooting_SoT,shooting_xG,shooting_G-xG,Team_Att_Score,passing_xAG,passing_Ast,passing_KP,passing_PPA,passing_PrgP,Team_Mid_Score,defense_Tkl+Int,defense_Blocks,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Clr,defense_Tkl,defense_Int,Team_Def_Score
Hellas Verona,2021-2022,64.55696202531647,49.457364341085274,51.03825136612022,50.749601275917065,80.31088082901553,56.26124095894232,47.31313131313132,60.63492063492063,48.03921568627451,62.464454976303315,57.61118170266836,53.93896792492178,53.947826086956525,63.29749103942652,40.94420600858369,44.0,39.90243902439025,48.04123711340206,67.32919254658384,40.14669926650366,58.73925501432665,34.527845036319476
Hellas Verona,2022-2023,30.12658227848101,43.255813953488364,35.30054644808743,32.12121212121211,40.103626943005175,28.05786276908548,37.61616161616162,32.698412698412696,42.35294117647059,40.094786729857816,30.978398983481576,36.28734872882456,56.17391304347825,72.1863799283154,57.76824034334763,65.03703703703704,45.365853658536594,36.49484536082474,63.10559006211181,54.034229828850854,46.13180515759313,34.527845036319476
Hellas Verona,2023-2024,39.24050632911393,46.35658914728682,48.41530054644809,34.92822966507176,54.19689119170984,34.39443693258644,36.161616161616166,41.58730158730158,48.431372549019606,37.061611374407576,33.97712833545108,37.54556370153865,53.530434782608694,63.29749103942652,68.06866952789699,60.0,52.0,49.69072164948453,67.9503105590062,57.163814180929094,38.10888252148998,39.794584500466875
Hertha BSC,2020-2021,41.265822784810126,37.36434108527131,46.666666666666664,39.904306220095684,50.25906735751295,38.11602601249115,39.23232323232324,41.58730158730158,37.25490196078431,38.5781990521327,36.72172808132147,36.491556394499376,50.60869565217391,52.68817204301075,27.896995708154506,42.222222222222214,34.829268292682926,23.298969072164947,55.90062111801242,30.562347188264056,64.46991404011462,39.04761904761901
Hertha BSC,2021-2022,36.20253164556962,35.50387596899225,36.612021857923494,28.931419457735238,57.720207253886,29.591998798102715,32.60606060606061,33.96825396825397,35.882352941176464,30.42654028436019,26.50571791613723,29.263070727418857,57.565217391304344,52.68817204301075,45.40772532188841,57.62962962962962,33.26829268292683,34.020618556701024,71.92546583850933,42.49388753056235,61.94842406876791,28.853118712273623
Hertha BSC,2022-2023,43.291139240506325,37.36434108527131,37.486338797814206,36.71451355661881,59.585492227979266,37.49704891292683,33.09090909090909,33.96825396825397,31.17647058823529,26.63507109004739,23.405336721728077,26.21642503156458,56.17391304347825,63.87096774193547,53.30472103004291,61.48148148148148,40.29268292682927,33.19587628865979,69.56521739130434,48.36185819070904,52.77936962750717,29.66183574879229
Hoffenheim,2020-2021,52.40506329113924,44.651162790697676,49.72677595628416,52.66347687400319,52.331606217616574,50.81922177151073,52.64646464646465,53.01587301587301,47.05882352941176,55.45023696682465,54.05336721728081,52.23397691093764,55.75652173913042,50.68100358422939,36.82403433476394,38.37037037037037,36.0,50.515463917525764,47.453416149068325,35.06112469437652,67.67908309455589,37.636684303350954
Hoffenheim,2021-2022,56.45569620253165,48.9922480620155,50.1639344262295,60.829346092503975,47.35751295336787,57.3129010795613,67.83838383838383,58.09523809523809,48.62745098039215,61.137440758293835,51.86785260482846,57.788957249851094,31.96521739130435,56.415770609319,35.10729613733905,27.111111111111107,40.6829268292683,51.34020618556701,35.1552795031056,30.171149144254272,34.212034383954155,33.96825396825386
Hoffenheim,2022-2023,47.34177215189874,40.620155038759684,41.4207650273224,47.687400318979265,50.051813471502584,45.48279784516987,44.56565656565657,42.85714285714286,40.3921568627451,45.402843601895725,36.67090216010165,40.67087703568042,40.313043478260866,67.31182795698925,46.09442060085837,45.77777777777777,46.53658536585367,36.49484536082474,53.16770186335403,41.90709046454768,34.212034383954155,35.70593149540519
Hoffenheim,2023-2024,66.58227848101266,49.76744186046512,54.53551912568305,54.83253588516747,77.82383419689118,59.50808061296762,56.68686868686869,64.44444444444444,50.588235294117645,51.469194312796205,46.022871664548916,51.01625933875387,46.71304347826087,63.01075268817203,39.57081545064378,55.25925925925925,28.585365853658544,26.5979381443299,68.69565217391303,36.821515892420535,50.716332378223505,30.96681096681089
Huesca,2020-2021,33.164556962025316,41.55038759689922,41.4207650273224,36.07655502392344,39.89637305699481,31.77515935870195,35.35353535353535,33.96825396825397,40.588235294117645,38.00947867298578,37.17916137229987,36.31150781078997,63.26956521739129,42.65232974910394,45.40772532188841,62.074074074074076,30.926829268292693,34.84536082474227,47.08074534161491,44.449877750611236,69.054441260745,38.32884097035026
Inter,2020-2021,85.82278481012658,63.10077519379845,69.39890710382514,81.11642743221691,74.50777202072538,83.70656536389585,77.05050505050505,83.49206349206348,65.49019607843138,70.99526066350711,63.710292249047015,70.88671640987893,47.13043478260869,54.40860215053763,33.39055793991416,33.925925925925924,36.78048780487805,59.58762886597937,42.857142857142854,34.66992665036675,53.92550143266477,57.55102040816314
Inter,2021-2022,84.81012658227849,82.32558139534882,89.07103825136612,90.55821371610844,57.09844559585491,88.18706672676153,84.8080808080808,77.14285714285714,81.37254901960785,81.61137440758294,67.31893265565438,81.26748438713723,53.11304347826086,47.81362007168458,49.18454935622317,49.03703703703704,50.048780487804876,57.113402061855666,30.807453416149066,50.709046454767716,44.98567335243553,62.85714285714287
Inter,2022-2023,69.62025316455696,75.81395348837208,70.7103825136612,73.20574162679426,54.19689119170984,70.88918936320907,75.91919191919192,68.25396825396825,76.66666666666666,70.04739336492891,59.491740787801774,72.2242439058212,48.52173913043478,54.98207885304659,46.78111587982832,43.703703703703695,50.4390243902439,57.9381443298969,37.7639751552795,47.579462102689476,41.08882521489972,48.11791383219955
Inter,2023-2024,88.86075949367088,68.83720930232559,70.27322404371584,86.22009569377991,72.43523316062175,88.03425407250015,82.06060606060606,80.95238095238095,69.01960784313724,78.95734597156398,59.28843710292249,74.19843063048502,39.19999999999999,49.24731182795699,45.40772532188841,45.185185185185176,41.85365853658537,45.567010309278345,42.11180124223602,41.320293398532996,33.06590257879656,90.99567099567089
Juventus,2020-2021,77.72151898734178,69.6124031007752,74.64480874316939,81.37161084529507,57.51295336787564,79.53598179984118,81.25252525252526,79.68253968253967,74.90196078431373,63.60189573459715,66.81067344345615,73.44205471095447,67.58260869565217,56.415770609319,46.09442060085837,42.81481481481481,50.829268292682926,54.63917525773195,42.73291925465839,46.40586797066014,73.8681948424069,53.08270676691728
