Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League,Season
Moritz Broschinski,de GER,"FW,MF",Bochum,21,2000,2.4,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,1.0,0,0.0,6.0,0.0,Bundesliga,2022-2023
Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,23,1998,3.6,4.0,3,0.0,1.0,3.0,3.0,4.0,75.0,1.0,3.0,1.0,2.0,1,5.0,0.0,0.0,Bundesliga,2022-2023
Lee Buchanan,eng ENG,"DF,FW",Werder Bremen,21,2001,5.2,14.0,10,2.0,11.0,1.0,6.0,12.0,50.0,6.0,5.0,0.0,5.0,12,26.0,21.0,0.0,Bundesliga,2022-2023
Delano Burgzorg,sr SUR,"FW,MF",Mainz 05,23,1998,2.7,3.0,3,1.0,1.0,1.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,0,3.0,2.0,0.0,Bundesliga,2022-2023
Jonathan Burkardt,de GER,"MF,FW",Mainz 05,22,2000,5.9,3.0,1,0.0,1.0,2.0,1.0,4.0,25.0,3.0,6.0,1.0,5.0,1,4.0,1.0,0.0,Bundesliga,2022-2023
Kerim Calhanoglu,de GER,DF,Schalke 04,19,2002,0.7,2.0,1,2.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,0,2.0,3.0,0.0,Bundesliga,2022-2023
Fabio Chiarodia,it ITA,DF,Werder Bremen,17,2005,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,2,2.0,4.0,0.0,Bundesliga,2022-2023
Oliver Christensen,dk DEN,GK,Hertha BSC,23,1999,33.0,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,1.0,22.0,2.0,Bundesliga,2022-2023
Darko Churlinov,mk MKD,FW,Stuttgart,22,2000,0.3,3.0,2,2.0,1.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,0,3.0,0.0,0.0,Bundesliga,2022-2023
David Čolina,hr CRO,"DF,FW",Augsburg,22,2000,1.8,4.0,1,1.0,1.0,2.0,2.0,2.0,100.0,0.0,8.0,0.0,8.0,4,8.0,3.0,0.0,Bundesliga,2022-2023
Soumaïla Coulibaly,fr FRA,DF,Dortmund,18,2003,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Bundesliga,2022-2023
Tanguy Coulibaly,fr FRA,"FW,DF",Stuttgart,21,2001,3.6,12.0,9,9.0,1.0,2.0,5.0,12.0,41.7,7.0,10.0,0.0,10.0,3,15.0,0.0,0.0,Bundesliga,2022-2023
Nicolas Cozza,fr FRA,DF,Wolfsburg,23,1999,1.1,3.0,3,1.0,2.0,0.0,2.0,3.0,66.7,1.0,3.0,1.0,2.0,0,3.0,0.0,0.0,Bundesliga,2022-2023
Muhammed Damar,de GER,MF,Hoffenheim,18,2004,1.8,6.0,3,1.0,2.0,3.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,0,6.0,0.0,0.0,Bundesliga,2022-2023
Márton Dárdai,hu HUN,"DF,MF",Hertha BSC,20,2002,10.5,17.0,8,9.0,8.0,0.0,9.0,18.0,50.0,9.0,14.0,9.0,5.0,11,28.0,45.0,1.0,Bundesliga,2022-2023
Alphonso Davies,ca CAN,DF,Bayern Munich,21,2000,22.7,45.0,28,25.0,13.0,7.0,18.0,39.0,46.2,21.0,28.0,4.0,24.0,24,69.0,24.0,4.0,Bundesliga,2022-2023
Sepp van den Berg,nl NED,DF,Schalke 04,20,2001,7.7,5.0,4,2.0,2.0,1.0,1.0,4.0,25.0,3.0,8.0,5.0,3.0,13,18.0,33.0,2.0,Bundesliga,2022-2023
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,23,1999,30.0,14.0,8,4.0,8.0,2.0,7.0,14.0,50.0,7.0,8.0,0.0,8.0,5,19.0,3.0,0.0,Bundesliga,2022-2023
Justin Diehl,de GER,"MF,FW",Köln,17,2004,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2022-2023
Florian Dietz,de GER,FW,Köln,23,1998,4.4,2.0,1,0.0,2.0,0.0,1.0,4.0,25.0,3.0,4.0,1.0,3.0,0,2.0,2.0,0.0,Bundesliga,2022-2023
Junior Dina Ebimbe,fr FRA,"DF,MF",Eint Frankfurt,21,2000,11.8,30.0,19,16.0,14.0,0.0,16.0,33.0,48.5,17.0,18.0,5.0,13.0,11,41.0,20.0,0.0,Bundesliga,2022-2023
Eren Dinkçi,de GER,"FW,MF",Werder Bremen,20,2001,2.6,5.0,5,2.0,1.0,2.0,2.0,6.0,33.3,4.0,2.0,0.0,2.0,0,5.0,2.0,0.0,Bundesliga,2022-2023
Dion Drena Beljo,hr CRO,FW,Augsburg,20,2002,12.5,7.0,6,3.0,2.0,2.0,2.0,13.0,15.4,11.0,15.0,2.0,13.0,1,8.0,14.0,0.0,Bundesliga,2022-2023
Julien Duranville,be BEL,MF,Dortmund,16,2006,0.3,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bundesliga,2022-2023
Lilian Egloff,de GER,"MF,FW",Stuttgart,19,2002,2.7,12.0,10,4.0,5.0,3.0,4.0,6.0,66.7,2.0,2.0,0.0,2.0,1,13.0,1.0,0.0,Bundesliga,2022-2023
Julian Eitschberger,de GER,FW,Hertha BSC,18,2004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2022-2023
Arne Engels,be BEL,MF,Augsburg,18,2003,16.0,20.0,9,9.0,10.0,1.0,8.0,19.0,42.1,11.0,17.0,5.0,12.0,15,35.0,12.0,1.0,Bundesliga,2022-2023
Tjark Ernst,de GER,GK,Hertha BSC,19,2003,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Bundesliga,2022-2023
Kimberly Ezekwem,de GER,DF,Freiburg,21,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Bundesliga,2022-2023
Kilian Fischer,de GER,"DF,FW",Wolfsburg,21,2000,5.6,9.0,6,3.0,4.0,2.0,6.0,11.0,54.5,5.0,6.0,0.0,6.0,5,14.0,18.0,0.0,Bundesliga,2022-2023
Florian Flick,de GER,MF,Schalke 04,22,2000,5.7,12.0,3,7.0,5.0,0.0,4.0,14.0,28.6,10.0,9.0,3.0,6.0,4,16.0,18.0,0.0,Bundesliga,2022-2023
Bartol Franjić,hr CRO,MF,Wolfsburg,22,2000,2.5,4.0,2,2.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,3.0,5,9.0,4.0,0.0,Bundesliga,2022-2023
Oscar Fraulo,dk DEN,"FW,MF",Gladbach,18,2003,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2022-2023
Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,21,2000,30.1,53.0,27,22.0,26.0,5.0,23.0,44.0,52.3,21.0,24.0,3.0,21.0,16,69.0,40.0,0.0,Bundesliga,2022-2023
Dario Gebuhr,de GER,DF,Eint Frankfurt,19,2003,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2022-2023
Jamie Gittens,eng ENG,"FW,MF",Dortmund,17,2004,5.9,8.0,4,2.0,5.0,1.0,2.0,7.0,28.6,5.0,1.0,0.0,1.0,1,9.0,2.0,0.0,Bundesliga,2022-2023
Ryan Gravenberch,nl NED,MF,Bayern Munich,20,2002,6.4,17.0,8,4.0,10.0,3.0,7.0,13.0,53.8,6.0,9.0,1.0,8.0,9,26.0,10.0,0.0,Bundesliga,2022-2023
Leo Greiml,at AUT,DF,Schalke 04,21,2001,4.0,10.0,5,4.0,5.0,1.0,5.0,12.0,41.7,7.0,7.0,3.0,4.0,3,13.0,16.0,0.0,Bundesliga,2022-2023
Lennart Grill,de GER,GK,Union Berlin,23,1999,5.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,Bundesliga,2022-2023
Brajan Gruda,de GER,MF,Mainz 05,18,2004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2022-2023
Ilia Gruev,bg BUL,MF,Werder Bremen,22,2000,17.6,44.0,27,16.0,25.0,3.0,18.0,31.0,58.1,13.0,23.0,6.0,17.0,22,66.0,21.0,1.0,Bundesliga,2022-2023
Joško Gvardiol,hr CRO,DF,RB Leipzig,20,2002,24.1,23.0,17,15.0,8.0,0.0,9.0,22.0,40.9,13.0,34.0,17.0,17.0,34,57.0,76.0,1.0,Bundesliga,2022-2023
Piero Hincapié,ec ECU,"DF,MF",Leverkusen,20,2002,27.3,51.0,34,28.0,20.0,3.0,25.0,38.0,65.8,13.0,41.0,20.0,21.0,31,82.0,83.0,1.0,Bundesliga,2022-2023
Adam Hložek,cz CZE,"FW,MF",Leverkusen,20,2002,14.3,9.0,4,4.0,3.0,2.0,3.0,9.0,33.3,6.0,9.0,2.0,7.0,6,15.0,9.0,0.0,Bundesliga,2022-2023
Callum Hudson-Odoi,eng ENG,"FW,MF",Leverkusen,21,2000,6.7,5.0,3,4.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2,7.0,4.0,0.0,Bundesliga,2022-2023
Denis Huseinbasic,ba BIH,"MF,FW",Köln,21,2001,8.8,23.0,9,8.0,11.0,4.0,10.0,25.0,40.0,15.0,16.0,2.0,14.0,4,27.0,5.0,0.0,Bundesliga,2022-2023
Arijon Ibrahimović,de GER,MF,Bayern Munich,16,2005,0.2,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bundesliga,2022-2023
Hiroki Ito,jp JPN,DF,Stuttgart,23,1999,28.5,40.0,29,24.0,14.0,2.0,18.0,35.0,51.4,17.0,38.0,17.0,21.0,40,80.0,94.0,0.0,Bundesliga,2022-2023
Moritz Jenz,de GER,DF,Schalke 04,23,1999,10.5,14.0,11,8.0,5.0,1.0,5.0,8.0,62.5,3.0,16.0,10.0,6.0,8,22.0,53.0,1.0,Bundesliga,2022-2023
Ozan Kabak,tr TUR,DF,Hoffenheim,22,2000,26.5,51.0,34,27.0,21.0,3.0,17.0,30.0,56.7,13.0,35.0,23.0,12.0,45,96.0,83.0,0.0,Bundesliga,2022-2023
Jakub Kamiński,pl POL,"FW,DF",Wolfsburg,20,2002,22.9,36.0,25,15.0,13.0,8.0,20.0,40.0,50.0,20.0,37.0,2.0,35.0,8,44.0,15.0,0.0,Bundesliga,2022-2023
Thomas Kastanaras,gr GRE,"FW,DF",Stuttgart,19,2003,0.8,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Bundesliga,2022-2023
Silas Katompa,cd COD,"FW,MF",Stuttgart,23,1998,22.1,25.0,17,5.0,14.0,6.0,6.0,20.0,30.0,14.0,17.0,2.0,15.0,8,33.0,1.0,0.0,Bundesliga,2022-2023
