Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League,Season,Tackles %,keeper_GA,defense_Tkl+Int,defense_Blocks,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Clr,defense_Tkl%,defense_Tkl,defense_Int,Team_Def_Score,Team_Def_Score_Norm,Tackles_Contribution,Tackles Won_Contribution,Interceptions_Contribution,Blocks_Contribution,Clearances_Contribution,Tackles (Def 3rd)_Contribution,Tackles (Mid 3rd)_Contribution,Tackles %_Contribution,Total_Player_Contribution,Role_Adjustment,Final_Contribution_Index
Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,22,2001,18.8,27.0,14,4.0,18.0,5.0,11.0,20.0,55.0,9.0,29.0,3.0,26.0,2,29.0,11.0,0.0,SerieA,2023-2024,192.85714285714286,46,800,388,320,242,231,91,509,53.7,564,236,0.021739130434782608,0.3002070393374741,0.047872340425531915,0.04375,0.00847457627118644,0.07474226804123711,0.021611001964636542,0.01652892561983471,0.07792207792207792,3.5913806863527533,3.8822818765972578,0.44999999999999996,0.524469756621058
Medon Berisha,al ALB,"FW,MF",Lecce,19,2003,2.3,3.0,1,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1,4.0,0.0,0.0,SerieA,2023-2024,300.0,54,913,429,374,285,252,68,751,51.1,605,308,0.018518518518518517,0.22045855379188706,0.0049586776859504135,0.00267379679144385,0.003246753246753247,0.004662004662004662,0.0,0.010526315789473684,0.0,5.870841487279844,5.89690903545547,0.44999999999999996,0.585010817009471
Victor Bernth Kristiansen,dk DEN,DF,Bologna,20,2002,25.6,52.0,34,23.0,22.0,7.0,20.0,35.0,57.1,15.0,35.0,8.0,27.0,12,64.0,45.0,1.0,SerieA,2023-2024,152.94117647058823,32,891,426,385,299,267,67,677,52.3,633,258,0.03125,0.5357142857142856,0.08214849921011058,0.08831168831168831,0.046511627906976744,0.08215962441314555,0.06646971935007386,0.07692307692307693,0.08239700374531835,2.924305477449106,3.449226717309496,1.0,1.8478000271300867
Davide Bettella,it ITA,MF,Monza,23,2000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2023-2024,,51,844,378,334,307,195,63,642,55.0,565,279,0.0196078431372549,0.24743230625583562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
El Bilal Touré,ml MLI,FW,Atalanta,21,2001,4.4,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2.0,2.0,0.0,SerieA,2023-2024,100.0,42,953,483,369,273,249,91,614,48.7,613,340,0.023809523809523808,0.3514739229024943,0.0016313213703099511,0.0027100271002710027,0.0029411764705882353,0.0,0.003257328990228013,0.0,0.004016064257028112,2.0533880903490758,2.067944008537501,0.3,0.21804851790701538
Warren Bondo,fr FRA,MF,Monza,19,2003,16.4,29.0,22,16.0,10.0,3.0,13.0,17.0,76.5,4.0,13.0,3.0,10.0,6,35.0,13.0,0.0,SerieA,2023-2024,131.8181818181818,51,844,378,334,307,195,63,642,55.0,565,279,0.0196078431372549,0.24743230625583562,0.05132743362831858,0.0658682634730539,0.021505376344086023,0.03439153439153439,0.020249221183800622,0.05211726384364821,0.05128205128205128,2.396694214876033,2.693435359022526,0.6,0.3998657535803749
Giovanni Bonfanti,it ITA,DF,Atalanta,20,2003,1.0,4.0,2,2.0,2.0,0.0,2.0,3.0,66.7,1.0,1.0,1.0,0.0,1,5.0,1.0,0.0,SerieA,2023-2024,200.0,42,953,483,369,273,249,91,614,48.7,613,340,0.023809523809523808,0.3514739229024943,0.0065252854812398045,0.005420054200542005,0.0029411764705882353,0.002070393374741201,0.0016286644951140066,0.007326007326007326,0.008032128514056224,4.1067761806981515,4.14071989056044,1.0,1.455355063575665
Gennaro Borrelli,it ITA,FW,Frosinone,23,2000,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2023-2024,,69,786,439,322,244,225,76,789,48.2,545,241,0.014492753623188406,0.12077294685990336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Erik Botheim,no NOR,"FW,MF",Salernitana,23,2000,3.5,2.0,0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0,2.0,2.0,0.0,SerieA,2023-2024,inf,81,815,409,327,289,198,49,816,49.5,536,279,0.012345679012345678,0.06760728982951203,0.0037313432835820895,0.0,0.0,0.007334963325183374,0.0024509803921568627,0.006920415224913495,0.0,0.0,0.02043770222583582,0.44999999999999996,0.0006217819460241054
Edoardo Bove,it ITA,MF,Roma,21,2002,19.8,60.0,31,16.0,31.0,13.0,27.0,46.0,58.7,19.0,21.0,1.0,20.0,11,71.0,11.0,1.0,SerieA,2023-2024,193.5483870967742,46,811,370,336,261,229,79,623,46.5,569,242,0.021739130434782608,0.3002070393374741,0.1054481546572935,0.09226190476190477,0.045454545454545456,0.05675675675675676,0.01765650080256822,0.06130268199233716,0.13537117903930132,4.162330905306972,4.67658262877168,0.6,0.8423658151203647
Domagoj Bradarić,hr CRO,DF,Salernitana,23,1999,30.5,29.0,20,13.0,10.0,6.0,15.0,25.0,60.0,10.0,22.0,7.0,15.0,32,61.0,62.0,1.0,SerieA,2023-2024,145.0,81,815,409,327,289,198,49,816,49.5,536,279,0.012345679012345678,0.06760728982951203,0.054104477611940295,0.06116207951070336,0.11469534050179211,0.05378973105134474,0.07598039215686274,0.04498269896193772,0.050505050505050504,2.9292929292929295,3.384512699592561,1.0,0.22881773101301847
Brenner,br BRA,"MF,FW",Udinese,23,2000,2.1,8.0,7,1.0,5.0,2.0,4.0,7.0,57.1,3.0,2.0,0.0,2.0,0,8.0,2.0,0.0,SerieA,2023-2024,114.28571428571428,53,933,437,381,345,213,48,988,52.4,606,327,0.018867924528301886,0.22911051212938,0.013201320132013201,0.01837270341207349,0.0,0.004576659038901602,0.0020242914979757085,0.002898550724637681,0.023474178403755867,2.1810250817884405,2.245572784997798,0.44999999999999996,0.2315179488575896
Marco Brescianini,it ITA,MF,Frosinone,23,2000,25.8,28.0,13,13.0,12.0,3.0,9.0,25.0,36.0,16.0,22.0,5.0,17.0,10,38.0,37.0,0.0,SerieA,2023-2024,215.3846153846154,69,786,439,322,244,225,76,789,48.2,545,241,0.014492753623188406,0.12077294685990336,0.05137614678899083,0.040372670807453416,0.04149377593360996,0.05011389521640091,0.046894803548795945,0.05327868852459016,0.05333333333333334,4.468560485157996,4.80542379931117,0.6,0.3482191158921137
Rareș-Cătălin Burnete,ro ROU,FW,Lecce,19,2004,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2023-2024,,54,913,429,374,285,252,68,751,51.1,605,308,0.018518518518518517,0.22045855379188706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Liberato Cacace,nz NZL,DF,Empoli,22,2000,21.2,40.0,24,24.0,13.0,3.0,24.0,38.0,63.2,14.0,23.0,6.0,17.0,19,59.0,56.0,0.0,SerieA,2023-2024,166.66666666666669,54,881,462,378,311,227,80,840,53.2,618,263,0.018518518518518517,0.22045855379188706,0.06472491909385113,0.06349206349206349,0.07224334600760456,0.049783549783549784,0.06666666666666667,0.07717041800643087,0.05726872246696035,3.1328320802005014,3.584181765717628,1.0,0.7901635285973604
Jens Cajuste,se SWE,MF,Napoli,23,1999,11.3,36.0,24,13.0,17.0,6.0,20.0,37.0,54.1,17.0,20.0,3.0,17.0,4,40.0,15.0,0.0,SerieA,2023-2024,150.0,48,812,351,326,235,237,99,521,47.5,571,241,0.020833333333333332,0.27777777777777773,0.06304728546409807,0.0736196319018405,0.016597510373443983,0.05698005698005698,0.028790786948176585,0.05531914893617021,0.07172995780590717,3.1578947368421053,3.523979115251799,0.6,0.5873298525419663
Riccardo Calafiori,it ITA,DF,Bologna,21,2002,26.1,47.0,32,28.0,16.0,3.0,22.0,32.0,68.8,10.0,38.0,13.0,25.0,50,97.0,74.0,3.0,SerieA,2023-2024,146.875,32,891,426,385,299,267,67,677,52.3,633,258,0.03125,0.5357142857142856,0.07424960505529225,0.08311688311688312,0.1937984496124031,0.0892018779342723,0.10930576070901034,0.09364548494983277,0.0599250936329588,2.808317399617591,3.511560554628244,1.0,1.8811931542651303
Francesco Camarda,it ITA,FW,Milan,15,2008,0.2,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2023-2024,,49,828,367,333,274,232,70,548,52.4,576,252,0.02040816326530612,0.2672497570456754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Nicolò Cambiaghi,it ITA,"FW,MF",Empoli,22,2000,28.4,51.0,39,15.0,20.0,16.0,16.0,35.0,45.7,19.0,26.0,1.0,25.0,14,65.0,8.0,0.0,SerieA,2023-2024,130.76923076923077,54,881,462,378,311,227,80,840,53.2,618,263,0.018518518518518517,0.22045855379188706,0.0825242718446602,0.10317460317460317,0.053231939163498096,0.05627705627705628,0.009523809523809525,0.04823151125401929,0.0881057268722467,2.4580682475419318,2.899137165651825,0.44999999999999996,0.28761281405276035
Andrea Cambiaso,it ITA,"DF,FW",Juventus,23,2000,26.4,47.0,30,23.0,15.0,9.0,25.0,43.0,58.1,18.0,28.0,3.0,25.0,11,58.0,26.0,1.0,SerieA,2023-2024,156.66666666666666,31,830,375,369,270,233,74,725,59.3,577,253,0.03225806451612903,0.5606758832565284,0.08145580589254767,0.08130081300813008,0.043478260869565216,0.07466666666666667,0.03586206896551724,0.08518518518518518,0.06437768240343347,2.6419336706014613,3.1082601535925067,0.65,1.1327722295542584
Matteo Cancellieri,it ITA,"FW,MF",Empoli,21,2002,19.9,35.0,22,12.0,16.0,7.0,13.0,36.0,36.1,23.0,19.0,0.0,19.0,6,41.0,18.0,0.0,SerieA,2023-2024,159.0909090909091,54,881,462,378,311,227,80,840,53.2,618,263,0.018518518518518517,0.22045855379188706,0.05663430420711974,0.0582010582010582,0.022813688212927757,0.04112554112554113,0.02142857142857143,0.03858520900321544,0.07048458149779736,2.990430622009569,3.2997035756858,0.44999999999999996,0.3273515452069245
Elia Caprile,it ITA,GK,Empoli,21,2001,23.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,16.0,2.0,SerieA,2023-2024,inf,54,881,462,378,311,227,80,840,53.2,618,263,0.018518518518518517,0.22045855379188706,0.0016181229773462784,0.0,0.0,0.0,0.01904761904761905,0.003215434083601286,0.0,0.0,0.023881176108566615,0.5,0.0026324047738719805
Andrea Carboni,it ITA,DF,Monza,22,2001,16.5,38.0,22,24.0,12.0,2.0,20.0,31.0,64.5,11.0,23.0,13.0,10.0,17,55.0,56.0,1.0,SerieA,2023-2024,172.72727272727272,51,844,378,334,307,195,63,642,55.0,565,279,0.0196078431372549,0.24743230625583562,0.06725663716814159,0.0658682634730539,0.06093189964157706,0.06084656084656084,0.08722741433021806,0.0781758957654723,0.06153846153846154,3.140495867768595,3.62234100053208,1.0,0.8962841878067237
Valentin Carboni,ar ARG,"MF,FW",Monza,18,2005,13.0,25.0,15,10.0,12.0,3.0,8.0,26.0,30.8,18.0,12.0,1.0,11.0,7,32.0,4.0,0.0,SerieA,2023-2024,166.66666666666669,51,844,378,334,307,195,63,642,55.0,565,279,0.0196078431372549,0.24743230625583562,0.04424778761061947,0.04491017964071856,0.025089605734767026,0.031746031746031744,0.006230529595015576,0.03257328990228013,0.06153846153846154,3.0303030303030307,3.2766389160709246,0.44999999999999996,0.3648358456969726
Marco Carnesecchi,it ITA,GK,Atalanta,23,2000,26.9,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,22.0,3.0,SerieA,2023-2024,,42,953,483,369,273,249,91,614,48.7,613,340,0.023809523809523808,0.3514739229024943,0.0,0.0,0.0,0.0,0.035830618892508145,0.0,0.0,0.0,0.035830618892508145,0.5,0.006296764091087032
Santiago Castro,ar ARG,FW,Bologna,18,2004,2.7,2.0,1,0.0,1.0,1.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,1,3.0,1.0,0.0,SerieA,2023-2024,200.0,32,891,426,385,299,267,67,677,52.3,633,258,0.03125,0.5357142857142856,0.00315955766192733,0.0025974025974025974,0.003875968992248062,0.002347417840375587,0.0014771048744460858,0.0,0.003745318352059925,3.824091778202677,3.8412945485211365,0.3,0.6173509095837539
Emil Ceide,no NOR,"FW,MF",Sassuolo,21,2001,2.0,2.0,2,1.0,1.0,0.0,1.0,1.0,100.0,0.0,6.0,1.0,5.0,0,2.0,0.0,0.0,SerieA,2023-2024,100.0,75,774,402,310,241,198,68,767,46.1,507,267,0.013333333333333334,0.09206349206349207,0.0039447731755424065,0.0064516129032258064,0.0,0.014925373134328358,0.0,0.004149377593360996,0.005050505050505051,2.1691973969631237,2.2037190388200862,0.44999999999999996,0.09129693160826072
Leonardo Cerri,it ITA,DF,Juventus,20,2003,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2023-2024,,31,830,375,369,270,233,74,725,59.3,577,253,0.03225806451612903,0.5606758832565284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Charlys,br BRA,MF,Hellas Verona,19,2004,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,SerieA,2023-2024,,51,923,414,387,302,245,74,784,50.7,621,302,0.0196078431372549,0.24743230625583562,0.0,0.0,0.0033112582781456954,0.0,0.0,0.0,0.0,0.0,0.0033112582781456954,0.6,0.00049158736342219
Alphadjo Cissè,it ITA,FW,Hellas Verona,16,2006,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2023-2024,,51,923,414,387,302,245,74,784,50.7,621,302,0.0196078431372549,0.24743230625583562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Giorgio Cittadini,it ITA,DF,Monza,21,2002,0.2,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0,1.0,0.0,0.0,SerieA,2023-2024,100.0,51,844,378,334,307,195,63,642,55.0,565,279,0.0196078431372549,0.24743230625583562,0.0017699115044247787,0.0029940119760479044,0.0,0.0026455026455026454,0.0,0.003257328990228013,0.0,1.8181818181818181,1.8288485732980215,1.0,0.4525162202838241
Giorgio Cittadini,it ITA,DF,Genoa,21,2002,1.2,5.0,4,4.0,1.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,3,8.0,5.0,0.0,SerieA,2023-2024,125.0,45,957,462,352,315,247,63,796,49.6,625,332,0.022222222222222223,0.31216931216931215,0.008,0.011363636363636364,0.009036144578313253,0.0021645021645021645,0.00628140703517588,0.012698412698412698,0.004048582995951417,2.5201612903225805,2.573753976158572,1.0,0.8034470084304537
Lorenzo Colombo,it ITA,FW,Monza,21,2002,15.1,17.0,12,3.0,9.0,5.0,8.0,14.0,57.1,6.0,18.0,5.0,13.0,0,17.0,14.0,0.0,SerieA,2023-2024,141.66666666666669,51,844,378,334,307,195,63,642,55.0,565,279,0.0196078431372549,0.24743230625583562,0.03008849557522124,0.03592814371257485,0.0,0.047619047619047616,0.021806853582554516,0.009771986970684038,0.046153846153846156,2.575757575757576,2.7671259493715046,0.3,0.205402906606008
Pietro Comuzzo,it ITA,"DF,FW",Fiorentina,18,2005,0.5,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1,2.0,2.0,0.0,SerieA,2023-2024,100.0,46,800,388,320,242,231,91,509,53.7,564,236,0.021739130434782608,0.3002070393374741,0.0017730496453900709,0.003125,0.00423728813559322,0.002577319587628866,0.003929273084479371,0.004132231404958678,0.0,1.8621973929236497,1.8819715547817,0.65,0.3672377205759322
Diego Coppola,it ITA,DF,Hellas Verona,19,2003,18.2,36.0,22,25.0,9.0,2.0,20.0,33.0,60.6,13.0,26.0,9.0,17.0,27,63.0,89.0,1.0,SerieA,2023-2024,163.63636363636365,51,923,414,387,302,245,74,784,50.7,621,302,0.0196078431372549,0.24743230625583562,0.057971014492753624,0.056847545219638244,0.08940397350993377,0.06280193236714976,0.11352040816326531,0.08278145695364239,0.036734693877551024,3.2275416890801507,3.727602713664085,1.0,0.9223293362474158
Tommaso Corazza,it ITA,DF,Bologna,19,2004,2.2,10.0,4,9.0,1.0,0.0,4.0,9.0,44.4,5.0,2.0,0.0,2.0,5,15.0,3.0,0.0,SerieA,2023-2024,250.0,32,891,426,385,299,267,67,677,52.3,633,258,0.03125,0.5357142857142856,0.01579778830963665,0.01038961038961039,0.01937984496124031,0.004694835680751174,0.004431314623338257,0.030100334448160536,0.003745318352059925,4.780114722753346,4.8686537695181435,1.0,2.6082073765275764
Jeppe Corfitzen,dk DEN,FW,Lecce,18,2004,0.1,1.0,0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,SerieA,2023-2024,inf,54,913,429,374,285,252,68,751,51.1,605,308,0.018518518518518517,0.22045855379188706,0.001652892561983471,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0,0.0056211465302374395,0.3,0.000371768950412529
Giacomo Corona,it ITA,FW,Empoli,19,2004,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2023-2024,,54,881,462,378,311,227,80,840,53.2,618,263,0.018518518518518517,0.22045855379188706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
João Costa,br BRA,"MF,FW",Roma,18,2005,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2023-2024,,46,811,370,336,261,229,79,623,46.5,569,242,0.021739130434782608,0.3002070393374741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996,0.0
Marvin Cuni,al ALB,FW,Frosinone,22,2001,5.9,8.0,3,1.0,3.0,4.0,3.0,4.0,75.0,1.0,10.0,1.0,9.0,1,9.0,0.0,0.0,SerieA,2023-2024,266.66666666666663,69,786,439,322,244,225,76,789,48.2,545,241,0.014492753623188406,0.12077294685990336,0.014678899082568808,0.009316770186335404,0.004149377593360996,0.022779043280182234,0.0,0.004098360655737705,0.013333333333333334,5.53250345781466,5.6008592419461785,0.3,0.20292968267920933
Flavius Daniliuc,at AUT,DF,Salernitana,22,2001,8.3,19.0,11,12.0,5.0,2.0,9.0,19.0,47.4,10.0,13.0,4.0,9.0,8,27.0,15.0,0.0,SerieA,2023-2024,172.72727272727272,81,815,409,327,289,198,49,816,49.5,536,279,0.012345679012345678,0.06760728982951203,0.03544776119402985,0.03363914373088685,0.02867383512544803,0.03178484107579462,0.01838235294117647,0.04152249134948097,0.025252525252525252,3.4894398530762167,3.7041428037455586,1.0,0.25042705610272725
Juan David Cabal,co COL,DF,Hellas Verona,22,2001,16.6,36.0,27,19.0,14.0,3.0,18.0,29.0,62.1,11.0,30.0,9.0,21.0,26,62.0,55.0,2.0,SerieA,2023-2024,133.33333333333331,51,923,414,387,302,245,74,784,50.7,621,302,0.0196078431372549,0.24743230625583562,0.057971014492753624,0.06976744186046512,0.08609271523178808,0.07246376811594203,0.07015306122448979,0.06291390728476821,0.05714285714285714,2.629848783694937,3.1063535490480008,1.0,0.7686122226869468
Charles De Ketelaere,be BEL,"FW,MF",Atalanta,22,2001,22.5,33.0,21,3.0,12.0,18.0,10.0,20.0,50.0,10.0,30.0,2.0,28.0,7,40.0,6.0,0.0,SerieA,2023-2024,157.14285714285714,42,953,483,369,273,249,91,614,48.7,613,340,0.023809523809523808,0.3514739229024943,0.053833605220228384,0.056910569105691054,0.020588235294117647,0.062111801242236024,0.009771986970684038,0.01098901098901099,0.04819277108433735,3.2267527134056904,3.489150693311996,0.44999999999999996,0.5518554667993462
Koni De Winter,be BEL,DF,Genoa,21,2002,26.4,44.0,25,26.0,13.0,5.0,21.0,31.0,67.7,10.0,30.0,10.0,20.0,21,65.0,78.0,0.0,SerieA,2023-2024,176.0,45,957,462,352,315,247,63,796,49.6,625,332,0.022222222222222223,0.31216931216931215,0.0704,0.07102272727272728,0.06325301204819277,0.06493506493506493,0.09798994974874371,0.08253968253968254,0.05263157894736842,3.5483870967741935,4.051159112265973,1.0,1.2646475535645099
Alessandro Dellavalle,it ITA,DF,Torino,19,2004,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1,1.0,0.0,0.0,SerieA,2023-2024,,36,800,303,275,207,213,51,594,49.5,471,329,0.027777777777777776,0.4497354497354496,0.0,0.0,0.00303951367781155,0.0033003300330033004,0.0,0.0,0.0,0.0,0.006339843710814851,1.0,0.0028512524625357786
Tiago Djaló,pt POR,DF,Juventus,23,2000,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,SerieA,2023-2024,,31,830,375,369,270,233,74,725,59.3,577,253,0.03225806451612903,0.5606758832565284,0.0,0.0,0.0,0.0026666666666666666,0.001379310344827586,0.0,0.0,0.0,0.004045977011494253,1.0,0.002268481734555149
Josh Doig,sct SCO,DF,Hellas Verona,21,2002,9.2,16.0,9,9.0,7.0,0.0,13.0,17.0,76.5,4.0,12.0,3.0,9.0,4,20.0,17.0,1.0,SerieA,2023-2024,177.77777777777777,51,923,414,387,302,245,74,784,50.7,621,302,0.0196078431372549,0.24743230625583562,0.02576489533011272,0.023255813953488372,0.013245033112582781,0.028985507246376812,0.021683673469387755,0.029801324503311258,0.02857142857142857,3.5064650449265833,3.6777727211132714,1.0,0.9099997862698569
Josh Doig,sct SCO,DF,Sassuolo,21,2002,14.9,25.0,17,16.0,9.0,0.0,15.0,27.0,55.6,12.0,31.0,10.0,21.0,16,41.0,38.0,0.0,SerieA,2023-2024,147.05882352941177,75,774,402,310,241,198,68,767,46.1,507,267,0.013333333333333334,0.09206349206349207,0.04930966469428008,0.054838709677419356,0.0599250936329588,0.07711442786069651,0.04954367666232073,0.06639004149377593,0.045454545454545456,3.1899961720045935,3.59257233148059,1.0,0.3307447543267845
Patrick Dorgu,dk DEN,"DF,MF",Lecce,18,2004,17.4,43.0,22,22.0,17.0,4.0,22.0,34.0,64.7,12.0,16.0,5.0,11.0,9,52.0,45.0,2.0,SerieA,2023-2024,195.45454545454547,54,913,429,374,285,252,68,751,51.1,605,308,0.018518518518518517,0.22045855379188706,0.07107438016528926,0.058823529411764705,0.02922077922077922,0.037296037296037296,0.05992010652463382,0.07719298245614035,0.06746031746031746,3.824942181106565,4.225930313641527,0.8,0.7453139882965654
Radu Drăgușin,ro ROU,DF,Genoa,21,2002,19.0,16.0,11,9.0,6.0,1.0,8.0,9.0,88.9,1.0,18.0,12.0,6.0,21,37.0,87.0,3.0,SerieA,2023-2024,145.45454545454547,45,957,462,352,315,247,63,796,49.6,625,332,0.022222222222222223,0.31216931216931215,0.0256,0.03125,0.06325301204819277,0.03896103896103896,0.1092964824120603,0.02857142857142857,0.024291497975708502,2.932551319648094,3.253774779616523,1.0,1.0157286349067451
Festy Ebosele,ie IRL,DF,Udinese,20,2002,18.9,33.0,20,23.0,9.0,1.0,21.0,35.0,60.0,14.0,33.0,2.0,31.0,10,43.0,27.0,0.0,SerieA,2023-2024,165.0,53,933,437,381,345,213,48,988,52.4,606,327,0.018867924528301886,0.22911051212938,0.054455445544554455,0.05249343832020997,0.03058103975535168,0.07551487414187644,0.027327935222672066,0.06666666666666667,0.04225352112676056,3.148854961832061,3.498147882610153,1.0,0.8014624528891183
Emmanuel Ekong,se SWE,FW,Empoli,21,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2023-2024,,54,881,462,378,311,227,80,840,53.2,618,263,0.018518518518518517,0.22045855379188706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Elif Elmas,mk MKD,"FW,MF",Napoli,23,1999,3.8,4.0,3,1.0,3.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,2,6.0,8.0,0.0,SerieA,2023-2024,133.33333333333331,48,812,351,326,235,237,99,521,47.5,571,241,0.020833333333333332,0.27777777777777773,0.0070052539404553416,0.009202453987730062,0.008298755186721992,0.005698005698005698,0.015355086372360844,0.00425531914893617,0.012658227848101266,2.8070175438596485,2.86949064604196,0.44999999999999996,0.35868633075524486
Giovanni Fabbian,it ITA,"MF,FW",Bologna,20,2003,11.7,17.0,10,9.0,7.0,1.0,7.0,12.0,58.3,5.0,5.0,2.0,3.0,7,24.0,11.0,0.0,SerieA,2023-2024,170.0,32,891,426,385,299,267,67,677,52.3,633,258,0.03125,0.5357142857142856,0.026856240126382307,0.025974025974025976,0.027131782945736434,0.011737089201877934,0.01624815361890694,0.030100334448160536,0.026217228464419477,3.2504780114722753,3.414742866251785,0.44999999999999996,0.8231969409714122
Nicolò Fagioli,it ITA,MF,Juventus,22,2001,4.9,5.0,3,1.0,3.0,1.0,3.0,7.0,42.9,4.0,3.0,0.0,3.0,4,9.0,1.0,0.0,SerieA,2023-2024,166.66666666666669,31,830,375,369,270,233,74,725,59.3,577,253,0.03225806451612903,0.5606758832565284,0.008665511265164644,0.008130081300813009,0.015810276679841896,0.008,0.001379310344827586,0.003703703703703704,0.012875536480686695,2.8105677346824063,2.8691321544574437,0.6,0.96519192292808
Jacopo Fazzini,it ITA,MF,Empoli,20,2003,13.7,49.0,25,27.0,13.0,9.0,30.0,53.0,56.6,23.0,21.0,3.0,18.0,12,61.0,18.0,0.0,SerieA,2023-2024,196.0,54,881,462,378,311,227,80,840,53.2,618,263,0.018518518518518517,0.22045855379188706,0.07928802588996764,0.06613756613756613,0.045627376425855515,0.045454545454545456,0.02142857142857143,0.08681672025723473,0.05726872246696035,3.6842105263157894,4.086232054376491,0.6,0.5405068854995356
Lewis Ferguson,sct SCO,MF,Bologna,23,1999,30.1,37.0,21,16.0,17.0,4.0,16.0,37.0,43.2,21.0,25.0,8.0,17.0,17,54.0,27.0,1.0,SerieA,2023-2024,176.19047619047618,32,891,426,385,299,267,67,677,52.3,633,258,0.03125,0.5357142857142856,0.05845181674565561,0.05454545454545454,0.06589147286821706,0.05868544600938967,0.03988183161004431,0.05351170568561873,0.06367041198501873,3.3688427569880726,3.7634808964374713,0.6,1.2096902881406153
Andrea Ferraris,it ITA,MF,Monza,20,2003,0.1,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,SerieA,2023-2024,100.0,51,844,378,334,307,195,63,642,55.0,565,279,0.0196078431372549,0.24743230625583562,0.0017699115044247787,0.0029940119760479044,0.0,0.0,0.0,0.003257328990228013,0.0,1.8181818181818181,1.8262030706525187,0.6,0.27111698247782484
