Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90
Aremu Afeez,ng NGA,"DF,MF",St. Pauli,21,1999,21,14,"1,200",13.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Felix Agu,de GER,"MF,DF",Werder Bremen,21,1999,26,18,"1,641",18.2,0,2,2,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11
Antonis Aidonis,de GER,"DF,MF",Dresden,20,2001,11,4,434,4.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Faride Alidou,de GER,"FW,MF",Hamburger SV,20,2001,23,15,"1,220",13.6,2,3,5,2,0,0,3,0,0.15,0.22,0.37,0.15,0.37
Etienne Amenyido,tg TOG,"FW,MF",St. Pauli,23,1998,13,8,580,6.4,3,3,6,3,0,0,1,0,0.47,0.47,0.93,0.47,0.93
Frederic Ananou,tg TOG,"DF,MF",Paderborn 07,23,1997,6,6,530,5.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Shinta Appelkamp,de GER,"MF,FW",Düsseldorf,20,2000,26,20,"1,696",18.8,3,0,3,3,0,0,1,0,0.16,0.00,0.16,0.16,0.16
Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,21,2000,24,9,893,9.9,2,1,3,2,0,0,4,0,0.20,0.10,0.30,0.20,0.30
Ensar Arslan,de GER,FW,Darmstadt 98,19,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mehmet Aydin,de GER,"MF,DF",Schalke 04,19,2002,18,8,780,8.7,1,1,2,1,0,0,2,0,0.12,0.12,0.23,0.12,0.23
Oliver Batista-Meier,de GER,"MF,FW",Dresden,20,2001,13,8,709,7.9,0,1,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13
Malik Batmaz,de GER,"MF,FW",Karlsruher,21,2000,20,4,384,4.3,3,0,3,3,0,0,2,0,0.70,0.00,0.70,0.70,0.70
Tom Baumgart,de GER,MF,Erzgebirge Aue,23,1997,17,3,477,5.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Maximilian Beier,de GER,"MF,FW",Hannover 96,18,2002,30,25,"2,088",23.2,3,3,6,3,0,0,4,0,0.13,0.13,0.26,0.13,0.26
Marcel Beifus,de GER,DF,St. Pauli,18,2002,11,6,504,5.6,1,1,2,1,0,0,1,1,0.18,0.18,0.36,0.18,0.36
Marcel Benger,de GER,MF,Holstein Kiel,23,1998,10,7,617,6.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Jan-Niklas Beste,de GER,MF,Jahn R'burg,22,1999,26,22,"1,983",22.0,4,5,9,4,0,0,6,0,0.18,0.23,0.41,0.18,0.41
Filip Bilbija,de GER,MF,Ingolstadt 04,21,2000,28,20,"1,903",21.1,7,1,8,7,0,0,2,0,0.33,0.05,0.38,0.33,0.38
Dennis Borkowski,de GER,FW,Nürnberg,19,2002,10,5,411,4.6,0,1,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22
Nassim Boujellab,ma MAR,MF,Ingolstadt 04,22,1999,8,0,201,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Carlo Boukhalfa,ma MAR,"MF,FW",Jahn R'burg,22,1999,31,25,"1,937",21.5,4,0,4,4,0,0,4,1,0.19,0.00,0.19,0.19,0.19
Róbert Boženík,sk SVK,"FW,MF",Düsseldorf,21,1999,20,3,477,5.3,2,0,2,2,0,0,2,0,0.38,0.00,0.38,0.38,0.38
Tim Breithaupt,de GER,MF,Karlsruher,19,2002,29,27,"2,288",25.4,0,3,3,0,0,0,7,0,0.00,0.12,0.12,0.00,0.12
Dženis Burnić,ba BIH,MF,Heidenheim,23,1998,28,20,"1,485",16.5,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06
Justin Butler,de GER,FW,Ingolstadt 04,20,2001,5,0,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Kerim Calhanoglu,de GER,"DF,MF",Schalke 04,18,2002,10,7,619,6.9,0,1,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15
Kaan Caliskaner,de GER,FW,Jahn R'burg,21,1999,17,2,269,3.0,2,0,2,2,0,0,1,0,0.67,0.00,0.67,0.67,0.67
Dirk Carlson,lu LUX,DF,Erzgebirge Aue,23,1998,28,26,"2,258",25.1,0,1,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04
Nico Carrera,us USA,DF,Holstein Kiel,19,2002,2,1,81,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jens Castrop,de GER,MF,Nürnberg,18,2003,5,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Fabian Cavadias,de GER,MF,Ingolstadt 04,19,2001,6,2,194,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Nemanja Celic,at AUT,MF,Darmstadt 98,22,1999,14,2,349,3.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Giorgi Chakvetadze,ge GEO,FW,Hamburger SV,21,1999,10,2,329,3.7,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27
Fabio Chiarodia,it ITA,DF,Werder Bremen,16,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Darko Churlinov,mk MKD,"MF,FW",Schalke 04,21,2000,22,13,"1,272",14.1,2,4,6,2,0,0,4,0,0.14,0.28,0.42,0.14,0.42
Christian Conteh,de GER,"FW,MF",Sandhausen,21,1999,4,0,73,0.8,0,1,1,0,0,0,0,0,0.00,1.23,1.23,0.00,1.23
Marvin Cuni,al ALB,FW,Paderborn 07,20,2001,11,1,235,2.6,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
Christoph Daferner,de GER,"FW,MF",Dresden,23,1998,32,32,"2,803",31.1,13,2,15,11,2,2,5,0,0.42,0.06,0.48,0.35,0.42
Lukas Daschner,de GER,FW,St. Pauli,22,1998,12,2,335,3.7,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27
Jonas David,de GER,DF,Hamburger SV,21,2000,21,13,"1,234",13.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Jasper van der Werff,ch SUI,"DF,MF",Paderborn 07,22,1998,30,27,"2,396",26.6,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
Agyemang Diawusie,de GER,"MF,FW",Dresden,23,1998,14,5,650,7.2,0,3,3,0,0,0,3,0,0.00,0.42,0.42,0.00,0.42
Eren Dinkçi,de GER,"MF,FW",Werder Bremen,19,2001,21,8,634,7.0,0,2,2,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28
Lee Donggyeong,kr KOR,MF,Schalke 04,23,1997,1,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Moussa Doumbouya,gn GUI,FW,Hannover 96,23,1998,3,0,56,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Tommy Doyle,eng ENG,MF,Hamburger SV,19,2001,6,0,77,0.9,1,0,1,1,0,0,1,0,1.17,0.00,1.17,1.17,1.17
Václav Drchal,cz CZE,FW,Dresden,22,1999,13,6,513,5.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jesse Edem Tugbenyo,de GER,DF,Paderborn 07,19,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Johannes Eggestein,de GER,FW,Werder Bremen,23,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Kevin Ehlers,de GER,"DF,MF",Dresden,20,2001,9,8,731,8.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Lawrence Ennali,de GER,MF,Hannover 96,19,2002,8,0,107,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Konrad Faber,de GER,"DF,MF",Jahn R'burg,23,1997,27,17,"1,585",17.6,0,3,3,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17
Kilian Fischer,de GER,"DF,MF",Nürnberg,20,2000,20,10,938,10.4,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10
Florian Flick,de GER,"MF,DF",Schalke 04,21,2000,27,15,"1,404",15.6,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06
Dominik Franke,de GER,DF,Ingolstadt 04,22,1998,27,24,"2,143",23.8,0,2,2,0,0,0,7,0,0.00,0.08,0.08,0.00,0.08
Marco Friedl,at AUT,DF,Werder Bremen,23,1998,27,27,"2,372",26.4,4,3,7,4,0,0,9,0,0.15,0.11,0.27,0.15,0.27
Nils Fröling,se SWE,MF,Hansa Rostock,21,2000,7,5,351,3.9,3,0,3,3,0,0,0,0,0.77,0.00,0.77,0.77,0.77
Dejan Galjen,de GER,FW,Werder Bremen,19,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Benjamin Goller,de GER,"MF,FW",Karlsruher,22,1999,13,11,836,9.3,1,2,3,1,0,0,3,0,0.11,0.22,0.32,0.11,0.32
Benjamin Goller,de GER,MF,Darmstadt 98,22,1999,11,7,617,6.9,2,1,3,2,0,0,1,0,0.29,0.15,0.44,0.29,0.44
Ilia Gruev,bg BUL,MF,Werder Bremen,21,2000,26,11,"1,195",13.3,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08
Robin Hack,de GER,"FW,MF",Nürnberg,22,1998,1,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Tim Handwerker,de GER,DF,Nürnberg,23,1998,34,34,"3,038",33.8,1,1,2,1,0,0,1,0,0.03,0.03,0.06,0.03,0.06
Sascha Härtel,de GER,DF,Erzgebirge Aue,22,1999,10,3,423,4.7,1,0,1,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21
Fabrice Hartmann,de GER,FW,Paderborn 07,20,2001,2,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jalen Hawkins,de GER,"MF,FW",Ingolstadt 04,20,2001,6,3,218,2.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Niklas Heeger,de GER,GK,Karlsruher,21,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Luca Herrmann,de GER,MF,Dresden,22,1999,10,5,504,5.6,0,1,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18
Jannis Heuer,de GER,"DF,FW",Paderborn 07,22,1999,19,9,780,8.7,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12
Matthew Hoppe,us USA,FW,Schalke 04,20,2001,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Blendi Idrizi,xk KVX,MF,Schalke 04,23,1998,22,9,830,9.2,1,3,4,1,0,0,3,0,0.11,0.33,0.43,0.11,0.43
Svante Ingelsson,se SWE,"MF,FW",Hansa Rostock,23,1998,28,16,"1,468",16.3,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12
Felix Irorere,de GER,DF,Karlsruher,19,2002,2,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Thomas Isherwood,se SWE,DF,Darmstadt 98,23,1998,24,21,"1,824",20.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Emmanuel Iyoha,de GER,"FW,MF",Düsseldorf,23,1997,17,10,933,10.4,1,1,2,1,0,0,0,0,0.10,0.10,0.19,0.10,0.19
Kilian Jakob,de GER,"MF,DF",Karlsruher,23,1998,13,2,365,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Bakery Jatta,gm GAM,"FW,MF",Hamburger SV,23,1998,34,30,"2,476",27.5,3,8,11,3,0,0,4,0,0.11,0.29,0.40,0.11,0.40
Marko Johansson,se SWE,GK,Hamburger SV,22,1998,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Seo Jongmin,kr KOR,MF,Dresden,19,2002,4,0,74,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Antonio Jonjić,de GER,"MF,FW",Erzgebirge Aue,21,1999,25,19,"1,654",18.4,6,0,6,6,0,0,5,0,0.33,0.00,0.33,0.33,0.33
Julian Justvan,de GER,"MF,DF",Paderborn 07,23,1998,33,30,"2,428",27.0,1,4,5,1,0,0,1,0,0.04,0.15,0.19,0.04,0.19
Julius Kade,de GER,MF,Dresden,22,1999,29,24,"1,950",21.7,2,1,3,2,0,0,3,1,0.09,0.05,0.14,0.09,0.14
Mikkel Kaufmann,dk DEN,FW,Hamburger SV,20,2001,26,2,447,5.0,2,1,3,2,0,0,4,0,0.40,0.20,0.60,0.40,0.60
Fatih Kaya,,FW,Ingolstadt 04,21,1999,17,3,529,5.9,3,0,3,2,1,1,1,0,0.51,0.00,0.51,0.34,0.34
Thomas Keller,de GER,"MF,DF",Ingolstadt 04,21,1999,19,17,"1,427",15.9,1,0,1,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06
Christian Kinsombi,de GER,MF,Sandhausen,21,1999,18,8,804,8.9,2,0,2,2,0,0,2,0,0.22,0.00,0.22,0.22,0.22
Christoph Klarer,at AUT,DF,Düsseldorf,21,2000,31,23,"2,056",22.8,3,0,3,3,0,0,4,0,0.13,0.00,0.13,0.13,0.13
