Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG
Kelvin Abrefa,eng ENG,DF,Reading,17,2003,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tosin Adarabioyo,eng ENG,DF,Fulham,23,1997,41,41,"3,684",40.9,2,2,4,2,0,0,3,1,2.3,2.3,1.2,3.5,25,152,1,0.05,0.05,0.10,0.05,0.10,0.06,0.03,0.08,0.06,0.08
Elijah Adebayo,eng ENG,FW,Luton Town,23,1998,40,38,"3,370",37.4,16,4,20,13,3,5,6,0,16.1,12.6,4.9,17.5,69,51,254,0.43,0.11,0.53,0.35,0.45,0.43,0.13,0.56,0.34,0.47
Victor Adeboyejo,eng ENG,"MF,FW",Barnsley,23,1998,26,7,965,10.7,3,1,4,3,0,0,2,0,2.7,2.7,0.8,3.5,23,23,67,0.28,0.09,0.37,0.28,0.37,0.25,0.07,0.33,0.25,0.33
Osazee Aghatiste,eng ENG,FW,Derby County,18,2002,3,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Faustino Anjorin,eng ENG,"FW,MF",Huddersfield,19,2001,7,0,140,1.6,1,0,1,0,1,1,0,0,1.0,0.2,0.9,1.1,5,7,11,0.64,0.00,0.64,0.00,0.00,0.62,0.60,1.22,0.12,0.71
Jaidon Anthony,eng ENG,FW,Bournemouth,21,1999,45,38,"3,251",36.1,8,6,14,8,0,0,3,0,7.9,7.9,9.1,16.9,100,202,332,0.22,0.17,0.39,0.22,0.39,0.22,0.25,0.47,0.22,0.47
Cameron Archer,eng ENG,FW,Preston,20,2001,20,18,"1,619",18.0,7,1,8,7,0,0,1,0,7.1,7.1,2.2,9.4,37,28,131,0.39,0.06,0.44,0.39,0.44,0.40,0.12,0.52,0.40,0.52
Tyrell Ashcroft,eng ENG,DF,Reading,17,2004,4,4,303,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,8,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Zachary Ashworth,wls WAL,DF,West Brom,18,2002,2,0,69,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Robert Atkinson,eng ENG,DF,Bristol City,23,1998,34,29,"2,664",29.6,2,1,3,2,0,0,4,0,1.7,1.7,0.5,2.2,32,78,20,0.07,0.03,0.10,0.07,0.10,0.06,0.02,0.07,0.06,0.07
Femi Azeez,eng ENG,"FW,MF",Reading,20,2001,13,5,557,6.2,2,0,2,2,0,0,0,0,2.0,2.0,0.0,2.0,16,9,53,0.32,0.00,0.32,0.32,0.32,0.32,0.00,0.33,0.32,0.33
Fin Back,eng ENG,DF,Nott'ham Forest,18,2002,3,2,254,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,14,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Juninho Bacuna,cw CUW,"MF,FW",Birmingham City,23,1997,17,16,"1,304",14.5,2,3,5,2,0,0,4,0,2.5,2.5,2.9,5.4,22,57,45,0.14,0.21,0.35,0.14,0.35,0.17,0.20,0.37,0.17,0.37
Joel Bagan,ie IRL,"DF,MF",Cardiff City,21,2000,26,22,"2,053",22.8,3,2,5,3,0,0,5,0,2.8,2.8,1.8,4.7,31,70,67,0.13,0.09,0.22,0.13,0.22,0.12,0.08,0.20,0.12,0.20
Tyreeq Bakinson,eng ENG,MF,Bristol City,22,1998,13,10,854,9.5,1,0,1,1,0,0,3,0,0.8,0.8,0.5,1.3,6,43,11,0.11,0.00,0.11,0.11,0.11,0.09,0.05,0.14,0.09,0.14
Daniel Ballard,nir NIR,DF,Millwall,21,1999,31,30,"2,636",29.3,1,0,1,1,0,0,6,0,2.2,2.2,1.0,3.2,31,106,4,0.03,0.00,0.03,0.03,0.03,0.08,0.03,0.11,0.08,0.11
Folarin Balogun,us USA,FW,Middlesbrough,20,2001,18,9,891,9.9,3,3,6,3,0,0,0,0,3.6,3.6,1.4,5.0,16,23,94,0.30,0.30,0.61,0.30,0.61,0.36,0.14,0.50,0.36,0.50
Amine Bassi,fr FRA,"MF,FW",Barnsley,23,1997,15,14,"1,199",13.3,2,5,7,2,0,0,0,0,1.7,1.7,3.2,5.0,16,62,67,0.15,0.38,0.53,0.15,0.53,0.13,0.24,0.37,0.13,0.37
Nathan Baxter,eng ENG,GK,Hull City,22,1998,16,16,"1,440",16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sam Bell,eng ENG,DF,Bristol City,19,2002,5,3,241,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.8,0.9,7,7,13,0.00,0.00,0.00,0.00,0.00,0.03,0.30,0.33,0.03,0.33
