Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90
Alex,br BRA,DF,Famalicão,22,1999,19,17,"1,477",16.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Domingos André Ribeiro Almeida,pt POR,MF,Vitória,21,2000,31,20,"1,819",20.2,0,0,0,0,0,1,5,0,0.00,0.00,0.00,0.00,0.00
Alejandro Alvarado Jr.,us USA,MF,Vizela,18,2003,4,1,59,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Marcelo Alves,br BRA,DF,Tondela,23,1998,9,9,725,8.1,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
Pedro Amador,pt POR,"MF,DF",Moreirense,22,1998,20,13,"1,200",13.3,0,3,3,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23
Amarildo,br BRA,FW,Famalicão,22,1999,1,0,1,0.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
André Amaro,pt POR,DF,Vitória,18,2002,7,6,564,6.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Anderson,br BRA,"MF,FW",Portimonense,23,1998,22,9,"1,029",11.4,1,0,1,1,0,1,2,0,0.09,0.00,0.09,0.09,0.09
Léo Andrade,br BRA,DF,Marítimo,23,1998,21,15,"1,286",14.3,0,1,1,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07
Rodri Andrade,pt POR,MF,Marítimo,19,2001,2,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Andrew,br BRA,GK,Gil Vicente FC,20,2001,10,10,900,10.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Iván Angulo,co COL,"MF,FW",Portimonense,22,1999,32,27,"2,355",26.2,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08
Antony,br BRA,"FW,MF",Arouca,19,2001,21,5,666,7.4,2,0,2,2,0,0,1,0,0.27,0.00,0.27,0.27,0.27
Wilinton Aponzá,co COL,FW,Portimonense,21,2000,21,9,744,8.3,1,1,2,1,0,0,4,0,0.12,0.12,0.24,0.12,0.24
Brian Araújo,fr FRA,GK,Gil Vicente FC,21,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Henrique Araújo,pt POR,FW,Benfica,19,2002,4,1,122,1.4,3,0,3,3,0,0,0,0,2.21,0.00,2.21,2.21,2.21
Guilherme Araújo Soares,pt POR,DF,Braga,20,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Tiago Araújo,pt POR,"MF,DF",Arouca,20,2001,15,4,475,5.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Tomás Araújo,pt POR,DF,Benfica,19,2002,3,1,96,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Telmo Arcanjo,cv CPV,MF,Tondela,20,2001,10,0,122,1.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
