Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League
Tom Fellows,eng ENG,"MF,FW",West Brom,18,2003,1.1,2.0,2,1.0,0.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,2.0,0.0,0.0,Championship
Emmanuel Fernandez,eng ENG,DF,P'borough Utd,19,2001,0.7,2.0,2,1.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,2,4.0,3.0,1.0,Championship
Sam Field,eng ENG,MF,QPR,23,1998,26.0,75.0,42,22.0,48.0,5.0,27.0,51.0,52.9,24.0,48.0,15.0,33.0,49,124.0,52.0,1.0,Championship
Andy Fisher,eng ENG,GK,Swansea City,23,1998,20.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,11.0,1.0,Championship
Brandon Fleming,eng ENG,DF,Hull City,21,1999,14.7,53.0,35,20.0,27.0,6.0,31.0,53.0,58.5,22.0,20.0,1.0,19.0,29,82.0,29.0,0.0,Championship
Tyrese Fornah,sl SLE,MF,Nott'ham Forest,21,1999,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
William Forrester,eng ENG,DF,Stoke City,20,2001,2.3,2.0,1,0.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,0.0,5,7.0,8.0,0.0,Championship
Marcus Forss,fi FIN,FW,Hull City,22,1999,5.4,3.0,1,0.0,2.0,1.0,0.0,4.0,0.0,4.0,2.0,1.0,1.0,0,3.0,0.0,0.0,Championship
Tyrese Francois,au AUS,MF,Fulham,21,2000,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2,2.0,1.0,0.0,Championship
Dael Fry,eng ENG,DF,Middlesbrough,23,1997,31.3,28.0,20,19.0,9.0,0.0,16.0,26.0,61.5,10.0,44.0,29.0,15.0,28,56.0,108.0,1.0,Championship
Jeando Fuchs,cm CMR,MF,P'borough Utd,23,1997,15.2,52.0,31,21.0,28.0,3.0,17.0,38.0,44.7,21.0,41.0,5.0,36.0,30,82.0,21.0,1.0,Championship
Jordan Gabriel,eng ENG,DF,Blackpool,22,1998,18.2,32.0,23,22.0,6.0,4.0,4.0,12.0,33.3,8.0,23.0,9.0,14.0,22,54.0,51.0,0.0,Championship
Jordan Gabriel,eng ENG,DF,Nott'ham Forest,22,1998,4.0,7.0,7,6.0,1.0,0.0,2.0,5.0,40.0,3.0,4.0,2.0,2.0,8,15.0,3.0,0.0,Championship
Taylor Gardner-Hickman,eng ENG,"MF,DF",West Brom,19,2001,15.1,41.0,25,18.0,20.0,3.0,22.0,35.0,62.9,13.0,29.0,3.0,26.0,12,53.0,10.0,0.0,Championship
James Garner,eng ENG,MF,Nott'ham Forest,20,2001,36.7,74.0,39,29.0,34.0,11.0,36.0,85.0,42.4,49.0,46.0,6.0,40.0,58,132.0,40.0,0.0,Championship
Morgan Gibbs-White,eng ENG,"MF,FW",Sheffield Utd,21,2000,31.8,25.0,16,6.0,10.0,9.0,8.0,25.0,32.0,17.0,21.0,1.0,20.0,11,36.0,16.0,0.0,Championship
Ryan Giles,eng ENG,"DF,MF",Cardiff City,21,2000,19.6,12.0,6,8.0,1.0,3.0,5.0,10.0,50.0,5.0,9.0,1.0,8.0,9,21.0,11.0,0.0,Championship
Ryan Giles,eng ENG,"DF,FW",Blackburn,21,2000,7.8,6.0,5,1.0,4.0,1.0,4.0,6.0,66.7,2.0,3.0,0.0,3.0,1,7.0,5.0,0.0,Championship
Claudio Gomes,fr FRA,MF,Barnsley,21,2000,28.1,32.0,17,14.0,13.0,5.0,8.0,25.0,32.0,17.0,26.0,3.0,23.0,22,54.0,35.0,0.0,Championship
Kyron Gordon,eng ENG,DF,Sheffield Utd,19,2002,3.8,7.0,5,1.0,4.0,2.0,6.0,8.0,75.0,2.0,2.0,1.0,1.0,10,17.0,17.0,0.0,Championship
Nico Gordon,ms MSR,DF,Birmingham City,19,2002,10.8,22.0,11,16.0,6.0,0.0,6.0,9.0,66.7,3.0,11.0,2.0,9.0,18,40.0,32.0,0.0,Championship
Karlan Grant,eng ENG,"FW,MF",West Brom,23,1997,37.6,9.0,5,4.0,1.0,4.0,4.0,19.0,21.1,15.0,21.0,0.0,21.0,9,18.0,11.0,0.0,Championship
Jacob Greaves,eng ENG,DF,Hull City,20,2000,46.0,84.0,51,62.0,19.0,3.0,36.0,53.0,67.9,17.0,52.0,28.0,24.0,73,157.0,179.0,0.0,Championship
Daniel Grimshaw,eng ENG,GK,Blackpool,23,1998,25.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,10.0,0.0,Championship
Viktor Gyökeres,se SWE,FW,Coventry City,23,1998,39.9,16.0,9,1.0,7.0,8.0,6.0,17.0,35.3,11.0,20.0,5.0,15.0,5,21.0,25.0,0.0,Championship
George Hall,eng ENG,"FW,MF",Birmingham City,17,2004,1.3,3.0,2,0.0,1.0,2.0,0.0,0.0,,0.0,3.0,2.0,1.0,1,4.0,1.0,0.0,Championship
Aapo Halme,fi FIN,DF,Barnsley,23,1998,2.3,2.0,0,1.0,1.0,0.0,0.0,5.0,0.0,5.0,3.0,0.0,3.0,3,5.0,4.0,0.0,Championship
Ethan Hamilton,sct SCO,MF,P'borough Utd,22,1998,0.7,2.0,1,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,3.0,2.0,0.0,Championship
Mark Harris,wls WAL,"FW,MF",Cardiff City,22,1998,17.1,9.0,4,1.0,5.0,3.0,2.0,17.0,11.8,15.0,11.0,3.0,8.0,3,12.0,6.0,0.0,Championship
Taylor Harwood-Bellis,eng ENG,DF,Stoke City,19,2002,21.8,23.0,16,17.0,6.0,0.0,11.0,24.0,45.8,13.0,21.0,9.0,12.0,41,64.0,79.0,2.0,Championship
Jan Paul van Hecke,nl NED,DF,Blackburn,21,2000,29.4,57.0,35,35.0,21.0,1.0,32.0,46.0,69.6,14.0,55.0,29.0,26.0,46,103.0,108.0,0.0,Championship
Jordan Helliwell,eng ENG,"MF,DF",Barnsley,19,2001,1.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,3,3.0,4.0,0.0,Championship
Scott High,sct SCO,MF,Huddersfield,20,2001,16.8,23.0,10,9.0,13.0,1.0,11.0,26.0,42.3,15.0,31.0,12.0,19.0,20,43.0,12.0,2.0,Championship
James Hill,eng ENG,DF,Bournemouth,19,2002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Josh Hinds,eng ENG,FW,Hull City,18,2003,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Tom Holmes,eng ENG,DF,Reading,21,2000,27.1,44.0,34,30.0,14.0,0.0,21.0,34.0,61.8,13.0,37.0,27.0,10.0,56,100.0,136.0,3.0,Championship
William Hondermarck,cg CGO,"DF,MF",Barnsley,20,2000,3.6,17.0,10,10.0,7.0,0.0,8.0,10.0,80.0,2.0,13.0,4.0,9.0,3,20.0,8.0,0.0,Championship
Ryan Howley,wls WAL,MF,Coventry City,17,2003,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Isaac Hutchinson,eng ENG,MF,Derby County,21,2000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Zeno Ibsen Rossi,eng ENG,DF,Bournemouth,20,2000,3.0,2.0,2,2.0,0.0,0.0,1.0,2.0,50.0,1.0,3.0,3.0,0.0,0,2.0,12.0,0.0,Championship
Duncan Idehen,eng ENG,DF,Bristol City,19,2002,0.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,2.0,0.0,0.0,Championship
Ricky Jade-Jones,eng ENG,"FW,MF",P'borough Utd,20,2001,7.4,11.0,6,3.0,3.0,5.0,6.0,15.0,40.0,9.0,3.0,1.0,2.0,2,13.0,3.0,0.0,Championship
Karl Jakob Hein,ee EST,GK,Reading,19,2002,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,4.0,1.0,Championship
Jordan James,wls WAL,MF,Birmingham City,17,2004,13.1,24.0,18,11.0,11.0,2.0,11.0,22.0,50.0,11.0,14.0,1.0,13.0,7,31.0,10.0,0.0,Championship
Saikou Janneh,eng ENG,MF,Bristol City,20,2001,0.2,1.0,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Championship
William Jarvis,eng ENG,"MF,FW",Hull City,18,2002,0.2,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Championship
Zach Jeacock,eng ENG,GK,Birmingham City,20,2001,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2.0,0.0,Championship
Daniel Jebbison,eng ENG,"FW,MF",Sheffield Utd,17,2003,2.2,1.0,0,0.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,2.0,0,1.0,2.0,0.0,Championship
Tyreece John-Jules,eng ENG,"FW,MF",Blackpool,20,2001,6.6,7.0,6,2.0,4.0,1.0,3.0,5.0,60.0,2.0,8.0,2.0,6.0,2,9.0,4.0,1.0,Championship
Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,20,2001,43.3,40.0,23,9.0,20.0,11.0,17.0,43.0,39.5,26.0,32.0,0.0,32.0,14,54.0,12.0,1.0,Championship
Alfie Jones,eng ENG,DF,Hull City,23,1997,20.2,26.0,17,19.0,7.0,0.0,11.0,19.0,57.9,8.0,18.0,12.0,6.0,24,50.0,66.0,0.0,Championship
Callum Jones,wls WAL,MF,Hull City,20,2001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Isaiah Jones,gy GUY,DF,Middlesbrough,22,1999,36.3,80.0,53,52.0,20.0,8.0,41.0,63.0,65.1,22.0,48.0,7.0,41.0,31,111.0,48.0,0.0,Championship
Jodi Jones,mt MLT,"MF,DF",Coventry City,23,1997,1.1,1.0,1,0.0,0.0,1.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Championship
Kyle Joseph,sct SCO,"FW,DF",Swansea City,19,2001,1.3,1.0,1,1.0,0.0,0.0,1.0,4.0,25.0,3.0,1.0,0.0,1.0,1,2.0,4.0,0.0,Championship
Kamil Jóźwiak,pl POL,"FW,MF",Derby County,23,1998,10.7,22.0,16,8.0,11.0,3.0,13.0,27.0,48.1,14.0,8.0,2.0,6.0,10,32.0,6.0,0.0,Championship
Mads Juel Andersen,dk DEN,DF,Barnsley,23,1997,28.0,25.0,17,15.0,9.0,1.0,13.0,17.0,76.5,4.0,27.0,19.0,8.0,58,83.0,144.0,1.0,Championship
Osman Kakay,sl SLE,DF,QPR,23,1997,5.7,10.0,5,8.0,2.0,0.0,7.0,14.0,50.0,7.0,7.0,2.0,5.0,8,18.0,6.0,1.0,Championship
Idris Kanu,sl SLE,"MF,DF",P'borough Utd,21,1999,1.3,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,1.0,3.0,0.0,Championship
Lloyd Kelly,eng ENG,DF,Bournemouth,22,1998,40.3,29.0,18,21.0,8.0,0.0,13.0,20.0,65.0,7.0,26.0,18.0,8.0,42,71.0,178.0,2.0,Championship
Charlie Kelman,us USA,FW,QPR,19,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Reda Khadra,de GER,"FW,MF",Blackburn,20,2001,16.2,13.0,7,6.0,6.0,1.0,3.0,11.0,27.3,8.0,12.0,1.0,11.0,2,15.0,8.0,0.0,Championship
Gavin Kilkenny,ie IRL,MF,Bournemouth,21,2000,12.2,32.0,12,17.0,11.0,4.0,13.0,32.0,40.6,19.0,20.0,6.0,14.0,16,48.0,11.0,2.0,Championship
Eli King,wls WAL,MF,Cardiff City,18,2002,1.9,3.0,2,2.0,1.0,0.0,1.0,7.0,14.3,6.0,5.0,1.0,4.0,3,6.0,0.0,0.0,Championship
Peter Kioso,cd COD,"DF,FW",Luton Town,22,1998,8.4,18.0,11,9.0,9.0,0.0,7.0,12.0,58.3,5.0,15.0,6.0,9.0,15,33.0,31.0,0.0,Championship
Charlie Kirk,eng ENG,MF,Blackpool,23,1997,6.2,4.0,3,1.0,3.0,0.0,2.0,6.0,33.3,4.0,7.0,2.0,5.0,1,5.0,3.0,0.0,Championship
Liam Kitching,eng ENG,DF,Barnsley,21,1999,29.2,50.0,27,28.0,17.0,5.0,36.0,58.0,62.1,22.0,38.0,17.0,21.0,42,92.0,118.0,0.0,Championship
Jason Knight,ie IRL,"MF,FW",Derby County,20,2001,30.6,35.0,23,10.0,18.0,7.0,17.0,47.0,36.2,30.0,25.0,2.0,23.0,22,57.0,20.0,1.0,Championship
Josh Knight,eng ENG,DF,P'borough Utd,23,1997,30.6,33.0,21,22.0,11.0,0.0,14.0,32.0,43.8,18.0,55.0,40.0,15.0,33,66.0,95.0,1.0,Championship
Williams Kokolo,fr FRA,DF,Middlesbrough,21,2000,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Ateef Konaté,fr FRA,FW,Nott'ham Forest,20,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Josh Koroma,sl SLE,"FW,MF",Huddersfield,22,1998,19.8,21.0,9,5.0,11.0,5.0,7.0,22.0,31.8,15.0,15.0,1.0,14.0,6,27.0,11.0,0.0,Championship
Ethan Laird,eng ENG,DF,Bournemouth,20,2001,4.2,8.0,8,3.0,3.0,2.0,3.0,5.0,60.0,2.0,6.0,0.0,6.0,2,10.0,4.0,0.0,Championship
Ethan Laird,eng ENG,DF,Swansea City,20,2001,17.9,29.0,18,10.0,12.0,7.0,6.0,11.0,54.5,5.0,17.0,1.0,16.0,9,38.0,24.0,0.0,Championship
Joël Latibeaudière,jm JAM,DF,Swansea City,21,2000,20.7,32.0,25,17.0,7.0,8.0,13.0,23.0,56.5,10.0,16.0,5.0,11.0,16,48.0,38.0,2.0,Championship
Shayne Lavery,nir NIR,FW,Blackpool,22,1998,20.4,37.0,27,8.0,18.0,11.0,5.0,31.0,16.1,26.0,34.0,2.0,32.0,3,40.0,3.0,0.0,Championship
Ryan Ledson,eng ENG,MF,Preston,23,1997,14.3,20.0,14,11.0,7.0,2.0,9.0,26.0,34.6,17.0,13.0,5.0,8.0,24,44.0,18.0,0.0,Championship
Jonathan Leko,eng ENG,"MF,FW",Birmingham City,22,1999,1.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Keane Lewis-Potter,eng ENG,"FW,MF",Hull City,20,2001,46.0,20.0,16,12.0,5.0,3.0,10.0,38.0,26.3,28.0,28.0,3.0,25.0,36,56.0,57.0,0.0,Championship
Aaron Leya Iseka,be BEL,"FW,MF",Barnsley,23,1997,14.3,6.0,2,0.0,6.0,0.0,3.0,6.0,50.0,3.0,5.0,0.0,5.0,5,11.0,7.0,0.0,Championship
Ryan Longman,eng ENG,"DF,FW",Hull City,20,2000,23.0,38.0,32,22.0,11.0,5.0,21.0,48.0,43.8,27.0,18.0,1.0,17.0,16,54.0,29.0,1.0,Championship
Zak Lovelace,eng ENG,FW,Millwall,15,2006,0.3,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Championship
Ian Maatsen,nl NED,DF,Coventry City,19,2002,35.0,78.0,49,44.0,26.0,8.0,35.0,70.0,50.0,35.0,35.0,4.0,31.0,51,129.0,54.0,0.0,Championship
Tyler Magloire,eng ENG,"DF,FW",Blackburn,22,1998,2.3,7.0,2,6.0,1.0,0.0,5.0,6.0,83.3,1.0,0.0,0.0,0.0,0,7.0,4.0,0.0,Championship
Josh Maja,ng NGA,FW,Stoke City,22,1998,10.1,9.0,5,0.0,5.0,4.0,4.0,9.0,44.4,5.0,6.0,0.0,6.0,4,13.0,4.0,0.0,Championship
Luke Mariette,eng ENG,MF,Blackpool,17,2003,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Dilan Markanday,eng ENG,FW,Blackburn,19,2001,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Aiden Marsh,eng ENG,"FW,MF",Barnsley,18,2003,2.0,3.0,0,0.0,2.0,1.0,1.0,2.0,50.0,1.0,8.0,0.0,8.0,1,4.0,3.0,0.0,Championship
Han-Noah Massengo,fr FRA,MF,Bristol City,20,2001,27.1,59.0,32,26.0,30.0,3.0,17.0,43.0,39.5,26.0,29.0,10.0,19.0,31,90.0,15.0,1.0,Championship
Loïc Mbe Soh,fr FRA,DF,Nott'ham Forest,20,2001,1.3,2.0,2,1.0,0.0,1.0,2.0,3.0,66.7,1.0,1.0,1.0,0.0,1,3.0,2.0,0.0,Championship
Sam McCallum,eng ENG,DF,QPR,20,2000,14.1,27.0,16,18.0,6.0,3.0,16.0,31.0,51.6,15.0,23.0,5.0,18.0,34,61.0,27.0,1.0,Championship
Alistair McCann,nir NIR,"MF,DF",Preston,21,1999,17.4,68.0,37,32.0,31.0,5.0,37.0,68.0,54.4,31.0,42.0,10.0,32.0,26,94.0,19.0,0.0,Championship
Riley McGree,au AUS,MF,Middlesbrough,22,1998,8.1,9.0,5,1.0,5.0,3.0,3.0,11.0,27.3,8.0,7.0,1.0,6.0,5,14.0,3.0,0.0,Championship
Riley McGree,au AUS,MF,Birmingham City,22,1998,10.7,15.0,10,6.0,7.0,2.0,6.0,12.0,50.0,6.0,12.0,3.0,9.0,17,32.0,12.0,0.0,Championship
Mark McGuinness,ie IRL,DF,Cardiff City,20,2001,32.2,44.0,26,33.0,9.0,2.0,20.0,39.0,51.3,19.0,37.0,21.0,16.0,55,99.0,114.0,2.0,Championship
Tom McIntyre,sct SCO,"DF,MF",Reading,22,1998,18.0,26.0,15,17.0,7.0,2.0,16.0,22.0,72.7,6.0,20.0,8.0,12.0,38,64.0,56.0,0.0,Championship
Dan McNamara,ie IRL,DF,Millwall,22,1998,32.9,55.0,39,33.0,19.0,3.0,26.0,34.0,76.5,8.0,35.0,8.0,27.0,37,92.0,63.0,1.0,Championship
Carlos Mendes Gomes,gw GNB,"FW,MF",Luton Town,22,1998,2.8,10.0,4,5.0,4.0,1.0,4.0,9.0,44.4,5.0,5.0,0.0,5.0,2,12.0,1.0,0.0,Championship
Teden Mengi,eng ENG,DF,Birmingham City,19,2002,8.0,15.0,9,9.0,6.0,0.0,4.0,6.0,66.7,2.0,9.0,8.0,1.0,9,24.0,41.0,0.0,Championship
Chris Mepham,wls WAL,DF,Bournemouth,23,1997,12.2,21.0,15,10.0,9.0,2.0,13.0,18.0,72.2,5.0,14.0,5.0,9.0,14,35.0,63.0,0.0,Championship
Alex Mighten,eng ENG,"FW,MF",Nott'ham Forest,19,2002,7.7,6.0,2,1.0,2.0,3.0,2.0,6.0,33.3,4.0,3.0,0.0,3.0,0,6.0,3.0,0.0,Championship
Jevon Mills,ie IRL,DF,Hull City,17,2003,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Championship
Billy Mitchell,eng ENG,MF,Millwall,21,2000,35.1,49.0,30,22.0,22.0,5.0,22.0,54.0,40.7,32.0,45.0,16.0,29.0,29,78.0,57.0,0.0,Championship
Jayson Molumby,ie IRL,MF,West Brom,21,1999,19.1,39.0,25,15.0,19.0,5.0,17.0,39.0,43.6,22.0,19.0,4.0,15.0,27,66.0,22.0,0.0,Championship
Jasper Moon,eng ENG,"DF,MF",Barnsley,20,2000,19.3,42.0,27,24.0,17.0,1.0,22.0,31.0,71.0,9.0,23.0,13.0,10.0,32,74.0,61.0,1.0,Championship
Callum Morton,eng ENG,FW,P'borough Utd,21,2000,3.3,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,2.0,3.0,0.0,Championship
Bali Mumba,eng ENG,"DF,MF",P'borough Utd,19,2001,7.7,28.0,20,18.0,9.0,1.0,14.0,20.0,70.0,6.0,8.0,0.0,8.0,10,38.0,10.0,1.0,Championship
Rodrigo Muniz,br BRA,"FW,MF",Fulham,20,2001,5.7,3.0,2,1.0,2.0,0.0,0.0,7.0,0.0,7.0,6.0,2.0,4.0,3,6.0,5.0,0.0,Championship
Admiral Muskwe,zw ZIM,"FW,MF",Luton Town,22,1998,9.4,7.0,4,1.0,3.0,3.0,2.0,7.0,28.6,5.0,7.0,2.0,5.0,4,11.0,3.0,1.0,Championship
Iliman Ndiaye,sn SEN,"MF,FW",Sheffield Utd,21,2000,20.3,49.0,29,15.0,20.0,14.0,15.0,30.0,50.0,15.0,31.0,0.0,31.0,7,56.0,5.0,0.0,Championship
Rhys Norrington-Davies,wls WAL,DF,Sheffield Utd,22,1999,19.9,43.0,31,24.0,13.0,6.0,19.0,27.0,70.4,8.0,13.0,2.0,11.0,13,56.0,27.0,0.0,Championship
Ryan Nyambe,na NAM,DF,Blackburn,23,1997,27.7,52.0,31,32.0,14.0,6.0,17.0,27.0,63.0,10.0,40.0,8.0,32.0,30,82.0,56.0,0.0,Championship
Lewis O'Brien,eng ENG,MF,Huddersfield,22,1998,42.6,96.0,57,26.0,60.0,10.0,45.0,91.0,49.5,46.0,53.0,9.0,44.0,34,130.0,48.0,0.0,Championship
Callum O'Hare,eng ENG,MF,Coventry City,23,1998,42.3,60.0,33,26.0,29.0,5.0,26.0,84.0,31.0,58.0,47.0,2.0,45.0,14,74.0,11.0,0.0,Championship
Mikey O'Neill,eng ENG,FW,Preston,17,2004,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Championship
Dara O'Shea,ie IRL,DF,West Brom,22,1999,11.6,21.0,13,12.0,7.0,2.0,11.0,21.0,52.4,10.0,9.0,6.0,3.0,19,40.0,39.0,0.0,Championship
Marcel Oakley,eng ENG,DF,Birmingham City,18,2002,1.6,10.0,6,4.0,5.0,1.0,5.0,7.0,71.4,2.0,2.0,0.0,2.0,1,11.0,3.0,0.0,Championship
Michael Obafemi,ie IRL,FW,Swansea City,21,2000,22.5,4.0,3,0.0,3.0,1.0,1.0,17.0,5.9,16.0,5.0,0.0,5.0,9,13.0,0.0,0.0,Championship
Mipo Odubeko,ie IRL,"FW,MF",Huddersfield,18,2002,1.3,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Championship
Clarke Oduor,ke KEN,"FW,MF",Barnsley,22,1999,11.0,22.0,14,8.0,10.0,4.0,10.0,20.0,50.0,10.0,18.0,2.0,16.0,8,30.0,14.0,0.0,Championship
Nathanael Ogbeta,eng ENG,"DF,FW",Swansea City,20,2001,0.6,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,2.0,2.0,0.0,Championship
Braian Ojeda,py PAR,MF,Nott'ham Forest,21,2000,2.6,3.0,3,1.0,2.0,0.0,1.0,8.0,12.5,7.0,3.0,1.0,2.0,1,4.0,2.0,0.0,Championship
Matthew Olosunde,us USA,DF,Preston,23,1998,1.5,6.0,2,3.0,2.0,1.0,4.0,5.0,80.0,1.0,2.0,0.0,2.0,4,10.0,1.0,0.0,Championship
Toyosi Olusanya,eng ENG,FW,Middlesbrough,23,1998,0.7,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,3.0,0,1.0,0.0,0.0,Championship
Jordi Osei-Tutu,eng ENG,"MF,DF",Nott'ham Forest,22,1998,2.6,6.0,1,3.0,3.0,0.0,3.0,5.0,60.0,2.0,3.0,0.0,3.0,3,9.0,4.0,1.0,Championship
Gabriel Osho,ng NGA,"DF,MF",Luton Town,22,1998,15.6,27.0,15,11.0,15.0,1.0,7.0,12.0,58.3,5.0,26.0,17.0,9.0,21,48.0,48.0,2.0,Championship
William Osula,dk DEN,FW,Sheffield Utd,17,2003,0.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Romal Palmer,eng ENG,MF,Barnsley,21,1999,21.0,68.0,44,17.0,43.0,8.0,27.0,66.0,40.9,39.0,41.0,4.0,37.0,48,116.0,12.0,1.0,Championship
Jonathan Panzo,eng ENG,DF,Nott'ham Forest,20,2000,0.7,2.0,2,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,3.0,4.0,0.0,Championship
Martín Payero,ar ARG,MF,Middlesbrough,22,1998,6.3,13.0,9,5.0,6.0,2.0,1.0,8.0,12.5,7.0,5.0,2.0,3.0,3,16.0,2.0,0.0,Championship
Aynsley Pears,eng ENG,GK,Blackburn,23,1998,2.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Jaden Philogene Bidace,eng ENG,FW,Stoke City,19,2002,6.0,15.0,8,2.0,9.0,4.0,5.0,14.0,35.7,9.0,6.0,0.0,6.0,6,21.0,2.0,0.0,Championship
Harry Pickering,eng ENG,"DF,MF",Blackburn,22,1998,30.5,37.0,23,20.0,13.0,4.0,19.0,36.0,52.8,17.0,30.0,4.0,26.0,34,71.0,69.0,0.0,Championship
Pipa,es ESP,"DF,MF",Huddersfield,23,1998,7.0,13.0,10,10.0,1.0,2.0,2.0,4.0,50.0,2.0,8.0,2.0,6.0,8,21.0,8.0,0.0,Championship
Joël Piroe,nl NED,"FW,MF",Swansea City,21,1999,38.6,29.0,15,8.0,15.0,6.0,11.0,38.0,28.9,27.0,21.0,1.0,20.0,10,39.0,30.0,0.0,Championship
Luke Plange,eng ENG,FW,Derby County,18,2002,18.5,6.0,3,2.0,3.0,1.0,3.0,9.0,33.3,6.0,12.0,0.0,12.0,1,7.0,4.0,0.0,Championship
Kwame Poku,gh GHA,"MF,FW",P'borough Utd,19,2001,12.3,28.0,15,9.0,18.0,1.0,8.0,20.0,40.0,12.0,29.0,1.0,28.0,7,35.0,4.0,0.0,Championship
Ian Poveda,eng ENG,"FW,MF",Blackburn,21,2000,4.2,7.0,3,1.0,2.0,4.0,2.0,7.0,28.6,5.0,3.0,0.0,3.0,3,10.0,0.0,0.0,Championship
Cameron Pring,eng ENG,"DF,MF",Bristol City,23,1998,22.7,66.0,39,28.0,27.0,11.0,23.0,39.0,59.0,16.0,21.0,6.0,15.0,36,102.0,65.0,0.0,Championship
Domingos Quina,pt POR,"FW,MF",Barnsley,21,1999,15.3,38.0,22,19.0,15.0,4.0,14.0,36.0,38.9,22.0,20.0,0.0,20.0,16,54.0,8.0,0.0,Championship
