Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1
Jakub Piotrowski,pl POL,MF,Düsseldorf,23,1997,28,16,"1,506",16.7,1,2,3,1,0,0,6,0,0.06,0.12,0.18,0.06,0.18,,,,,,,,,,,,
Markus Ponath,de GER,GK,Ingolstadt 04,20,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Andreas Poulsen,dk DEN,DF,Ingolstadt 04,21,1999,6,2,185,2.1,1,0,1,1,0,0,0,0,0.49,0.0,0.49,0.49,0.49,,,,,,,,,,,,
Jannis Rabold,de GER,DF,Karlsruher,20,2001,5,3,306,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Melvin Ramusović,de GER,MF,Heidenheim,20,2001,6,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Thomas Rausch,de GER,DF,Ingolstadt 04,21,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Fabian Reese,de GER,MF,Holstein Kiel,23,1997,32,27,"2,285",25.4,1,5,6,1,0,0,1,0,0.04,0.2,0.24,0.04,0.24,,,,,,,,,,,,
Ludovit Reis,nl NED,MF,Hamburger SV,21,2000,32,28,"2,229",24.8,5,2,7,5,0,0,5,0,0.2,0.08,0.28,0.2,0.28,,,,,,,,,,,,
Simon Rhein,de GER,MF,Hansa Rostock,23,1998,27,22,"1,832",20.4,1,2,3,1,0,0,4,0,0.05,0.1,0.15,0.05,0.15,,,,,,,,,,,,
Clemens Riedel,de GER,"MF,DF",Darmstadt 98,18,2003,9,4,401,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Marvin-Lee Rittmüller,de GER,"DF,MF",Heidenheim,22,1999,10,5,448,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Lars Ritzka,de GER,DF,St. Pauli,23,1998,11,1,234,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Merlin Röhl,de GER,MF,Ingolstadt 04,19,2002,26,20,"1,717",19.1,1,1,2,1,0,0,6,0,0.05,0.05,0.1,0.05,0.1,,,,,,,,,,,,
Tim Rossmann,de GER,MF,Karlsruher,17,2003,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Philipp Sander,de GER,MF,Holstein Kiel,23,1998,19,7,777,8.6,0,1,1,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,,,,,,,,,,,,
Josh Sargent,us USA,MF,Werder Bremen,21,2000,2,2,180,2.0,2,0,2,2,0,0,0,0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,
Ron Schallenberg,de GER,MF,Paderborn 07,22,1998,31,31,"2,745",30.5,3,3,6,3,0,0,6,0,0.1,0.1,0.2,0.1,0.2,,,,,,,,,,,,
Lukas Schleimer,de GER,"MF,FW",Nürnberg,21,1999,21,12,"1,135",12.6,3,1,4,3,0,0,2,0,0.24,0.08,0.32,0.24,0.32,,,,,,,,,,,,
Romano Schmid,at AUT,MF,Werder Bremen,21,2000,33,29,"2,385",26.5,3,5,8,3,0,0,8,0,0.11,0.19,0.3,0.11,0.3,,,,,,,,,,,,
Niklas Schmidt,de GER,MF,Werder Bremen,23,1998,25,13,"1,251",13.9,2,2,4,2,0,0,1,0,0.14,0.14,0.29,0.14,0.29,,,,,,,,,,,,
Oscar Schönfelder,de GER,MF,Werder Bremen,20,2001,10,0,111,1.2,0,1,1,0,0,0,1,0,0.0,0.81,0.81,0.0,0.81,,,,,,,,,,,,
Jan Schöppner,de GER,MF,Heidenheim,22,1999,32,27,"2,317",25.7,1,2,3,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12,,,,,,,,,,,,
Sam Schreck,de GER,MF,Erzgebirge Aue,22,1999,26,23,"2,021",22.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Kevin Schumacher,de GER,"MF,FW",Hansa Rostock,23,1997,22,7,845,9.4,0,2,2,0,0,0,1,0,0.0,0.21,0.21,0.0,0.21,,,,,,,,,,,,
Tim Seifert,de GER,DF,Heidenheim,19,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Kevin Sessa,de GER,"MF,DF",Heidenheim,21,2000,21,9,942,10.5,2,1,3,2,0,0,1,0,0.19,0.1,0.29,0.19,0.29,,,,,,,,,,,,
Nicklas Shipnoski,de GER,"MF,FW",Jahn R'burg,23,1998,12,6,539,6.0,1,0,1,1,0,0,0,0,0.17,0.0,0.17,0.17,0.17,,,,,,,,,,,,
Nicklas Shipnoski,de GER,FW,Düsseldorf,23,1998,11,1,236,2.6,0,1,1,0,0,0,0,0,0.0,0.38,0.38,0.0,0.38,,,,,,,,,,,,
Erik Shuranov,de GER,FW,Nürnberg,19,2002,27,15,"1,336",14.8,6,2,8,6,0,0,1,0,0.4,0.13,0.54,0.4,0.54,,,,,,,,,,,,
Phil Sieben,de GER,MF,Düsseldorf,22,1999,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tim Siersleben,de GER,DF,Heidenheim,21,2000,15,6,654,7.3,0,1,1,0,0,0,0,0,0.0,0.14,0.14,0.0,0.14,,,,,,,,,,,,
Efe-Kaan Sihlaroğlu,tr TUR,MF,Karlsruher,16,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Omar Sijarić,de GER,"MF,FW",Erzgebirge Aue,19,2001,16,8,703,7.8,1,2,3,1,0,0,1,0,0.13,0.26,0.38,0.13,0.38,,,,,,,,,,,,
Danylo Sikan,ua UKR,"MF,FW",Hansa Rostock,20,2001,11,2,320,3.6,1,1,2,1,0,0,2,1,0.28,0.28,0.56,0.28,0.56,,,,,,,,,,,,
Sarpreet Singh,nz NZL,MF,Jahn R'burg,22,1999,25,24,"1,915",21.3,5,8,13,5,0,0,5,0,0.23,0.38,0.61,0.23,0.61,,,,,,,,,,,,
Dennis Smarsch,de GER,GK,St. Pauli,22,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Philipp Sonn,de GER,DF,Darmstadt 98,16,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Adrian Stanilewicz,pl POL,MF,Darmstadt 98,21,2000,3,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Julian Stark,de GER,MF,Heidenheim,20,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jonas Sterner,de GER,MF,Holstein Kiel,19,2002,14,5,501,5.6,1,1,2,1,0,0,0,0,0.18,0.18,0.36,0.18,0.36,,,,,,,,,,,,
Nikola Stevanović,rs SRB,DF,Ingolstadt 04,22,1998,6,5,459,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Mario Suver,hr CRO,DF,Nürnberg,21,1999,12,3,408,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ao Tanaka,jp JPN,MF,Düsseldorf,22,1998,29,19,"1,779",19.8,1,1,2,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1,,,,,,,,,,,,
Anssi Tapio Suhonen,fi FIN,MF,Hamburger SV,20,2001,18,7,644,7.2,2,1,3,2,0,0,3,0,0.28,0.14,0.42,0.28,0.42,,,,,,,,,,,,
Lino Tempelmann,de GER,"MF,FW",Nürnberg,22,1999,31,28,"2,466",27.4,4,3,7,4,0,0,11,0,0.15,0.11,0.26,0.15,0.26,,,,,,,,,,,,
Malick Thiaw,de GER,DF,Schalke 04,19,2001,31,28,"2,546",28.3,2,0,2,2,0,0,3,0,0.07,0.0,0.07,0.07,0.07,,,,,,,,,,,,
Takashi Uchino,jp JPN,DF,Düsseldorf,20,2001,2,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Josha Vagnoman,de GER,"DF,MF",Hamburger SV,20,2000,12,7,671,7.5,2,2,4,2,0,0,0,0,0.27,0.27,0.54,0.27,0.54,,,,,,,,,,,,
Christian Viet,de GER,MF,St. Pauli,22,1999,3,0,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Mario Vušković,hr CRO,DF,Hamburger SV,19,2001,24,22,"1,989",22.1,1,1,2,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,,,,,,,,,,,,
Tim Walbrecht,de GER,DF,Hannover 96,19,2001,5,3,221,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Max Weiß,de GER,GK,Karlsruher,17,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jannes Wieckhoff,de GER,DF,St. Pauli,20,2000,2,2,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Paul Will,de GER,"MF,FW",Dresden,22,1999,23,10,"1,025",11.4,2,0,2,2,0,0,2,0,0.18,0.0,0.18,0.18,0.18,,,,,,,,,,,,
Manuel Wintzheimer,de GER,"FW,MF",Hamburger SV,22,1999,27,4,611,6.8,2,1,3,2,0,0,3,0,0.29,0.15,0.44,0.29,0.44,,,,,,,,,,,,
Lucas Wolf,de GER,MF,Holstein Kiel,19,2001,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Nick Woltemade,de GER,FW,Werder Bremen,19,2002,7,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Rodrigo Zalazar,uy URU,MF,Schalke 04,21,1999,30,25,"2,094",23.3,6,5,11,6,0,0,4,0,0.26,0.21,0.47,0.26,0.47,,,,,,,,,,,,
Bjorn Zempelin,de GER,MF,Jahn R'burg,21,2000,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Joël Zwarts,nl NED,FW,Jahn R'burg,22,1999,24,5,558,6.2,2,0,2,2,0,0,0,0,0.32,0.0,0.32,0.32,0.32,,,,,,,,,,,,
Kelvin Abrefa,eng ENG,DF,Reading,17,2003,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Tosin Adarabioyo,eng ENG,DF,Fulham,23,1997,41,41,"3,684",40.9,2,2,4,2,0,0,3,1,0.05,0.05,0.1,0.05,0.1,2.3,2.3,1.2,3.5,25.0,152.0,1.0,0.06,0.03,0.08,0.06,0.08
Elijah Adebayo,eng ENG,FW,Luton Town,23,1998,40,38,"3,370",37.4,16,4,20,13,3,5,6,0,0.43,0.11,0.53,0.35,0.45,16.1,12.6,4.9,17.5,69.0,51.0,254.0,0.43,0.13,0.56,0.34,0.47
Victor Adeboyejo,eng ENG,"MF,FW",Barnsley,23,1998,26,7,965,10.7,3,1,4,3,0,0,2,0,0.28,0.09,0.37,0.28,0.37,2.7,2.7,0.8,3.5,23.0,23.0,67.0,0.25,0.07,0.33,0.25,0.33
Osazee Aghatiste,eng ENG,FW,Derby County,18,2002,3,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faustino Anjorin,eng ENG,"FW,MF",Huddersfield,19,2001,7,0,140,1.6,1,0,1,0,1,1,0,0,0.64,0.0,0.64,0.0,0.0,1.0,0.2,0.9,1.1,5.0,7.0,11.0,0.62,0.6,1.22,0.12,0.71
Jaidon Anthony,eng ENG,FW,Bournemouth,21,1999,45,38,"3,251",36.1,8,6,14,8,0,0,3,0,0.22,0.17,0.39,0.22,0.39,7.9,7.9,9.1,16.9,100.0,202.0,332.0,0.22,0.25,0.47,0.22,0.47
Cameron Archer,eng ENG,FW,Preston,20,2001,20,18,"1,619",18.0,7,1,8,7,0,0,1,0,0.39,0.06,0.44,0.39,0.44,7.1,7.1,2.2,9.4,37.0,28.0,131.0,0.4,0.12,0.52,0.4,0.52
Tyrell Ashcroft,eng ENG,DF,Reading,17,2004,4,4,303,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0
Zachary Ashworth,wls WAL,DF,West Brom,18,2002,2,0,69,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
Robert Atkinson,eng ENG,DF,Bristol City,23,1998,34,29,"2,664",29.6,2,1,3,2,0,0,4,0,0.07,0.03,0.1,0.07,0.1,1.7,1.7,0.5,2.2,32.0,78.0,20.0,0.06,0.02,0.07,0.06,0.07
Femi Azeez,eng ENG,"FW,MF",Reading,20,2001,13,5,557,6.2,2,0,2,2,0,0,0,0,0.32,0.0,0.32,0.32,0.32,2.0,2.0,0.0,2.0,16.0,9.0,53.0,0.32,0.0,0.33,0.32,0.33
Fin Back,eng ENG,DF,Nott'ham Forest,18,2002,3,2,254,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0
Juninho Bacuna,cw CUW,"MF,FW",Birmingham City,23,1997,17,16,"1,304",14.5,2,3,5,2,0,0,4,0,0.14,0.21,0.35,0.14,0.35,2.5,2.5,2.9,5.4,22.0,57.0,45.0,0.17,0.2,0.37,0.17,0.37
Joel Bagan,ie IRL,"DF,MF",Cardiff City,21,2000,26,22,"2,053",22.8,3,2,5,3,0,0,5,0,0.13,0.09,0.22,0.13,0.22,2.8,2.8,1.8,4.7,31.0,70.0,67.0,0.12,0.08,0.2,0.12,0.2
Tyreeq Bakinson,eng ENG,MF,Bristol City,22,1998,13,10,854,9.5,1,0,1,1,0,0,3,0,0.11,0.0,0.11,0.11,0.11,0.8,0.8,0.5,1.3,6.0,43.0,11.0,0.09,0.05,0.14,0.09,0.14
Daniel Ballard,nir NIR,DF,Millwall,21,1999,31,30,"2,636",29.3,1,0,1,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03,2.2,2.2,1.0,3.2,31.0,106.0,4.0,0.08,0.03,0.11,0.08,0.11
Folarin Balogun,us USA,FW,Middlesbrough,20,2001,18,9,891,9.9,3,3,6,3,0,0,0,0,0.3,0.3,0.61,0.3,0.61,3.6,3.6,1.4,5.0,16.0,23.0,94.0,0.36,0.14,0.5,0.36,0.5
Amine Bassi,fr FRA,"MF,FW",Barnsley,23,1997,15,14,"1,199",13.3,2,5,7,2,0,0,0,0,0.15,0.38,0.53,0.15,0.53,1.7,1.7,3.2,5.0,16.0,62.0,67.0,0.13,0.24,0.37,0.13,0.37
Nathan Baxter,eng ENG,GK,Hull City,22,1998,16,16,"1,440",16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Bell,eng ENG,DF,Bristol City,19,2002,5,3,241,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.9,7.0,7.0,13.0,0.03,0.3,0.33,0.03,0.33
Jobe Bellingham,eng ENG,"MF,DF",Birmingham City,15,2005,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,1.0,0.13,0.04,0.17,0.13,0.17
Ayman Benarous,eng ENG,"MF,DF",Bristol City,18,2003,11,7,604,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,16.0,16.0,19.0,0.04,0.04,0.09,0.04,0.09
Steven Benda,de GER,GK,P'borough Utd,22,1998,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Benda,de GER,GK,Swansea City,22,1998,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Benson,eng ENG,MF,Barnsley,21,1999,25,14,"1,362",15.1,0,1,1,0,0,0,5,0,0.0,0.07,0.07,0.0,0.07,0.8,0.8,1.7,2.5,25.0,69.0,26.0,0.06,0.11,0.17,0.06,0.17
Sander Berge,no NOR,MF,Sheffield Utd,23,1998,31,22,"2,082",23.1,5,3,8,5,0,0,2,0,0.22,0.13,0.35,0.22,0.35,4.8,4.8,3.2,8.0,94.0,139.0,109.0,0.21,0.14,0.35,0.21,0.35
Di'Shon Bernard,jm JAM,DF,Hull City,20,2000,26,24,"2,143",23.8,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,1.7,25.0,59.0,6.0,0.04,0.03,0.07,0.04,0.07
Krystian Bielik,pl POL,MF,Derby County,23,1998,15,12,"1,003",11.1,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09,0.9,0.9,0.8,1.7,10.0,62.0,10.0,0.08,0.07,0.15,0.08,0.15
Max Bird,eng ENG,MF,Derby County,20,2000,42,41,"3,614",40.2,2,2,4,2,0,0,2,1,0.05,0.05,0.1,0.05,0.1,2.0,2.0,3.2,5.2,47.0,211.0,37.0,0.05,0.08,0.13,0.05,0.13
Jayden Bogle,eng ENG,DF,Sheffield Utd,21,2000,18,16,"1,468",16.3,3,1,4,3,0,0,5,0,0.18,0.06,0.25,0.18,0.25,2.2,2.2,1.9,4.2,37.0,64.0,127.0,0.14,0.12,0.25,0.14,0.25
Marc Bola,eng ENG,DF,Middlesbrough,23,1997,23,19,"1,761",19.6,1,1,2,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,0.9,0.9,2.5,3.3,37.0,89.0,108.0,0.04,0.13,0.17,0.04,0.17
Sam Bowen,wls WAL,MF,Cardiff City,20,2001,4,3,244,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.0,8.0,6.0,0.18,0.03,0.21,0.18,0.21
Josh Bowler,eng ENG,MF,Blackpool,22,1999,42,30,"2,824",31.4,7,3,10,7,0,0,6,0,0.22,0.1,0.32,0.22,0.32,6.4,6.4,4.8,11.2,158.0,93.0,157.0,0.21,0.15,0.36,0.21,0.36
Caolan Boyd-Munce,nir NIR,DF,Middlesbrough,21,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,3.0,5.0,0.0,0.6,0.6,0.0,0.6
James Bree,eng ENG,"DF,FW",Luton Town,23,1997,42,42,"3,730",41.4,1,6,7,1,0,0,5,0,0.02,0.14,0.17,0.02,0.17,2.0,2.0,8.2,10.2,53.0,167.0,167.0,0.05,0.2,0.25,0.05,0.25
David Bremang,eng ENG,"DF,MF",Barnsley,21,2000,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,0.0,4.0,0.0,0.45,0.45,0.0,0.45
Ben Brereton,cl CHI,FW,Blackburn,22,1999,37,34,"3,066",34.1,22,3,25,18,4,4,8,0,0.65,0.09,0.73,0.53,0.62,20.0,16.8,2.8,19.6,83.0,51.0,198.0,0.59,0.08,0.67,0.49,0.58
Rhian Brewster,eng ENG,FW,Sheffield Utd,21,2000,14,10,797,8.9,3,0,3,3,0,0,2,0,0.34,0.0,0.34,0.34,0.34,3.2,3.2,0.1,3.3,10.0,16.0,51.0,0.36,0.02,0.38,0.36,0.38
Ethan Bristow,kn SKN,"DF,FW",Reading,19,2001,6,6,495,5.5,0,1,1,0,0,0,2,0,0.0,0.18,0.18,0.0,0.18,0.2,0.2,0.7,0.9,7.0,15.0,17.0,0.04,0.13,0.17,0.04,0.17
Callum Brittain,eng ENG,"DF,MF",Barnsley,23,1998,36,34,"3,073",34.1,0,3,3,0,0,0,8,0,0.0,0.09,0.09,0.0,0.09,2.3,2.3,4.5,6.8,60.0,105.0,125.0,0.07,0.13,0.2,0.07,0.2
Ciaron Brown,nir NIR,DF,Cardiff City,23,1998,5,5,421,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,11.0,9.0,0.0,0.04,0.04,0.0,0.04
Jacob Brown,sct SCO,FW,Stoke City,23,1998,45,38,"3,249",36.1,13,4,17,13,0,0,8,0,0.36,0.11,0.47,0.36,0.47,11.1,11.1,1.7,12.8,76.0,31.0,271.0,0.31,0.05,0.36,0.31,0.36
James Brown,ie IRL,DF,Blackburn,23,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Buchanan,eng ENG,DF,Derby County,20,2001,30,24,"2,220",24.7,0,1,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,1.2,1.2,0.5,1.7,33.0,50.0,75.0,0.05,0.02,0.07,0.05,0.07
John Buckley,eng ENG,"MF,FW",Blackburn,21,1999,42,39,"3,133",34.8,3,7,10,3,0,0,13,0,0.09,0.2,0.29,0.09,0.29,3.7,3.7,6.6,10.3,55.0,138.0,128.0,0.11,0.19,0.3,0.11,0.3
Tyler Burey,eng ENG,"FW,MF",Millwall,19,2001,15,6,618,6.9,2,0,2,2,0,0,2,0,0.29,0.0,0.29,0.29,0.29,1.5,1.5,0.2,1.6,21.0,6.0,33.0,0.22,0.02,0.24,0.22,0.24
Finley Burns,eng ENG,DF,Swansea City,18,2003,3,3,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,6.0,1.0,0.08,0.0,0.08,0.08,0.08
Harrison Burrows,eng ENG,"DF,MF",P'borough Utd,19,2002,37,29,"2,614",29.0,3,7,10,3,0,0,4,0,0.1,0.24,0.34,0.1,0.34,2.8,2.8,4.6,7.4,59.0,87.0,145.0,0.1,0.16,0.25,0.1,0.25
Josef Bursik,eng ENG,GK,Stoke City,21,2000,19,19,"1,710",19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Butterworth,eng ENG,"FW,MF",Blackburn,21,1999,11,1,260,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.2,8.0,12.0,11.0,0.21,0.19,0.4,0.21,0.4
Ben Cabango,wls WAL,DF,Swansea City,21,2000,37,34,"3,073",34.1,1,1,2,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06,1.6,1.6,1.6,3.2,51.0,158.0,21.0,0.05,0.05,0.09,0.05,0.09
Mamadi Camará,gw GNB,"FW,MF",Reading,17,2003,6,0,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.0,4.0,2.0,0.18,0.1,0.28,0.18,0.28
Allan Campbell,sct SCO,MF,Luton Town,23,1998,33,31,"2,583",28.7,4,2,6,4,0,0,8,0,0.14,0.07,0.21,0.14,0.21,4.6,4.6,1.6,6.2,19.0,71.0,55.0,0.16,0.06,0.22,0.16,0.22
Tyrese Campbell,eng ENG,FW,Stoke City,21,1999,26,10,"1,049",11.7,4,1,5,4,0,0,2,0,0.34,0.09,0.43,0.34,0.43,3.4,3.4,1.4,4.8,44.0,20.0,118.0,0.29,0.12,0.41,0.29,0.41
Todd Cantwell,eng ENG,MF,Bournemouth,23,1998,11,8,639,7.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.4,1.9,25.0,34.0,30.0,0.07,0.19,0.26,0.07,0.26
Sonny Carey,eng ENG,"MF,FW",Blackpool,20,2001,11,5,491,5.5,1,0,1,1,0,0,2,0,0.18,0.0,0.18,0.18,0.18,1.3,1.3,0.9,2.2,14.0,16.0,21.0,0.24,0.17,0.4,0.24,0.4
Hayden Carter,eng ENG,DF,Blackburn,21,1999,9,5,584,6.5,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,10.0,6.0,0.01,0.01,0.03,0.01,0.03
Harvey Cartwright,eng ENG,GK,Hull City,19,2002,2,1,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabio Carvalho,pt POR,MF,Fulham,18,2002,36,33,"2,831",31.5,10,7,17,10,0,0,5,0,0.32,0.22,0.54,0.32,0.54,8.6,8.6,9.5,18.2,97.0,127.0,230.0,0.27,0.3,0.58,0.27,0.58
Oliver Casey,eng ENG,DF,Blackpool,20,2000,6,3,350,3.9,1,0,1,1,0,0,0,0,0.26,0.0,0.26,0.26,0.26,0.2,0.2,0.0,0.2,0.0,5.0,0.0,0.06,0.0,0.06,0.06,0.06
Eiran Cashin,ie IRL,DF,Derby County,19,2001,18,14,"1,273",14.1,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,0.2,0.2,0.0,0.2,5.0,27.0,2.0,0.01,0.0,0.01,0.01,0.01
Quevin Castro,pt POR,MF,West Brom,19,2001,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,3.0,0.26,0.04,0.3,0.26,0.3
Ilias Chair,ma MAR,"MF,FW",QPR,23,1997,39,37,"3,148",35.0,9,5,14,9,0,0,5,0,0.26,0.14,0.4,0.26,0.4,6.4,6.4,6.8,13.2,132.0,170.0,219.0,0.18,0.2,0.38,0.18,0.38
Harry Chapman,eng ENG,"MF,FW",Blackburn,23,1997,3,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,2.0,0.0,1.0,0.12,0.14,0.26,0.12,0.26
Tahith Chong,nl NED,"FW,MF",Birmingham City,21,1999,20,18,"1,555",17.3,1,2,3,1,0,0,2,0,0.06,0.12,0.17,0.06,0.17,3.1,3.1,2.8,5.9,40.0,31.0,92.0,0.18,0.16,0.34,0.18,0.34
