Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG
Max Aarons,eng ENG,DF,Norwich City,21,2000,34,32,"2,881",32.0,0,2,2,0,0,0,8,0,0.8,0.8,1.7,2.5,78,117,85,0.00,0.06,0.06,0.00,0.06,0.03,0.05,0.08,0.03,0.08
Rayan Aït-Nouri,dz ALG,"DF,MF",Wolves,20,2001,23,20,"1,828",20.3,1,2,3,1,0,0,4,0,0.6,0.6,1.6,2.2,60,49,127,0.05,0.10,0.15,0.05,0.15,0.03,0.08,0.11,0.03,0.11
Kristoffer Ajer,no NOR,DF,Brentford,23,1998,24,23,"1,995",22.2,1,3,4,1,0,0,5,0,0.8,0.8,1.7,2.5,30,82,29,0.05,0.14,0.18,0.05,0.18,0.04,0.08,0.11,0.04,0.11
Trent Alexander-Arnold,eng ENG,DF,Liverpool,22,1998,32,32,"2,853",31.7,2,12,14,2,0,0,2,0,2.4,2.4,12.0,14.4,53,267,201,0.06,0.38,0.44,0.06,0.44,0.07,0.38,0.46,0.07,0.46
Steven Alzate,co COL,MF,Brighton,22,1998,9,5,404,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,3,21,6,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Cameron Archer,eng ENG,"FW,MF",Aston Villa,20,2001,3,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
Harrison Ashby,sct SCO,DF,West Ham,19,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Leon Bailey,jm JAM,"FW,MF",Aston Villa,23,1997,18,7,761,8.5,1,2,3,1,0,0,3,0,1.5,1.5,0.8,2.3,34,24,61,0.12,0.24,0.35,0.12,0.35,0.18,0.09,0.27,0.18,0.27
Folarin Balogun,us USA,FW,Arsenal,20,2001,2,1,70,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,4,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29
Shandon Baptiste,gd GRN,MF,Brentford,23,1998,22,9,910,10.1,1,0,1,1,0,0,2,1,0.7,0.7,0.5,1.3,14,35,29,0.10,0.00,0.10,0.10,0.10,0.07,0.05,0.12,0.07,0.12
Harvey Barnes,eng ENG,"FW,MF",Leicester City,23,1997,32,24,"2,101",23.3,6,10,16,6,0,0,2,0,5.6,5.6,4.6,10.2,107,59,237,0.26,0.43,0.69,0.26,0.69,0.24,0.20,0.44,0.24,0.44
Lewis Bate,eng ENG,MF,Leeds United,18,2002,3,1,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Mads Bech Sørensen,dk DEN,DF,Brentford,22,1999,11,9,835,9.3,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.4,9,20,4,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
Steven Bergwijn,nl NED,"FW,MF",Tottenham,23,1997,25,4,565,6.3,3,1,4,3,0,0,1,0,2.5,2.5,0.9,3.5,26,17,53,0.48,0.16,0.64,0.48,0.64,0.40,0.15,0.55,0.40,0.55
Mads Bidstrup,dk DEN,MF,Brentford,20,2001,4,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
