Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90
Haitam Abaida,ma MAR,FW,Málaga,19,2002,4,0,90,1.0,0,1,1,0,0,0,0,1,0.00,1.00,1.00,0.00,1.00
Jorge Aguirre,es ESP,FW,CD Mirandés,21,2000,8,0,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jorge Aguirre,es ESP,FW,Real Sociedad B,21,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sergio Akieme,es ESP,DF,Almería,23,1997,30,25,"2,305",25.6,1,1,2,1,0,0,4,1,0.04,0.04,0.08,0.04,0.08
Aldasoro,es ESP,"MF,FW",Real Sociedad B,22,1999,28,15,"1,507",16.7,0,2,2,0,0,0,6,0,0.00,0.12,0.12,0.00,0.12
Diego Alende,es ESP,DF,Lugo,23,1997,36,36,"2,890",32.1,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00
Altube,es ESP,GK,Fuenlabrada,21,2000,24,24,"2,160",24.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
David Amigo,es ESP,"MF,FW",Fuenlabrada,18,2002,15,6,702,7.8,0,1,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13
Jose Amo,es ESP,"DF,MF",Ponferradina,23,1998,32,24,"2,199",24.4,0,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00
Anderson,br BRA,MF,Fuenlabrada,22,1998,25,12,"1,128",12.5,4,1,5,4,0,0,3,0,0.32,0.08,0.40,0.32,0.40
Miguel Ángel Rubio,es ESP,DF,Burgos,23,1998,28,25,"2,172",24.1,3,0,3,3,0,0,4,0,0.12,0.00,0.12,0.12,0.12
Leandro Antonetti,pr PUR,FW,Lugo,18,2003,2,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Arvin Appiah,eng ENG,"MF,FW",Almería,20,2001,32,11,"1,066",11.8,1,2,3,1,0,0,1,0,0.08,0.17,0.25,0.08,0.25
Kévin Appin,mq MTQ,MF,Ibiza,23,1998,29,9,"1,104",12.3,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16
Aritz Arambarri,es ESP,DF,Real Sociedad B,23,1998,24,23,"1,922",21.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
David Argüelles,es ESP,DF,Sporting Gijón,19,2002,2,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Óscar Arribas,ph PHI,"MF,FW",Alcorcón,22,1998,38,24,"2,201",24.5,1,2,3,1,0,0,0,0,0.04,0.08,0.12,0.04,0.12
Anderson Arroyo,co COL,DF,CD Mirandés,21,1999,39,36,"3,255",36.2,0,1,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03
Ricard Artero,es ESP,MF,Girona,18,2003,11,0,139,1.5,0,1,1,0,0,0,0,0,0.00,0.65,0.65,0.00,0.65
Raúl Asencio,es ESP,FW,Alcorcón,23,1998,15,5,510,5.7,2,2,4,2,0,0,3,0,0.35,0.35,0.71,0.35,0.71
Miguel Atienza,es ESP,"MF,DF",Eibar,22,1999,22,9,878,9.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Javier Avilés,es ESP,FW,Leganés,23,1997,3,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Gaizka Ayesa,es ESP,GK,Real Sociedad B,20,2001,21,20,"1,858",20.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ivan Azón,es ESP,FW,Zaragoza,18,2002,35,15,"1,418",15.8,7,1,8,7,0,0,2,0,0.44,0.06,0.51,0.44,0.51
Iker Bachiller,es ESP,DF,Alcorcón,18,2002,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Alex Baena,es ESP,"MF,FW",Girona,20,2001,38,35,"2,807",31.2,5,6,11,5,0,0,16,1,0.16,0.19,0.35,0.16,0.35
Miguel Baeza,es ESP,"MF,FW",Ponferradina,21,2000,13,5,422,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Thierno Barry,gn GUI,FW,Tenerife,21,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Juan Becerra,co COL,FW,Ponferradina,23,1998,5,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Álex Bermejo,es ESP,MF,Tenerife,22,1998,29,23,"1,797",20.0,2,1,3,2,0,0,4,0,0.10,0.05,0.15,0.10,0.15
Sergio Bermejo,es ESP,"MF,FW",Zaragoza,23,1997,34,28,"2,135",23.7,3,2,5,3,0,0,4,0,0.13,0.08,0.21,0.13,0.21
Juan Berrocal,es ESP,DF,Sporting Gijón,22,1999,28,23,"1,982",22.0,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00
Berto,es ESP,"FW,MF",Sporting Gijón,23,1998,14,5,530,5.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Jérémy Blasco,fr FRA,DF,Real Sociedad B,22,1999,40,34,"3,109",34.5,1,3,4,1,0,0,4,0,0.03,0.09,0.12,0.03,0.12
Mateusz Bogusz,pl POL,"MF,FW",Ibiza,19,2001,20,17,"1,371",15.2,4,5,9,4,0,0,2,0,0.26,0.33,0.59,0.26,0.59
Hicham Boussefiane,ma MAR,FW,Málaga,23,1998,6,0,152,1.7,0,1,1,0,0,0,0,0,0.00,0.59,0.59,0.00,0.59
Álvaro Bravo,es ESP,MF,Fuenlabrada,23,1998,13,6,503,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Juanma Bravo,es ESP,MF,Alcorcón,23,1998,19,15,"1,216",13.5,1,1,2,1,0,0,3,0,0.07,0.07,0.15,0.07,0.15
Santiago Bueno,uy URU,DF,Girona,22,1998,31,30,"2,672",29.7,1,2,3,1,0,0,5,0,0.03,0.07,0.10,0.03,0.10
Stephen Buer,es ESP,MF,Fuenlabrada,22,1999,6,0,106,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Aitor Buñuel,es ESP,DF,Almería,23,1998,13,8,650,7.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Nahuel Bustos,ar ARG,FW,Girona,23,1998,38,15,"1,415",15.7,11,2,13,11,0,0,5,0,0.70,0.13,0.83,0.70,0.83
Raul Caballero,es ESP,FW,Almería,20,2001,3,0,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
José Javier Belman Calvo,es ESP,GK,Fuenlabrada,22,1998,5,5,449,5.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
Dawda Camara,mr MTN,FW,Girona,18,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sergio Camello,es ESP,FW,CD Mirandés,20,2001,36,34,"2,884",32.0,15,3,18,15,0,2,6,0,0.47,0.09,0.56,0.47,0.56
Gaspar Campos,es ESP,MF,Sporting Gijón,21,2000,37,19,"1,707",19.0,2,3,5,2,0,0,3,0,0.11,0.16,0.26,0.11,0.26
Riccardo Capellini,it ITA,"DF,MF",CD Mirandés,21,2000,22,19,"1,663",18.5,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
Sergi Cardona,es ESP,DF,Las Palmas,22,1999,37,35,"3,067",34.1,0,1,1,0,0,0,10,0,0.00,0.03,0.03,0.00,0.03
Kevin Carlos,es ESP,FW,Huesca,20,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Andrés Caro,es ESP,DF,Málaga,17,2004,7,4,385,4.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Sergio Carreira,es ESP,"DF,MF",CD Mirandés,20,2000,38,35,"3,004",33.4,1,3,4,1,0,0,4,0,0.03,0.09,0.12,0.03,0.12
Ismael Casas Casado,es ESP,DF,Málaga,20,2001,12,10,897,10.0,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10
Álex Centelles,es ESP,DF,Almería,23,1997,22,17,"1,513",16.8,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06
Mike Cevallos,ec ECU,FW,Ibiza,20,2001,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Pep Chavarría,es ESP,DF,Zaragoza,23,1998,36,36,"3,086",34.3,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
Chumi,es ESP,DF,Almería,22,1999,25,24,"2,237",24.9,1,0,1,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04
Seydouba Cissé,gn GUI,MF,Leganés,20,2001,20,14,"1,228",13.6,3,1,4,3,0,0,5,0,0.22,0.07,0.29,0.22,0.29
Clave,es ESP,MF,Ibiza,21,2000,1,1,59,0.7,1,0,1,1,0,0,0,0,1.53,0.00,1.53,1.53,1.53
Enrique Clemente,es ESP,DF,Real Sociedad B,22,1999,16,14,"1,293",14.4,0,1,1,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07
Enrique Clemente,es ESP,MF,Zaragoza,22,1999,2,1,86,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Óscar Clemente,es ESP,MF,Las Palmas,22,1999,21,11,944,10.5,1,1,2,1,0,0,3,0,0.10,0.10,0.19,0.10,0.19
