Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90
Kerim Calhanoglu,de GER,"MF,DF",Sandhausen,19,2002,8,8,578,6.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Kaan Caliskaner,de GER,"MF,FW",Jahn R'burg,22,1999,29,19,"1,679",18.7,6,0,6,6,0,0,2,0,0.32,0.00,0.32,0.32,0.32
Jens Castrop,de GER,"MF,DF",Nürnberg,19,2003,29,26,"1,935",21.5,2,2,4,2,0,0,4,1,0.09,0.09,0.19,0.09,0.19
Jason Ceka,de GER,"FW,MF",Magdeburg,22,1999,29,18,"1,524",16.9,5,8,13,5,0,0,4,0,0.30,0.47,0.77,0.30,0.77
Ekin Celebi,de GER,DF,Hannover 96,22,2000,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jomaine Consbruch,de GER,MF,Arminia,20,2002,21,16,"1,291",14.3,4,2,6,4,0,0,5,0,0.28,0.14,0.42,0.28,0.42
Theo Corbeanu,ca CAN,"FW,MF",Arminia,20,2002,13,0,223,2.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Lukas Daschner,de GER,"FW,MF",St. Pauli,23,1998,34,30,"2,641",29.3,9,6,15,9,0,0,4,0,0.31,0.20,0.51,0.31,0.51
Jonas David,de GER,DF,Hamburger SV,22,2000,26,18,"1,602",17.8,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06
Jasper van der Werff,ch SUI,DF,Paderborn 07,23,1998,7,6,461,5.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Maximilian Dietz,us USA,DF,Greuther Fürth,20,2002,4,1,100,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Benno Dietze,de GER,MF,Hansa Rostock,19,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Dennis Dressel,de GER,MF,Hansa Rostock,23,1998,34,31,"2,814",31.3,2,2,4,2,0,0,5,0,0.06,0.06,0.13,0.06,0.13
Rick van Drongelen,nl NED,DF,Hansa Rostock,23,1998,23,19,"1,837",20.4,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05
Eldin Dzogovic,lu LUX,DF,Magdeburg,19,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Franck Evina,cm CMR,FW,Sandhausen,22,2000,13,3,462,5.1,3,1,4,3,0,0,3,0,0.58,0.19,0.78,0.58,0.78
Ömer Faruk Beyaz,tr TUR,MF,Magdeburg,18,2003,3,0,52,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Betim Fazliji,xk KVX,"DF,MF",St. Pauli,23,1999,19,6,571,6.3,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
Elione Fernandes Neto,de GER,MF,Düsseldorf,16,2005,12,3,296,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Florian Flick,de GER,MF,Nürnberg,22,2000,16,15,"1,318",14.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Oliver Fobassam,de GER,DF,Greuther Fürth,19,2003,4,3,279,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Sadik Fofana,tg TOG,"MF,DF",Nürnberg,19,2003,19,6,700,7.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Antonio Foti,cy CYP,FW,Hannover 96,18,2003,11,1,170,1.9,0,1,1,0,0,0,1,0,0.00,0.53,0.53,0.00,0.53
Nils Fröling,se SWE,"MF,FW",Hansa Rostock,22,2000,26,10,929,10.3,3,0,3,3,0,0,0,0,0.29,0.00,0.29,0.29,0.29
Linus Gechter,de GER,DF,Braunschweig,18,2004,5,5,367,4.1,0,1,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25
Tom Geerkens,de GER,MF,Düsseldorf,21,2000,3,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Silas Gnaka,ci CIV,"DF,MF",Magdeburg,23,1998,32,30,"2,484",27.6,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04
Benjamin Goller,de GER,MF,Nürnberg,23,1999,7,2,237,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Jannik Graf,de GER,FW,Jahn R'burg,17,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Lasse Günther,de GER,DF,Jahn R'burg,19,2003,16,8,664,7.4,0,2,2,0,0,0,2,0,0.00,0.27,0.27,0.00,0.27
Robin Hack,de GER,"MF,FW",Arminia,23,1998,33,32,"2,754",30.6,10,5,15,7,3,3,6,0,0.33,0.16,0.49,0.23,0.39
Ogechika Heil,de GER,MF,Hamburger SV,21,2000,1,0,19,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Jannis Heuer,de GER,DF,Paderborn 07,23,1999,26,24,"2,093",23.3,3,1,4,3,0,0,1,0,0.13,0.04,0.17,0.13,0.17
Ron-Thorben Hoffmann,de GER,GK,Braunschweig,23,1999,12,11,"1,010",11.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Marcel Hoffmeier,de GER,"DF,MF",Paderborn 07,23,1999,32,31,"2,676",29.7,1,1,2,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07
Bashir Humphreys,eng ENG,DF,Paderborn 07,19,2003,12,12,"1,080",12.0,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08
Mehmet Ibrahimi,de GER,FW,Braunschweig,19,2003,2,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Luc Ihorst,de GER,"FW,MF",Braunschweig,22,2000,11,3,315,3.5,0,1,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29
Burak İnce,tr TUR,MF,Arminia,18,2004,2,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Gian-Luca Itter,de GER,"DF,MF",Greuther Fürth,23,1999,19,15,"1,394",15.5,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06
Frederik Jäkel,de GER,DF,Arminia,21,2001,25,17,"1,557",17.3,1,1,2,1,0,0,2,1,0.06,0.06,0.12,0.06,0.12
Jermain,ao ANG,FW,Nürnberg,19,2003,3,1,100,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Marco John,de GER,"MF,DF",Greuther Fürth,20,2002,25,22,"2,067",23.0,0,4,4,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17
Benjamin Kanuric,at AUT,MF,Arminia,19,2003,10,1,239,2.7,1,0,1,1,0,0,1,0,0.38,0.00,0.38,0.38,0.38
Michał Karbownik,pl POL,"DF,MF",Düsseldorf,21,2001,26,20,"1,850",20.6,1,4,5,1,0,0,5,0,0.05,0.19,0.24,0.05,0.24
Noah Katterbach,de GER,"DF,MF",Hamburger SV,21,2001,11,5,531,5.9,0,2,2,0,0,0,1,0,0.00,0.34,0.34,0.00,0.34
Mikkel Kaufmann,dk DEN,FW,Karlsruher,21,2001,30,18,"1,617",18.0,10,6,16,10,0,0,6,0,0.56,0.33,0.89,0.56,0.89
Bryang Kayo,us USA,MF,Nürnberg,20,2002,2,1,43,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Thomas Keller,de GER,"DF,MF",Heidenheim,22,1999,7,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Christian Kinsombi,de GER,MF,Sandhausen,22,1999,31,23,"2,035",22.6,6,3,9,6,0,0,4,0,0.27,0.13,0.40,0.27,0.40
Christoph Klarer,at AUT,DF,Düsseldorf,22,2000,30,28,"2,544",28.3,2,1,3,2,0,0,8,0,0.07,0.04,0.11,0.07,0.11
Kai Klefisch,de GER,MF,Paderborn 07,22,1999,15,11,995,11.1,1,1,2,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18
Colin Kleine-Bekel,de GER,DF,Holstein Kiel,19,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mateo Klimowicz,de GER,MF,Arminia,22,2000,5,1,120,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Derrick Köhn,de GER,"MF,DF",Hannover 96,23,1999,33,33,"2,956",32.8,5,5,10,5,0,0,7,0,0.15,0.15,0.30,0.15,0.30
Medin Kojić,de GER,MF,Paderborn 07,16,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ransford Königsdörffer,gh GHA,"FW,MF",Hamburger SV,20,2001,31,16,"1,533",17.0,8,1,9,8,0,0,3,1,0.47,0.06,0.53,0.47,0.53
Louis Köster,de GER,MF,Hansa Rostock,19,2003,2,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Tim Köther,de GER,MF,Heidenheim,21,2001,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Julian Krahl,de GER,GK,Kaiserslautern,22,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Elija Krahn,de GER,MF,Hamburger SV,18,2003,4,1,92,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Florian Krüger,de GER,FW,Arminia,23,1999,4,1,123,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Noah Kruth,de GER,GK,Magdeburg,19,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ahmed Kutucu,tr TUR,FW,Sandhausen,22,2000,22,5,640,7.1,2,1,3,2,0,0,5,0,0.28,0.14,0.42,0.28,0.42
Bryan Lasme,fr FRA,"FW,MF",Arminia,23,1998,32,15,"1,589",17.7,7,3,10,7,0,0,5,1,0.40,0.17,0.57,0.40,0.57
Jamie Lawrence,de GER,DF,Magdeburg,19,2002,25,13,"1,296",14.4,0,1,1,0,0,0,4,2,0.00,0.07,0.07,0.00,0.07
Andre Leipold,de GER,FW,Darmstadt 98,20,2001,4,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Enzo Leopold,de GER,MF,Hannover 96,22,2000,21,11,918,10.2,0,4,4,0,0,0,4,0,0.00,0.39,0.39,0.00,0.39
Ivan Lepinjica,hr CRO,MF,Arminia,23,1999,22,15,"1,323",14.7,0,1,1,0,0,0,8,0,0.00,0.07,0.07,0.00,0.07
Lex Lobinger,de GER,FW,Kaiserslautern,23,1999,29,2,617,6.9,2,1,3,2,0,0,4,0,0.29,0.15,0.44,0.29,0.44
Jan Luca Schuler,de GER,FW,Magdeburg,23,1999,12,8,620,6.9,1,0,1,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15
Yannik Lührs,de GER,DF,Hannover 96,18,2003,4,4,355,3.9,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
Lennard Maloney,us USA,"MF,DF",Heidenheim,22,1999,33,31,"2,629",29.2,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03
Marcel Mansfeld,de GER,FW,Düsseldorf,21,2001,4,0,28,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Igor Matanovic,hr CRO,FW,St. Pauli,19,2003,18,6,621,6.9,0,1,1,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14
Jakov Medić,hr CRO,DF,St. Pauli,23,1998,29,29,"2,587",28.7,4,0,4,4,0,0,4,0,0.14,0.00,0.14,0.14,0.14
Omar Megeed,de GER,MF,Hamburger SV,16,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Connor Metcalfe,au AUS,"FW,MF",St. Pauli,22,1999,30,13,"1,246",13.8,3,2,5,3,0,0,4,0,0.22,0.14,0.36,0.22,0.36
Oualid Mhamdi,ma MAR,DF,Greuther Fürth,19,2003,7,1,116,1.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
William Mikelbrencis,fr FRA,DF,Hamburger SV,18,2004,6,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Monju Momuluh,de GER,MF,Hannover 96,20,2002,5,2,210,2.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Francisco Montero,es ESP,DF,Hamburger SV,23,1999,4,2,185,2.1,0,1,1,0,0,0,4,2,0.00,0.49,0.49,0.00,0.49
Andreas Müller,de GER,MF,Magdeburg,22,2000,19,18,"1,508",16.8,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06
Niclas Nadj,de GER,MF,Paderborn 07,21,2000,11,2,317,3.5,0,1,1,0,0,0,2,0,0.00,0.28,0.28,0.00,0.28
Paul Nebel,de GER,"MF,FW",Karlsruher,19,2002,32,25,"2,240",24.9,4,6,10,4,0,0,7,0,0.16,0.24,0.40,0.16,0.40
András Németh,hu HUN,FW,Hamburger SV,19,2002,11,0,137,1.5,2,0,2,2,0,0,0,0,1.31,0.00,1.31,1.31,1.31
David Nemeth,at AUT,DF,St. Pauli,21,2001,8,8,594,6.6,1,0,1,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15
Julian Niehues,de GER,MF,Kaiserslautern,21,2001,29,26,"2,079",23.1,2,0,2,2,0,0,6,0,0.09,0.00,0.09,0.09,0.09
Noel Niemann,de GER,"FW,MF",Arminia,22,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jona Niemiec,de GER,FW,Düsseldorf,20,2001,12,1,221,2.5,1,1,2,1,0,0,0,0,0.41,0.41,0.81,0.41,0.81
Fabian Nürnberger,bg BUL,"MF,DF",Nürnberg,23,1999,24,20,"1,708",19.0,1,2,3,1,0,0,7,0,0.05,0.11,0.16,0.05,0.16
Marvin Obuz,de GER,FW,Holstein Kiel,20,2002,10,1,150,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Kelvin Ofori,gh GHA,MF,Paderborn 07,21,2001,5,0,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Aaron Opoku,de GER,"FW,MF",Hamburger SV,23,1999,3,0,39,0.4,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
Aaron Opoku,de GER,MF,Kaiserslautern,23,1999,20,12,"1,046",11.6,2,4,6,2,0,0,2,0,0.17,0.34,0.52,0.17,0.52
David Otto,de GER,FW,St. Pauli,23,1999,27,4,681,7.6,2,0,2,2,0,0,3,0,0.26,0.00,0.26,0.26,0.26
Merveille Papela,de GER,MF,Sandhausen,21,2001,19,17,"1,458",16.2,2,0,2,2,0,0,6,0,0.12,0.00,0.12,0.12,0.12
Enrique Peña Zauner,ve VEN,MF,Braunschweig,22,2000,5,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Lukas Petkov,bg BUL,"MF,FW",Greuther Fürth,21,2000,15,6,601,6.7,2,2,4,2,0,0,1,0,0.30,0.30,0.60,0.30,0.60
Patric Pfeiffer,de GER,DF,Darmstadt 98,22,1999,24,20,"1,715",19.1,4,1,5,4,0,0,7,2,0.21,0.05,0.26,0.21,0.26
Immanuel Pherai,sr SUR,MF,Braunschweig,21,2001,27,20,"1,775",19.7,9,5,14,8,1,1,5,0,0.46,0.25,0.71,0.41,0.66
Marvin Pieringer,de GER,FW,Paderborn 07,22,1999,23,18,"1,521",16.9,10,8,18,10,0,2,6,1,0.59,0.47,1.07,0.59,1.07
Afimico Pululu,fr FRA,"FW,MF",Greuther Fürth,23,1999,13,0,158,1.8,1,0,1,1,0,0,1,0,0.57,0.00,0.57,0.57,0.57
Elidon Qenaj,de GER,FW,Heidenheim,19,2003,3,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Matheo Raab,de GER,GK,Hamburger SV,23,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sidney Raebiger,de GER,MF,Greuther Fürth,17,2005,3,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Melvin Ramusović,de GER,MF,Heidenheim,21,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Tobias Raschl,de GER,MF,Greuther Fürth,22,2000,29,20,"1,851",20.6,2,2,4,2,0,0,4,0,0.10,0.10,0.19,0.10,0.19
Ludovit Reis,nl NED,MF,Hamburger SV,22,2000,33,33,"2,844",31.6,9,5,14,9,0,0,5,0,0.28,0.16,0.44,0.28,0.44
Julian Rieckmann,de GER,MF,Magdeburg,21,2000,6,2,172,1.9,1,0,1,1,0,0,1,0,0.52,0.00,0.52,0.52,0.52
Clemens Riedel,de GER,"DF,MF",Darmstadt 98,19,2003,19,9,840,9.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Marvin-Lee Rittmüller,de GER,DF,Heidenheim,23,1999,14,1,258,2.9,0,1,1,0,0,0,0,0,0.00,0.35,0.35,0.00,0.35
Tim Rossmann,de GER,MF,Karlsruher,18,2003,13,2,252,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Elias Saad,tn TUN,"FW,MF",St. Pauli,22,1999,7,5,411,4.6,2,1,3,2,0,0,2,0,0.44,0.22,0.66,0.44,0.66
Tom Sanne,de GER,MF,Hamburger SV,18,2004,2,0,11,0.1,1,0,1,1,0,0,0,0,8.18,0.00,8.18,8.18,8.18
Ron Schallenberg,de GER,MF,Paderborn 07,23,1998,33,33,"2,963",32.9,3,1,4,3,0,0,8,0,0.09,0.03,0.12,0.09,0.12
Lukas Schleimer,de GER,"MF,FW",Nürnberg,22,1999,15,9,736,8.2,1,1,2,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24
Jan Schöppner,de GER,MF,Heidenheim,23,1999,27,26,"2,189",24.3,1,1,2,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08
Tim Schreiber,de GER,GK,Holstein Kiel,20,2002,10,10,850,9.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Léo Scienza,br BRA,FW,Magdeburg,23,1998,11,2,230,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Tim Sechelmann,de GER,DF,Magdeburg,23,1999,11,3,402,4.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Kevin Sessa,de GER,MF,Heidenheim,22,2000,32,13,"1,603",17.8,3,2,5,3,0,0,4,0,0.17,0.11,0.28,0.17,0.28
Erik Shuranov,de GER,FW,Nürnberg,20,2002,16,2,368,4.1,1,0,1,0,1,1,2,0,0.24,0.00,0.24,0.00,0.00
Armindo Sieb,de GER,FW,Greuther Fürth,19,2003,30,23,"1,627",18.1,4,1,5,4,0,0,3,0,0.22,0.06,0.28,0.22,0.28
Tim Siersleben,de GER,DF,Heidenheim,22,2000,28,27,"2,273",25.3,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04
Sarpreet Singh,nz NZL,MF,Jahn R'burg,23,1999,14,13,"1,023",11.4,1,1,2,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18
Dennis Smarsch,de GER,GK,St. Pauli,23,1999,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Angelos Stavridis,de GER,FW,Kaiserslautern,19,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jonas Sterner,de GER,MF,Holstein Kiel,20,2002,5,2,199,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,22,2000,15,8,758,8.4,3,0,3,3,0,0,2,0,0.36,0.00,0.36,0.36,0.36
Richmond Tachie,de GER,FW,Paderborn 07,23,1999,17,2,334,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ao Tanaka,jp JPN,MF,Düsseldorf,23,1998,22,20,"1,743",19.4,1,1,2,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10
Anssi Tapio Suhonen,fi FIN,MF,Hamburger SV,21,2001,16,2,404,4.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Lino Tempelmann,de GER,MF,Nürnberg,23,1999,31,30,"2,711",30.1,2,2,4,2,0,0,6,0,0.07,0.07,0.13,0.07,0.13
Timmy Tillman,de GER,MF,Greuther Fürth,23,1999,15,9,819,9.1,1,0,1,1,0,0,0,1,0.11,0.00,0.11,0.11,0.11
Boris Tomiak,de GER,"DF,MF",Kaiserslautern,23,1998,33,33,"2,970",33.0,3,2,5,3,0,0,9,0,0.09,0.06,0.15,0.09,0.15
Fabio Torsiello,it ITA,FW,Darmstadt 98,17,2005,4,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Nicolo Tresoldi,de GER,FW,Hannover 96,17,2004,13,6,426,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Takashi Uchino,jp JPN,MF,Düsseldorf,21,2001,4,0,40,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Jonas Urbig,de GER,GK,Jahn R'burg,18,2003,17,17,"1,530",17.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Can Uzun,tr TUR,MF,Nürnberg,16,2005,3,1,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Christian Viet,de GER,"MF,DF",Jahn R'burg,23,1999,22,13,"1,303",14.5,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07
Oscar Vilhelmsson,se SWE,MF,Darmstadt 98,18,2003,14,2,383,4.3,2,0,2,2,0,0,2,0,0.47,0.00,0.47,0.47,0.47
Niko Vukancic,de GER,DF,Düsseldorf,20,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mario Vušković,hr CRO,DF,Hamburger SV,20,2001,16,16,"1,421",15.8,2,1,3,2,0,0,3,0,0.13,0.06,0.19,0.13,0.19
Magnus Warming,dk DEN,FW,Darmstadt 98,22,2000,18,1,328,3.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Timon Weiner,de GER,GK,Holstein Kiel,23,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Max Weiß,de GER,GK,Karlsruher,18,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
