Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League
Nicolò Cambiaghi,it ITA,"FW,MF",Empoli,21,2000,14.3,30.0,22,11.0,12.0,7.0,8.0,27.0,29.6,19.0,19.0,1.0,18.0,9,39.0,8.0,0.0,SerieA
Andrea Cambiaso,it ITA,DF,Bologna,22,2000,24.1,57.0,34,34.0,20.0,3.0,28.0,65.0,43.1,37.0,26.0,2.0,24.0,26,83.0,33.0,1.0,SerieA
Matteo Cancellieri,it ITA,FW,Lazio,20,2002,2.8,10.0,4,5.0,3.0,2.0,5.0,9.0,55.6,4.0,4.0,0.0,4.0,1,11.0,2.0,0.0,SerieA
Andrea Carboni,it ITA,DF,Monza,21,2001,1.9,3.0,2,2.0,0.0,1.0,2.0,5.0,40.0,3.0,3.0,2.0,1.0,3,6.0,2.0,1.0,SerieA
Franco Carboni,it ITA,"DF,FW",Monza,19,2003,0.7,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,1,2.0,0.0,0.0,SerieA
Valentin Carboni,ar ARG,"MF,DF",Inter,17,2005,0.3,1.0,1,0.0,1.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,0,1.0,0.0,0.0,SerieA
Marco Carnesecchi,it ITA,GK,Cremonese,22,2000,27.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,11.0,2.0,SerieA
Tommaso Cassandro,it ITA,DF,Lecce,22,2000,0.1,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0,1.0,0.0,0.0,SerieA
Emil Ceide,no NOR,FW,Sassuolo,20,2001,5.7,5.0,2,5.0,0.0,0.0,3.0,5.0,60.0,2.0,3.0,1.0,2.0,1,6.0,0.0,0.0,SerieA
Michele Cerofolini,it ITA,GK,Fiorentina,23,1999,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,2.0,0.0,SerieA
Tio Cipot,si SVN,"FW,MF",Spezia,19,2003,1.5,12.0,7,6.0,3.0,3.0,6.0,8.0,75.0,2.0,0.0,0.0,0.0,0,12.0,2.0,0.0,SerieA
Nicolò Cocetta,it ITA,DF,Udinese,18,2003,0.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,SerieA
Lorenzo Colombo,it ITA,FW,Lecce,20,2002,16.8,17.0,9,1.0,9.0,7.0,6.0,14.0,42.9,8.0,22.0,0.0,22.0,2,19.0,7.0,0.0,SerieA
Andrea Colpani,it ITA,MF,Monza,23,1999,10.5,14.0,9,6.0,5.0,3.0,8.0,12.0,66.7,4.0,14.0,2.0,12.0,3,17.0,6.0,0.0,SerieA
Diego Coppola,it ITA,DF,Hellas Verona,18,2003,13.1,25.0,17,15.0,10.0,0.0,11.0,24.0,45.8,13.0,20.0,6.0,14.0,14,39.0,38.0,0.0,SerieA
Alessandro Cortinovis,it ITA,MF,Hellas Verona,21,2001,0.1,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0,SerieA
Mickaël Cuisance,fr FRA,MF,Sampdoria,22,1999,6.9,13.0,10,7.0,5.0,1.0,5.0,23.0,21.7,18.0,10.0,0.0,10.0,5,18.0,4.0,0.0,SerieA
Luca D'Andrea,it ITA,FW,Sassuolo,17,2004,3.5,4.0,0,2.0,1.0,1.0,1.0,4.0,25.0,3.0,2.0,0.0,2.0,1,5.0,1.0,0.0,SerieA
Flavius Daniliuc,at AUT,DF,Salernitana,21,2001,24.4,57.0,29,37.0,17.0,3.0,26.0,47.0,55.3,21.0,30.0,13.0,17.0,29,86.0,76.0,0.0,SerieA
Juan David Cabal,co COL,DF,Hellas Verona,21,2001,4.9,10.0,6,7.0,3.0,0.0,7.0,12.0,58.3,5.0,8.0,5.0,3.0,13,23.0,12.0,0.0,SerieA
Charles De Ketelaere,be BEL,"MF,FW",Milan,21,2001,12.4,26.0,12,7.0,14.0,5.0,13.0,30.0,43.3,17.0,14.0,2.0,12.0,4,30.0,9.0,0.0,SerieA
Tommaso De Nipoti,it ITA,MF,Atalanta,19,2003,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,SerieA
Koni De Winter,be BEL,DF,Empoli,20,2002,11.4,14.0,9,11.0,3.0,0.0,5.0,13.0,38.5,8.0,14.0,12.0,2.0,6,20.0,65.0,0.0,SerieA
Duccio Degl'Innocenti,it ITA,MF,Empoli,19,2003,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,SerieA
Sergiño Dest,us USA,DF,Milan,21,2000,3.7,12.0,6,3.0,5.0,4.0,3.0,4.0,75.0,1.0,1.0,0.0,1.0,4,16.0,2.0,0.0,SerieA
Brahim Díaz,ma MAR,"MF,FW",Milan,22,1999,21.4,32.0,15,5.0,22.0,5.0,5.0,15.0,33.3,10.0,11.0,0.0,11.0,7,39.0,6.0,0.0,SerieA
Dodô,br BRA,DF,Fiorentina,23,1998,25.9,40.0,22,20.0,14.0,6.0,22.0,46.0,47.8,24.0,26.0,2.0,24.0,25,65.0,37.0,0.0,SerieA
Josh Doig,sct SCO,DF,Hellas Verona,20,2002,15.0,19.0,8,6.0,7.0,6.0,6.0,16.0,37.5,10.0,25.0,6.0,19.0,11,30.0,13.0,1.0,SerieA
Festy Ebosele,ie IRL,DF,Udinese,19,2002,4.6,15.0,10,8.0,7.0,0.0,4.0,10.0,40.0,6.0,5.0,0.0,5.0,2,17.0,5.0,0.0,SerieA
Enzo Ebosse,cm CMR,DF,Udinese,23,1999,10.3,15.0,9,11.0,4.0,0.0,9.0,13.0,69.2,4.0,27.0,6.0,21.0,11,26.0,29.0,0.0,SerieA
Éderson,br BRA,MF,Atalanta,23,1999,24.6,67.0,34,18.0,42.0,7.0,29.0,66.0,43.9,37.0,56.0,7.0,49.0,36,103.0,31.0,0.0,SerieA
Emmanuel Ekong,se SWE,"FW,MF",Empoli,20,2002,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA
Mikael Ellertsson,is ISL,"MF,DF",Spezia,20,2002,1.9,4.0,2,1.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,2,6.0,0.0,0.0,SerieA
Elif Elmas,mk MKD,"FW,MF",Napoli,22,1999,18.1,24.0,13,8.0,12.0,4.0,11.0,23.0,47.8,12.0,18.0,2.0,16.0,11,35.0,5.0,0.0,SerieA
Salvatore Esposito,it ITA,MF,Spezia,21,2000,10.8,15.0,12,8.0,5.0,2.0,5.0,21.0,23.8,16.0,9.0,1.0,8.0,11,26.0,18.0,0.0,SerieA
Nicolò Fagioli,it ITA,MF,Juventus,21,2001,16.9,29.0,19,12.0,15.0,2.0,8.0,27.0,29.6,19.0,16.0,2.0,14.0,8,37.0,7.0,1.0,SerieA
Jacopo Fazzini,it ITA,MF,Empoli,19,2003,9.2,31.0,17,20.0,8.0,3.0,18.0,34.0,52.9,16.0,15.0,3.0,12.0,7,38.0,19.0,0.0,SerieA
Lewis Ferguson,sct SCO,"MF,FW",Bologna,22,1999,25.7,44.0,25,16.0,20.0,8.0,20.0,40.0,50.0,20.0,22.0,7.0,15.0,19,63.0,25.0,0.0,SerieA
Davide Frattesi,it ITA,MF,Sassuolo,22,1999,31.9,63.0,36,24.0,29.0,10.0,25.0,44.0,56.8,19.0,27.0,6.0,21.0,16,79.0,42.0,0.0,SerieA
Matteo Gabbia,it ITA,DF,Milan,22,1999,6.8,17.0,10,12.0,5.0,0.0,6.0,8.0,75.0,2.0,8.0,3.0,5.0,5,22.0,29.0,0.0,SerieA
Gianluca Gaetano,it ITA,MF,Napoli,22,2000,0.8,5.0,3,1.0,3.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,1,6.0,0.0,0.0,SerieA
Adolfo Gaich,ar ARG,FW,Hellas Verona,23,1999,8.1,5.0,3,0.0,3.0,2.0,1.0,6.0,16.7,5.0,7.0,2.0,5.0,3,8.0,7.0,1.0,SerieA
Antonino Gallo,it ITA,DF,Lecce,22,2000,27.6,56.0,36,35.0,12.0,9.0,38.0,57.0,66.7,19.0,37.0,6.0,31.0,13,69.0,71.0,0.0,SerieA
Valentin Gendrey,fr FRA,DF,Lecce,22,2000,34.5,88.0,57,54.0,25.0,9.0,40.0,71.0,56.3,31.0,45.0,4.0,41.0,37,125.0,89.0,0.0,SerieA
Mario Gila,es ESP,DF,Lazio,21,2000,1.0,3.0,1,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,6.0,3.0,0.0,SerieA
Gvidas Gineitis,lt LTU,MF,Torino,18,2004,1.5,3.0,1,0.0,2.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,3.0,1.0,0.0,SerieA
Joan Gonzàlez,es ESP,MF,Lecce,20,2002,24.4,48.0,28,20.0,18.0,10.0,17.0,51.0,33.3,34.0,37.0,8.0,29.0,16,64.0,28.0,0.0,SerieA
Axel Guessand,fr FRA,DF,Udinese,17,2004,0.9,2.0,1,2.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,2,4.0,3.0,0.0,SerieA
Isak Hien,se SWE,DF,Hellas Verona,23,1999,29.0,73.0,36,54.0,19.0,0.0,38.0,61.0,62.3,23.0,40.0,17.0,23.0,31,104.0,92.0,1.0,SerieA
Morten Hjulmand,dk DEN,MF,Lecce,23,1999,32.9,90.0,52,49.0,40.0,1.0,37.0,67.0,55.2,30.0,43.0,11.0,32.0,72,162.0,54.0,0.0,SerieA
Emil Holm,se SWE,DF,Spezia,22,2000,15.5,26.0,15,13.0,8.0,5.0,16.0,31.0,51.6,15.0,21.0,6.0,15.0,9,35.0,41.0,0.0,SerieA
Petko Hristov,bg BUL,DF,Spezia,23,1999,4.1,6.0,4,2.0,4.0,0.0,5.0,8.0,62.5,3.0,4.0,2.0,2.0,4,10.0,12.0,0.0,SerieA
Rasmus Højlund,dk DEN,FW,Atalanta,19,2003,20.4,4.0,3,0.0,2.0,2.0,1.0,6.0,16.7,5.0,9.0,1.0,8.0,1,5.0,5.0,0.0,SerieA
Roger Ibanez,br BRA,DF,Roma,23,1998,31.1,67.0,33,38.0,26.0,3.0,32.0,48.0,66.7,16.0,30.0,11.0,19.0,66,133.0,95.0,2.0,SerieA
Antonio Iervolino,it ITA,MF,Salernitana,19,2003,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA
Ivan Ilić,rs SRB,MF,Hellas Verona,21,2001,9.5,16.0,10,9.0,7.0,0.0,6.0,11.0,54.5,5.0,10.0,1.0,9.0,8,24.0,14.0,0.0,SerieA
Ivan Ilić,rs SRB,MF,Torino,21,2001,13.1,18.0,7,6.0,11.0,1.0,10.0,20.0,50.0,10.0,12.0,3.0,9.0,5,23.0,10.0,0.0,SerieA
Samuel Iling-Junior,eng ENG,"DF,FW",Juventus,18,2003,3.5,7.0,2,3.0,1.0,3.0,4.0,9.0,44.4,5.0,5.0,1.0,4.0,2,9.0,6.0,0.0,SerieA
Emirhan İlkhan,tr TUR,MF,Torino,18,2004,1.0,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,3.0,1.0,2.0,2,3.0,2.0,0.0,SerieA
Emirhan İlkhan,tr TUR,MF,Sampdoria,18,2004,1.3,6.0,3,2.0,2.0,2.0,2.0,3.0,66.7,1.0,5.0,1.0,4.0,0,6.0,3.0,0.0,SerieA
Mihailo Ivanović,rs SRB,FW,Sampdoria,17,2004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA
Þórir Jóhann Helgason,is ISL,MF,Lecce,21,2000,2.5,2.0,2,1.0,0.0,1.0,2.0,3.0,66.7,1.0,3.0,1.0,2.0,3,5.0,3.0,0.0,SerieA
Hamed Junior Traorè,ci CIV,"MF,FW",Sassuolo,22,2000,6.6,11.0,6,4.0,6.0,1.0,4.0,11.0,36.4,7.0,4.0,0.0,4.0,2,13.0,0.0,1.0,SerieA
Yayah Kallon,sl SLE,"MF,FW",Hellas Verona,21,2001,9.6,14.0,10,5.0,4.0,5.0,7.0,12.0,58.3,5.0,10.0,0.0,10.0,8,22.0,5.0,0.0,SerieA
Pierre Kalulu,fr FRA,DF,Milan,22,2000,28.3,57.0,39,33.0,21.0,3.0,28.0,42.0,66.7,14.0,41.0,17.0,24.0,41,98.0,56.0,1.0,SerieA
Denso Kasius,nl NED,DF,Bologna,19,2002,3.8,12.0,6,7.0,4.0,1.0,8.0,10.0,80.0,2.0,6.0,3.0,3.0,3,15.0,6.0,0.0,SerieA
Moise Kean,it ITA,FW,Juventus,22,2000,11.1,8.0,6,2.0,5.0,1.0,3.0,7.0,42.9,4.0,4.0,0.0,4.0,5,13.0,2.0,0.0,SerieA
Jakub Kiwior,pl POL,DF,Spezia,22,2000,16.0,22.0,17,15.0,7.0,0.0,6.0,24.0,25.0,18.0,26.0,18.0,8.0,24,46.0,71.0,1.0,SerieA
Raimonds Krollis,lv LVA,"FW,DF",Spezia,20,2001,0.4,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,SerieA
Marash Kumbulla,al ALB,DF,Roma,22,2000,2.9,4.0,4,2.0,2.0,0.0,2.0,3.0,66.7,1.0,2.0,1.0,1.0,4,8.0,6.0,0.0,SerieA
Khvicha Kvaratskhelia,ge GEO,FW,Napoli,21,2001,28.0,43.0,23,12.0,8.0,23.0,17.0,43.0,39.5,26.0,20.0,0.0,20.0,5,48.0,6.0,1.0,SerieA
Armand Lauriente,fr FRA,FW,Sassuolo,23,1998,24.2,21.0,15,5.0,7.0,9.0,8.0,21.0,38.1,13.0,20.0,0.0,20.0,12,33.0,8.0,0.0,SerieA
Marko Lazetić,rs SRB,FW,Milan,18,2004,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA
Rafael Leão,pt POR,"FW,MF",Milan,23,1999,26.9,8.0,7,2.0,3.0,3.0,6.0,14.0,42.9,8.0,9.0,2.0,7.0,15,23.0,8.0,0.0,SerieA
Matteo Lovato,it ITA,DF,Salernitana,22,2000,9.0,17.0,14,14.0,3.0,0.0,10.0,25.0,40.0,15.0,8.0,5.0,3.0,13,30.0,33.0,2.0,SerieA
Jordan Majchrzak,pl POL,FW,Roma,17,2004,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA
Lorenzo Malagrida,it ITA,"MF,DF",Sampdoria,18,2003,1.2,1.0,0,0.0,0.0,1.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,0,1.0,1.0,0.0,SerieA
Daniel Maldini,it ITA,"FW,MF",Spezia,20,2001,7.0,12.0,5,3.0,4.0,5.0,4.0,11.0,36.4,7.0,9.0,0.0,9.0,1,13.0,8.0,0.0,SerieA
Youssef Maleh,ma MAR,MF,Fiorentina,23,1998,3.3,3.0,1,0.0,3.0,0.0,0.0,4.0,0.0,4.0,5.0,0.0,5.0,1,4.0,3.0,0.0,SerieA
Youssef Maleh,ma MAR,MF,Lecce,23,1998,7.5,17.0,8,3.0,7.0,7.0,6.0,14.0,42.9,8.0,20.0,1.0,19.0,5,22.0,10.0,0.0,SerieA
Luís Maximiano,pt POR,GK,Lazio,23,1999,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA
Weston McKennie,us USA,"MF,DF",Juventus,23,1998,11.7,14.0,5,3.0,9.0,2.0,5.0,8.0,62.5,3.0,15.0,4.0,11.0,11,25.0,15.0,1.0,SerieA
Tommaso Milanese,it ITA,MF,Cremonese,20,2002,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,SerieA
Fabio Miretti,it ITA,"MF,FW",Juventus,18,2003,13.7,24.0,11,15.0,6.0,3.0,12.0,29.0,41.4,17.0,20.0,1.0,19.0,4,28.0,11.0,0.0,SerieA
Filippo Missori,it ITA,DF,Roma,18,2004,2.0,4.0,3,3.0,0.0,1.0,3.0,6.0,50.0,3.0,0.0,0.0,0.0,3,7.0,5.0,0.0,SerieA
Daniele Montevago,it ITA,FW,Sampdoria,19,2003,2.6,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0,1.0,1.0,0.0,SerieA
Mert Müldür,tr TUR,"FW,DF",Sassuolo,23,1999,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA
Herculano Nabian,pt POR,MF,Empoli,18,2004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA
Michel Ndary Adopo,fr FRA,"MF,DF",Torino,22,2000,2.9,7.0,2,4.0,2.0,1.0,1.0,3.0,33.3,2.0,2.0,2.0,0.0,1,8.0,4.0,0.0,SerieA
Cyril Ngonge,be BEL,"MF,FW",Hellas Verona,22,2000,8.3,7.0,3,2.0,2.0,3.0,3.0,11.0,27.3,8.0,7.0,0.0,7.0,6,13.0,4.0,0.0,SerieA
Hans Nicolussi Caviglia,it ITA,MF,Salernitana,22,2000,6.5,15.0,6,5.0,8.0,2.0,9.0,15.0,60.0,6.0,9.0,0.0,9.0,7,22.0,7.0,1.0,SerieA
Dimitris Nikolaou,gr GRE,DF,Spezia,23,1998,32.9,45.0,32,31.0,10.0,4.0,25.0,37.0,67.6,12.0,41.0,26.0,15.0,27,72.0,82.0,0.0,SerieA
Samuel Ntanda,be BEL,MF,Sampdoria,17,2005,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA
Caleb Okoli,it ITA,DF,Atalanta,21,2001,10.7,21.0,17,14.0,6.0,1.0,10.0,25.0,40.0,15.0,10.0,5.0,5.0,30,51.0,44.0,3.0,SerieA
Victor Osimhen,ng NGA,FW,Napoli,23,1998,28.5,10.0,6,1.0,2.0,7.0,0.0,7.0,0.0,7.0,6.0,1.0,5.0,6,16.0,29.0,0.0,SerieA
Simone Pafundi,it ITA,"MF,FW",Udinese,16,2006,0.9,8.0,5,1.0,5.0,2.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,1,9.0,0.0,0.0,SerieA
Flavio Paoletti,it ITA,MF,Sampdoria,19,2003,3.2,2.0,2,0.0,2.0,0.0,1.0,5.0,20.0,4.0,1.0,0.0,1.0,5,7.0,9.0,0.0,SerieA
Fabiano Parisi,it ITA,DF,Empoli,21,2000,31.4,65.0,35,37.0,21.0,7.0,30.0,72.0,41.7,42.0,51.0,16.0,35.0,41,106.0,91.0,0.0,SerieA
Pietro Pellegri,it ITA,FW,Torino,21,2001,5.2,6.0,2,1.0,3.0,2.0,2.0,3.0,66.7,1.0,5.0,1.0,4.0,0,6.0,4.0,0.0,SerieA
Luca Pellegrini,it ITA,DF,Lazio,23,1999,2.0,1.0,0,0.0,1.0,0.0,1.0,4.0,25.0,3.0,3.0,0.0,3.0,7,8.0,4.0,0.0,SerieA
Nehuén Pérez,ar ARG,DF,Udinese,22,2000,31.3,77.0,40,54.0,20.0,3.0,39.0,55.0,70.9,16.0,53.0,23.0,30.0,35,112.0,106.0,1.0,SerieA
Roberto Piccoli,it ITA,FW,Hellas Verona,21,2001,2.1,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0,1.0,2.0,0.0,SerieA
Roberto Piccoli,it ITA,FW,Empoli,21,2001,5.7,1.0,1,1.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,1.0,3.0,1,2.0,9.0,0.0,SerieA
Andrea Pinamonti,it ITA,FW,Sassuolo,23,1999,24.0,10.0,7,0.0,5.0,5.0,3.0,7.0,42.9,4.0,19.0,2.0,17.0,2,12.0,11.0,0.0,SerieA
Lorenzo Pirola,it ITA,DF,Salernitana,20,2002,21.6,33.0,29,18.0,14.0,1.0,19.0,27.0,70.4,8.0,50.0,35.0,15.0,30,63.0,85.0,1.0,SerieA
Niccolò Pisilli,it ITA,MF,Roma,17,2004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA
Tommaso Pobega,it ITA,MF,Milan,23,1999,9.8,27.0,16,8.0,15.0,4.0,13.0,20.0,65.0,7.0,12.0,4.0,8.0,9,36.0,11.0,0.0,SerieA
Niklas Pyyhtiä,fi FIN,MF,Bologna,18,2003,1.2,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,2.0,4.0,0.0,SerieA
Giacomo Quagliata,it ITA,DF,Cremonese,22,2000,7.8,10.0,8,7.0,1.0,2.0,5.0,11.0,45.5,6.0,7.0,2.0,5.0,11,21.0,8.0,0.0,SerieA
Antonio Raimondo,it ITA,FW,Bologna,18,2004,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,SerieA
Luca Ranieri,it ITA,DF,Fiorentina,23,1999,5.6,9.0,4,6.0,3.0,0.0,6.0,9.0,66.7,3.0,5.0,3.0,2.0,11,20.0,15.0,1.0,SerieA
Filippo Ranocchia,it ITA,MF,Monza,21,2001,5.9,11.0,6,5.0,4.0,2.0,4.0,12.0,33.3,8.0,5.0,1.0,4.0,4,15.0,7.0,0.0,SerieA
Giacomo Raspadori,it ITA,FW,Sassuolo,22,2000,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA
Giacomo Raspadori,it ITA,"FW,MF",Napoli,22,2000,10.1,10.0,8,0.0,6.0,4.0,4.0,10.0,40.0,6.0,9.0,0.0,9.0,4,14.0,4.0,0.0,SerieA
Panagiotis Retsos,gr GRE,DF,Hellas Verona,23,1998,1.4,5.0,4,2.0,2.0,1.0,3.0,3.0,100.0,0.0,4.0,1.0,3.0,2,7.0,3.0,0.0,SerieA
Samuele Ricci,it ITA,MF,Torino,20,2001,23.0,32.0,21,17.0,10.0,5.0,18.0,23.0,78.3,5.0,20.0,5.0,15.0,17,49.0,29.0,1.0,SerieA
Pablo Rodríguez,es ESP,"FW,MF",Lecce,20,2001,0.6,2.0,1,2.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,0,2.0,0.0,0.0,SerieA
Luka Romero,ar ARG,FW,Lazio,17,2004,1.7,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,3,3.0,1.0,0.0,SerieA
Nicolò Rovella,it ITA,MF,Monza,20,2001,19.3,45.0,29,22.0,21.0,2.0,13.0,36.0,36.1,23.0,20.0,1.0,19.0,40,85.0,17.0,0.0,SerieA
Nicolò Rovella,it ITA,MF,Juventus,20,2001,0.3,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,SerieA
Ruan,br BRA,DF,Sassuolo,23,1999,19.0,38.0,26,25.0,12.0,1.0,19.0,29.0,65.5,10.0,29.0,17.0,12.0,24,62.0,80.0,3.0,SerieA
Matteo Ruggeri,it ITA,"DF,MF",Atalanta,20,2002,9.2,17.0,12,5.0,9.0,3.0,8.0,16.0,50.0,8.0,14.0,3.0,11.0,12,29.0,16.0,0.0,SerieA
Alessandro Russo,it ITA,GK,Sassuolo,21,2001,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,SerieA
Alexis Saelemaekers,be BEL,"FW,DF",Milan,23,1999,15.6,31.0,20,12.0,16.0,3.0,19.0,41.0,46.3,22.0,13.0,1.0,12.0,19,50.0,11.0,0.0,SerieA
Lazar Samardzic,rs SRB,MF,Udinese,20,2002,20.5,33.0,16,9.0,20.0,4.0,17.0,43.0,39.5,26.0,13.0,0.0,13.0,11,44.0,16.0,0.0,SerieA
Leandro Sanca,gw GNB,"FW,MF",Spezia,22,2000,0.4,1.0,1,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,SerieA
Martin Satriano,uy URU,FW,Empoli,21,2001,18.9,13.0,8,5.0,6.0,2.0,6.0,14.0,42.9,8.0,5.0,0.0,5.0,3,16.0,22.0,0.0,SerieA
Giorgio Scalvini,it ITA,DF,Atalanta,18,2003,25.9,54.0,29,30.0,18.0,6.0,29.0,55.0,52.7,26.0,36.0,13.0,23.0,56,110.0,57.0,2.0,SerieA
Perr Schuurs,nl NED,DF,Torino,22,1999,25.8,51.0,25,29.0,17.0,5.0,14.0,26.0,53.8,12.0,28.0,16.0,12.0,28,79.0,102.0,0.0,SerieA
Demba Seck,sn SEN,"MF,FW",Torino,21,2001,5.8,5.0,2,3.0,2.0,0.0,2.0,3.0,66.7,1.0,3.0,1.0,2.0,1,6.0,1.0,0.0,SerieA
Telasco Segovia,ve VEN,MF,Sampdoria,19,2003,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA
Vivaldo Semedo,pt POR,"FW,MF",Udinese,17,2005,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,SerieA
Wilfried Singo,ci CIV,DF,Torino,21,2000,22.7,27.0,17,14.0,10.0,3.0,12.0,19.0,63.2,7.0,15.0,2.0,13.0,12,39.0,33.0,1.0,SerieA
Leo Skiri Østigård,no NOR,DF,Napoli,22,1999,4.7,4.0,1,3.0,1.0,0.0,1.0,1.0,100.0,0.0,3.0,3.0,0.0,6,10.0,18.0,1.0,SerieA
Ola Solbakken,no NOR,"MF,FW",Roma,23,1998,5.6,2.0,2,1.0,1.0,0.0,2.0,7.0,28.6,5.0,2.0,0.0,2.0,2,4.0,8.0,0.0,SerieA
Brandon Soppy,fr FRA,DF,Udinese,20,2002,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,0.0,4.0,1,2.0,1.0,0.0,SerieA
Brandon Soppy,fr FRA,DF,Atalanta,20,2002,7.1,8.0,5,4.0,4.0,0.0,3.0,9.0,33.3,6.0,10.0,0.0,10.0,3,11.0,7.0,0.0,SerieA
Joaquin Sosa,uy URU,DF,Bologna,20,2002,7.6,6.0,2,5.0,1.0,0.0,4.0,18.0,22.2,14.0,5.0,3.0,2.0,6,12.0,31.0,0.0,SerieA
Riccardo Sottil,it ITA,FW,Fiorentina,23,1999,9.3,4.0,3,2.0,0.0,2.0,2.0,5.0,40.0,3.0,2.0,0.0,2.0,0,4.0,0.0,0.0,SerieA
Matìas Soulé,ar ARG,"MF,FW",Juventus,19,2003,4.7,7.0,4,3.0,2.0,2.0,5.0,7.0,71.4,2.0,7.0,1.0,6.0,3,10.0,3.0,0.0,SerieA
Dávid Strelec,sk SVK,FW,Spezia,21,2001,1.9,2.0,2,0.0,1.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,SerieA
