Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1
Luis Guilherme,br BRA,"FW,DF",Palmeiras,17,2006,5,1,183,2.0,0,1,1,0,0,0,0,0,0.0,0.49,0.49,0.0,0.49,0.4,0.4,1.0,1.3,12.0,8.0,19.0,0.18,0.47,0.65,0.18,0.65
Zé Guilherme,br BRA,DF,Grêmio,18,2005,6,2,223,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,9.0,9.0,12.0,0.01,0.02,0.03,0.01,0.03
Gustavinho,br BRA,"MF,FW",Red Bull Bragantino,19,2004,27,11,954,10.6,1,3,4,1,0,0,1,0,0.09,0.28,0.38,0.09,0.38,0.9,0.9,1.5,2.4,9.0,45.0,33.0,0.08,0.14,0.22,0.08,0.22
Luiz Gustavo,br BRA,"DF,MF",Atl Goianiense,20,2003,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Gustavo,br BRA,MF,Corinthians,20,2003,11,6,526,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,4.0,16.0,8.0,0.03,0.04,0.07,0.03,0.07
Rafael Haller,uy URU,DF,Atl Goianiense,23,2000,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
Lucas Halter,br BRA,DF,Botafogo (RJ),23,2000,17,15,"1,353",15.0,1,0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07,0.4,0.4,0.1,0.5,8.0,42.0,1.0,0.02,0.01,0.03,0.02,0.03
Helinho,br BRA,"FW,MF",Red Bull Bragantino,23,2000,17,14,"1,102",12.2,7,2,9,7,0,0,4,0,0.57,0.16,0.74,0.57,0.74,3.4,3.4,2.1,5.5,35.0,43.0,74.0,0.27,0.17,0.45,0.27,0.45
Henrique,br BRA,FW,São Paulo,17,2006,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Luiz Henrique,br BRA,"FW,MF",Botafogo (RJ),23,2001,35,33,"2,533",28.1,7,3,10,6,1,1,3,0,0.25,0.11,0.36,0.21,0.32,7.1,6.4,3.8,10.1,85.0,74.0,261.0,0.25,0.13,0.39,0.22,0.36
Hércules,br BRA,MF,Fortaleza,23,2000,32,30,"2,317",25.7,4,1,5,4,0,0,6,2,0.16,0.04,0.19,0.16,0.19,1.5,1.5,1.5,3.0,32.0,96.0,70.0,0.06,0.06,0.12,0.06,0.12
Diego Hernández,uy URU,"FW,MF",Botafogo (RJ),23,2000,10,0,207,2.3,0,2,2,0,0,0,3,0,0.0,0.87,0.87,0.0,0.87,0.1,0.1,0.5,0.6,3.0,9.0,13.0,0.03,0.22,0.24,0.03,0.24
Lucca Holanda,br BRA,"FW,MF",Internacional,20,2003,9,3,299,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,4.0,2.0,13.0,0.05,0.05,0.1,0.05,0.1
Hugo,br BRA,DF,Botafogo (RJ),22,2001,9,4,443,4.9,0,1,1,0,0,0,0,0,0.0,0.2,0.2,0.0,0.2,0.3,0.3,1.0,1.2,9.0,22.0,15.0,0.06,0.19,0.25,0.06,0.25
Victor Hugo,br BRA,"FW,MF",Flamengo,19,2004,10,1,262,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,8.0,12.0,17.0,0.08,0.06,0.14,0.08,0.14
Victor Hugo,br BRA,"MF,FW",Fluminense,19,2004,5,2,106,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.01,0.0,0.01,0.01,0.01
Victor Hugo,br BRA,FW,Red Bull Bragantino,20,2003,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
José Hurtado,ec ECU,DF,Red Bull Bragantino,22,2001,17,15,"1,325",14.7,0,2,2,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14,0.2,0.2,2.2,2.4,39.0,56.0,70.0,0.01,0.15,0.16,0.01,0.16
Igor,br BRA,DF,São Paulo,16,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Igor,br BRA,MF,Flamengo,20,2003,3,2,76,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,4.0,0.0,0.0,0.23,0.23,0.0,0.23
Isaac,br BRA,FW,Atlético Mineiro,19,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,1.0,0.62,0.0,0.62,0.62,0.62
Isaac,br BRA,"FW,MF",Fluminense,19,2004,7,1,170,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,10.0,4.0,16.0,0.1,0.0,0.1,0.1,0.1
Isaque,br BRA,FW,Fluminense,16,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jadsom,br BRA,"MF,DF",Red Bull Bragantino,22,2001,30,21,"1,663",18.5,0,1,1,0,0,0,10,1,0.0,0.05,0.05,0.0,0.05,0.2,0.2,0.6,0.8,11.0,89.0,16.0,0.01,0.03,0.04,0.01,0.04
Jadson,br BRA,"FW,MF",Cuiabá,18,2005,7,1,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,4.0,1.0,16.0,0.22,0.0,0.22,0.22,0.22
Igor Jesus,br BRA,FW,Botafogo (RJ),22,2001,22,16,"1,454",16.2,5,3,8,5,0,0,2,0,0.31,0.19,0.5,0.31,0.5,6.8,6.8,2.6,9.4,20.0,35.0,134.0,0.42,0.16,0.58,0.42,0.58
Jhosefer,br BRA,FW,Cruzeiro,19,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
Jonathan,br BRA,DF,Cruzeiro,19,2004,5,4,342,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaio Jorge,br BRA,FW,Cruzeiro,22,2002,16,13,"1,163",12.9,2,2,4,2,0,1,3,0,0.15,0.15,0.31,0.15,0.31,5.3,4.5,1.4,5.9,20.0,18.0,56.0,0.41,0.11,0.52,0.35,0.46
Jhonatan Jowjow,br BRA,MF,Palmeiras,21,2002,3,1,142,1.6,0,1,1,0,0,0,0,0,0.0,0.63,0.63,0.0,0.63,0.5,0.5,0.1,0.7,4.0,9.0,12.0,0.34,0.07,0.41,0.34,0.41
Jhonatan Jowjow,br BRA,"MF,FW",Red Bull Bragantino,21,2002,18,16,"1,157",12.9,3,3,6,3,0,0,2,0,0.23,0.23,0.47,0.23,0.47,2.2,2.2,2.6,4.8,46.0,56.0,76.0,0.17,0.21,0.37,0.17,0.37
Daniel Jr,br BRA,"MF,FW",Vitória,21,2002,5,1,136,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.5,3.0,4.0,14.0,0.06,0.3,0.36,0.06,0.36
Juliano,br BRA,FW,Red Bull Bragantino,15,2008,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Julimar,br BRA,"FW,MF",Ath Paranaense,23,2001,31,17,"1,665",18.5,6,2,8,6,0,0,4,0,0.32,0.11,0.43,0.32,0.43,5.7,5.7,2.3,8.0,83.0,43.0,173.0,0.31,0.13,0.44,0.31,0.44
Kaiki,br BRA,DF,Cruzeiro,20,2003,18,13,"1,184",13.2,1,0,1,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08,0.5,0.5,1.0,1.4,31.0,32.0,67.0,0.04,0.07,0.11,0.04,0.11
Kauan,br BRA,MF,Fortaleza,18,2005,3,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.03,0.03,0.0,0.03
Kauan,br BRA,"FW,MF",Cuiabá,18,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Kauê,br BRA,"MF,FW",Botafogo (RJ),19,2004,8,2,167,1.9,1,0,1,1,0,0,0,0,0.54,0.0,0.54,0.54,0.54,0.2,0.2,0.0,0.2,4.0,4.0,10.0,0.1,0.01,0.11,0.1,0.11
Kayke,br BRA,"MF,FW",Corinthians,19,2004,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.12,0.0,0.12,0.12,0.12
Kenji,br BRA,"FW,MF",Cruzeiro,18,2006,4,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,2.0,8.0,0.0,0.13,0.13,0.0,0.13
John Kennedy,br BRA,"FW,MF",Fluminense,21,2002,22,5,674,7.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.1,1.4,12.0,10.0,71.0,0.18,0.02,0.19,0.18,0.19
Gabriel Knesowitsch,br BRA,DF,Cuiabá,20,2003,5,3,288,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Matías Lacava,ve VEN,"FW,MF",Atl Goianiense,21,2002,12,5,478,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,1.3,22.0,12.0,45.0,0.16,0.08,0.24,0.16,0.24
Lawan,br BRA,FW,Vitória,18,2005,4,0,106,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.0,1.0,5.0,0.19,0.3,0.49,0.19,0.49
Lázaro,br BRA,"FW,MF",Palmeiras,21,2002,18,8,773,8.6,2,0,2,2,0,0,0,0,0.23,0.0,0.23,0.23,0.23,2.7,2.7,0.5,3.3,28.0,41.0,72.0,0.32,0.06,0.38,0.32,0.38
Leandrinho,br BRA,"DF,FW",Vasco da Gama,18,2005,18,5,541,6.0,1,1,2,1,0,0,1,0,0.17,0.17,0.33,0.17,0.33,0.1,0.1,0.1,0.2,9.0,16.0,38.0,0.02,0.02,0.03,0.02,0.03
Leonardo Linck,br BRA,GK,Ath Paranaense,22,2001,14,14,"1,223",13.6,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03
Bruno Lopes,br BRA,FW,Vasco da Gama,16,2007,1,0,11,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
José López,ar ARG,FW,Palmeiras,23,2000,35,24,"2,140",23.8,10,2,12,10,0,0,8,0,0.42,0.08,0.5,0.42,0.5,9.4,9.4,3.0,12.3,32.0,41.0,111.0,0.39,0.13,0.52,0.39,0.52
Lorran,br BRA,"MF,FW",Flamengo,17,2006,19,8,706,7.8,1,1,2,1,0,0,0,0,0.13,0.13,0.25,0.13,0.25,2.0,2.0,0.9,2.9,32.0,39.0,61.0,0.25,0.12,0.37,0.25,0.37
Lucão,br BRA,GK,Red Bull Bragantino,22,2001,8,6,631,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
Jan Lucumí González,co COL,"FW,MF",Fluminense,19,2004,3,0,92,1.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,3.0,1.0,10.0,0.15,0.34,0.48,0.15,0.48
Luighi,br BRA,"MF,FW",Palmeiras,17,2006,3,0,21,0.2,1,0,1,1,0,0,0,0,4.29,0.0,4.29,4.29,4.29,1.2,1.2,0.0,1.2,1.0,0.0,4.0,5.15,0.0,5.15,5.15,5.15
Lyncon,br BRA,DF,Vasco da Gama,18,2005,1,0,45,0.5,1,0,1,1,0,0,0,0,2.0,0.0,2.0,2.0,2.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34
João Machado Cruz,br BRA,"MF,FW",Ath Paranaense,17,2006,18,10,838,9.3,1,2,3,1,0,0,2,0,0.11,0.21,0.32,0.11,0.32,0.7,0.7,1.0,1.8,22.0,37.0,61.0,0.08,0.11,0.19,0.08,0.19
Guilherme Madruga,br BRA,"MF,FW",Cuiabá,23,2000,6,0,104,1.2,0,1,1,0,0,0,2,0,0.0,0.87,0.87,0.0,0.87,0.2,0.2,0.6,0.9,1.0,8.0,4.0,0.22,0.55,0.77,0.22,0.77
Talles Magno,br BRA,"FW,MF",Corinthians,21,2002,14,6,487,5.4,2,1,3,2,0,0,2,0,0.37,0.18,0.55,0.37,0.55,2.5,2.5,0.8,3.3,17.0,16.0,38.0,0.47,0.14,0.61,0.47,0.61
Caio Maia,br BRA,FW,Atlético Mineiro,18,2005,2,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,7.0,0.51,0.0,0.51,0.51,0.51
Pablo Maia,br BRA,MF,São Paulo,22,2002,3,3,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,0.0,18.0,3.0,0.05,0.05,0.11,0.05,0.11
Léo Mana,br BRA,DF,Corinthians,19,2004,5,3,208,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0
Luis Mandaca,br BRA,MF,Juventude,22,2001,30,10,"1,101",12.2,4,2,6,4,0,0,5,0,0.33,0.16,0.49,0.33,0.49,4.9,4.9,1.6,6.5,24.0,41.0,59.0,0.4,0.13,0.53,0.4,0.53
Dé Marcão,br BRA,DF,Atl Goianiense,22,2001,1,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.11,0.0,0.11,0.11,0.11
Marcelinho,br BRA,"FW,MF",Juventude,21,2002,25,9,"1,002",11.1,2,3,5,2,0,0,2,1,0.18,0.27,0.45,0.18,0.45,2.3,2.3,0.5,2.8,19.0,29.0,66.0,0.2,0.04,0.24,0.2,0.24
João Marcelo,br BRA,DF,Cruzeiro,23,2000,31,30,"2,692",29.9,0,2,2,0,0,0,7,1,0.0,0.07,0.07,0.0,0.07,0.8,0.8,0.8,1.7,43.0,135.0,9.0,0.03,0.03,0.06,0.03,0.06
Erick Marcus,br BRA,"FW,MF",Vasco da Gama,19,2004,6,0,174,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,4.0,9.0,13.0,0.1,0.16,0.26,0.1,0.26
Marquinhos,br BRA,"FW,DF",Fluminense,20,2003,20,15,"1,270",14.1,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,0.9,0.9,2.3,3.2,57.0,36.0,118.0,0.06,0.16,0.23,0.06,0.23
Martinelli,br BRA,"MF,DF",Fluminense,22,2001,34,34,"2,644",29.4,1,1,2,1,0,0,9,0,0.03,0.03,0.07,0.03,0.07,1.0,1.0,0.9,1.8,29.0,121.0,35.0,0.04,0.03,0.07,0.03,0.06
Matheus Martins,br BRA,"FW,MF",Botafogo (RJ),20,2003,14,4,456,5.1,2,0,2,2,0,0,0,0,0.39,0.0,0.39,0.39,0.39,1.6,1.6,1.0,2.6,26.0,22.0,49.0,0.31,0.19,0.51,0.31,0.51
Gustavo Martins Santos,br BRA,DF,Grêmio,21,2002,19,16,"1,377",15.3,2,0,2,2,0,0,1,1,0.13,0.0,0.13,0.13,0.13,2.1,2.1,0.0,2.1,1.0,45.0,5.0,0.14,0.0,0.14,0.14,0.14
Matheuzinho,br BRA,DF,Corinthians,23,2000,31,23,"2,244",24.9,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,1.7,1.7,1.6,3.3,43.0,99.0,124.0,0.07,0.06,0.13,0.07,0.13
Ricardo Mathias,br BRA,"FW,MF",Internacional,17,2006,6,0,92,1.0,1,0,1,1,0,0,2,0,0.98,0.0,0.98,0.98,0.98,1.1,1.1,0.4,1.5,2.0,1.0,8.0,1.08,0.36,1.44,1.08,1.44
Mauricio,br BRA,MF,Internacional,22,2001,5,5,381,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,7.0,6.0,34.0,0.06,0.17,0.23,0.06,0.23
Mauricio,br BRA,MF,Palmeiras,22,2001,20,12,"1,132",12.6,3,0,3,3,0,0,1,0,0.24,0.0,0.24,0.24,0.24,3.5,3.5,1.1,4.6,13.0,47.0,97.0,0.28,0.09,0.37,0.28,0.37
Max,br BRA,"FW,MF",Atl Goianiense,21,2002,14,0,263,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,13.0,5.0,32.0,0.1,0.19,0.29,0.1,0.29
Max,br BRA,MF,Cuiabá,22,2001,23,16,"1,217",13.5,1,0,1,1,0,0,3,0,0.07,0.0,0.07,0.07,0.07,1.1,1.1,1.5,2.6,20.0,58.0,50.0,0.08,0.11,0.19,0.08,0.19
Eduardo Melo,br BRA,FW,Criciúma,22,2001,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Douglas Mendes,br BRA,DF,Red Bull Bragantino,19,2004,20,13,"1,346",15.0,2,0,2,2,0,0,2,0,0.13,0.0,0.13,0.13,0.13,1.6,1.6,0.1,1.7,9.0,29.0,2.0,0.11,0.0,0.11,0.11,0.11
Nathan Mendes,br BRA,DF,Red Bull Bragantino,21,2002,16,11,"1,165",12.9,0,1,1,0,0,0,6,0,0.0,0.08,0.08,0.0,0.08,0.5,0.5,0.9,1.4,17.0,51.0,31.0,0.04,0.07,0.11,0.04,0.11
Vinicius Mendonça,br BRA,FW,Red Bull Bragantino,19,2004,19,7,718,8.0,2,0,2,2,0,0,3,0,0.25,0.0,0.25,0.25,0.25,1.7,1.7,0.9,2.6,32.0,22.0,68.0,0.21,0.11,0.32,0.21,0.32
Gabriel Menino,br BRA,"MF,FW",Palmeiras,23,2000,27,11,"1,067",11.9,1,0,1,1,0,0,7,1,0.08,0.0,0.08,0.08,0.08,2.1,2.1,1.4,3.4,25.0,73.0,70.0,0.18,0.11,0.29,0.18,0.29
Luis Miguel,br BRA,"MF,FW",Vitória,18,2005,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.1,0.1,0.0,0.1
Miguel Monsalve,co COL,"FW,MF",Grêmio,19,2004,19,10,978,10.9,3,1,4,3,0,0,3,1,0.28,0.09,0.37,0.28,0.37,2.6,2.6,1.0,3.6,35.0,44.0,41.0,0.24,0.09,0.33,0.24,0.33
João Moreira,pt POR,"DF,MF",São Paulo,19,2004,5,3,195,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,14.0,0.01,0.0,0.01,0.01,0.01
Gabriel Moscardo,br BRA,MF,Corinthians,18,2005,2,1,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,4.0,0.0,0.11,0.0,0.11,0.11,0.11
Henry Mosquera,co COL,"FW,MF",Red Bull Bragantino,22,2001,34,18,"1,934",21.5,1,2,3,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,4.3,4.3,2.1,6.4,97.0,38.0,154.0,0.2,0.1,0.3,0.2,0.3
Mycael,br BRA,GK,Ath Paranaense,19,2004,19,17,"1,565",17.4,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Léo Naldi,br BRA,MF,Vitória,22,2001,21,11,"1,103",12.3,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.6,13.0,45.0,18.0,0.04,0.01,0.05,0.04,0.05
Matheus Nascimento,br BRA,FW,Botafogo (RJ),19,2004,1,1,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nata,br BRA,DF,Grêmio,22,2001,11,5,506,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan,br BRA,DF,Internacional,22,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaiky Naves,br BRA,DF,Palmeiras,21,2002,11,9,733,8.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,2.0,41.0,2.0,0.01,0.03,0.05,0.01,0.05
Rodrigo Nestor,br BRA,"MF,FW",São Paulo,23,2000,25,10,984,10.9,0,2,2,0,0,0,3,0,0.0,0.18,0.18,0.0,0.18,1.1,1.1,1.4,2.6,29.0,50.0,59.0,0.1,0.13,0.23,0.1,0.23
José Vitor Silva Neves,br BRA,"MF,FW",Ath Paranaense,23,2000,9,0,176,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,12.0,6.0,0.09,0.0,0.09,0.09,0.09
Newton,br BRA,MF,Criciúma,23,2000,30,26,"2,299",25.5,1,1,2,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,1.6,1.6,1.0,2.6,35.0,80.0,58.0,0.06,0.04,0.1,0.06,0.1
Gustavo Nunes,br BRA,"FW,MF",Grêmio,18,2005,20,11,"1,238",13.8,3,1,4,3,0,0,5,0,0.22,0.07,0.29,0.22,0.29,1.9,1.9,1.3,3.2,52.0,48.0,99.0,0.14,0.1,0.23,0.14,0.23
Luis Otávio,br BRA,MF,Internacional,16,2007,6,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.07,0.0,0.07,0.07,0.07
Juan Pablo,br BRA,DF,Cuiabá,21,2002,4,4,341,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,17.0,13.0,0.04,0.0,0.04,0.04,0.04
Ruan Pablo,br BRA,MF,Bahia,15,2008,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Brahian Palacios,co COL,"DF,MF",Atlético Mineiro,21,2002,19,8,801,8.9,2,3,5,1,1,1,4,0,0.22,0.34,0.56,0.11,0.45,2.4,1.6,1.1,2.7,40.0,23.0,103.0,0.27,0.12,0.39,0.18,0.3
Sergio Palacios,co COL,DF,Red Bull Bragantino,18,2005,1,0,30,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Paranhos,br BRA,"FW,MF",Atl Goianiense,17,2006,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.0,0.16,0.76,0.91,0.16,0.91
Patryck,br BRA,DF,São Paulo,21,2003,12,6,615,6.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,11.0,22.0,29.0,0.01,0.02,0.02,0.01,0.02
Paulinho,br BRA,"FW,MF",Atlético Mineiro,23,2000,26,22,"1,991",22.1,8,1,9,7,1,1,3,1,0.36,0.05,0.41,0.32,0.36,5.9,5.1,1.6,6.7,54.0,79.0,158.0,0.27,0.07,0.34,0.23,0.3
João Pedro,br BRA,"FW,MF",Cruzeiro,20,2003,3,0,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,2.0,0.06,0.0,0.06,0.06,0.06
João Pedro,br BRA,MF,Vasco da Gama,18,2005,10,4,432,4.8,0,1,1,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21,0.3,0.3,0.2,0.5,4.0,20.0,14.0,0.05,0.04,0.1,0.05,0.1
João Pedro,br BRA,DF,Corinthians,20,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabrizio Peralta,py PAR,MF,Cruzeiro,21,2002,9,3,275,3.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,3.0,17.0,4.0,0.04,0.06,0.1,0.04,0.1
Lucas Piton,br BRA,DF,Vasco da Gama,23,2000,32,31,"2,703",30.0,1,5,6,1,0,0,5,0,0.03,0.17,0.2,0.03,0.2,0.6,0.6,3.6,4.2,63.0,104.0,143.0,0.02,0.12,0.14,0.02,0.14
Gonzalo Plata,ec ECU,"FW,MF",Flamengo,23,2000,11,8,684,7.6,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13,1.6,1.6,1.9,3.5,25.0,27.0,68.0,0.21,0.25,0.46,0.21,0.46
