Squad,Season,standard_Gls,shooting_Sh,shooting_SoT,shooting_xG,shooting_G-xG,Team_Att_Score,passing_xAG,passing_Ast,passing_KP,passing_PPA,passing_PrgP,Team_Mid_Score,defense_Tkl+Int,defense_Blocks,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Clr,defense_Tkl,defense_Int,Team_Def_Score
Le Havre,2023-2024,90.72463768115944,90.32967032967032,96.45569620253163,90.26086956521742,74.3046357615894,93.13352554939064,94.66666666666666,85.08474576271188,87.69230769230771,88.48484848484848,79.4453507340946,87.96085587791902,55.05827505827507,79.5670995670996,75.8730158730159,65.35433070866142,81.58273381294967,84.19753086419755,71.69230769230768,75.27272727272727,34.58823529411768,71.85907859078588
Lecce,2023-2024,94.20289855072464,68.87912087912088,79.24050632911391,82.19130434782609,97.61589403973508,90.51583359581323,84.91954022988506,85.08474576271188,68.35164835164836,88.08080808080807,80.48939641109297,80.29490379503503,56.923076923076934,56.36363636363639,58.09523809523813,67.8740157480315,55.68345323741009,76.2962962962963,59.794871794871796,64.36363636363636,60.47058823529416,80.12646793134596
Lens,2023-2024,76.81159420289856,71.6923076923077,69.1139240506329,66.88695652173914,87.01986754966886,72.97894507305017,72.7816091954023,76.9491525423729,70.54945054945055,60.20202020202019,51.71288743882545,62.997699116815944,68.2983682983683,69.1774891774892,72.91005291005294,90.5511811023622,47.62589928057555,69.38271604938274,87.41880341880342,76.72727272727272,65.17647058823535,61.133816743572815
Leverkusen,2023-2024,28.115942028985515,49.8901098901099,36.20253164556961,39.75652173913045,27.41721854304633,32.527318101422225,39.67816091954022,20.0,43.73626373626375,38.38383838383838,27.373572593800972,35.08226322332061,100.0,90.64935064935065,99.15343915343918,100.0,93.09352517985612,56.543209876543216,99.58974358974359,99.99999999999999,100.00000000000003,28.455284552845555
Lille,2023-2024,71.0144927536232,80.30769230769232,70.126582278481,74.5391304347826,59.20529801324503,74.15162454873645,77.19540229885058,72.8813559322034,80.21978021978022,74.34343434343434,61.89233278955953,73.17565718363676,61.958041958041974,94.45887445887448,59.78835978835981,73.54330708661418,61.438848920863336,59.50617283950619,84.0,67.03030303030302,68.00000000000003,55.81061692969874
Liverpool,2023-2024,36.231884057971016,20.0,20.50632911392404,20.0,83.57615894039733,25.908947738230808,24.04597701149426,34.91525423728815,20.0,28.4848484848485,20.0,20.0,46.480186480186475,40.43290043290045,39.4708994708995,71.33858267716536,33.8129496402878,31.851851851851862,82.76923076923077,46.90909090909092,68.00000000000003,67.01963117192145
Lorient,2023-2024,81.44927536231884,92.61538461538461,85.31645569620252,90.53913043478263,52.582781456953626,88.42536282799892,91.35632183908046,79.66101694915255,91.20879120879121,79.99999999999999,73.31158238172918,84.18274394710652,64.00932400932402,69.52380952380955,78.41269841269845,68.18897637795277,88.48920863309355,85.18518518518519,52.410256410256395,80.6060606060606,46.82352941176474,87.6422764227643
Luton Town,2023-2024,72.17391304347827,82.24175824175825,85.82278481012656,83.16521739130437,45.430463576158914,79.50621471664283,86.94252873563218,71.52542372881356,82.19780219780219,80.20202020202021,85.05709624796086,83.40373318785396,44.61538461538463,34.199134199134235,60.63492063492066,53.7007874015748,64.89208633093529,56.543209876543216,37.230769230769226,52.484848484848484,52.47058823529413,95.20229555236735
Lyon,2023-2024,73.33333333333334,80.13186813186813,68.60759493670885,72.86956521739131,67.682119205298,74.4481864657282,74.4367816091954,72.8813559322034,77.80219780219781,64.04040404040404,53.278955954322996,66.8468626028355,70.16317016317016,86.14718614718618,76.29629629629632,81.73228346456693,83.88489208633095,50.61728395061729,85.5042735042735,80.6060606060606,62.35294117647062,80.87804878048792
Mainz 05,2023-2024,84.92753623188406,73.62637362637362,85.82278481012656,80.10434782608698,80.39735099337747,84.5060935720689,82.3448275862069,74.23728813559323,75.38461538461539,80.6060606060606,81.40293637846653,79.60316009165916,55.990675990675996,51.861471861471884,77.5661375661376,77.00787401574803,55.10791366906477,81.23456790123458,66.22222222222223,72.36363636363635,42.588235294117666,77.69488283118119
