Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions_x,Tkl+Int,Clearances,Errors,Source_League,Interceptions_y
ar ARG,MF,Banfield,22,1999,7,7,599,6.7,3,2,5,1,2,2,1,0,0.45,0.3,0.75,0.15,0.45,,,,,,,,,,,,,300000.0,Giuliano Galoppo,1544,G. Galoppo,22,72,82,179,73,Right,74,MF,10,5000000,10000,338,66,68,66,76,62,343,66,68,64,74,71,351,70,67,72,70,72,364,75,70,80,65,74,334,60,58,71,76,69,184,59,65,60,42,10,11,8,7,6,3,Medium,Medium,1,16.0,11.0,2.0,10.0,4.0,6.0,19.0,31.6,13.0,8.0,0.0,8.0,3.0,19.0,5.0,0.0,BrazilSerieA,58.0
ar ARG,MF,Defensa y Just,21,2000,18,10,849,9.4,1,0,1,1,0,0,2,0,0.11,0.0,0.11,0.11,0.11,,,,,,,,,,,,,2500000.0,Tomás Galván,2374,T. Galván,21,66,76,172,65,Right,68,MF,10,1900000,4000,291,62,60,40,68,61,323,72,67,55,61,68,368,81,71,79,58,79,270,65,50,54,39,62,254,54,29,60,60,51,107,39,35,33,47,14,6,6,13,8,3,Medium,Low,1,,1.0,,,,,,,,,,,0.0,,,,LigaProfesionalArgentina,29.0
ar ARG,MF,Vélez Sarsfield,22,1999,23,19,"1,667",18.5,1,2,3,1,0,0,8,0,0.05,0.11,0.16,0.05,0.16,,,,,,,,,,,,,1000000.0,Nicolás Garayalde,2360,N. Garayalde,21,66,76,182,76,Right,69,MF,10,1900000,3000,272,58,52,39,74,49,312,70,58,48,68,68,331,67,65,69,64,66,261,57,49,54,48,53,280,48,52,66,70,44,148,58,50,40,40,7,12,8,8,5,4,Medium,Low,1,,8.0,,,,,,,,,,,2.0,,,,LigaProfesionalArgentina,52.0
ar ARG,MF,Sarmiento,22,1999,4,1,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3000000.0,Manuel García,416,Manu García,23,73,80,169,66,Right,75,MF,7,6000000,8000,338,67,66,58,73,74,360,74,76,65,70,75,391,79,77,79,75,81,313,75,39,73,56,70,294,40,39,70,75,70,115,30,45,40,65,15,14,12,12,12,4,High,Medium,1,18.0,9.0,6.0,9.0,3.0,9.0,27.0,33.3,18.0,8.0,2.0,6.0,13.0,31.0,4.0,0.0,Laliga,39.0
ar ARG,MF,Sarmiento,22,1999,4,1,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3000000.0,Manuel García,416,Manu García,23,73,80,169,66,Right,75,MF,7,6000000,8000,338,67,66,58,73,74,360,74,76,65,70,75,391,79,77,79,75,81,313,75,39,73,56,70,294,40,39,70,75,70,115,30,45,40,65,15,14,12,12,12,4,High,Medium,1,,2.0,,,,,,,,,,,0.0,,,,Laliga2,39.0
ar ARG,MF,Sarmiento,22,1999,4,1,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3000000.0,Manuel García,416,Manu García,23,73,80,169,66,Right,75,MF,7,6000000,8000,338,67,66,58,73,74,360,74,76,65,70,75,391,79,77,79,75,81,313,75,39,73,56,70,294,40,39,70,75,70,115,30,45,40,65,15,14,12,12,12,4,High,Medium,1,,4.0,,,,,,,,,,,1.0,,,,LigaProfesionalArgentina,39.0
ar ARG,MF,Sarmiento,22,1999,4,1,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3000000.0,Manuel García,416,Manu García,23,73,80,169,66,Right,75,MF,7,6000000,8000,338,67,66,58,73,74,360,74,76,65,70,75,391,79,77,79,75,81,313,75,39,73,56,70,294,40,39,70,75,70,115,30,45,40,65,15,14,12,12,12,4,High,Medium,1,,43.0,,,,,,,,,,,25.0,,,,LigaProfesionalArgentina,39.0
ar ARG,"MF,FW",Patronato,22,1999,20,9,968,10.8,1,3,4,1,0,1,4,0,0.09,0.28,0.37,0.09,0.37,,,,,,,,,,,,,450000.0,Justo Giani,3037,J. Giani,22,62,70,180,69,Right,64,MF,8,900000,3000,295,59,60,55,62,59,279,64,56,41,59,59,324,69,73,64,57,61,286,60,58,59,51,58,254,47,22,61,60,64,62,23,22,17,53,11,7,13,14,8,3,High,Low,1,,7.0,,,,,,,,,,,5.0,,,,LigaProfesionalArgentina,22.0
ar ARG,"MF,FW",Talleres,20,2002,24,19,"1,491",16.6,1,3,4,0,1,2,5,0,0.06,0.18,0.24,0.0,0.18,,,,,,,,,,,,,1200000.0,Matías Godoy,2739,M. Godoy,19,64,80,172,68,Right,66,MF,16,1500000,2000,286,53,65,59,59,50,280,67,58,43,46,66,337,74,72,64,60,67,304,66,58,59,66,55,259,41,36,64,50,68,70,20,22,28,42,10,6,10,10,6,4,High,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,MF,Colón,19,2002,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2500000.0,Danilo Gómez,419,Dani Gómez,22,73,79,178,69,Right,75,MF,6,4900000,21000,317,49,76,62,68,62,310,74,56,49,57,74,358,75,79,71,68,65,350,79,64,68,71,68,274,38,31,75,64,66,105,38,32,35,52,7,10,13,8,14,3,Medium,Medium,1,7.0,4.0,3.0,2.0,2.0,4.0,12.0,33.3,8.0,3.0,0.0,3.0,3.0,10.0,5.0,0.0,Laliga,31.0
ar ARG,"MF,FW",Newell's OB,20,2001,26,16,"1,427",15.9,0,4,4,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,,,,,,,,,,,,,400000.0,Francisco González,853,Fran González,22,64,75,188,81,Right,66,MF,11,1200000,8000,205,35,21,55,64,30,194,40,25,24,53,52,252,51,56,41,59,45,276,35,70,68,78,25,229,77,55,29,28,40,193,60,68,65,47,10,6,7,13,11,2,Medium,High,1,,3.0,,,,,,,,,,,3.0,,,,LigaProfesionalArgentina,55.0
ar ARG,MF,Independiente,21,2000,19,11,972,10.8,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09,,,,,,,,,,,,,2300000.0,Lucas González,1735,L. González,21,70,78,169,68,Right,73,MF,8,3600000,6000,294,63,53,53,80,45,335,71,64,59,69,72,382,77,71,81,69,84,311,66,57,59,70,59,325,75,58,68,75,49,178,55,62,61,48,9,11,11,11,6,3,High,High,1,,9.0,,,,,,,,,,,4.0,,,,LigaProfesionalArgentina,58.0
ar ARG,"MF,FW",Banfield,19,2002,17,13,976,10.8,1,1,2,1,0,0,0,0,0.09,0.09,0.18,0.09,0.18,,,,,,,,,,,,,3000000.0,Matías González,3512,M. González,17,58,76,178,73,Right,59,MF,18,475000,500,221,41,42,48,59,31,245,54,40,36,57,58,304,62,61,58,57,66,259,46,54,60,55,44,234,64,56,33,37,44,178,58,60,60,46,8,14,11,5,8,3,Medium,Medium,1,,3.0,,,,,,,,,,,0.0,,,,LigaProfesionalArgentina,56.0
ar ARG,"MF,DF",Gimnasia–LP,23,1999,15,8,688,7.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,200000.0,Manuel Insaurralde,2176,M. Insaurralde,22,67,74,176,70,Right,69,MF,7,2100000,5000,278,51,52,47,73,55,309,66,52,51,69,71,350,78,68,73,66,65,310,56,71,74,63,46,312,64,57,64,68,59,172,60,54,58,49,8,14,6,9,12,2,Medium,Medium,1,,22.0,,,,,,,,,,,24.0,,,,LigaProfesionalArgentina,57.0
ar ARG,MF,Talleres,23,1998,3,2,181,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1000000.0,Fernando Juárez,3046,F. Juárez,22,62,69,177,66,Right,64,MF,7,800000,2000,254,49,38,59,68,40,287,58,47,46,70,66,308,59,59,57,60,73,289,61,66,67,56,39,285,68,57,54,62,44,165,59,49,57,41,5,10,7,7,12,2,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,MF,Estudiantes,20,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,225000.0,Bautista Kociubinski,2879,B. Kociubinski,20,63,76,180,78,Right,64,MF,13,1100000,2000,254,52,42,49,70,41,290,55,55,54,62,64,292,60,61,50,58,63,306,62,56,74,60,54,269,62,56,43,47,61,186,60,62,64,51,7,8,12,11,13,3,Medium,Medium,1,,14.0,,,,,,,,,,,7.0,,,,LigaProfesionalArgentina,56.0
ar ARG,MF,Godoy Cruz,20,2001,8,1,241,2.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2000000.0,Bruno Leyes,2539,B. Leyes,19,65,75,173,76,Left,67,MF,10,1500000,2000,249,43,47,51,70,38,280,68,43,38,64,67,362,74,74,74,63,77,313,67,60,77,56,53,302,76,61,58,60,47,182,59,66,57,43,7,11,9,9,7,3,High,Medium,1,,14.0,,,,,,,,,,,13.0,,,,LigaProfesionalArgentina,61.0
py PAR,MF,Banfield,20,2001,6,0,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,600000.0,Erik López,2186,E. López,20,67,75,175,76,Right,69,MF,8,2100000,4000,262,68,41,46,62,45,306,72,55,52,56,71,376,82,83,77,58,76,318,58,67,78,67,48,293,73,57,64,56,43,182,58,65,59,46,6,10,5,11,14,3,High,Medium,1,,17.0,,,,,,,,,,,24.0,,,,LigaProfesionalArgentina,57.0
ar ARG,MF,Defensa y Just,22,2000,16,10,"1,017",11.3,0,2,2,0,0,0,4,0,0.0,0.18,0.18,0.0,0.18,,,,,,,,,,,,,700000.0,Julián López,664,Javi López,19,68,80,183,75,Left,68,MF,12,2700000,5000,232,64,26,62,59,21,203,49,35,31,28,60,332,69,72,69,65,57,238,23,55,69,66,25,254,60,68,47,43,36,200,66,68,66,63,11,13,14,14,11,3,Medium,Medium,1,5.0,2.0,0.0,2.0,3.0,1.0,6.0,16.7,5.0,5.0,2.0,3.0,1.0,6.0,6.0,0.0,BrazilSerieA,68.0
ar ARG,MF,Defensa y Just,22,2000,16,10,"1,017",11.3,0,2,2,0,0,0,4,0,0.0,0.18,0.18,0.0,0.18,,,,,,,,,,,,,700000.0,Julián López,664,Javi López,19,68,80,183,75,Left,68,MF,12,2700000,5000,232,64,26,62,59,21,203,49,35,31,28,60,332,69,72,69,65,57,238,23,55,69,66,25,254,60,68,47,43,36,200,66,68,66,63,11,13,14,14,11,3,Medium,Medium,1,8.0,6.0,6.0,2.0,0.0,4.0,6.0,66.7,2.0,7.0,1.0,6.0,4.0,12.0,15.0,0.0,Laliga,68.0
ar ARG,MF,Defensa y Just,22,2000,16,10,"1,017",11.3,0,2,2,0,0,0,4,0,0.0,0.18,0.18,0.0,0.18,,,,,,,,,,,,,700000.0,Julián López,664,Javi López,19,68,80,183,75,Left,68,MF,12,2700000,5000,232,64,26,62,59,21,203,49,35,31,28,60,332,69,72,69,65,57,238,23,55,69,66,25,254,60,68,47,43,36,200,66,68,66,63,11,13,14,14,11,3,Medium,Medium,1,,0.0,,,,,,,,,,,0.0,,,,Laliga2,68.0
ar ARG,MF,Defensa y Just,22,2000,16,10,"1,017",11.3,0,2,2,0,0,0,4,0,0.0,0.18,0.18,0.0,0.18,,,,,,,,,,,,,700000.0,Julián López,664,Javi López,19,68,80,183,75,Left,68,MF,12,2700000,5000,232,64,26,62,59,21,203,49,35,31,28,60,332,69,72,69,65,57,238,23,55,69,66,25,254,60,68,47,43,36,200,66,68,66,63,11,13,14,14,11,3,Medium,Medium,1,,2.0,,,,,,,,,,,1.0,,,,LigaProfesionalArgentina,68.0
ar ARG,"DF,MF",Newell's OB,18,2003,21,18,"1,592",17.7,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,200000.0,Martín Luciano,3173,M. Luciano,17,61,77,177,70,Left,61,MF,16,775000,500,208,61,22,42,52,31,222,55,48,30,45,44,341,83,77,62,51,68,245,40,62,64,45,34,245,58,52,53,41,41,180,57,60,63,47,12,11,11,6,7,2,Medium,Medium,1,,0.0,,,,,,,,,,,0.0,,,,LigaProfesionalArgentina,52.0
ar ARG,"MF,FW",Unión,22,2000,23,14,"1,269",14.1,3,0,3,3,0,0,4,0,0.21,0.0,0.21,0.21,0.21,,,,,,,,,,,,,3000000.0,Imanol Machuca,2379,I. Machuca,21,66,75,170,68,Right,67,MF,9,1900000,3000,257,54,52,41,65,45,293,70,51,43,58,71,395,83,77,86,62,87,298,64,70,65,45,54,232,39,37,53,60,43,123,42,38,43,38,7,12,9,5,5,3,Medium,Medium,1,,7.0,,,,,,,,,,,7.0,,,,LigaProfesionalArgentina,37.0
ar ARG,MF,Independiente,19,2002,14,3,447,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,175000.0,Rodrigo Márquez,2722,R. Márquez,19,64,77,177,76,Left,66,MF,13,1400000,2000,287,50,65,58,62,52,296,70,57,51,50,68,356,76,73,79,60,68,295,65,63,50,54,63,252,45,21,65,56,65,88,23,36,29,51,10,7,13,12,9,3,Medium,Medium,1,,5.0,,,,,,,,,,,1.0,,,,LigaProfesionalArgentina,21.0
ar ARG,"MF,FW",San Lorenzo,21,2000,18,8,742,8.2,0,3,3,0,0,0,1,0,0.0,0.36,0.36,0.0,0.36,,,,,,,,,,,,,1700000.0,Agustín Martegani,2175,A. Martegani,21,67,77,183,74,Left,69,MF,10,2300000,4000,295,57,64,49,67,58,325,72,59,60,65,69,337,69,68,70,61,69,301,67,49,62,57,66,289,49,52,61,69,58,147,45,50,52,54,12,7,11,9,15,3,High,Medium,1,,0.0,,,,,,,,,,,5.0,,,,LigaProfesionalArgentina,52.0
ar ARG,MF,Unión,21,2000,18,12,"1,139",12.7,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,,,,,,,,,,,,,750000.0,Enzo Martín Roldán,2378,E. Roldán,20,66,75,176,70,Right,68,MF,9,1900000,3000,297,59,62,45,68,63,307,68,70,39,65,65,364,75,75,72,64,78,312,68,53,71,60,60,303,60,68,62,64,49,184,59,64,61,40,7,6,8,6,13,3,High,Medium,1,,14.0,,,,,,,,,,,19.0,,,,LigaProfesionalArgentina,68.0
ar ARG,MF,Colón,20,2001,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5000000.0,Aarón Martínez,1709,Arnau Martínez,18,70,82,181,75,Right,70,MF,12,3500000,2000,269,67,35,65,67,35,280,64,54,40,56,66,349,76,73,66,68,66,300,56,66,68,65,45,282,66,66,55,45,50,203,68,68,67,43,10,7,7,10,9,3,High,Medium,1,,9.0,,,,,,,,,,,9.0,,,,LigaProfesionalArgentina,66.0
ar ARG,"MF,FW",Boca Juniors,19,2002,18,7,752,8.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,300000.0,Cristian Medina,1730,C. Medina,19,70,82,178,70,Right,72,MF,12,3800000,5000,292,60,60,51,72,49,325,71,62,52,68,72,351,70,69,71,69,72,313,57,57,80,60,59,323,69,62,68,70,54,191,64,65,62,40,8,8,12,6,6,3,Medium,High,1,,14.0,,,,,,,,,,,7.0,,,,LigaProfesionalArgentina,62.0
ar ARG,MF,Patronato,21,2000,25,24,"1,748",19.4,4,1,5,4,0,0,4,0,0.21,0.05,0.26,0.21,0.26,,,,,,,,,,,,,250000.0,Sebastián Medina,2891,S. Medina,21,63,72,178,67,Left,64,MF,9,1100000,2000,270,61,52,46,61,50,275,64,51,46,49,65,356,74,75,70,65,72,280,67,40,67,55,51,267,53,45,47,57,65,134,31,55,48,58,11,13,8,13,13,3,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,"DF,MF",Colón,22,1999,12,9,785,8.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1500000.0,Eric Meza,1624,E. Meza,22,71,77,175,72,Right,72,MF,6,2800000,7000,284,67,57,54,67,39,312,73,69,37,64,69,385,82,80,82,69,72,345,73,63,75,67,67,313,64,65,73,66,45,199,60,70,69,60,14,11,8,15,12,3,High,High,1,,17.0,,,,,,,,,,,14.0,,,,LigaProfesionalArgentina,65.0
ar ARG,MF,Gimnasia–LP,21,2000,13,2,296,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,300000.0,Matías Miranda,2177,M. Miranda,21,67,77,174,65,Left,69,MF,10,2300000,5000,284,58,58,48,74,46,298,67,53,45,63,70,336,72,66,67,55,76,297,70,59,72,43,53,291,54,47,66,70,54,177,59,62,56,47,6,13,10,11,7,3,Medium,Medium,1,,6.0,,,,,,,,,,,7.0,,,,LigaProfesionalArgentina,47.0
ar ARG,MF,Racing Club,22,1999,26,26,"2,286",25.4,2,0,2,2,0,0,8,0,0.08,0.0,0.08,0.08,0.08,,,,,,,,,,,,,5000000.0,Aníbal Moreno,855,Alberto Moreno,19,64,81,175,69,Right,67,MF,17,1500000,6000,275,53,60,47,69,46,305,67,48,55,66,69,340,69,67,69,59,76,291,61,66,53,53,58,298,54,57,58,65,64,155,47,56,52,49,6,12,15,6,10,4,Medium,Medium,1,,44.0,,,,,,,,,,,39.0,,,,LigaProfesionalArgentina,57.0
ar ARG,MF,Unión,19,2002,21,18,"1,578",17.5,1,0,1,1,0,0,7,0,0.06,0.0,0.06,0.06,0.06,,,,,,,,,,,,,7000000.0,Juan Nardoni,2377,J. Nardoni,18,66,76,169,68,Right,69,MF,10,1800000,1000,273,50,55,45,72,51,308,67,55,48,68,70,358,74,70,80,59,75,297,64,61,69,47,56,297,64,47,61,68,57,179,55,61,63,38,5,12,6,9,6,3,Medium,Medium,1,,14.0,,,,,,,,,,,14.0,,,,LigaProfesionalArgentina,47.0
ar ARG,"MF,FW",Boca Juniors,21,2000,14,5,509,5.7,0,1,1,0,0,0,2,0,0.0,0.18,0.18,0.0,0.18,,,,,,,,,,,,,2500000.0,Aaron Nicolás Molinas,1728,A. Molinas,20,70,81,175,67,Right,72,MF,11,3500000,7000,281,69,56,39,73,44,329,72,51,60,73,73,353,76,67,77,67,66,302,60,55,73,53,61,253,46,26,60,77,44,121,38,44,39,52,9,8,10,10,15,3,Medium,Medium,1,,6.0,,,,,,,,,,,8.0,,,,LigaProfesionalArgentina,26.0
ar ARG,"FW,MF",Lanús,20,2002,23,6,794,8.8,1,2,3,1,0,0,2,0,0.11,0.23,0.34,0.11,0.34,,,,,,,,,,,,,2000000.0,Franco Orozco,2531,F. Orozco,19,65,83,165,61,Right,66,MF,18,1800000,3000,285,67,66,41,56,55,300,73,53,54,51,69,347,78,80,78,45,66,260,61,43,61,35,60,227,41,26,54,56,50,88,28,29,31,47,7,11,8,12,9,3,Medium,Medium,1,,3.0,,,,,,,,,,,0.0,,,,LigaProfesionalArgentina,26.0
ar ARG,MF,Banfield,22,1999,16,8,747,8.3,1,0,1,1,0,0,3,0,0.12,0.0,0.12,0.12,0.12,,,,,,,,,,,,,450000.0,Julián Palacios,2182,J. Palacios,22,67,74,165,65,Right,68,MF,7,2100000,5000,299,64,59,52,70,54,297,68,56,46,62,65,369,77,76,76,56,84,308,65,65,75,47,56,304,77,51,60,61,55,161,52,57,52,48,7,10,9,9,13,3,High,Medium,1,,6.0,,,,,,,,,,,2.0,,,,LigaProfesionalArgentina,51.0
ar ARG,MF,Sarmiento,22,1999,3,1,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,75000.0,Federico Paradela,2744,F. Paradela,22,64,73,178,74,Right,67,MF,9,1300000,3000,270,54,56,44,67,49,305,69,56,42,69,69,338,67,69,70,63,69,290,60,54,67,57,52,266,44,45,60,65,52,155,53,53,49,55,7,9,14,14,11,3,High,Medium,1,,2.0,,,,,,,,,,,1.0,,,,LigaProfesionalArgentina,45.0
ar ARG,MF,Vélez Sarsfield,19,2003,15,11,979,10.9,2,0,2,2,0,0,9,0,0.18,0.0,0.18,0.18,0.18,,,,,,,,,,,,,75000.0,Máximo Perrone,2885,M. Perrone,18,63,79,178,64,Left,65,MF,16,1200000,850,229,47,31,45,69,37,294,71,52,35,63,73,308,62,58,64,61,63,238,39,47,65,51,36,264,44,57,55,64,44,174,59,61,54,56,11,10,15,9,11,3,Medium,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SerieA,57.0
ar ARG,MF,Colón,22,1999,17,15,"1,204",13.4,0,1,1,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,,,,,,,,,,,,,1500000.0,Leonel Picco,1997,L. Picco,21,68,78,188,79,Right,69,MF,10,2600000,3000,256,43,48,55,71,39,275,63,45,33,67,67,269,53,55,53,59,49,312,61,61,71,74,45,299,72,65,58,57,47,196,62,68,66,52,5,13,6,14,14,3,Medium,Medium,1,,38.0,,,,,,,,,,,24.0,,,,LigaProfesionalArgentina,65.0
ar ARG,MF,Unión,21,2000,23,20,"1,758",19.5,0,0,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3000000.0,Juan Portillo,1742,J. Portillo,21,70,78,182,75,Right,72,MF,8,3300000,5000,292,58,55,64,66,49,281,68,43,41,63,66,373,77,77,76,63,80,352,59,82,81,73,57,314,81,68,57,59,49,208,70,70,68,45,14,5,14,7,5,4,Medium,Medium,1,,23.0,,,,,,,,,,,22.0,,,,LigaProfesionalArgentina,68.0
ar ARG,"MF,FW",Independiente,21,2000,19,10,913,10.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,600000.0,Tomás Pozzo,2362,T. Pozzo,20,66,73,168,68,Left,68,MF,7,1700000,3000,274,60,50,44,70,50,333,70,72,58,64,69,366,77,66,80,63,80,250,60,48,37,49,56,270,51,39,58,69,53,138,46,49,43,53,9,11,12,15,6,2,High,Low,1,,2.0,,,,,,,,,,,4.0,,,,LigaProfesionalArgentina,39.0
ar ARG,"MF,FW",Godoy Cruz,22,1999,13,2,358,4.0,1,1,2,1,0,0,2,0,0.25,0.25,0.5,0.25,0.5,,,,,,,,,,,,,150000.0,Matías Ramírez,2006,M. Ramírez,22,68,77,183,76,Right,70,MF,9,2700000,4000,280,57,63,52,59,49,331,82,68,54,47,80,394,83,78,88,58,87,299,65,57,55,60,62,219,37,20,61,56,45,66,23,22,21,49,14,15,9,6,5,3,Medium,Low,1,,6.0,,,,,,,,,,,4.0,,,,LigaProfesionalArgentina,20.0
ar ARG,MF,Cen. Córdoba–SdE,23,1999,10,4,338,3.8,0,1,1,0,0,0,1,1,0.0,0.27,0.27,0.0,0.27,,,,,,,,,,,,,1200000.0,Gonzalo Ríos,3049,G. Ríos,22,62,71,172,66,Right,64,MF,9,900000,2000,246,60,41,43,64,38,301,63,65,47,59,67,336,72,64,72,62,66,242,45,39,63,39,56,231,42,29,58,62,40,103,30,39,34,50,7,14,6,9,14,3,Medium,Low,1,,,,,,,,,,,,,,,,,,
ar ARG,MF,Banfield,21,2000,8,6,401,4.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,700000.0,Lautaro Ríos,2535,L. Ríos,20,65,77,180,74,Right,67,MF,12,1700000,3000,256,49,52,42,65,48,296,65,47,53,67,64,321,64,64,62,66,65,270,48,52,65,56,49,310,55,65,68,68,54,188,69,60,59,47,6,11,11,13,6,3,Medium,Medium,1,,16.0,,,,,,,,,,,16.0,,,,LigaProfesionalArgentina,65.0
ar ARG,MF,Lanús,17,2004,3,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,50000.0,Agustín Rodríguez,1266,Alex Rodríguez,19,58,72,178,73,Right,58,MF,14,475000,2000,200,59,22,48,43,28,180,52,30,32,25,41,315,63,68,51,60,73,240,26,66,60,59,29,229,54,59,44,36,36,165,52,54,59,65,14,15,11,10,15,3,Medium,Medium,1,,1.0,,,,,,,,,,,0.0,,,,LigaProfesionalArgentina,59.0
uy URU,"MF,FW",Arg Juniors,22,2000,15,9,963,10.7,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09,,,,,,,,,,,,,50000.0,Alan Rodríguez,1266,Alex Rodríguez,19,58,72,178,73,Right,58,MF,14,475000,2000,200,59,22,48,43,28,180,52,30,32,25,41,315,63,68,51,60,73,240,26,66,60,59,29,229,54,59,44,36,36,165,52,54,59,65,14,15,11,10,15,3,Medium,Medium,1,,1.0,,,,,,,,,,,0.0,,,,LigaProfesionalArgentina,59.0
ar ARG,"MF,FW",Platense,21,2000,21,17,"1,230",13.7,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,,,,,,,,,,,,,800000.0,Ignacio Schor,2010,I. Schor,20,68,77,182,74,Right,69,MF,9,2600000,4000,290,65,57,50,68,50,295,67,45,49,67,67,352,72,74,76,63,67,313,65,55,70,60,63,285,57,40,70,70,48,154,50,49,55,40,7,7,8,9,9,3,High,High,1,,1.0,,,,,,,,,,,1.0,,,,LigaProfesionalArgentina,40.0
ar ARG,MF,San Lorenzo,19,2003,1,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,900000.0,Luis Sequeira,3030,L. Sequeira,18,62,77,172,69,Right,64,MF,15,925000,950,270,59,53,38,64,56,307,64,59,60,58,66,333,69,64,67,55,78,272,60,40,48,62,62,237,41,31,58,64,43,100,35,34,31,37,6,5,7,10,9,3,Medium,Low,1,,0.0,,,,,,,,,,,0.0,,,,LigaProfesionalArgentina,31.0
ar ARG,MF,San Lorenzo,18,2003,3,2,202,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,325000.0,Tomás Silva,3407,T. Silva,18,59,71,172,60,Left,59,MF,12,500000,600,218,51,34,44,52,37,252,60,44,44,48,56,337,69,72,72,58,66,232,48,55,59,37,33,226,58,47,41,49,31,172,52,61,59,40,13,5,6,5,11,3,Medium,Medium,1,,1.0,,,,,,,,,,,3.0,,,,PrimeiraLigaPortugal,47.0
