Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions_x,Tkl+Int,Clearances,Errors,Source_League,Interceptions_y
eng ENG,"FW,MF",Southampton,19,2003,17,5,567,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,1.3,26.0,13.0,39.0,0.14,0.06,0.2,0.14,0.2,8000000.0,Samuel Edozie,854,S. Edozie,19,63,81,181,71,Right,64,MF,18,1200000,6000,258,61,57,37,56,47,281,70,52,42,50,67,365,84,75,77,52,77,257,61,48,48,50,50,233,38,23,56,56,60,89,22,31,36,50,13,11,10,7,9,2,Medium,Medium,1,17.0,10.0,6.0,10.0,1.0,3.0,8.0,37.5,5.0,7.0,0.0,7.0,6.0,23.0,6.0,0.0,PremierLeague,23.0
eng ENG,"MF,FW",Liverpool,19,2003,32,18,"1,613",17.9,1,2,3,1,0,0,2,0,0.06,0.11,0.17,0.06,0.17,2.1,2.1,3.5,5.6,54.0,142.0,129.0,0.12,0.2,0.31,0.12,0.31,35000000.0,Harvey Elliott,123,H. Elliott,19,77,87,168,67,Left,79,MF,10,23000000,49000,317,75,64,40,78,60,348,81,61,57,70,79,397,79,72,87,72,87,281,63,40,74,40,64,307,48,41,79,80,59,122,44,43,35,47,10,10,6,14,7,4,High,Medium,1,27.0,18.0,6.0,12.0,9.0,9.0,37.0,24.3,28.0,26.0,1.0,25.0,15.0,42.0,8.0,0.0,PremierLeague,41.0
py PAR,"FW,MF",Brighton,18,2004,20,7,806,9.0,4,2,6,4,0,0,1,0,0.45,0.22,0.67,0.45,0.67,4.0,4.0,1.7,5.7,39.0,31.0,74.0,0.45,0.19,0.64,0.45,0.64,22000000.0,Julio Enciso,692,J. Enciso,18,66,83,174,64,Right,68,MF,17,2200000,6000,273,61,65,39,60,48,296,74,50,64,38,70,378,79,77,78,65,79,285,74,49,50,42,70,275,56,30,63,63,63,93,28,33,32,50,10,7,9,13,11,3,High,Medium,1,13.0,4.0,3.0,6.0,4.0,8.0,13.0,61.5,5.0,9.0,0.0,9.0,4.0,17.0,2.0,0.0,PremierLeague,30.0
ar ARG,MF,Chelsea,21,2001,18,18,"1,547",17.2,0,2,2,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,0.8,0.8,2.4,3.2,22.0,168.0,18.0,0.05,0.14,0.19,0.05,0.19,80000000.0,Enzo Fernández,45,E. Fernández,21,81,88,178,76,Right,83,MF,7,52000000,86000,356,66,64,66,85,75,390,78,77,69,85,81,381,77,72,76,79,77,395,83,70,85,79,78,391,82,74,79,86,70,225,76,75,74,39,8,6,7,8,10,4,High,High,1,,10.0,,,,,,,,,,,17.0,,,,LigaProfesionalArgentina,74.0
ar ARG,MF,Chelsea,21,2001,18,18,"1,547",17.2,0,2,2,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,0.8,0.8,2.4,3.2,22.0,168.0,18.0,0.05,0.14,0.19,0.05,0.19,80000000.0,Enzo Fernández,45,E. Fernández,21,81,88,178,76,Right,83,MF,7,52000000,86000,356,66,64,66,85,75,390,78,77,69,85,81,381,77,72,76,79,77,395,83,70,85,79,78,391,82,74,79,86,70,225,76,75,74,39,8,6,7,8,10,4,High,High,1,,4.0,,,,,,,,,,,1.0,,,,LigaProfesionalArgentina,74.0
eng ENG,MF,Chelsea,22,2000,35,18,"1,621",18.0,3,1,4,3,0,0,11,1,0.17,0.06,0.22,0.17,0.22,2.5,2.5,2.3,4.7,40.0,105.0,104.0,0.14,0.13,0.26,0.14,0.26,32000000.0,Conor Gallagher,95,C. Gallagher,22,78,85,182,74,Right,80,MF,7,28500000,81000,335,69,77,49,77,63,368,78,65,70,76,79,363,69,78,68,80,68,372,79,58,93,64,78,360,81,71,78,75,55,206,64,75,67,46,7,6,15,9,9,2,High,High,1,46.0,33.0,17.0,19.0,10.0,10.0,37.0,27.0,27.0,41.0,10.0,31.0,23.0,69.0,18.0,1.0,PremierLeague,71.0
ar ARG,"FW,MF",Manchester Utd,18,2004,19,5,569,6.3,3,2,5,3,0,0,3,0,0.47,0.32,0.79,0.47,0.79,3.0,3.0,1.0,4.1,33.0,12.0,85.0,0.48,0.16,0.64,0.48,0.64,25000000.0,Alejandro Garnacho,512,Alejandro Garnacho,18,70,86,180,72,Right,70,MF,16,4000000,21000,292,63,67,44,63,55,315,74,68,61,47,65,411,86,83,85,71,86,274,61,38,67,50,58,266,46,33,68,63,56,87,28,35,24,55,6,15,14,13,7,4,High,Medium,1,5.0,2.0,2.0,0.0,3.0,1.0,11.0,9.1,10.0,5.0,0.0,5.0,5.0,10.0,3.0,0.0,PremierLeague,33.0
eng ENG,"MF,DF",Everton,21,2001,16,7,804,8.9,0,1,1,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11,0.8,0.8,0.5,1.3,8.0,33.0,18.0,0.09,0.06,0.14,0.09,0.14,14000000.0,James Garner,400,J. Garner,21,72,82,182,80,Right,73,MF,10,5000000,18000,308,69,59,55,75,50,352,64,70,68,77,73,332,68,66,74,67,57,339,70,61,74,67,67,330,72,68,57,69,64,206,69,70,67,41,10,7,7,5,12,3,High,Medium,1,16.0,13.0,4.0,8.0,4.0,9.0,19.0,47.4,10.0,9.0,1.0,8.0,12.0,28.0,13.0,0.0,PremierLeague,68.0
eng ENG,"FW,MF",Wolves,22,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,4.0,12.0,12.0,0.36,0.04,0.4,0.36,0.4,40000000.0,Morgan Gibbs-White,166,M. Gibbs-White,22,76,82,178,70,Right,78,MF,6,12000000,47000,340,67,73,58,78,64,378,80,73,71,76,78,384,77,75,84,73,75,348,74,60,77,66,71,326,62,58,72,76,58,170,57,57,56,54,7,7,14,15,11,2,High,High,1,3.0,1.0,3.0,0.0,0.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,1.0,4.0,3.0,0.0,PremierLeague,58.0
sct SCO,MF,Brighton,21,2001,14,7,507,5.6,0,1,1,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18,0.5,0.5,0.2,0.8,5.0,35.0,4.0,0.09,0.04,0.13,0.09,0.13,12000000.0,Billy Gilmour,403,B. Gilmour,21,72,80,170,66,Right,74,MF,8,5000000,30000,299,60,53,50,77,59,332,72,58,54,74,74,352,69,55,76,75,77,276,49,58,67,44,58,339,68,70,58,74,69,203,66,73,64,50,9,7,9,13,12,3,Medium,Medium,1,5.0,2.0,2.0,2.0,1.0,2.0,8.0,25.0,6.0,5.0,2.0,3.0,6.0,11.0,5.0,0.0,PremierLeague,70.0
it ITA,"FW,MF",Leeds United,18,2003,24,14,"1,354",15.0,2,4,6,2,0,0,7,0,0.13,0.27,0.4,0.13,0.4,1.8,1.8,2.2,4.0,66.0,35.0,136.0,0.12,0.15,0.27,0.12,0.27,18000000.0,Wilfried Gnonto,274,W. Gnonto,18,74,86,165,71,Right,75,MF,12,10000000,12000,318,58,70,62,70,58,321,81,52,46,64,78,411,88,85,86,67,85,340,74,64,68,67,67,280,59,25,72,61,63,77,37,21,19,53,11,9,10,10,13,3,High,Medium,1,27.0,17.0,7.0,15.0,5.0,10.0,30.0,33.3,20.0,24.0,1.0,23.0,5.0,32.0,7.0,0.0,PremierLeague,25.0
br BRA,MF,Wolves,21,2001,11,7,653,7.3,1,0,1,1,0,0,5,0,0.14,0.0,0.14,0.14,0.14,0.3,0.3,0.2,0.4,7.0,19.0,8.0,0.04,0.02,0.06,0.04,0.06,18000000.0,João Gomes,172,João Gomes,21,76,85,176,74,Right,77,MF,9,16000000,43000,317,62,59,69,78,49,345,72,60,63,75,75,354,68,70,73,66,77,366,75,74,76,72,69,349,71,81,61,67,69,230,75,77,78,58,7,14,10,14,13,3,Medium,Medium,1,29.0,13.0,14.0,14.0,1.0,13.0,23.0,56.5,10.0,12.0,3.0,9.0,4.0,33.0,11.0,0.0,PremierLeague,81.0
eng ENG,"FW,MF",Newcastle Utd,21,2001,16,4,487,5.4,1,0,1,1,0,0,1,0,0.18,0.0,0.18,0.18,0.18,1.7,1.7,0.9,2.6,20.0,15.0,45.0,0.31,0.17,0.48,0.31,0.48,35000000.0,Anthony Gordon,277,A. Gordon,21,74,83,183,72,Right,76,MF,9,9500000,51000,312,75,67,49,73,48,370,77,76,75,66,76,388,87,90,75,68,68,335,74,58,76,56,71,293,62,31,67,68,65,107,34,40,33,40,5,6,14,7,8,3,High,Medium,1,14.0,12.0,5.0,7.0,2.0,9.0,20.0,45.0,11.0,9.0,1.0,8.0,2.0,16.0,1.0,1.0,PremierLeague,31.0
eng ENG,"MF,FW",Leeds United,20,2002,18,3,424,4.7,1,2,3,1,0,0,1,0,0.21,0.42,0.64,0.21,0.64,0.7,0.7,1.1,1.8,7.0,15.0,10.0,0.15,0.24,0.39,0.15,0.39,5000000.0,Sam Greenwood,566,S. Greenwood,20,69,80,180,75,Right,71,MF,11,3100000,13000,309,55,66,56,72,60,358,68,74,75,70,71,340,72,71,67,67,63,338,73,62,72,66,65,315,73,46,64,67,65,162,48,59,55,52,10,13,11,11,7,5,High,Medium,1,15.0,7.0,7.0,8.0,0.0,8.0,21.0,38.1,13.0,10.0,2.0,8.0,1.0,16.0,1.0,0.0,PremierLeague,46.0
wls WAL,"MF,FW",Fulham,17,2005,3,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,Luke Harris,987,L. Harris,17,61,84,168,63,Right,63,MF,23,1000000,1000,274,52,65,41,61,55,291,66,58,50,53,64,323,65,50,74,59,75,254,58,57,46,40,53,253,55,33,61,57,47,112,42,34,36,37,6,9,6,8,8,3,Medium,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PremierLeague,33.0
de GER,"FW,MF",Chelsea,23,1999,35,30,"2,569",28.5,7,1,8,6,1,1,5,0,0.25,0.04,0.28,0.21,0.25,11.6,10.8,3.8,14.6,59.0,89.0,218.0,0.41,0.13,0.54,0.38,0.51,55000000.0,Kai Havertz,27,K. Havertz,23,83,89,190,82,Left,86,MF,6,57500000,120000,398,74,81,80,83,80,386,85,84,53,79,85,394,76,85,76,84,73,375,76,75,77,69,78,328,52,38,83,82,73,123,39,46,38,47,6,8,11,10,12,4,Medium,Medium,3,34.0,16.0,4.0,20.0,10.0,10.0,30.0,33.3,20.0,28.0,0.0,28.0,7.0,41.0,41.0,0.0,PremierLeague,38.0
ie IRL,MF,Wolves,19,2002,6,1,175,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,1.0,8.0,5.0,0.13,0.03,0.16,0.13,0.16,2000000.0,Joseph Hodge,1052,J. Hodge,19,60,76,172,65,Right,63,MF,16,625000,6000,248,56,41,48,63,40,266,58,43,41,63,61,352,71,68,74,60,79,283,57,57,65,53,51,296,70,60,53,60,53,174,58,59,57,48,12,8,5,15,8,2,Medium,Medium,1,5.0,2.0,1.0,3.0,1.0,3.0,4.0,75.0,1.0,5.0,0.0,5.0,0.0,5.0,2.0,1.0,PremierLeague,60.0
eng ENG,"DF,MF",Chelsea,22,1999,16,14,"1,244",13.8,1,1,2,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,1.0,1.0,3.0,4.0,52.0,90.0,115.0,0.07,0.22,0.29,0.07,0.29,65000000.0,Reece James,13,R. James,22,84,88,178,87,Right,84,MF,4,57000000,120000,383,88,69,76,83,67,402,83,83,76,78,82,403,79,81,72,83,88,389,83,75,77,85,69,378,77,79,78,82,62,245,81,84,80,51,8,12,7,13,11,3,High,Medium,2,31.0,20.0,10.0,18.0,3.0,15.0,19.0,78.9,4.0,17.0,2.0,15.0,12.0,43.0,23.0,0.0,PremierLeague,79.0
wls WAL,"FW,MF",Nott'ham Forest,21,2001,38,33,"2,934",32.6,8,3,11,7,1,3,6,0,0.25,0.09,0.34,0.21,0.31,8.6,6.2,3.2,9.4,88.0,30.0,155.0,0.26,0.1,0.36,0.19,0.29,10000000.0,Brennan Johnson,224,B. Johnson,21,75,85,179,71,Right,76,MF,10,12500000,43000,346,72,76,58,67,73,324,80,64,43,63,74,395,87,89,88,65,66,307,70,40,78,52,67,277,48,23,68,71,67,136,41,42,53,52,14,7,13,5,13,4,High,Medium,1,20.0,14.0,12.0,4.0,4.0,12.0,18.0,66.7,6.0,12.0,4.0,8.0,9.0,29.0,28.0,1.0,PremierLeague,23.0
wls WAL,"FW,MF",Nott'ham Forest,21,2001,38,33,"2,934",32.6,8,3,11,7,1,3,6,0,0.25,0.09,0.34,0.21,0.31,8.6,6.2,3.2,9.4,88.0,30.0,155.0,0.26,0.1,0.36,0.19,0.29,10000000.0,Brennan Johnson,224,B. Johnson,21,75,85,179,71,Right,76,MF,10,12500000,43000,346,72,76,58,67,73,324,80,64,43,63,74,395,87,89,88,65,66,307,70,40,78,52,67,277,48,23,68,71,67,136,41,42,53,52,14,7,13,5,13,4,High,Medium,1,34.0,20.0,18.0,8.0,8.0,8.0,29.0,27.6,21.0,30.0,1.0,29.0,5.0,39.0,7.0,1.0,PremierLeague,23.0
eng ENG,MF,Liverpool,21,2001,18,12,"1,035",11.5,3,1,4,3,0,0,2,0,0.26,0.09,0.35,0.26,0.35,1.2,1.2,1.1,2.3,31.0,69.0,75.0,0.1,0.1,0.2,0.1,0.2,22000000.0,Curtis Jones,122,C. Jones,21,77,83,185,75,Right,79,MF,6,17000000,65000,319,65,65,50,79,60,356,80,68,51,76,81,365,69,68,77,75,76,352,74,57,79,69,73,350,71,71,72,76,60,205,69,72,64,44,6,13,7,11,7,4,High,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Championship,71.0
eng ENG,MF,Liverpool,21,2001,18,12,"1,035",11.5,3,1,4,3,0,0,2,0,0.26,0.09,0.35,0.26,0.35,1.2,1.2,1.1,2.3,31.0,69.0,75.0,0.1,0.1,0.2,0.1,0.2,22000000.0,Curtis Jones,122,C. Jones,21,77,83,185,75,Right,79,MF,6,17000000,65000,319,65,65,50,79,60,356,80,68,51,76,81,365,69,68,77,75,76,352,74,57,79,69,73,350,71,71,72,76,60,205,69,72,64,44,6,13,7,11,7,4,High,Medium,1,34.0,17.0,8.0,12.0,14.0,18.0,31.0,58.1,13.0,12.0,2.0,10.0,3.0,37.0,9.0,0.0,PremierLeague,71.0
es ESP,"FW,MF",Leeds United,18,2003,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,0.4,0.0,0.4,0.4,0.4,900000.0,Mateo Joseph,909,M. Joseph,18,62,82,185,75,Right,64,MF,20,1100000,3000,261,39,63,67,48,44,247,62,52,36,36,61,361,77,79,77,58,70,300,62,68,53,56,61,224,32,15,59,49,69,66,20,23,23,39,6,14,6,8,5,3,Medium,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,PremierLeague,15.0
fr FRA,MF,Aston Villa,22,1999,24,21,"1,777",19.7,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,0.8,1.0,16.0,84.0,8.0,0.01,0.04,0.05,0.01,0.05,800000.0,Boubacar Kamara,57,B. Kamara,22,80,86,184,68,Right,81,MF,6,31000000,69000,290,64,47,72,79,28,331,71,59,47,77,77,348,69,70,68,75,66,369,67,79,82,78,63,349,78,84,52,72,63,241,79,82,80,45,8,12,8,6,11,3,Low,Medium,2,58.0,25.0,25.0,23.0,10.0,27.0,56.0,48.2,29.0,38.0,12.0,26.0,19.0,77.0,24.0,3.0,PremierLeague,84.0
se SWE,"MF,FW",Tottenham,22,2000,30,23,"2,067",23.0,2,7,9,2,0,0,2,0,0.09,0.3,0.39,0.09,0.39,2.5,2.5,4.6,7.2,87.0,67.0,195.0,0.11,0.2,0.31,0.11,0.31,50000000.0,Dejan Kulusevski,49,D. Kulusevski,22,81,86,186,75,Left,83,MF,5,39500000,105000,376,83,77,54,82,80,387,85,84,61,72,85,383,77,78,79,80,69,381,76,66,84,73,82,349,67,55,79,83,65,172,50,64,58,44,14,5,10,10,5,3,High,Medium,2,38.0,15.0,23.0,7.0,8.0,16.0,44.0,36.4,28.0,19.0,0.0,19.0,13.0,51.0,7.0,0.0,PremierLeague,55.0
be BEL,MF,Southampton,18,2004,29,26,"2,221",24.7,1,0,1,1,0,0,9,0,0.04,0.0,0.04,0.04,0.04,0.4,0.4,0.6,1.0,22.0,102.0,14.0,0.02,0.03,0.04,0.02,0.04,32000000.0,Roméo Lavia,515,R. Lavia,18,70,83,181,75,Right,71,MF,13,3500000,7000,247,40,36,58,77,36,323,75,60,50,63,75,361,74,69,76,66,76,296,59,59,70,72,36,284,71,58,40,64,51,216,72,73,71,43,7,7,5,11,13,3,Medium,High,1,60.0,35.0,27.0,29.0,4.0,21.0,53.0,39.6,32.0,47.0,11.0,36.0,33.0,93.0,23.0,1.0,PremierLeague,58.0
eng ENG,"DF,MF",Manchester City,17,2004,14,10,903,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.5,1.7,22.0,48.0,26.0,0.02,0.15,0.17,0.02,0.17,20000000.0,Rico Lewis,511,R. Lewis,17,70,87,175,70,Right,71,MF,17,3800000,2000,260,64,44,49,73,30,297,70,54,42,60,71,364,73,77,73,66,75,261,46,60,69,49,37,287,58,65,55,59,50,200,58,72,70,55,11,8,11,12,13,3,High,Medium,1,16.0,9.0,9.0,5.0,2.0,6.0,11.0,54.5,5.0,8.0,4.0,4.0,6.0,22.0,13.0,1.0,PremierLeague,65.0
eng ENG,"FW,MF",Brentford,21,2001,10,3,321,3.6,0,1,1,0,0,0,0,0,0.0,0.28,0.28,0.0,0.28,0.5,0.5,1.2,1.7,8.0,6.0,39.0,0.14,0.35,0.49,0.14,0.49,12000000.0,Keane Lewis-Potter,404,K. Lewis-Potter,21,72,81,170,67,Right,73,MF,9,5500000,26000,321,68,68,64,64,57,327,75,64,61,54,73,394,82,79,84,67,82,341,68,75,75,56,67,297,65,34,71,69,58,98,36,30,32,57,9,12,9,14,13,4,High,Medium,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,5.0,1.0,4.0,0.0,1.0,2.0,0.0,PremierLeague,34.0
ar ARG,MF,Brighton,23,1998,35,31,"2,886",32.1,10,2,12,4,6,6,8,0,0.31,0.06,0.37,0.12,0.19,12.1,7.3,4.3,11.6,69.0,174.0,77.0,0.38,0.13,0.51,0.23,0.36,65000000.0,Alexis Mac Allister,61,A. Mac Allister,23,80,84,176,72,Right,82,MF,4,30000000,65000,375,79,78,61,83,74,408,80,83,82,81,82,370,73,68,73,80,76,374,78,64,82,69,81,368,64,64,78,81,81,209,72,72,65,56,7,10,14,15,10,3,Medium,Medium,1,70.0,39.0,22.0,40.0,8.0,34.0,71.0,47.9,37.0,26.0,2.0,24.0,22.0,92.0,10.0,1.0,PremierLeague,64.0
eng ENG,MF,Manchester Utd,17,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,800000.0,Kobbie Mainoo,913,K. Mainoo,17,62,84,175,80,Right,64,MF,22,1200000,2000,277,46,55,61,63,52,279,64,52,41,60,62,371,77,75,76,61,82,316,64,72,64,68,48,291,65,56,58,61,51,175,57,60,58,49,14,11,10,5,9,2,High,High,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,PremierLeague,56.0
fr FRA,"FW,MF",Southampton,20,2002,22,4,555,6.2,1,2,3,1,0,0,1,0,0.16,0.32,0.49,0.16,0.49,1.0,1.0,0.8,1.8,7.0,7.0,27.0,0.17,0.12,0.29,0.17,0.29,10000000.0,Sekou Mara,514,S. Mara,19,70,81,183,80,Right,72,MF,11,3500000,18000,317,40,71,74,65,67,272,69,48,41,46,68,342,77,76,67,64,58,350,68,82,65,73,62,258,49,22,69,54,64,60,18,23,19,52,12,6,12,12,10,3,Medium,Medium,1,14.0,10.0,5.0,8.0,1.0,3.0,9.0,33.3,6.0,11.0,0.0,11.0,1.0,15.0,5.0,0.0,PremierLeague,22.0
sn SEN,"MF,FW",Tottenham,19,2002,11,2,218,2.4,0,1,1,0,0,0,1,0,0.0,0.41,0.41,0.0,0.41,0.1,0.1,0.3,0.4,1.0,13.0,0.0,0.03,0.14,0.17,0.03,0.17,15000000.0,Pape Matar Sarr,451,P. Sarr,19,71,81,184,70,Right,73,MF,10,4000000,25000,310,58,62,58,78,54,322,73,54,49,72,74,337,69,66,64,68,70,326,68,59,69,64,66,315,68,64,68,65,50,203,67,70,66,52,14,8,14,8,8,3,Medium,Medium,1,7.0,6.0,4.0,2.0,1.0,4.0,8.0,50.0,4.0,3.0,2.0,1.0,6.0,13.0,6.0,0.0,PremierLeague,64.0
us USA,MF,Leeds United,23,1998,19,16,"1,437",16.0,0,1,1,0,0,0,7,0,0.0,0.06,0.06,0.0,0.06,0.8,0.8,0.7,1.4,14.0,82.0,33.0,0.05,0.04,0.09,0.05,0.09,18000000.0,Weston McKennie,121,W. McKennie,23,77,81,185,90,Right,80,MF,4,15000000,73000,381,75,70,85,76,75,374,80,77,63,75,79,371,77,76,74,75,69,399,76,92,80,78,73,371,81,76,78,75,61,228,73,78,77,48,7,9,12,9,11,3,Medium,Medium,2,30.0,13.0,5.0,18.0,7.0,10.0,29.0,34.5,19.0,22.0,3.0,19.0,22.0,52.0,26.0,0.0,PremierLeague,76.0
eng ENG,"FW,MF",Everton,22,1999,36,28,"2,498",27.8,7,3,10,7,0,0,5,0,0.25,0.11,0.36,0.25,0.36,3.5,3.5,6.1,9.6,76.0,69.0,128.0,0.13,0.22,0.35,0.13,0.35,20000000.0,Dwight McNeil,164,D. McNeil,22,76,81,183,70,Left,77,MF,5,11500000,33000,335,77,66,59,76,57,381,80,77,74,71,79,365,70,68,76,75,76,343,68,68,77,64,66,313,57,46,73,75,62,162,57,57,48,60,6,14,14,12,14,2,Medium,Medium,1,64.0,41.0,35.0,14.0,15.0,27.0,65.0,41.5,38.0,46.0,7.0,39.0,31.0,95.0,41.0,0.0,PremierLeague,46.0
eng ENG,"MF,FW",Chelsea,23,1999,24,20,"1,648",18.3,3,2,5,3,0,0,4,0,0.16,0.11,0.27,0.16,0.27,2.0,2.0,3.0,5.0,48.0,98.0,114.0,0.11,0.16,0.27,0.11,0.27,60000000.0,Mason Mount,44,M. Mount,23,81,84,181,74,Right,83,MF,3,35000000,100000,378,83,78,59,83,75,412,81,82,84,83,82,382,76,72,77,81,76,358,81,54,83,58,82,355,68,59,79,80,69,157,56,59,42,56,11,12,13,8,12,4,High,High,3,33.0,19.0,6.0,16.0,11.0,14.0,27.0,51.9,13.0,24.0,6.0,18.0,8.0,41.0,9.0,0.0,PremierLeague,59.0
ua UKR,"FW,MF",Chelsea,21,2001,15,7,657,7.3,0,2,2,0,0,0,1,0,0.0,0.27,0.27,0.0,0.27,1.9,1.9,0.9,2.8,25.0,20.0,43.0,0.25,0.13,0.38,0.25,0.38,50000000.0,Mykhailo Mudryk,218,M. Mudryk,21,75,85,175,61,Right,76,MF,10,12500000,57000,287,69,66,39,66,47,348,80,62,63,64,79,411,93,90,86,67,75,314,69,60,64,53,68,286,62,28,69,75,52,141,51,52,38,49,10,12,14,6,7,4,High,Medium,1,11.0,9.0,2.0,4.0,5.0,4.0,13.0,30.8,9.0,7.0,1.0,6.0,0.0,11.0,3.0,0.0,PremierLeague,28.0
pt POR,"FW,MF",Wolves,22,2000,18,13,964,10.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,2.1,3.2,37.0,24.0,111.0,0.1,0.2,0.3,0.1,0.3,28000000.0,Pedro Neto,128,Pedro Neto,22,77,82,172,62,Left,78,MF,5,16000000,68000,333,70,75,49,74,65,340,81,68,56,56,79,412,85,84,84,74,85,325,76,52,66,58,73,306,55,41,75,73,62,72,32,23,17,44,6,13,7,12,6,4,High,Medium,1,11.0,6.0,4.0,2.0,5.0,7.0,17.0,41.2,10.0,5.0,1.0,4.0,4.0,15.0,4.0,0.0,PremierLeague,41.0
pt POR,MF,Wolves,23,1998,34,30,"2,467",27.4,1,1,2,1,0,0,2,1,0.04,0.04,0.07,0.04,0.07,2.4,2.4,2.2,4.7,59.0,84.0,129.0,0.09,0.08,0.17,0.09,0.17,45000000.0,Matheus Nunes,74,Matheus Nunes,23,79,86,183,76,Right,81,MF,7,35000000,73000,322,59,71,53,80,59,377,84,74,58,79,82,402,81,84,80,81,76,358,77,56,83,74,68,372,76,78,79,77,62,224,75,75,74,60,13,10,12,12,13,3,High,Medium,1,67.0,43.0,36.0,22.0,9.0,28.0,61.0,45.9,33.0,35.0,4.0,31.0,16.0,83.0,35.0,2.0,PremierLeague,78.0
fr FRA,"FW,MF",Crystal Palace,20,2001,37,31,"2,749",30.5,2,11,13,2,0,0,2,0,0.07,0.36,0.43,0.07,0.43,2.9,2.9,8.7,11.6,111.0,133.0,243.0,0.09,0.29,0.38,0.09,0.38,38000000.0,Michael Olise,103,M. Olise,20,78,84,178,68,Left,80,MF,6,22000000,46000,320,77,71,36,78,58,389,83,78,70,76,82,411,81,79,91,73,87,307,74,51,68,46,68,328,66,48,69,78,67,154,52,56,46,49,9,11,9,10,10,2,Medium,Medium,1,58.0,34.0,28.0,26.0,4.0,25.0,60.0,41.7,35.0,46.0,1.0,45.0,26.0,84.0,17.0,0.0,PremierLeague,48.0
