Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions_x,Tkl+Int,Clearances,Errors,Source_League,Interceptions_y
ma MAR,"MF,FW",UD Logroñés,22,1998,19,8,876,9.7,0,1,1,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1,,,,,,,,,,,,,400000.0,Ousama Siddiki,2475,O. Siddiki,22,65,73,181,79,Right,66,MF,8,1600000,2000,307,58,60,60,64,65,278,70,53,28,59,68,335,69,68,62,63,73,305,68,58,60,59,60,235,26,16,64,61,68,50,15,18,17,48,9,12,10,5,12,3,Medium,Medium,1,,12.0,,,,,,,,,,,5.0,,,,Laliga2,16.0
ve VEN,"MF,FW",Alcorcón,20,1999,24,9,998,11.1,1,2,3,1,0,0,5,1,0.09,0.18,0.27,0.09,0.27,,,,,,,,,,,,,300000.0,Samuel Sosa,2491,S. Sosa,20,65,79,178,67,Left,66,MF,14,1700000,3000,283,60,64,46,62,51,299,69,48,56,58,68,343,77,69,68,59,70,277,65,40,58,60,54,248,40,34,62,59,53,125,44,41,40,61,11,13,15,9,13,3,Medium,Medium,1,,14.0,,,,,,,,,,,7.0,,,,Laliga2,34.0
es ESP,"DF,MF",Fuenlabrada,23,1997,23,11,"1,181",13.1,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,300000.0,Pol Valentín,2164,Pol Valentín,23,67,71,178,73,Right,68,MF,4,1400000,2000,230,63,30,48,59,30,268,65,61,21,57,64,398,91,91,84,62,70,288,55,61,73,61,38,271,60,59,66,54,32,184,61,62,61,62,15,8,13,12,14,3,High,Medium,1,,17.0,,,,,,,,,,,13.0,,,,Laliga2,59.0
ar ARG,"MF,FW",Espanyol,23,1997,21,8,630,7.0,0,1,1,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,,,,,,,,,,,,,1800000.0,Matías Vargas,1458,M. Vargas,23,74,80,168,66,Right,76,MF,6,6500000,9000,319,72,68,45,70,64,359,76,74,65,69,75,409,86,82,83,70,88,357,75,60,83,69,70,320,62,41,71,74,72,121,42,42,37,54,10,13,14,10,7,3,High,Medium,1,,10.0,,,,,,,,,,,8.0,,,,Laliga2,41.0
es ESP,MF,Almería,22,1998,30,17,"1,421",15.8,3,3,6,3,0,0,3,0,0.19,0.19,0.38,0.19,0.38,,,,,,,,,,,,,1500000.0,Fran Villalba,1654,Fran Villalba,22,71,80,172,63,Right,73,MF,9,4200000,11000,292,66,66,37,72,51,368,75,76,73,69,75,379,72,67,82,68,90,257,58,40,55,38,66,286,39,52,64,74,57,139,51,49,39,52,9,10,14,5,14,3,Medium,Medium,1,,11.0,,,,,,,,,,,6.0,,,,Laliga2,52.0
it ITA,MF,Zaragoza,22,1998,26,15,"1,171",13.0,2,0,2,0,2,2,0,0,0.15,0.0,0.15,0.0,0.0,,,,,,,,,,,,,400000.0,Luca Zanimacchia,2637,L. Zanimacchia,21,64,76,178,70,Right,65,MF,12,1400000,10000,284,58,68,47,60,51,325,71,62,70,54,68,311,70,74,60,56,51,287,70,50,49,50,68,240,39,18,59,57,67,90,29,31,30,53,10,12,10,14,7,2,Medium,Medium,1,,13.0,,,,,,,,,,,14.0,,,,Laliga2,18.0
ar ARG,MF,Godoy Cruz,21,2000,21,18,"1,497",16.6,1,3,4,1,0,0,2,0,0.06,0.18,0.24,0.06,0.24,,,,,,,,,,,,,2000000.0,Gonzalo Abrego,2201,G. Abrego,20,67,74,184,75,Right,68,MF,7,1900000,3000,254,49,42,53,73,37,303,67,49,48,69,70,327,65,64,70,62,66,329,62,75,71,75,46,307,74,59,55,72,47,177,60,58,59,64,12,15,11,13,13,3,Medium,Medium,1,,9.0,,,,,,,,,,,12.0,,,,LigaProfesionalArgentina,59.0
ar ARG,"MF,FW",Boca Juniors,20,2000,15,13,958,10.6,3,1,4,3,0,0,5,0,0.28,0.09,0.38,0.28,0.38,,,,,,,,,,,,,3000000.0,Agustín Almendra,2188,A. Almendra,20,67,77,182,78,Right,69,MF,10,2200000,4000,273,47,58,45,73,50,332,65,66,58,71,72,328,64,65,69,62,68,288,59,46,63,64,56,287,48,59,59,69,52,188,56,68,64,52,14,10,13,6,9,2,Medium,Medium,1,,15.0,,,,,,,,,,,12.0,,,,LigaProfesionalArgentina,59.0
ar ARG,"FW,MF",River Plate,21,2000,21,17,"1,590",17.7,18,6,24,18,0,1,1,0,1.02,0.34,1.36,1.02,1.36,,,,,,,,,,,,,1200000.0,Julián Álvarez,1471,J. Álvarez,20,74,85,170,71,Right,75,MF,11,9500000,13000,352,72,75,66,70,69,361,72,75,73,66,75,394,79,84,83,69,79,341,78,71,70,52,70,321,76,33,73,70,69,126,56,37,33,45,6,10,8,15,6,3,High,Medium,1,,9.0,,,,,,,,,,,5.0,,,,LigaProfesionalArgentina,33.0
ar ARG,MF,Estudiantes,18,2002,11,4,359,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1800000.0,David Ayala,2189,D. Ayala,17,67,83,173,62,Left,68,MF,16,2400000,500,243,44,38,51,71,39,279,62,41,43,65,68,369,75,69,76,68,81,288,63,61,72,49,43,285,64,65,49,60,47,193,62,67,64,46,7,8,11,12,8,3,Medium,Medium,1,,9.0,,,,,,,,,,,8.0,,,,LigaProfesionalArgentina,65.0
ar ARG,"FW,MF",San Lorenzo,22,1998,15,3,448,5.0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2700000.0,Nahuel Barrios,1883,N. Barrios,22,69,76,156,58,Right,71,MF,7,2800000,9000,291,61,63,47,69,51,317,74,67,45,59,72,402,89,73,87,59,94,289,66,70,53,34,66,252,43,25,63,64,57,135,43,41,51,46,13,8,7,12,6,3,High,Low,1,,3.0,,,,,,,,,,,5.0,,,,LigaProfesionalArgentina,25.0
ar ARG,MF,Lanús,22,1998,17,8,797,8.9,1,1,2,1,0,0,8,1,0.11,0.11,0.23,0.11,0.23,,,,,,,,,,,,,5000000.0,Tomás Belmonte,1585,T. Belmonte,22,72,83,178,68,Right,74,MF,11,5000000,12000,341,59,67,81,75,59,314,73,53,43,70,75,340,67,69,68,71,65,363,69,81,83,71,59,344,81,69,71,64,59,204,64,73,67,44,6,12,9,5,12,4,High,High,1,,21.0,,,,,,,,,,,17.0,,,,LigaProfesionalArgentina,69.0
ar ARG,"MF,FW",Aldosivi,23,1997,23,23,"1,825",20.3,2,6,8,2,0,0,0,0,0.1,0.3,0.39,0.1,0.39,,,,,,,,,,,,,3500000.0,Malcom Braida,2700,M. Braida,23,64,72,175,72,Right,67,MF,8,1300000,3000,304,62,69,52,56,65,277,70,51,46,44,66,345,75,71,73,58,68,315,73,49,64,70,59,236,42,17,59,57,61,88,27,29,32,45,15,6,6,8,10,3,Medium,Medium,1,,20.0,,,,,,,,,,,10.0,,,,LigaProfesionalArgentina,17.0
ar ARG,"MF,FW",Godoy Cruz,21,2000,20,10,902,10.0,0,4,4,0,0,0,2,0,0.0,0.4,0.4,0.0,0.4,,,,,,,,,,,,,250000.0,Valentín Burgoa,2363,V. Burgoa,19,66,75,175,73,Left,68,MF,9,1800000,2000,258,48,48,49,64,49,300,71,53,48,56,72,370,78,75,77,62,78,303,69,58,63,57,56,301,64,49,63,70,55,171,59,57,55,55,13,6,14,9,13,3,High,Medium,1,,13.0,,,,,,,,,,,13.0,,,,LigaProfesionalArgentina,49.0
ar ARG,"FW,MF",Huracán,20,2000,20,18,"1,346",15.0,1,0,1,1,0,0,1,0,0.07,0.0,0.07,0.07,0.07,,,,,,,,,,,,,1000000.0,Rodrigo Cabral,2853,R. Cabral,19,63,73,170,64,Right,64,MF,10,1000000,2000,273,60,58,42,58,55,280,68,56,45,48,63,366,77,74,77,55,83,260,65,45,53,47,50,225,35,19,59,57,55,84,21,29,34,44,9,6,7,8,14,3,Medium,Medium,1,,16.0,,,,,,,,,,,16.0,,,,LigaProfesionalArgentina,19.0
ar ARG,MF,Unión,21,1999,12,12,998,11.1,1,1,2,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,,,,,,,,,,,,,450000.0,Ezequiel Cañete,2012,E. Cañete,21,68,77,175,74,Right,71,MF,9,2700000,4000,297,49,64,53,71,60,369,72,82,70,74,71,345,67,75,66,59,78,351,83,63,80,58,67,307,56,45,73,69,64,125,43,42,40,46,11,12,7,8,8,3,High,Medium,1,,14.0,,,,,,,,,,,14.0,,,,LigaProfesionalArgentina,45.0
ar ARG,MF,Newell's OB,20,2000,22,20,"1,692",18.8,5,5,10,5,0,0,2,0,0.27,0.27,0.53,0.27,0.53,,,,,,,,,,,,,200000.0,Nicolás Castro,3117,N. Castro,19,61,75,186,76,Right,63,MF,14,775000,1000,267,58,55,35,64,55,306,68,59,53,61,65,295,65,60,60,47,63,279,60,45,63,52,59,235,38,34,53,60,50,120,37,43,40,47,8,12,6,11,10,3,Medium,Medium,1,,14.0,,,,,,,,,,,16.0,,,,LigaProfesionalArgentina,34.0
ar ARG,MF,Gimnasia–LP,20,2001,7,1,176,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,125000.0,Lautaro Chávez,3448,L. Chávez,19,58,75,170,65,Right,61,MF,17,525000,2000,269,45,64,50,58,52,264,70,58,34,43,59,313,60,62,64,56,71,264,60,54,55,38,57,222,31,12,58,53,68,83,56,14,13,56,10,13,13,13,7,3,Medium,Medium,1,,0.0,,,,,,,,,,,2.0,,,,LigaProfesionalArgentina,12.0
ar ARG,"FW,MF",Unión,21,1999,14,9,831,9.2,2,0,2,1,1,1,1,0,0.22,0.0,0.22,0.11,0.11,,,,,,,,,,,,,600000.0,Nicolás Cordero,2703,N. Cordero,21,64,75,184,78,Right,66,MF,11,1300000,3000,294,53,68,58,55,60,330,66,74,72,54,64,329,70,64,63,59,73,338,74,63,73,64,64,275,56,38,63,58,60,67,19,25,23,48,15,8,7,11,7,2,Medium,Medium,1,,3.0,,,,,,,,,,,3.0,,,,LigaProfesionalArgentina,38.0
ar ARG,"FW,MF",Arg Juniors,22,1998,17,3,493,5.5,4,2,6,4,0,0,0,0,0.73,0.37,1.1,0.73,1.1,,,,,,,,,,,,,3300000.0,Mateo Coronel,3002,M. Coronel,21,62,72,172,70,Right,64,MF,10,900000,2000,279,56,61,59,58,45,263,64,51,42,46,60,339,74,69,68,64,64,297,64,60,64,51,58,230,53,30,65,42,40,100,36,36,28,57,15,14,7,12,9,3,Medium,Medium,1,,3.0,,,,,,,,,,,2.0,,,,LigaProfesionalArgentina,30.0
ar ARG,"FW,MF",San Lorenzo,21,2000,11,4,319,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,450000.0,Alexander Díaz,2185,A. Díaz,20,67,79,172,73,Right,69,MF,12,2500000,6000,285,45,66,68,58,48,247,64,44,33,36,70,365,76,72,75,63,79,331,68,69,65,74,55,250,54,19,68,57,52,56,17,18,21,54,14,5,8,14,13,3,High,Medium,1,,4.0,,,,,,,,,,,0.0,,,,LigaProfesionalArgentina,19.0
ar ARG,MF,Defensa y Just,23,1997,25,25,"2,119",23.5,0,1,1,0,0,0,3,1,0.0,0.04,0.04,0.0,0.04,,,,,,,,,,,,,3500000.0,Kevin Facundo Gutiérrez,2523,K. Gutiérrez,23,65,73,168,65,Right,66,MF,8,1500000,4000,261,53,43,47,73,45,302,64,51,61,64,62,375,78,72,82,60,83,326,61,75,78,60,52,305,73,61,55,63,53,181,59,60,62,58,9,10,14,14,11,3,Medium,Medium,1,,25.0,,,,,,,,,,,43.0,,,,LigaProfesionalArgentina,61.0
ar ARG,"FW,MF",Colón,18,2002,22,22,"1,811",20.1,3,3,6,0,3,3,5,0,0.15,0.15,0.3,0.0,0.15,,,,,,,,,,,,,4000000.0,Facundo Farías,2696,F. Farías,17,64,80,173,73,Right,69,MF,16,1500000,700,293,59,65,45,65,59,303,69,59,45,63,67,397,85,75,87,65,85,303,65,61,59,59,59,275,65,29,67,65,49,97,33,35,29,44,6,13,6,6,13,3,High,Medium,1,,6.0,,,,,,,,,,,4.0,,,,LigaProfesionalArgentina,29.0
ar ARG,"MF,FW",Colón,21,1999,16,10,896,10.0,3,1,4,3,0,0,2,0,0.3,0.1,0.4,0.3,0.4,,,,,,,,,,,,,1200000.0,Cristian Ferreira,1770,C. Ferreira,20,70,80,175,69,Right,74,MF,10,3500000,7000,337,71,63,55,77,71,375,72,77,77,75,74,370,76,77,79,65,73,339,75,61,69,59,75,323,65,55,67,69,67,157,57,51,49,43,10,11,5,8,9,3,Medium,Low,1,,8.0,,,,,,,,,,,3.0,,,,LigaProfesionalArgentina,55.0
ar ARG,MF,Banfield,21,1999,23,22,"1,972",21.9,3,0,3,2,1,1,5,1,0.14,0.0,0.14,0.09,0.09,,,,,,,,,,,,,5000000.0,Giuliano Galoppo,2194,G. Galoppo,21,67,79,179,73,Right,70,MF,12,2500000,4000,312,53,61,66,70,62,315,66,68,48,62,71,351,70,67,72,70,72,348,75,70,75,65,63,318,60,58,71,66,63,173,59,58,56,42,10,11,8,7,6,3,Medium,Medium,1,,23.0,,,,,,,,,,,27.0,,,,LigaProfesionalArgentina,58.0
ar ARG,"DF,MF",Patronato,21,1999,16,10,959,10.7,0,1,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09,,,,,,,,,,,,,1300000.0,Martín Garay,3458,M. Garay,21,58,65,166,67,Right,58,MF,7,400000,2000,219,55,35,46,50,33,245,57,51,37,46,54,348,72,74,72,52,78,223,40,57,55,34,37,240,46,54,54,44,42,165,50,59,56,48,14,7,15,7,5,3,Medium,Medium,1,,20.0,,,,,,,,,,,18.0,,,,LigaProfesionalArgentina,54.0
ar ARG,MF,Sarmiento,21,1999,3,1,102,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,800000.0,Manuel García,1460,Manu García,22,74,82,169,66,Right,76,MF,8,9500000,9000,348,67,70,64,73,74,360,74,76,65,70,75,399,80,79,82,73,85,310,75,40,75,54,66,299,40,39,73,77,70,115,30,45,40,65,15,14,12,12,12,4,High,Medium,1,,27.0,,,,,,,,,,,17.0,,,,Laliga2,39.0
ar ARG,MF,Sarmiento,21,1999,3,1,102,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,800000.0,Manuel García,1460,Manu García,22,74,82,169,66,Right,76,MF,8,9500000,9000,348,67,70,64,73,74,360,74,76,65,70,75,399,80,79,82,73,85,310,75,40,75,54,66,299,40,39,73,77,70,115,30,45,40,65,15,14,12,12,12,4,High,Medium,1,,0.0,,,,,,,,,,,0.0,,,,Laliga2,39.0
ar ARG,MF,Sarmiento,21,1999,3,1,102,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,800000.0,Manuel García,1460,Manu García,22,74,82,169,66,Right,76,MF,8,9500000,9000,348,67,70,64,73,74,360,74,76,65,70,75,399,80,79,82,73,85,310,75,40,75,54,66,299,40,39,73,77,70,115,30,45,40,65,15,14,12,12,12,4,High,Medium,1,,4.0,,,,,,,,,,,1.0,,,,LigaProfesionalArgentina,39.0
ar ARG,MF,Sarmiento,21,1999,3,1,102,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,800000.0,Manuel García,1460,Manu García,22,74,82,169,66,Right,76,MF,8,9500000,9000,348,67,70,64,73,74,360,74,76,65,70,75,399,80,79,82,73,85,310,75,40,75,54,66,299,40,39,73,77,70,115,30,45,40,65,15,14,12,12,12,4,High,Medium,1,,43.0,,,,,,,,,,,25.0,,,,LigaProfesionalArgentina,39.0
ar ARG,MF,Rosario Central,19,2001,5,2,202,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1500000.0,Laurtaro Giaccone,3367,L. Giaccone,19,59,74,175,68,Right,62,MF,15,525000,2000,251,53,50,42,57,49,287,66,52,49,54,66,351,74,69,73,59,76,261,60,54,59,44,44,241,45,27,55,55,59,93,30,30,33,41,5,7,6,9,14,3,Medium,Medium,1,,3.0,,,,,,,,,,,2.0,,,,LigaProfesionalArgentina,27.0
ar ARG,"FW,MF",Newell's OB,21,1999,18,6,610,6.8,1,3,4,1,0,0,2,0,0.15,0.44,0.59,0.15,0.59,,,,,,,,,,,,,450000.0,Justo Giani,3257,J. Giani,21,60,68,180,69,Right,61,MF,8,550000,2000,289,55,60,55,60,59,266,64,56,41,46,59,318,70,71,64,52,61,284,60,58,59,51,56,246,47,22,56,57,64,62,23,22,17,53,11,7,13,14,8,3,High,Low,1,,7.0,,,,,,,,,,,5.0,,,,LigaProfesionalArgentina,22.0
ar ARG,MF,Platense,23,1997,23,23,"1,956",21.7,1,2,3,1,0,0,3,0,0.05,0.09,0.14,0.05,0.14,,,,,,,,,,,,,1200000.0,Iván Gómez,1669,I. Gómez,23,71,77,167,60,Right,72,MF,6,2700000,9000,291,49,52,67,78,45,306,70,47,44,74,71,345,68,62,69,69,77,314,61,67,72,68,46,281,70,67,47,50,47,208,68,71,69,53,6,15,13,9,10,2,Medium,Medium,1,,41.0,,,,,,,,,,,50.0,,,,LigaProfesionalArgentina,67.0
ar ARG,MF,Newell's OB,19,2001,12,5,559,6.2,1,0,1,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16,,,,,,,,,,,,,400000.0,Francisco González,1969,Fabio González,23,68,76,176,69,Right,69,MF,8,2500000,4000,277,45,57,63,71,41,287,59,50,44,68,66,325,65,59,64,62,75,318,56,73,70,63,56,292,61,65,55,63,48,205,66,71,68,41,11,7,11,7,5,3,Medium,Medium,1,,18.0,,,,,,,,,,,28.0,,,,Laliga2,65.0
ar ARG,MF,Newell's OB,19,2001,12,5,559,6.2,1,0,1,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16,,,,,,,,,,,,,400000.0,Francisco González,1969,Fabio González,23,68,76,176,69,Right,69,MF,8,2500000,4000,277,45,57,63,71,41,287,59,50,44,68,66,325,65,59,64,62,75,318,56,73,70,63,56,292,61,65,55,63,48,205,66,71,68,41,11,7,11,7,5,3,Medium,Medium,1,,3.0,,,,,,,,,,,3.0,,,,LigaProfesionalArgentina,65.0
ar ARG,MF,Independiente,20,2000,16,9,843,9.4,0,1,1,0,0,0,0,0,0.0,0.11,0.11,0.0,0.11,,,,,,,,,,,,,500000.0,Lucas González,1877,L. González,20,69,81,169,68,Right,72,MF,12,3300000,7000,281,60,43,54,79,45,304,70,44,47,71,72,369,72,68,78,69,82,308,66,62,60,66,54,320,71,58,67,75,49,174,55,60,59,48,9,11,11,11,6,3,High,High,1,,9.0,,,,,,,,,,,4.0,,,,LigaProfesionalArgentina,58.0
ar ARG,MF,Banfield,18,2002,9,1,114,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,300000.0,Matías González,3594,M. González,18,56,72,173,62,Right,58,MF,16,350000,850,234,51,46,38,54,45,279,65,50,48,55,61,331,68,62,70,52,79,243,55,53,49,39,47,217,43,32,46,56,40,111,46,32,33,48,7,9,13,6,13,3,Medium,Medium,1,,3.0,,,,,,,,,,,0.0,,,,LigaProfesionalArgentina,32.0
ar ARG,MF,Talleres,23,1997,24,20,"1,739",19.3,0,2,2,0,0,0,7,0,0.0,0.1,0.1,0.0,0.1,,,,,,,,,,,,,1200000.0,Juan Ignacio Méndez,1882,J. Méndez,23,69,76,177,69,Right,71,MF,7,2600000,6000,317,59,55,65,73,65,322,70,65,55,63,69,361,69,72,75,70,75,353,75,73,73,67,65,327,71,65,67,69,55,205,65,69,71,51,12,11,8,8,12,3,High,High,1,,18.0,,,,,,,,,,,30.0,,,,LigaProfesionalArgentina,65.0
ar ARG,"DF,MF",Aldosivi,20,2000,8,3,343,3.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,75000.0,Joaquín Indacoechea,2542,J. Indacoechea,19,65,80,172,71,Right,66,MF,15,1600000,2000,268,52,36,67,70,43,287,62,48,45,62,70,361,74,72,68,68,79,297,64,63,73,50,47,303,70,55,58,64,56,174,54,58,62,37,7,5,11,5,9,3,Medium,Medium,1,,9.0,,,,,,,,,,,3.0,,,,LigaProfesionalArgentina,55.0
ar ARG,MF,Gimnasia–LP,22,1999,21,16,"1,277",14.2,0,1,1,0,0,0,5,1,0.0,0.07,0.07,0.0,0.07,,,,,,,,,,,,,200000.0,Manuel Insaurralde,2681,M. Insaurralde,21,64,72,176,70,Right,68,MF,8,1300000,4000,274,51,50,47,71,55,301,66,52,51,62,70,348,78,68,73,64,65,296,56,71,67,59,43,308,64,55,62,68,59,157,54,45,58,49,8,14,6,9,12,2,Medium,Medium,1,,22.0,,,,,,,,,,,24.0,,,,LigaProfesionalArgentina,55.0
ar ARG,MF,Atlé Tucumán,19,2001,5,1,134,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,650000.0,Agustín Lagos,3005,A. Lagos,18,62,82,191,82,Right,62,MF,20,1100000,650,217,56,28,52,49,32,220,58,31,36,41,54,304,59,68,52,60,65,249,35,62,65,62,25,245,60,57,47,39,42,187,56,68,63,44,6,8,10,13,7,2,Medium,Medium,1,,4.0,,,,,,,,,,,2.0,,,,LigaProfesionalArgentina,57.0
ar ARG,"MF,FW",Arsenal,20,2000,12,8,623,6.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,375000.0,Valentín Larralde,2366,V. Larralde,19,66,78,170,63,Right,70,MF,12,2000000,3000,286,68,51,49,71,47,317,69,60,49,68,71,361,73,68,75,67,78,275,57,55,67,41,55,285,58,48,63,69,47,157,39,61,57,49,6,11,11,13,8,3,Medium,Low,1,,7.0,,,,,,,,,,,7.0,,,,LigaProfesionalArgentina,48.0
ar ARG,"MF,FW",Rosario Central,20,2000,21,13,"1,035",11.5,0,1,1,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09,,,,,,,,,,,,,100000.0,Francesco Lo Celso,2846,F. Lo Celso,20,63,77,178,70,Left,65,MF,14,1200000,3000,281,56,48,51,72,54,305,62,60,55,65,63,332,66,72,70,54,70,270,62,53,55,48,52,284,55,41,61,66,61,162,58,46,58,46,5,14,8,13,6,3,Medium,Medium,1,,14.0,,,,,,,,,,,11.0,,,,LigaProfesionalArgentina,41.0
ar ARG,MF,Racing Club,21,2000,5,1,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,600000.0,Julián López,1059,Javi López,18,61,75,183,75,Left,61,MF,14,725000,1000,208,57,26,52,52,21,183,46,35,31,28,43,317,71,68,57,61,60,226,23,56,64,58,25,230,48,64,47,35,36,174,58,59,57,63,11,13,14,14,11,3,Medium,Medium,1,5.0,5.0,3.0,2.0,0.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,3.0,8.0,3.0,1.0,Laliga,64.0
ar ARG,MF,Racing Club,21,2000,5,1,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,600000.0,Julián López,1059,Javi López,18,61,75,183,75,Left,61,MF,14,725000,1000,208,57,26,52,52,21,183,46,35,31,28,43,317,71,68,57,61,60,226,23,56,64,58,25,230,48,64,47,35,36,174,58,59,57,63,11,13,14,14,11,3,Medium,Medium,1,,16.0,,,,,,,,,,,12.0,,,,LigaProfesionalArgentina,64.0
ar ARG,MF,Racing Club,21,2000,5,1,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,600000.0,Julián López,1059,Javi López,18,61,75,183,75,Left,61,MF,14,725000,1000,208,57,26,52,52,21,183,46,35,31,28,43,317,71,68,57,61,60,226,23,56,64,58,25,230,48,64,47,35,36,174,58,59,57,63,11,13,14,14,11,3,Medium,Medium,1,,2.0,,,,,,,,,,,1.0,,,,LigaProfesionalArgentina,64.0
ar ARG,MF,Racing Club,21,1999,14,6,599,6.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,700000.0,Maximiliano Lovera,1582,M. Lovera,21,72,79,170,65,Right,74,MF,7,4800000,10000,292,61,64,52,70,45,322,78,54,60,53,77,415,88,82,90,64,91,327,62,73,71,58,63,280,60,24,68,69,59,92,30,29,33,52,7,11,13,11,10,3,Medium,Medium,1,,2.0,,,,,,,,,,,10.0,,,,LigaProfesionalArgentina,24.0
ar ARG,"MF,FW",Unión,21,2000,13,9,792,8.8,2,2,4,2,0,0,0,0,0.23,0.23,0.45,0.23,0.45,,,,,,,,,,,,,3000000.0,Imanol Machuca,2854,I. Machuca,20,63,74,173,70,Right,64,MF,11,1100000,2000,248,54,45,41,63,45,287,67,51,43,58,68,379,78,74,83,59,85,283,60,69,62,43,49,226,39,33,53,58,43,113,41,33,39,38,7,12,9,5,5,3,Medium,Medium,1,,7.0,,,,,,,,,,,7.0,,,,LigaProfesionalArgentina,33.0
ar ARG,"FW,MF",Platense,23,1997,24,20,"1,645",18.3,4,1,5,3,1,1,5,0,0.22,0.05,0.27,0.16,0.22,,,,,,,,,,,,,500000.0,Braian Mansilla,1858,B. Mansilla,23,69,75,180,78,Left,70,MF,6,2200000,8000,298,57,63,64,63,51,290,74,54,34,57,71,399,89,92,78,65,75,331,67,66,66,73,59,262,55,29,62,57,59,134,41,44,49,42,7,7,13,6,9,3,High,High,1,,18.0,,,,,,,,,,,14.0,,,,LigaProfesionalArgentina,29.0
ar ARG,MF,Unión,20,2000,20,13,"1,212",13.5,0,2,2,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15,,,,,,,,,,,,,750000.0,Enzo Martín Roldán,3127,E. Roldán,19,61,70,176,70,Right,62,MF,9,700000,2000,278,53,62,43,57,63,292,67,69,39,52,65,345,77,73,72,45,78,282,67,53,55,58,49,222,33,32,56,52,49,100,34,35,31,40,7,6,8,6,13,3,High,Medium,1,,14.0,,,,,,,,,,,19.0,,,,LigaProfesionalArgentina,32.0
