Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League
Immanuel Pherai,sr SUR,"MF,FW",Hamburger SV,22,2001,21.4,,18,,,,,,,,,,,10,,,,Bundesliga2
Rayan Philippe,fr FRA,FW,BTSV,22,2000,18.7,,7,,,,,,,,,,,4,,,,Bundesliga2
Lukas Pinckert,de GER,DF,Elversberg,23,2000,9.5,,17,,,,,,,,,,,8,,,,Bundesliga2
Marco Pledl,de GER,MF,Paderborn 07,22,2000,0.7,,1,,,,,,,,,,,0,,,,Bundesliga2
Leander Popp,de GER,MF,Greuther Fürth,18,2005,0.4,,0,,,,,,,,,,,0,,,,Bundesliga2
Łukasz Poręba,pl POL,MF,Hamburger SV,23,2000,7.3,,7,,,,,,,,,,,2,,,,Bundesliga2
Joshua Quarshie,de GER,DF,Düsseldorf,19,2004,5.2,,1,,,,,,,,,,,5,,,,Bundesliga2
Tobias Raschl,de GER,MF,Kaiserslautern,23,2000,22.5,,29,,,,,,,,,,,24,,,,Bundesliga2
Jan Reichert,de GER,GK,Nürnberg,22,2001,1.0,,0,,,,,,,,,,,0,,,,Bundesliga2
Ludovit Reis,nl NED,"MF,DF",Hamburger SV,23,2000,19.9,,37,,,,,,,,,,,28,,,,Bundesliga2
Nicolai Remberg,de GER,MF,Holstein Kiel,23,2000,17.7,,32,,,,,,,,,,,29,,,,Bundesliga2
Tony Rölke,de GER,FW,Hertha BSC,20,2003,0.3,,1,,,,,,,,,,,1,,,,Bundesliga2
Henry Rorig,de GER,"DF,MF",Osnabrück,23,2000,4.9,,8,,,,,,,,,,,6,,,,Bundesliga2
Lasse Rosenboom,de GER,MF,Holstein Kiel,21,2002,3.6,,5,,,,,,,,,,,2,,,,Bundesliga2
Tim Rossmann,de GER,FW,Karlsruher,19,2003,1.3,,0,,,,,,,,,,,2,,,,Bundesliga2
Tom Rothe,de GER,"MF,DF",Holstein Kiel,18,2004,29.7,,27,,,,,,,,,,,29,,,,Bundesliga2
Felix Ruschke,de GER,"MF,DF",Hansa Rostock,20,2003,2.3,,4,,,,,,,,,,,1,,,,Bundesliga2
Elias Saad,tn TUN,"FW,MF",St. Pauli,23,1999,22.9,,22,,,,,,,,,,,4,,,,Bundesliga2
Semih Sahin,de GER,MF,Elversberg,23,1999,23.5,,37,,,,,,,,,,,30,,,,Bundesliga2
Sidi Sané,de GER,"FW,MF",BTSV,20,2003,3.6,,1,,,,,,,,,,,2,,,,Bundesliga2
Tjark Scheller,de GER,MF,St. Pauli,21,2002,0.0,,0,,,,,,,,,,,0,,,,Bundesliga2
Derry Scherhant,de GER,MF,Hertha BSC,20,2002,8.8,,9,,,,,,,,,,,7,,,,Bundesliga2
Lukas Schleimer,de GER,"MF,FW",Nürnberg,23,1999,21.5,,16,,,,,,,,,,,2,,,,Bundesliga2
Christopher Scott,de GER,MF,Hannover 96,21,2002,0.6,,0,,,,,,,,,,,1,,,,Bundesliga2
Armindo Sieb,de GER,"FW,MF",Greuther Fürth,20,2003,24.5,,6,,,,,,,,,,,4,,,,Bundesliga2
Jamil Siebert,de GER,DF,Düsseldorf,21,2002,19.8,,22,,,,,,,,,,,20,,,,Bundesliga2
Eric da Silva Moreira,de GER,DF,St. Pauli,17,2006,0.0,,0,,,,,,,,,,,0,,,,Bundesliga2
Nikola Soldo,hr CRO,"DF,MF",Kaiserslautern,22,2001,9.5,,14,,,,,,,,,,,17,,,,Bundesliga2
Brandon Soppy,fr FRA,DF,Schalke 04,21,2002,3.5,,5,,,,,,,,,,,4,,,,Bundesliga2
Jonas Sterner,de GER,"MF,DF",Holstein Kiel,21,2002,5.8,,6,,,,,,,,,,,3,,,,Bundesliga2
Filip Stojilković,ch SUI,FW,Kaiserslautern,23,2000,1.7,,0,,,,,,,,,,,0,,,,Bundesliga2
Klaus Suso,de GER,MF,Düsseldorf,18,2005,0.4,,3,,,,,,,,,,,1,,,,Bundesliga2
Anssi Tapio Suhonen,fi FIN,MF,Hamburger SV,22,2001,2.9,,6,,,,,,,,,,,2,,,,Bundesliga2
Niklas Tauer,de GER,MF,BTSV,22,2001,6.2,,10,,,,,,,,,,,5,,,,Bundesliga2
Niklas Tauer,de GER,DF,Schalke 04,22,2001,0.5,,2,,,,,,,,,,,0,,,,Bundesliga2
Bryan Teixeira,cv CPV,"FW,MF",Magdeburg,22,2000,6.0,,4,,,,,,,,,,,5,,,,Bundesliga2
Nicolo Tresoldi,de GER,FW,Hannover 96,18,2004,21.9,,11,,,,,,,,,,,3,,,,Bundesliga2
Philipp Treu,de GER,"MF,DF",St. Pauli,22,2000,16.6,,24,,,,,,,,,,,12,,,,Bundesliga2
Christos Tzolis,gr GRE,"MF,FW",Düsseldorf,21,2002,26.3,,14,,,,,,,,,,,6,,,,Bundesliga2
Takashi Uchino,jp JPN,DF,Düsseldorf,22,2001,4.3,,8,,,,,,,,,,,6,,,,Bundesliga2
Jonas Urbig,de GER,GK,Greuther Fürth,19,2003,33.0,,2,,,,,,,,,,,0,,,,Bundesliga2
Can Uzun,tr TUR,"MF,FW",Nürnberg,17,2005,22.1,,13,,,,,,,,,,,3,,,,Bundesliga2
Ignace Van Der Brempt,be BEL,DF,Hamburger SV,21,2002,19.7,,36,,,,,,,,,,,23,,,,Bundesliga2
Robert Wagner,de GER,MF,Greuther Fürth,20,2003,28.3,,33,,,,,,,,,,,20,,,,Bundesliga2
Paul Wanner,de GER,"MF,FW",Elversberg,17,2005,18.8,,30,,,,,,,,,,,4,,,,Bundesliga2
Max Weiß,de GER,GK,Karlsruher,19,2004,2.0,,0,,,,,,,,,,,0,,,,Bundesliga2
Marten Winkler,de GER,"MF,FW",Hertha BSC,20,2002,17.2,,19,,,,,,,,,,,9,,,,Bundesliga2
Jannes Wulff,de GER,"MF,FW",Osnabrück,23,1999,11.4,,14,,,,,,,,,,,8,,,,Bundesliga2
Aaron Zehnter,de GER,"MF,DF",Paderborn 07,18,2004,10.7,,8,,,,,,,,,,,11,,,,Bundesliga2
Azeem Abdulai,sct SCO,"DF,FW",Swansea City,20,2002,1.5,6.0,4,3.0,2.0,1.0,4.0,7.0,57.1,3.0,4.0,0.0,4.0,4,10.0,6.0,0.0,Championship
Ken Aboh,eng ENG,MF,Norwich City,18,2004,0.1,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Championship
Emanuel Aiwum,at AUT,DF,Birmingham City,22,2000,21.6,45.0,27,26.0,17.0,2.0,28.0,34.0,82.4,6.0,44.0,27.0,17.0,20,65.0,85.0,2.0,Championship
Yunus Akgün,tr TUR,"MF,FW",Leicester City,23,2000,9.9,16.0,10,5.0,7.0,4.0,4.0,11.0,36.4,7.0,10.0,0.0,10.0,6,22.0,3.0,0.0,Championship
Carlos Alcaraz,ar ARG,"MF,FW",Southampton,20,2002,12.2,29.0,18,6.0,15.0,8.0,15.0,28.0,53.6,13.0,21.0,2.0,19.0,6,35.0,14.0,0.0,Championship
Ajibola Alese,eng ENG,DF,Sunderland,22,2001,5.1,10.0,9,6.0,3.0,1.0,4.0,7.0,57.1,3.0,7.0,1.0,6.0,6,16.0,13.0,0.0,Championship
Samuel Amo-Ameyaw,eng ENG,"FW,MF",Southampton,17,2006,0.8,3.0,2,1.0,0.0,2.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,0,3.0,1.0,0.0,Championship
Ethan Ampadu,wls WAL,"MF,DF",Leeds United,22,2000,46.0,70.0,42,34.0,32.0,4.0,29.0,44.0,65.9,15.0,64.0,36.0,28.0,64,134.0,111.0,0.0,Championship
Kai Andrews,wls WAL,MF,Coventry City,16,2006,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Ryan Andrews,eng ENG,"DF,MF",Watford,18,2004,28.6,48.0,38,26.0,18.0,4.0,22.0,40.0,55.0,18.0,32.0,3.0,29.0,44,92.0,62.0,2.0,Championship
Jaidon Anthony,eng ENG,"FW,MF",Leeds United,23,1999,5.6,14.0,5,6.0,6.0,2.0,8.0,18.0,44.4,10.0,10.0,0.0,10.0,2,16.0,4.0,0.0,Championship
Adil Aouchiche,fr FRA,"MF,FW",Sunderland,21,2002,12.2,25.0,16,7.0,9.0,9.0,9.0,25.0,36.0,16.0,11.0,0.0,11.0,10,35.0,6.0,0.0,Championship
Arvin Appiah,eng ENG,"FW,MF",Rotherham Utd,22,2001,9.3,9.0,6,3.0,4.0,2.0,4.0,10.0,40.0,6.0,11.0,0.0,11.0,5,14.0,2.0,0.0,Championship
Sinclair Armstrong,ie IRL,FW,QPR,20,2003,19.8,5.0,4,1.0,1.0,3.0,1.0,5.0,20.0,4.0,11.0,0.0,11.0,3,8.0,1.0,0.0,Championship
Harrison Ashby,sct SCO,"DF,MF",Swansea City,21,2001,8.9,26.0,20,13.0,11.0,2.0,12.0,25.0,48.0,13.0,12.0,4.0,8.0,18,44.0,18.0,1.0,Championship
Cian Ashford,wls WAL,FW,Cardiff City,18,2004,3.5,7.0,3,6.0,1.0,0.0,3.0,8.0,37.5,5.0,3.0,0.0,3.0,1,8.0,3.0,0.0,Championship
Yaser Asprilla,co COL,"FW,MF",Watford,19,2003,30.4,47.0,30,9.0,26.0,12.0,20.0,55.0,36.4,35.0,29.0,0.0,29.0,20,67.0,4.0,0.0,Championship
Joshua Austerfield,eng ENG,MF,Huddersfield,21,2001,0.8,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,Championship
Yasin Ayari,se SWE,MF,Blackburn,19,2003,3.7,15.0,9,5.0,4.0,6.0,5.0,12.0,41.7,7.0,5.0,0.0,5.0,4,19.0,2.0,0.0,Championship
Yasin Ayari,se SWE,MF,Coventry City,19,2003,6.1,13.0,8,4.0,5.0,4.0,7.0,12.0,58.3,5.0,5.0,0.0,5.0,5,18.0,3.0,0.0,Championship
Loick Ayina,cg CGO,"DF,MF",Huddersfield,20,2003,0.9,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,1,1.0,4.0,0.0,Championship
Finn Azaz,ie IRL,"MF,FW",Plymouth Argyle,22,2000,19.6,17.0,14,6.0,10.0,1.0,8.0,26.0,30.8,18.0,13.0,2.0,11.0,18,35.0,15.0,0.0,Championship
Finn Azaz,ie IRL,"MF,FW",Middlesbrough,22,2000,15.1,17.0,11,3.0,9.0,5.0,7.0,20.0,35.0,13.0,18.0,2.0,16.0,8,25.0,5.0,0.0,Championship
Abdoullah Ba,fr FRA,"MF,FW",Sunderland,20,2003,21.4,17.0,13,5.0,10.0,2.0,8.0,17.0,47.1,9.0,9.0,1.0,8.0,11,28.0,7.0,0.0,Championship
Daniel Ballard,nir NIR,DF,Sunderland,23,1999,42.6,50.0,34,34.0,16.0,0.0,25.0,38.0,65.8,13.0,58.0,40.0,18.0,35,85.0,182.0,1.0,Championship
Gavin Bazunu,ie IRL,GK,Southampton,21,2002,41.0,2.0,2,1.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1,3.0,16.0,3.0,Championship
James Beadle,eng ENG,GK,Sheffield Weds,19,2004,19.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,9.0,1.0,Championship
Sam Bell,eng ENG,"FW,DF",Bristol City,21,2002,20.1,19.0,11,8.0,7.0,4.0,9.0,32.0,28.1,23.0,27.0,1.0,26.0,17,36.0,12.0,0.0,Championship
Jobe Bellingham,eng ENG,"MF,FW",Sunderland,17,2005,40.3,60.0,38,23.0,29.0,8.0,24.0,47.0,51.1,23.0,55.0,14.0,41.0,32,92.0,58.0,2.0,Championship
Jewison Bennette,cr CRC,FW,Sunderland,19,2004,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Di'Shon Bernard,jm JAM,DF,Sheffield Weds,22,2000,30.3,48.0,34,32.0,14.0,2.0,20.0,31.0,64.5,11.0,49.0,24.0,25.0,34,82.0,98.0,2.0,Championship
Kian Best,eng ENG,DF,Preston,17,2005,7.7,19.0,9,6.0,10.0,3.0,12.0,25.0,48.0,13.0,12.0,1.0,11.0,5,24.0,4.0,0.0,Championship
Luis Binks,eng ENG,DF,Coventry City,21,2001,14.8,26.0,15,14.0,11.0,1.0,10.0,15.0,66.7,5.0,13.0,7.0,6.0,19,45.0,67.0,0.0,Championship
Nathan Bishop,eng ENG,GK,Sunderland,23,1999,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Thomas Bloxham,ie IRL,FW,Blackburn,18,2005,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Lee Buchanan,eng ENG,DF,Birmingham City,22,2001,30.3,78.0,54,41.0,27.0,10.0,48.0,78.0,61.5,30.0,57.0,20.0,37.0,48,126.0,126.0,0.0,Championship
John Buckley,eng ENG,"MF,FW",Sheffield Weds,23,1999,5.2,17.0,9,8.0,6.0,3.0,9.0,19.0,47.4,10.0,6.0,0.0,6.0,10,27.0,3.0,0.0,Championship
John Buckley,eng ENG,MF,Blackburn,23,1999,5.6,13.0,8,1.0,12.0,0.0,7.0,14.0,50.0,7.0,14.0,3.0,11.0,7,20.0,4.0,0.0,Championship
Wouter Burger,nl NED,MF,Stoke City,22,2001,29.2,102.0,63,30.0,59.0,13.0,32.0,67.0,47.8,35.0,52.0,9.0,43.0,34,136.0,39.0,0.0,Championship
Mason Burstow,eng ENG,FW,Sunderland,19,2003,9.9,6.0,3,2.0,3.0,1.0,1.0,7.0,14.3,6.0,4.0,1.0,3.0,0,6.0,5.0,0.0,Championship
Ben Cabango,wls WAL,DF,Swansea City,23,2000,32.1,50.0,31,36.0,13.0,1.0,28.0,46.0,60.9,18.0,33.0,26.0,7.0,39,89.0,153.0,3.0,Championship
Bailey-Tye Cadamarteri,jm JAM,FW,Sheffield Weds,18,2005,12.2,10.0,7,2.0,6.0,2.0,4.0,7.0,57.1,3.0,14.0,0.0,14.0,1,11.0,8.0,0.0,Championship
Tyrese Campbell,eng ENG,FW,Stoke City,23,1999,13.3,12.0,11,4.0,5.0,3.0,5.0,8.0,62.5,3.0,14.0,4.0,10.0,1,13.0,13.0,0.0,Championship
Thomas Cannon,ie IRL,FW,Leicester City,20,2002,4.8,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1,2.0,2.0,1.0,Championship
Hayden Carter,eng ENG,DF,Blackburn,23,1999,28.4,49.0,31,30.0,18.0,1.0,24.0,44.0,54.5,20.0,51.0,28.0,23.0,38,87.0,102.0,2.0,Championship
Fabio Carvalho,pt POR,"FW,MF",Hull City,20,2002,19.1,27.0,13,6.0,15.0,6.0,6.0,25.0,24.0,19.0,31.0,3.0,28.0,13,40.0,5.0,0.0,Championship
Cesare Casadei,it ITA,MF,Leicester City,20,2003,9.8,17.0,12,9.0,7.0,1.0,8.0,18.0,44.4,10.0,9.0,2.0,7.0,8,25.0,12.0,0.0,Championship
Giorgi Chakvetadze,ge GEO,"MF,FW",Watford,23,1999,17.8,28.0,22,15.0,11.0,2.0,10.0,33.0,30.3,23.0,17.0,1.0,16.0,12,40.0,5.0,0.0,Championship
Jacob Chapman,au AUS,GK,Huddersfield,22,2000,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,Championship
Shea Charles,nir NIR,"MF,DF",Southampton,19,2003,16.0,34.0,18,18.0,10.0,6.0,18.0,36.0,50.0,18.0,23.0,6.0,17.0,22,56.0,25.0,2.0,Championship
Chiquinho,pt POR,FW,Stoke City,23,2000,0.7,3.0,2,0.0,1.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,3.0,2.0,0.0,Championship
Benjamin Chrisene,eng ENG,DF,Blackburn,19,2004,9.1,32.0,21,13.0,12.0,7.0,20.0,29.0,69.0,9.0,14.0,3.0,11.0,13,45.0,12.0,0.0,Championship
Dennis Cirkin,eng ENG,DF,Sunderland,21,2002,5.6,10.0,8,5.0,4.0,1.0,7.0,11.0,63.6,4.0,11.0,6.0,5.0,4,14.0,10.0,0.0,Championship
Harry Clarke,eng ENG,DF,Ipswich Town,22,2001,26.2,37.0,25,16.0,15.0,6.0,24.0,39.0,61.5,15.0,37.0,9.0,28.0,25,62.0,60.0,1.0,Championship
Jack Clarke,eng ENG,"MF,FW",Sunderland,22,2000,38.8,60.0,45,26.0,24.0,10.0,24.0,62.0,38.7,38.0,31.0,1.0,30.0,20,80.0,11.0,1.0,Championship
Josh Coburn,eng ENG,FW,Middlesbrough,20,2002,11.1,6.0,2,0.0,5.0,1.0,3.0,7.0,42.9,4.0,4.0,0.0,4.0,1,7.0,8.0,0.0,Championship
Joel Colwill,wls WAL,MF,Cardiff City,18,2004,0.4,2.0,1,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,3.0,1.0,0.0,Championship
Rubin Colwill,wls WAL,"MF,FW",Cardiff City,21,2002,17.7,41.0,19,7.0,23.0,11.0,25.0,44.0,56.8,19.0,25.0,0.0,25.0,14,55.0,7.0,1.0,Championship
Aaron Connolly,ie IRL,FW,Hull City,23,2000,13.5,6.0,4,2.0,3.0,1.0,0.0,4.0,0.0,4.0,5.0,0.0,5.0,3,9.0,4.0,0.0,Championship
Raheem Conte,eng ENG,DF,Cardiff City,20,2002,1.0,3.0,1,2.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1,4.0,1.0,0.0,Championship
Tommy Conway,sct SCO,FW,Bristol City,20,2002,25.4,17.0,7,3.0,9.0,5.0,5.0,13.0,38.5,8.0,20.0,3.0,17.0,3,20.0,7.0,0.0,Championship
Michael Cooper,eng ENG,GK,Plymouth Argyle,23,1999,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,10.0,0.0,Championship
Oliver Cooper,wls WAL,"MF,FW",Swansea City,23,1999,13.6,42.0,27,18.0,18.0,6.0,16.0,31.0,51.6,15.0,17.0,1.0,16.0,12,54.0,15.0,0.0,Championship
Charlie Cresswell,eng ENG,DF,Leeds United,20,2002,1.5,3.0,3,1.0,2.0,0.0,2.0,2.0,100.0,0.0,3.0,3.0,0.0,3,6.0,6.0,0.0,Championship
Luke Cundle,eng ENG,MF,Stoke City,21,2002,10.9,22.0,9,10.0,9.0,3.0,13.0,25.0,52.0,12.0,17.0,4.0,13.0,9,31.0,7.0,0.0,Championship
Luke Cundle,eng ENG,"MF,FW",Plymouth Argyle,21,2002,13.7,23.0,21,8.0,12.0,3.0,14.0,23.0,60.9,9.0,15.0,4.0,11.0,8,31.0,9.0,0.0,Championship
Harry Darling,eng ENG,DF,Swansea City,23,1999,32.9,37.0,19,18.0,18.0,1.0,22.0,46.0,47.8,24.0,46.0,30.0,16.0,36,73.0,101.0,0.0,Championship
Aidan Dausch,eng ENG,"MF,FW",Coventry City,17,2006,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Leif Davis,eng ENG,DF,Ipswich Town,23,2000,42.0,76.0,57,43.0,26.0,7.0,53.0,81.0,65.4,28.0,44.0,11.0,33.0,45,121.0,66.0,0.0,Championship
Liam Delap,eng ENG,FW,Hull City,20,2003,24.5,15.0,7,7.0,5.0,3.0,6.0,19.0,31.6,13.0,10.0,1.0,9.0,6,21.0,12.0,0.0,Championship
Tom Dele-Bashiru,ng NGA,"MF,DF",Watford,23,1999,25.1,39.0,26,18.0,16.0,5.0,16.0,28.0,57.1,12.0,22.0,6.0,16.0,28,67.0,29.0,2.0,Championship
Rav van den Berg,nl NED,DF,Middlesbrough,19,2004,32.1,44.0,28,24.0,18.0,2.0,29.0,46.0,63.0,17.0,25.0,14.0,11.0,41,85.0,112.0,0.0,Championship
Alfie Devine,eng ENG,"MF,FW",Plymouth Argyle,18,2004,9.4,10.0,7,3.0,5.0,2.0,4.0,9.0,44.4,5.0,8.0,2.0,6.0,6,16.0,11.0,0.0,Championship
Brahima Diarra,ml MLI,"MF,FW",Huddersfield,20,2003,7.3,20.0,11,7.0,7.0,6.0,8.0,20.0,40.0,12.0,13.0,3.0,10.0,4,24.0,4.0,0.0,Championship
Tyler Dibling,eng ENG,FW,Southampton,17,2006,0.0,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Championship
Daryl Dike,us USA,FW,West Brom,23,2000,0.6,2.0,0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1,3.0,1.0,0.0,Championship
Elijah Dixon-Bonner,eng ENG,MF,QPR,22,2001,10.0,10.0,4,5.0,3.0,2.0,4.0,11.0,36.4,7.0,18.0,5.0,13.0,5,15.0,10.0,0.0,Championship
Tyrhys Dolan,eng ENG,"FW,MF",Blackburn,21,2001,25.8,26.0,16,6.0,14.0,6.0,7.0,26.0,26.9,19.0,25.0,2.0,23.0,10,36.0,10.0,0.0,Championship
Romelle Donovan,eng ENG,FW,Birmingham City,16,2006,1.4,2.0,2,0.0,2.0,0.0,2.0,6.0,33.3,4.0,4.0,0.0,4.0,1,3.0,1.0,0.0,Championship
Callum Doyle,eng ENG,DF,Leicester City,19,2003,13.4,41.0,29,17.0,21.0,3.0,28.0,39.0,71.8,11.0,21.0,7.0,14.0,15,56.0,37.0,1.0,Championship
Cody Drameh,eng ENG,DF,Leeds United,21,2001,0.2,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,1,2.0,0.0,1.0,Championship
Cody Drameh,eng ENG,DF,Birmingham City,21,2001,25.1,80.0,55,50.0,23.0,7.0,45.0,68.0,66.2,23.0,49.0,8.0,41.0,24,104.0,92.0,4.0,Championship
Aaron Drewe,eng ENG,DF,QPR,22,2001,1.0,3.0,1,2.0,0.0,1.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,1,4.0,5.0,0.0,Championship
Stephen Duke-McKenna,gy GUY,"MF,FW",QPR,22,2000,1.6,3.0,1,0.0,3.0,0.0,2.0,4.0,50.0,2.0,4.0,1.0,3.0,5,8.0,2.0,0.0,Championship
Albert Eames,eng ENG,DF,Watford,17,2005,0.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Championship
Saxon Earley,eng ENG,DF,Plymouth Argyle,20,2002,1.0,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,4.0,1,2.0,5.0,0.0,Championship
Josh Eccles,eng ENG,MF,Coventry City,23,2000,36.4,99.0,60,46.0,44.0,9.0,43.0,89.0,48.3,46.0,59.0,14.0,45.0,44,143.0,58.0,2.0,Championship
Samuel Edozie,eng ENG,"FW,MF",Southampton,20,2003,15.2,31.0,17,13.0,8.0,10.0,10.0,24.0,41.7,14.0,16.0,3.0,13.0,9,40.0,9.0,0.0,Championship
Pierre Ekwah Elimby,fr FRA,MF,Sunderland,21,2002,33.5,58.0,30,22.0,28.0,8.0,32.0,60.0,53.3,28.0,45.0,10.0,35.0,36,94.0,38.0,0.0,Championship
Aidomo Emakhu,ie IRL,"MF,FW",Millwall,19,2003,7.4,19.0,13,9.0,5.0,5.0,9.0,15.0,60.0,6.0,6.0,0.0,6.0,2,21.0,4.0,1.0,Championship
Romain Esse,eng ENG,"MF,FW",Millwall,18,2005,8.3,23.0,13,12.0,7.0,4.0,9.0,19.0,47.4,10.0,11.0,1.0,10.0,7,30.0,4.0,0.0,Championship
Kion Etete,eng ENG,FW,Cardiff City,21,2001,12.1,13.0,6,3.0,8.0,2.0,4.0,10.0,40.0,6.0,19.0,0.0,19.0,10,23.0,19.0,0.0,Championship
Milan van Ewijk,nl NED,DF,Coventry City,22,2000,34.4,89.0,64,48.0,31.0,10.0,37.0,61.0,60.7,24.0,39.0,7.0,32.0,51,140.0,68.0,1.0,Championship
Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,19,2004,31.3,61.0,42,33.0,16.0,12.0,27.0,51.0,52.9,24.0,40.0,7.0,33.0,20,81.0,39.0,0.0,Championship
Tom Fellows,eng ENG,"FW,MF",West Brom,20,2003,16.6,13.0,6,5.0,3.0,5.0,5.0,14.0,35.7,9.0,11.0,1.0,10.0,5,18.0,9.0,0.0,Championship
Sonny Finch,eng ENG,FW,Middlesbrough,17,2005,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Championship
Kellen Fisher,eng ENG,DF,Norwich City,19,2004,2.9,8.0,5,6.0,1.0,1.0,5.0,7.0,71.4,2.0,8.0,4.0,4.0,3,11.0,8.0,0.0,Championship
Leo Fuhr Hjelde,no NOR,DF,Leeds United,19,2003,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0,0.0,3.0,0.0,Championship
Leo Fuhr Hjelde,no NOR,DF,Sunderland,19,2003,9.5,15.0,11,6.0,6.0,3.0,6.0,11.0,54.5,5.0,13.0,5.0,8.0,7,22.0,30.0,0.0,Championship
Taylor Gardner-Hickman,eng ENG,MF,West Brom,21,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Championship
Taylor Gardner-Hickman,eng ENG,"MF,DF",Bristol City,21,2001,24.5,55.0,30,26.0,24.0,5.0,35.0,66.0,53.0,31.0,23.0,7.0,16.0,29,84.0,33.0,0.0,Championship
Jake Garrett,eng ENG,MF,Blackburn,20,2003,8.7,19.0,10,4.0,10.0,5.0,9.0,13.0,69.2,4.0,9.0,4.0,5.0,7,26.0,3.0,1.0,Championship
Djeidi Gassama,fr FRA,"FW,MF",Sheffield Weds,19,2003,16.4,38.0,24,14.0,14.0,10.0,14.0,39.0,35.9,25.0,10.0,1.0,9.0,8,46.0,13.0,0.0,Championship
Joe Gelhardt,eng ENG,"MF,FW",Leeds United,21,2002,2.2,2.0,1,1.0,0.0,1.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,1,3.0,2.0,0.0,Championship
Liam Gibbs,eng ENG,"MF,FW",Norwich City,20,2002,6.2,10.0,6,3.0,4.0,3.0,2.0,5.0,40.0,3.0,6.0,1.0,5.0,3,13.0,4.0,0.0,Championship
Lewis Gibson,eng ENG,DF,Plymouth Argyle,23,2000,39.7,52.0,35,40.0,11.0,1.0,29.0,39.0,74.4,10.0,76.0,53.0,23.0,33,85.0,201.0,0.0,Championship
Alexander Gilbert,ie IRL,"MF,FW",Middlesbrough,21,2001,2.6,7.0,5,3.0,1.0,3.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,4,11.0,3.0,0.0,Championship
Luey Giles,wls WAL,DF,Cardiff City,16,2006,0.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Championship
Ryan Giles,eng ENG,DF,Hull City,23,2000,12.0,11.0,7,8.0,3.0,0.0,6.0,10.0,60.0,4.0,12.0,2.0,10.0,13,24.0,34.0,0.0,Championship
Brodie Gilmore,nir NIR,DF,Huddersfield,19,2004,17.0,45.0,34,23.0,15.0,7.0,26.0,37.0,70.3,11.0,34.0,7.0,27.0,22,67.0,48.0,1.0,Championship
